Date,EM GCC COUNTRIES IMI
2014-06-02,984.2008027599632
2014-06-03,961.9938168170354
2014-06-04,949.0017769279182
2014-06-05,960.6142026953174
2014-06-06,958.9118110794305
2014-06-09,923.0248714475197
2014-06-10,916.7856713214925
2014-06-11,910.444110017945
2014-06-12,922.570124340512
2014-06-13,924.1327424046846
2014-06-16,873.566534605602
2014-06-17,865.9704322951212
2014-06-18,874.5865865839639
2014-06-19,874.20929208352
2014-06-20,877.8476718855693
2014-06-23,851.1151748693133
2014-06-24,826.8055902268981
2014-06-25,830.0427009083141
2014-06-26,820.3222818057726
2014-06-27,817.2500461177156
2014-06-30,773.9069820823739
2014-07-01,805.9473380859624
2014-07-02,848.8340545743357
2014-07-03,848.824217486649
2014-07-04,850.1414246502862
2014-07-07,865.1898649381965
2014-07-08,866.761993562421
2014-07-09,870.935414492246
2014-07-10,888.3580415377219
2014-07-11,888.4886920328373
2014-07-14,891.4418368723688
2014-07-15,906.6004700644959
2014-07-16,920.1315818098292
2014-07-17,926.0932166246639
2014-07-18,926.6759023155709
2014-07-21,903.4162294484138
2014-07-22,909.7690862706245
2014-07-23,902.8181161294073
2014-07-24,890.3526634342912
2014-07-25,892.7387794086555
2014-07-28,896.4436491959216
2014-07-29,898.365954962852
2014-07-30,900.5483291853951
2014-07-31,912.378599943599
2014-08-01,909.0494949173695
2014-08-04,909.4190035358504
2014-08-05,917.7777349614148
2014-08-06,904.8907611478024
2014-08-07,907.4932933826065
2014-08-08,903.2313322597095
2014-08-11,915.7179740487948
2014-08-12,921.7329583700235
2014-08-13,932.063451798063
2014-08-14,933.3023731173
2014-08-15,933.1100729730019
2014-08-18,938.2105092505655
2014-08-19,946.9649023108688
2014-08-20,948.3264534123475
2014-08-21,953.4073673688383
2014-08-22,957.2311492747104
2014-08-25,962.3608332837249
2014-08-26,967.2782225162349
2014-08-27,965.7486072837409
2014-08-28,934.8838846405433
2014-08-29,935.1502677032036
2014-09-01,969.1180732789752
2014-09-02,972.5519510633717
2014-09-03,983.0771136576163
2014-09-04,997.7972415427108
2014-09-05,998.4132370616629
2014-09-08,1000.4877030329293
2014-09-09,1000.9444355485995
2014-09-10,988.3147139598251
2014-09-11,996.0192038750372
2014-09-12,996.2501559241657
2014-09-15,1003.2179402686533
2014-09-16,1000.5759248023179
2014-09-17,1001.4808140475735
2014-09-18,1026.6602431305732
2014-09-19,1033.1765633529278
2014-09-22,1016.8676523003683
2014-09-23,1010.0718554257265
2014-09-24,1010.3934190140274
2014-09-25,1012.2038977966013
2014-09-26,1016.3156569310086
2014-09-29,1009.6799840475928
2014-09-30,1009.5649706531597
2014-10-01,1013.7564550848891
2014-10-02,1005.9567254180157
2014-10-03,1017.3665786323969
2014-10-06,1012.7007987472025
2014-10-07,1011.3052718949565
2014-10-08,997.514556473874
2014-10-09,999.2907521843247
2014-10-10,1006.1440803609319
2014-10-13,966.1240238783088
2014-10-14,961.4704191509928
2014-10-15,943.1398445217022
2014-10-16,913.4473804584254
2014-10-17,914.3707218336318
2014-10-20,912.8470393430923
2014-10-21,926.8476216699444
2014-10-22,947.0080060125682
2014-10-23,957.5813606889601
2014-10-24,956.0978393206206
2014-10-27,956.706018650961
2014-10-28,954.3655380936472
2014-10-29,961.6903860106532
2014-10-30,948.4823076232665
2014-10-31,955.4584084553563
2014-11-03,980.6459977947076
2014-11-04,972.497866870721
2014-11-05,952.2048766593015
2014-11-06,957.4460286542318
2014-11-07,959.1813706588009
2014-11-10,981.8933401220954
2014-11-11,985.1432285135468
2014-11-12,979.0082489667773
2014-11-13,987.747447347002
2014-11-14,987.3373484240859
2014-11-17,983.1474121800902
2014-11-18,985.8043170713638
2014-11-19,987.1644389623591
2014-11-20,988.391875903801
2014-11-21,998.5441327456388
2014-11-24,997.4270792169408
2014-11-25,970.6062794512486
2014-11-26,960.7629928774824
2014-11-27,962.8633051219595
2014-11-28,963.9967228825634
2014-12-01,930.2257691296701
2014-12-02,931.215481971226
2014-12-03,930.1787251066492
2014-12-04,919.3221692304065
2014-12-05,929.7607182346386
2014-12-08,918.3354727576865
2014-12-09,886.2183600482655
2014-12-10,888.1240446738376
2014-12-11,840.4534552825362
2014-12-12,835.0918720940462
2014-12-15,807.9652433000908
2014-12-16,760.6370461842555
2014-12-17,779.8354164155429
2014-12-18,823.4293635297237
2014-12-19,824.503679166897
2014-12-22,899.1346216188873
2014-12-23,883.8564527567336
2014-12-24,899.2728344736498
2014-12-25,904.6854944136068
2014-12-26,906.0978459516584
2014-12-29,912.1628731072693
2014-12-30,888.1668959889877
2014-12-31,896.7456118353206
2015-01-01,896.7456118353206
2015-01-02,901.9378209616507
2015-01-05,880.4574055745678
2015-01-06,860.8516976936461
2015-01-07,885.9520977719541
2015-01-08,912.3608983052361
2015-01-09,909.1229788554227
2015-01-12,893.7869183460957
2015-01-13,909.0154633761232
2015-01-14,904.3146886406403
2015-01-15,916.8766610608615
2015-01-16,924.0884521884499
2015-01-19,920.248998485968
2015-01-20,919.4364027831313
2015-01-21,915.1064382112476
2015-01-22,919.8671631140555
2015-01-23,933.481078411589
2015-01-26,930.1752828065108
2015-01-27,922.3006049996004
2015-01-28,926.5190863866085
2015-01-29,912.9166906542017
2015-01-30,917.1813227825677
2015-02-02,938.7464538660331
2015-02-03,948.5711277183356
2015-02-04,952.0186148431563
2015-02-05,953.4953491860139
2015-02-06,960.7235743197789
2015-02-09,967.7211445924568
2015-02-10,966.7845881551023
2015-02-11,968.4423103123017
2015-02-12,961.6358001121997
2015-02-13,959.1057344245554
2015-02-16,958.9586324566545
2015-02-17,960.3106207565957
2015-02-18,966.0040473133583
2015-02-19,963.5165737823633
2015-02-20,965.3811438332243
2015-02-23,966.190631852438
2015-02-24,969.2406861468698
2015-02-25,969.9782913122253
2015-02-26,981.5079904330045
2015-02-27,981.2219195061606
2015-03-02,982.7283826223803
2015-03-03,975.8203183301262
2015-03-04,974.2389890511637
2015-03-05,975.108501886255
2015-03-06,990.1909700828106
2015-03-09,994.8139550341308
2015-03-10,1007.9398114373045
2015-03-11,1006.8588140201724
2015-03-12,1001.2077863851331
2015-03-13,1010.2478224737698
2015-03-16,969.9025116411118
2015-03-17,959.7137860467395
2015-03-18,931.4479414921886
2015-03-19,948.9599605324452
2015-03-20,933.9271055367484
2015-03-23,929.2362797533531
2015-03-24,941.3541251478267
2015-03-25,918.4972962295095
2015-03-26,920.0241771724208
2015-03-27,922.3517854043091
2015-03-30,945.747209296136
2015-03-31,965.5738531668835
2015-04-01,957.4184306162449
2015-04-02,969.287292293068
2015-04-03,969.287292293068
2015-04-06,963.3197234870729
2015-04-07,988.6737332274727
2015-04-08,998.2418983489897
2015-04-09,1008.9429500130894
2015-04-10,1013.8326655286098
2015-04-13,1016.1949803108107
2015-04-14,1004.0868739732359
2015-04-15,1026.2158418423035
2015-04-16,1041.3700373578733
2015-04-17,1034.119572305288
2015-04-20,1031.459772023642
2015-04-21,1040.5276572069426
2015-04-22,1044.9060347052864
2015-04-23,1031.3211904339169
2015-04-24,1025.2686226763096
2015-04-27,1036.730146667219
2015-04-28,1029.4696666612135
2015-04-29,1017.1364279903158
2015-04-30,1007.4732688453078
2015-05-01,1005.9214902052411
2015-05-04,991.9629714836016
2015-05-05,993.8674356486592
2015-05-06,984.3707599344516
2015-05-07,989.3101149871652
2015-05-08,993.102095639164
2015-05-11,998.7824486995186
2015-05-12,988.5370032457267
2015-05-13,979.540081246659
2015-05-14,975.4599294402395
2015-05-15,970.2590680036645
2015-05-18,978.0998656191647
2015-05-19,1001.2078149576862
2015-05-20,1000.3814958976893
2015-05-21,999.2474557829589
2015-05-22,1008.1308640168894
2015-05-25,998.8473051576676
2015-05-26,1008.891958535854
2015-05-27,994.7733226791315
2015-05-28,970.4824168923226
2015-05-29,966.5341387485695
2015-06-01,987.1401329872313
2015-06-02,972.9733578131833
2015-06-03,963.4057927185331
2015-06-04,958.0510039997844
2015-06-05,972.9032405891479
2015-06-08,953.8268972573389
2015-06-09,960.3688285872045
2015-06-10,953.4611367487934
2015-06-11,953.7434333682585
2015-06-12,950.839480698588
2015-06-15,956.3823703569533
2015-06-16,952.2611897585347
2015-06-17,954.7851136708164
2015-06-18,940.0156351137277
2015-06-19,946.3021793755005
2015-06-22,956.9173542238776
2015-06-23,972.8882551886904
2015-06-24,978.85242577208
2015-06-25,972.8535141229039
2015-06-26,977.4069745127761
2015-06-29,959.8496785969409
2015-06-30,978.9316690420073
2015-07-01,973.8367720805495
2015-07-02,979.1205461706625
2015-07-03,979.4247643943866
2015-07-06,972.3218723814732
2015-07-07,980.2685584083325
2015-07-08,954.4318262953522
2015-07-09,965.417054959972
2015-07-10,954.3719946471392
2015-07-13,973.5786982429378
2015-07-14,978.0701357602637
2015-07-15,990.0436605268873
2015-07-16,994.8075558202656
2015-07-17,999.3904440858954
2015-07-20,1004.3682283654083
2015-07-21,999.0440406342276
2015-07-22,1002.6047114372479
2015-07-23,994.9880779803558
2015-07-24,996.174882935708
2015-07-27,976.738649233451
2015-07-28,973.0197808269419
2015-07-29,977.0394365227528
2015-07-30,987.5246651385784
2015-07-31,976.4759678856913
2015-08-03,983.7540379649215
2015-08-04,984.323362235058
2015-08-05,997.1170080755086
2015-08-06,990.447849036684
2015-08-07,988.1223328393017
2015-08-10,978.419867614611
2015-08-11,975.4437432066286
2015-08-12,956.9626717001661
2015-08-13,958.7179721778328
