Date,EM EUROPE IMI
1998-12-31,149.7343549072898
1999-01-01,149.7343549072898
1999-01-04,153.90500152215876
1999-01-05,156.73938673542523
1999-01-06,160.38202520359195
1999-01-07,162.08528129156377
1999-01-08,163.20027276143355
1999-01-11,161.4932295514212
1999-01-12,159.15740096742917
1999-01-13,145.59115375127791
1999-01-14,146.9768855991252
1999-01-15,144.4542622514696
1999-01-18,149.10582813373622
1999-01-19,150.641226891781
1999-01-20,153.3411211922597
1999-01-21,154.58038457103953
1999-01-22,150.43908856644842
1999-01-25,147.37423853144574
1999-01-26,151.12936449746087
1999-01-27,154.80945961556912
1999-01-28,153.54971373432264
1999-01-29,156.55002228338466
1999-02-01,158.0039444814818
1999-02-02,155.35347675863395
1999-02-03,155.97160658416158
1999-02-04,160.59070518241487
1999-02-05,157.1635736511747
1999-02-08,157.36213280952623
1999-02-09,158.88545774862487
1999-02-10,159.7895704660426
1999-02-11,163.70723160351886
1999-02-12,164.8755474982187
1999-02-15,163.12511546912467
1999-02-16,169.36281597060707
1999-02-17,172.33184955004336
1999-02-18,172.42809828559558
1999-02-19,174.02400671336505
1999-02-22,173.45529766993582
1999-02-23,172.35864744652065
1999-02-24,173.55494870061455
1999-02-25,172.67363741874652
1999-02-26,175.27379985329424
1999-03-01,178.41442325078248
1999-03-02,177.19537178513954
1999-03-03,178.00176500710344
1999-03-04,173.91159487545355
1999-03-05,176.48096876883105
1999-03-08,178.91479295324632
1999-03-09,182.76317191903414
1999-03-10,181.27170439666313
1999-03-11,188.37636865342145
1999-03-12,188.62347047099797
1999-03-15,186.61170497322124
1999-03-16,185.623835569929
1999-03-17,188.03286764710194
1999-03-18,190.2556608337283
1999-03-19,194.53523093507408
1999-03-22,192.5977495779064
1999-03-23,190.61004312319517
1999-03-24,183.63817072654842
1999-03-25,191.84626949855948
1999-03-26,194.17415027283346
1999-03-29,194.09448814896757
1999-03-30,195.09270831659603
1999-03-31,194.62270929386855
1999-04-01,194.1497815957866
1999-04-02,194.91884550409674
1999-04-05,197.7296724888511
1999-04-06,200.35669473131685
1999-04-07,200.71168671743547
1999-04-08,196.6613812887407
1999-04-09,193.48829933282266
1999-04-12,187.02807660248217
1999-04-13,180.98726010594612
1999-04-14,190.0725798990011
1999-04-15,190.21047902210952
1999-04-16,196.29251004739115
1999-04-19,200.07919173880194
1999-04-20,207.1515555819511
1999-04-21,207.72839289223035
1999-04-22,213.20622690705628
1999-04-23,214.13121358100761
1999-04-26,217.47606344418796
1999-04-27,217.6566506330552
1999-04-28,219.9981747620524
1999-04-29,219.5747046093998
1999-04-30,220.58000735687588
1999-05-03,222.59661642054567
1999-05-04,225.8560049952803
1999-05-05,230.80603095584695
1999-05-06,231.61625244181366
1999-05-07,229.45869572918568
1999-05-10,229.7108383928148
1999-05-11,232.2009802716799
1999-05-12,218.7157209682846
1999-05-13,219.89141561807583
1999-05-14,223.46514668404504
1999-05-17,223.73755589261214
1999-05-18,231.73862690249953
1999-05-19,232.1810400507093
1999-05-20,229.87362050845397
1999-05-21,231.01115370159516
1999-05-24,229.3735363476203
1999-05-25,223.02826287918475
1999-05-26,223.9877198731821
1999-05-27,225.65410875210367
1999-05-28,224.55001315956721
1999-05-31,222.6641908296588
1999-06-01,222.28676973212347
1999-06-02,218.81487387087395
1999-06-03,221.53137908625726
1999-06-04,228.85309380163375
1999-06-07,227.12436652505724
1999-06-08,226.18340498272832
1999-06-09,225.84023061165232
1999-06-10,231.51409510112808
1999-06-11,233.76904925309796
1999-06-14,234.56256636198893
1999-06-15,231.17962698946812
1999-06-16,230.6363590532036
1999-06-17,235.15322656973856
1999-06-18,235.65924814191158
1999-06-21,238.55564022802247
1999-06-22,237.10271693369063
1999-06-23,233.14571730251052
1999-06-24,232.7156125231139
1999-06-25,227.60154273864924
1999-06-28,224.05890079829425
1999-06-29,223.93452847967959
1999-06-30,231.00395779049427
1999-07-01,240.14111903156743
1999-07-02,234.75805618457474
1999-07-05,240.14808755465944
1999-07-06,239.14785250762012
1999-07-07,237.65363580466874
1999-07-08,242.63509062738086
1999-07-09,247.2878982520784
1999-07-12,256.51785437946876
1999-07-13,250.30485686193137
1999-07-14,256.6402992887285
1999-07-15,257.7384549868447
1999-07-16,254.74230754128624
1999-07-19,259.4825650713005
1999-07-20,255.4453726666888
1999-07-21,252.4409604692792
1999-07-22,251.42206545590616
1999-07-23,249.9516732913631
1999-07-26,243.07872224484083
1999-07-27,246.223469140025
1999-07-28,245.99246008162277
1999-07-29,240.57627185416763
1999-07-30,243.72417237068666
1999-08-02,240.655355622802
1999-08-03,241.71114814604314
1999-08-04,238.3072935610627
1999-08-05,233.4912616985908
1999-08-06,233.985258940434
1999-08-09,238.1878850348056
1999-08-10,235.2899299498723
1999-08-11,234.73136496503335
1999-08-12,235.1251898842075
1999-08-13,239.3458270807603
1999-08-16,238.4412930318558
1999-08-17,238.5905966451027
1999-08-18,238.1389780834836
1999-08-19,237.72167041126409
1999-08-20,237.02298896963714
1999-08-23,242.75153462049298
1999-08-24,242.97087398418924
1999-08-25,244.63797245705595
1999-08-26,233.6551054553534
1999-08-27,231.71278642487803
1999-08-30,230.22579316499488
1999-08-31,223.39939594453142
1999-09-01,225.1869617213123
1999-09-02,221.2831053437553
1999-09-03,225.23491491606245
1999-09-06,234.49202129148154
1999-09-07,232.01292361950414
1999-09-08,236.09870230235578
1999-09-09,237.29532354354853
1999-09-10,241.85215354268743
1999-09-13,236.91593317478706
1999-09-14,236.27392511196584
1999-09-15,231.89478270884376
1999-09-16,228.18832003541766
1999-09-17,228.7152539377797
1999-09-20,229.3236036312932
1999-09-21,224.43135738249822
1999-09-22,223.09030788868296
1999-09-23,227.20498023438233
1999-09-24,223.34564782152975
1999-09-27,223.89404126750728
1999-09-28,221.58324735200625
1999-09-29,218.8404996383718
1999-09-30,216.61427436295617
1999-10-01,213.86893948848746
1999-10-04,212.25140362934852
1999-10-05,214.1881222569469
1999-10-06,215.6961432362871
1999-10-07,214.4001359980732
1999-10-08,215.24486491984527
1999-10-11,215.03766006374937
1999-10-12,213.9823946205325
1999-10-13,209.61173131606492
1999-10-14,209.78238527545182
1999-10-15,208.29977524354328
1999-10-18,208.2523322546827
1999-10-19,209.64923402562422
1999-10-20,210.84487494719724
1999-10-21,209.06314939937852
1999-10-22,217.74200426282445
1999-10-25,219.9488795979404
1999-10-26,222.5163567050328
1999-10-27,221.62046640638624
1999-10-28,222.26929360936373
1999-10-29,224.05680501730023
1999-11-01,221.5771676272937
1999-11-02,221.71462033743072
1999-11-03,225.46427940071894
1999-11-04,229.42732746097013
1999-11-05,229.87919606419737
1999-11-08,230.12551499346617
1999-11-09,237.02285433837065
1999-11-10,242.52640558735453
1999-11-11,246.16560836081712
1999-11-12,249.60933334506265
1999-11-15,251.65463612267433
1999-11-16,253.0064604063267
1999-11-17,251.436943735646
1999-11-18,253.876591619653
1999-11-19,258.6775533831182
1999-11-22,264.92145761278374
1999-11-23,262.6287709437865
1999-11-24,258.9558583348024
1999-11-25,259.6072033041426
1999-11-26,252.70038162379095
1999-11-29,252.5572113715466
1999-11-30,255.7482398100229
1999-12-01,261.0110286637951
1999-12-02,268.6541336880577
1999-12-03,273.45975250034303
1999-12-06,275.8547470916489
1999-12-07,276.6344189172669
1999-12-08,273.55776166481286
1999-12-09,281.34256392618886
1999-12-10,295.128037462095
1999-12-13,311.64434317878545
1999-12-14,303.2370344871695
1999-12-15,317.1614281320555
1999-12-16,320.0193927989534
1999-12-17,327.52721762177345
1999-12-20,336.82993694601817
1999-12-21,340.94643463436876
1999-12-22,342.4784487066295
1999-12-23,339.01779450392826
1999-12-24,350.6940013746189
1999-12-27,376.2022797688044
1999-12-28,370.7904138823879
1999-12-29,368.0322981850969
1999-12-30,370.55430807451256
1999-12-31,381.3548158510901
