Date,EM GCC COUNTRIES DOMESTIC IMI
2014-06-02,993.6278413375043
2014-06-03,971.8929807012546
2014-06-04,962.2907353925317
2014-06-05,972.945712677802
2014-06-06,971.220230033305
2014-06-09,934.5618677590357
2014-06-10,929.5664985625732
2014-06-11,925.6639344241655
2014-06-12,942.033740726092
2014-06-13,943.6286800802892
2014-06-16,891.2304279404241
2014-06-17,891.0314307852627
2014-06-18,898.8720910955453
2014-06-19,897.8003534462995
2014-06-20,901.5369171065489
2014-06-23,872.253651643344
2014-06-24,842.7097836636158
2014-06-25,852.4150241522565
2014-06-26,840.6640850815467
2014-06-27,837.5158361505833
2014-06-30,794.466744825251
2014-07-01,830.2344644934535
2014-07-02,870.4050490399185
2014-07-03,873.5286919475119
2014-07-04,874.8849023126575
2014-07-07,885.7799832154368
2014-07-08,887.5627733083853
2014-07-09,890.5665986549303
2014-07-10,907.751109938594
2014-07-11,907.8846125652486
2014-07-14,912.8599397357151
2014-07-15,930.8160205674492
2014-07-16,943.5425735238014
2014-07-17,951.4154752312859
2014-07-18,952.0140933547889
2014-07-21,929.5150048039955
2014-07-22,935.9756565081976
2014-07-23,929.0354340783276
2014-07-24,917.1828217281359
2014-07-25,919.6408416479017
2014-07-28,923.7942202631771
2014-07-29,925.7772072256087
2014-07-30,928.0261708040989
2014-07-31,938.6267976532777
2014-08-01,935.2019176856696
2014-08-04,941.7994505548921
2014-08-05,948.4727022147183
2014-08-06,934.737987353418
2014-08-07,936.7649943533614
2014-08-08,932.3655613037314
2014-08-11,946.0155627765902
2014-08-12,954.5428127213745
2014-08-13,964.8451832159923
2014-08-14,967.6297528302558
2014-08-15,967.4291299619078
2014-08-18,972.8553942801342
2014-08-19,981.594790597558
2014-08-20,983.6389826186895
2014-08-21,989.5711172621194
2014-08-22,993.5364457706652
2014-08-25,1002.1739599966238
2014-08-26,1005.6351024767994
2014-08-27,1006.0155169039864
2014-08-28,984.9450613221309
2014-08-29,985.2279330780406
2014-09-01,1019.7929110867782
2014-09-02,1020.5096602149009
2014-09-03,1030.8119118472857
2014-09-04,1045.6281523488421
2014-09-05,1046.2736765390484
2014-09-08,1046.3429644154112
2014-09-09,1049.5838152387807
2014-09-10,1032.451400154142
2014-09-11,1039.7730534396442
2014-09-12,1040.014150916868
2014-09-15,1047.107617962541
2014-09-16,1042.517764496124
2014-09-17,1043.2684867938763
2014-09-18,1068.034978354675
2014-09-19,1074.813908360197
2014-09-22,1062.6708287863457
2014-09-23,1058.4124618032292
2014-09-24,1055.3095961194533
2014-09-25,1056.3332857826995
2014-09-26,1060.6249505222518
2014-09-29,1054.1761781774155
2014-09-30,1055.636619209349
2014-10-01,1062.3942308982516
2014-10-02,1050.8003582802992
2014-10-03,1062.7190293196002
2014-10-06,1057.8440300239236
2014-10-07,1057.0826492293077
2014-10-08,1042.0728912657587
2014-10-09,1045.2205680220356
2014-10-10,1052.3886950759893
2014-10-13,1009.0667970923082
2014-10-14,998.3549186838968
2014-10-15,977.8715450724063
2014-10-16,942.2537874839828
2014-10-17,943.2063503733339
2014-10-20,949.2536066455591
2014-10-21,964.6971797912144
2014-10-22,988.5192861249445
2014-10-23,998.6241249051849
2014-10-24,997.0764658639216
2014-10-27,999.2485877884862
2014-10-28,997.4477188927244
2014-10-29,1004.733304964562
2014-10-30,992.0076800907988
2014-10-31,999.3037306498828
2014-11-03,1024.8725220448787
2014-11-04,1016.4469698718394
2014-11-05,995.1821669016863
2014-11-06,1000.7902821426243
2014-11-07,1002.6041842973052
2014-11-10,1031.701579625272
2014-11-11,1034.216167727466
2014-11-12,1028.1035842081196
2014-11-13,1037.5668492727975
2014-11-14,1037.1362193777284
2014-11-17,1028.3498363781248
2014-11-18,1032.1776974436323
