Date,EFM AFRICA ex ZA IMI
2010-11-30,1000.0
2010-12-01,998.6257764073015
2010-12-02,995.3197715538664
2010-12-03,980.4152566699838
2010-12-06,990.3344898870963
2010-12-07,983.5969939477936
2010-12-08,997.7860114093266
2010-12-09,1007.0111753241604
2010-12-10,1000.1504846023407
2010-12-13,988.553070847293
2010-12-14,991.8963935631969
2010-12-15,993.8585372888796
2010-12-16,999.9669674425445
2010-12-17,1003.0243448590236
2010-12-20,1005.782560824095
2010-12-21,1006.7260145511972
2010-12-22,1012.1675018978704
2010-12-23,1018.9276882207341
2010-12-24,1012.6020731056093
2010-12-27,1009.5753655505108
2010-12-28,1013.2975389997686
2010-12-29,1016.1963359131865
2010-12-30,1013.7792398206483
2010-12-31,1008.0157243152477
2011-01-03,1010.3947271431414
2011-01-04,1031.9946696544257
2011-01-05,1056.8128796646731
2011-01-06,1076.2852731097885
2011-01-07,1074.0065852773466
2011-01-10,1071.1727399008275
2011-01-11,1068.7321445859009
2011-01-12,1065.235057630737
2011-01-13,1050.1319088255023
2011-01-14,1052.704830515281
2011-01-17,1034.3667963598834
2011-01-18,1012.5313292247716
2011-01-19,1006.8827933372268
2011-01-20,1018.4017030903635
2011-01-21,1010.0059163859264
2011-01-24,1006.4013447718364
2011-01-25,1006.1845665854812
2011-01-26,979.1732232616953
2011-01-27,932.6332715819917
2011-01-28,931.6059704295649
2011-01-31,912.6597252437227
2011-02-01,904.409035858046
2011-02-02,907.4543015569542
2011-02-03,915.3694518025876
2011-02-04,921.2009190129103
2011-02-07,917.7855384887446
2011-02-08,916.8287762571827
2011-02-09,916.6171823226414
2011-02-10,918.8366545740138
2011-02-11,921.784870650266
2011-02-14,926.3426025057224
2011-02-15,922.840802990075
2011-02-16,920.7137601509953
2011-02-17,919.495900760891
2011-02-18,912.7370726063577
2011-02-21,903.1463115868028
2011-02-22,903.8456652273758
2011-02-23,902.5892387348403
2011-02-24,895.2637388007752
2011-02-25,898.2737599083447
2011-02-28,891.7961580767716
2011-03-01,888.6342049307623
2011-03-02,881.4340451031887
2011-03-03,874.4483437476346
2011-03-04,870.0511854154862
2011-03-07,866.935771162566
2011-03-08,870.5436437328136
2011-03-09,868.9312028209982
2011-03-10,877.2511644273843
2011-03-11,876.8523449478967
2011-03-14,864.5419152911944
2011-03-15,858.6813553327071
2011-03-16,856.8888846893741
2011-03-17,846.9028204067412
2011-03-18,841.152371970417
2011-03-21,840.7232823310909
2011-03-22,849.0297014808299
2011-03-23,826.6923810010269
2011-03-24,809.3277809021362
2011-03-25,807.9725125511336
2011-03-28,828.6219683005811
2011-03-29,842.9897446136363
2011-03-30,844.3770164537465
2011-03-31,838.305207962703
2011-04-01,843.1443517507165
2011-04-04,838.5831834645026
2011-04-05,844.3552386597602
2011-04-06,838.5534945396195
2011-04-07,846.3836476913515
2011-04-08,837.4980210931426
2011-04-11,827.4029306261399
2011-04-12,818.3501059744762
2011-04-13,826.8167333139762
2011-04-14,830.8862740494808
2011-04-15,835.9999199768217
2011-04-18,828.734327700066
2011-04-19,832.730251945786
2011-04-20,818.5754379587232
2011-04-21,814.5493713694369
2011-04-22,815.3046320148333
2011-04-25,817.3447538593172
2011-04-26,814.4708844953253
2011-04-27,814.7628194548619
2011-04-28,806.6353347900605
2011-04-29,800.6802196775603
2011-05-02,805.3809761174223
2011-05-03,810.0501043724139
2011-05-04,806.3008632397193
2011-05-05,819.5722761882782
2011-05-06,822.5756155285839
2011-05-09,833.5291553050381
2011-05-10,833.5176901149824
2011-05-11,837.4730648769629
2011-05-12,841.7248289558968
2011-05-13,845.0554265735375
2011-05-16,848.5293482012944
2011-05-17,857.3474492794619
2011-05-18,847.2398897137222
2011-05-19,850.2577746617674
2011-05-20,854.8061931258642
2011-05-23,864.5490781565708
2011-05-24,859.1230519475389
2011-05-25,861.5438015000817
2011-05-26,867.6302768387973
2011-05-27,861.8643841623228
2011-05-30,871.9985753687154
2011-05-31,863.9049196053875
2011-06-01,862.934833177382
2011-06-02,855.1230725596168
2011-06-03,850.4117161117638
2011-06-06,848.2475321018311
2011-06-07,842.6062483534323
2011-06-08,847.9955697793683
2011-06-09,856.5657096313355
