Date,EFM (EMERGING + FRONTIER MARKETS) IMI
2010-11-30,1000.0
2010-12-01,1015.3401365930933
2010-12-02,1021.2892997018005
2010-12-03,1011.2172698783725
2010-12-06,1023.0247565816229
2010-12-07,1022.134460002264
2010-12-08,1019.2780884692584
2010-12-09,1022.8115151183796
2010-12-10,1018.304490723419
2010-12-13,1012.9337379377309
2010-12-14,1018.879517272759
2010-12-15,1015.9100177393431
2010-12-16,1019.0385459291261
2010-12-17,1025.5075494262287
2010-12-20,1025.0279219346198
2010-12-21,1034.1370742315455
2010-12-22,1039.385416905061
2010-12-23,1043.0873197100216
2010-12-24,1038.372581799244
2010-12-27,1034.589395086563
2010-12-28,1036.595253775003
2010-12-29,1045.4172170136885
2010-12-30,1042.2075028211661
2010-12-31,1037.0114555338605
2011-01-03,1051.9395623955438
2011-01-04,1057.1359437288997
2011-01-05,1067.2704827545292
2011-01-06,1071.4758365045384
2011-01-07,1068.6746833433942
2011-01-10,1062.1306059961482
2011-01-11,1068.973649367585
2011-01-12,1075.7059528175507
2011-01-13,1053.854402266503
2011-01-14,1049.0959171374552
2011-01-17,1050.0075624288068
2011-01-18,1045.531999093427
2011-01-19,1039.7430304466848
2011-01-20,1030.3753205519492
2011-01-21,1012.0965522578061
2011-01-24,1005.5350229505087
2011-01-25,1004.9732698566578
2011-01-26,1009.1780422450661
2011-01-27,1005.6082760667325
2011-01-28,1000.2586494428848
2011-01-31,987.4640264766075
2011-02-01,990.8027449314046
2011-02-02,993.8028438621878
2011-02-03,1004.6115256129278
2011-02-04,1007.5795464893166
2011-02-07,1007.4788881109225
2011-02-08,997.4087142153413
2011-02-09,980.858098162547
2011-02-10,971.1117022701584
2011-02-11,975.1926713611643
2011-02-14,993.2619226249737
2011-02-15,988.4266675704442
2011-02-16,991.5381477244943
2011-02-17,989.6326311030559
2011-02-18,993.8180036736532
2011-02-21,989.3747542747458
2011-02-22,971.0939323517704
2011-02-23,961.0301118522167
2011-02-24,950.4691057909155
2011-02-25,963.7847712369803
2011-02-28,965.307500613597
2011-03-01,968.181917817063
2011-03-02,964.283689228834
2011-03-03,972.1855327726062
2011-03-04,977.6341452856419
2011-03-07,970.7928225432729
2011-03-08,982.5750896496926
2011-03-09,982.0767035167696
2011-03-10,975.1918368048246
2011-03-11,966.0841061254339
2011-03-14,962.4350152390991
2011-03-15,941.491529046456
2011-03-16,947.9959110201895
2011-03-17,936.9299910710586
2011-03-18,935.9304294962618
2011-03-21,942.689194354726
2011-03-22,949.5156563947119
2011-03-23,958.3045593305134
2011-03-24,962.0957199209806
2011-03-25,973.0846290556796
2011-03-28,971.6086623663157
2011-03-29,977.6315996419792
2011-03-30,989.3720742088507
2011-03-31,991.9498854670592
2011-04-01,1007.032726632823
2011-04-04,1007.9080545116177
2011-04-05,1011.5638655953599
2011-04-06,1009.0884839280734
2011-04-07,1013.0192295174658
2011-04-08,1006.1072557136762
2011-04-11,1000.5027237506773
2011-04-12,979.7701099371446
2011-04-13,985.8357706118138
2011-04-14,987.0734976263284
2011-04-15,989.7454516552144
2011-04-18,989.0364624208343
2011-04-19,984.673862311165
2011-04-20,993.7028711977504
2011-04-21,998.5333660999377
2011-04-22,998.6245129147833
2011-04-25,997.6684225044239
2011-04-26,992.7574298579602
2011-04-27,991.3361836406414
2011-04-28,978.3656695934092
2011-04-29,980.0294617611345
2011-05-02,978.7837008469697
2011-05-03,966.4937555310419
2011-05-04,952.9853255312069
2011-05-05,963.4713162170071
2011-05-06,971.5475625653606
2011-05-09,986.7696082079743
2011-05-10,984.6286553112233
2011-05-11,988.3183048460893
2011-05-12,980.8564162318306
2011-05-13,978.7223290679926
2011-05-16,969.6357237289652
2011-05-17,971.3724838216111
2011-05-18,973.1302436234876
2011-05-19,971.0398677260761
2011-05-20,977.6362263920657
2011-05-23,963.8593374386988
2011-05-24,966.9156889087079
2011-05-25,963.3281081822165
2011-05-26,974.0451525752272
2011-05-27,974.593418597961
2011-05-30,974.6555530975239
2011-05-31,983.8994402441494
2011-06-01,979.7993691495188
2011-06-02,972.6487689419075
2011-06-03,962.1872889692752
2011-06-06,954.9781924672099
2011-06-07,953.1550810361333
2011-06-08,952.2587823595122
2011-06-09,956.071545108532
2011-06-10,955.230202979895
2011-06-13,950.1228737611477
2011-06-14,951.2527133408514
2011-06-15,958.6649220640332
2011-06-16,952.0492685467968
2011-06-17,938.7665349136164
2011-06-20,932.4879769460904
2011-06-21,940.0982502464816
2011-06-22,939.2098457062333
2011-06-23,949.2477367445307
2011-06-24,956.7883599763824
2011-06-27,946.3365232753986
2011-06-28,947.919002763518
2011-06-29,955.6855272434718
2011-06-30,960.0726839962841
2011-07-01,969.5097379746321
2011-07-04,978.0014447752346
2011-07-05,979.0907483966677
2011-07-06,986.1183028596996
2011-07-07,987.96118463691
2011-07-08,992.5802820367629
2011-07-11,994.2000623891342
2011-07-12,976.1439269276302
2011-07-13,977.7796902496765
2011-07-14,976.4045526916747
2011-07-15,979.4733018510934
2011-07-18,975.5945731910948
2011-07-19,969.8387462379542
2011-07-20,976.1632143191536
2011-07-21,969.090579537768
2011-07-22,978.5466148542996
2011-07-25,976.0949558729545
2011-07-26,973.1739379095867
2011-07-27,974.749677082217
2011-07-28,977.5232155920946
2011-07-29,966.4331403224759
2011-08-01,985.9990329322386
2011-08-02,968.3271543283756
2011-08-03,943.8376969580429
2011-08-04,928.7050523244509
2011-08-05,898.2317084666453
2011-08-08,854.8779347602873
2011-08-09,834.1458386354042
2011-08-10,847.9447690105286
2011-08-11,850.0989173675692
2011-08-12,854.3574620169417
2011-08-15,859.6743940480828
2011-08-16,867.6695564219938
2011-08-17,868.8858865985936
2011-08-18,853.9070468721084
2011-08-19,826.1475285065807
2011-08-22,824.0675790058261
2011-08-23,839.3739972346169
2011-08-24,832.3877104748798
2011-08-25,831.2755580601996
2011-08-26,832.4861952037918
2011-08-29,845.4521838693923
2011-08-30,859.0804172784507
2011-08-31,876.9489829035471
2011-09-01,889.6347513081059
2011-09-02,880.0045850900824
2011-09-05,859.9055499133307
2011-09-06,862.2725588576924
2011-09-07,880.3048190136153
2011-09-08,885.7211746126845
2011-09-09,887.1063741062443
2011-09-12,874.7630764581858
2011-09-13,865.5724803059177
2011-09-14,854.6705171114636
2011-09-15,852.7725212719291
2011-09-16,868.5359942075768
2011-09-19,855.4272719787959
2011-09-20,850.529602757723
2011-09-21,842.8180274108815
2011-09-22,805.5267306531892
2011-09-23,785.2013807026094
2011-09-26,776.5366110661847
2011-09-27,802.9246256912702
2011-09-28,802.784774012797
2011-09-29,802.882010925854
2011-09-30,805.243274279282
2011-10-03,788.9112544331152
2011-10-04,770.3841186243243
2011-10-05,772.8025050961645
2011-10-06,790.6774036120465
2011-10-07,802.6694706151369
2011-10-10,805.4844373121445
2011-10-11,816.503889906935
2011-10-12,819.1661079393136
2011-10-13,831.3435744005131
2011-10-14,825.9910731049919
2011-10-17,837.8300670105001
2011-10-18,828.4092332752244
2011-10-19,828.3223546235254
2011-10-20,813.0504407109527
2011-10-21,811.5928493186036
2011-10-24,836.6040337947359
2011-10-25,840.112665143575
2011-10-26,849.4709685317216
2011-10-27,857.663545887125
2011-10-28,868.7742932866929
2011-10-31,870.9457061046379
2011-11-01,865.9469950773615
2011-11-02,864.8486525144408
2011-11-03,865.5870639333457
2011-11-04,878.2682227456932
2011-11-07,879.2468475218053
2011-11-08,876.0989872514648
2011-11-09,881.6128733889111
2011-11-10,858.6028540100531
2011-11-11,863.7765853461935
2011-11-14,875.2504554823137
2011-11-15,875.3984431540738
2011-11-16,866.8438570193166
2011-11-17,861.7157712222153
2011-11-18,845.8844477822752
2011-11-21,827.7437904054451
2011-11-22,825.2248188958371
2011-11-23,812.7240940045333
2011-11-24,817.0551429764856
2011-11-25,810.9546639557165
2011-11-28,827.0191269658397
2011-11-29,834.7253608210066
2011-11-30,841.7653211354395
2011-12-01,867.6796532106042
2011-12-02,871.857826137232
2011-12-05,873.8787507155073
2011-12-06,868.3441095847077
2011-12-07,873.0526075638342
2011-12-08,867.9760337063336
2011-12-09,853.1531251568365
2011-12-12,854.72430985878
2011-12-13,856.0237514192974
2011-12-14,853.7497344928755
2011-12-15,843.6880169881974
2011-12-16,846.9737026927718
2011-12-19,833.8893337780743
2011-12-20,838.7205964114481
2011-12-21,856.7316500214864
2011-12-22,858.2734648339839
2011-12-23,867.5096095415425
2011-12-26,867.5295433413924
2011-12-27,862.5389254535661
