Date,JORDAN + EGYPT + MOROCCO IMI
2007-05-31,1000.0
2007-06-01,1000.3480655466574
2007-06-04,1001.4453262587018
2007-06-05,998.7380204459993
2007-06-06,997.3000514154656
2007-06-07,987.5818061308166
2007-06-08,994.9797406709129
2007-06-11,996.1657916344641
2007-06-12,996.4055557779529
2007-06-13,991.4327296927836
2007-06-14,998.2224524891006
2007-06-15,994.2579470384015
2007-06-18,1012.9639379255098
2007-06-19,1003.4349935302635
2007-06-20,1012.998491987902
2007-06-21,1008.4463832549277
2007-06-22,1006.2481455087608
2007-06-25,995.5735155532873
2007-06-26,998.6005617615938
2007-06-27,994.2261616569178
2007-06-28,996.8603091689342
2007-06-29,995.357364659621
2007-07-02,997.3415083764642
2007-07-03,1009.174684999131
2007-07-04,1011.1812038484734
2007-07-05,1015.1603284208637
2007-07-06,1015.6701501221911
2007-07-09,1031.8593188889404
2007-07-10,1033.3684211480554
2007-07-11,1019.3797424984406
2007-07-12,1013.5270546821516
2007-07-13,1014.8050045916789
2007-07-16,1026.5991995571194
2007-07-17,1024.5836397781172
2007-07-18,1018.5856776907639
2007-07-19,1019.5997848350459
2007-07-20,1017.9069426831625
2007-07-23,1020.9440207120053
2007-07-24,1019.6860706289376
2007-07-25,1026.1426532380679
2007-07-26,1029.1288517897308
2007-07-27,1034.3212226925634
2007-07-30,1009.8590969532365
2007-07-31,1020.3124541776072
2007-08-01,1011.9781905087817
2007-08-02,1017.7360229317107
2007-08-03,1013.4804312125194
2007-08-06,1006.5605173006477
2007-08-07,1016.297310769788
2007-08-08,1012.7859979285079
2007-08-09,1026.3378753865593
2007-08-10,1027.9704944708283
2007-08-13,1010.6609575800713
2007-08-14,1032.5465212003025
2007-08-15,1034.632200905654
2007-08-16,1011.070860145648
2007-08-17,1004.8564293652911
2007-08-20,990.5040079082071
2007-08-21,979.9917714279944
2007-08-22,981.1869784954442
2007-08-23,980.1144325301759
2007-08-24,978.177164310297
2007-08-27,993.5152535075623
2007-08-28,999.3725025567725
2007-08-29,994.8356191233505
2007-08-30,1002.5000934069006
2007-08-31,1004.202527635297
2007-09-03,1024.9874812579371
2007-09-04,1041.7938900127929
2007-09-05,1045.3605414468232
2007-09-06,1042.1745006178132
2007-09-07,1037.2783811457034
2007-09-10,1030.1274962722205
2007-09-11,1033.901875484006
2007-09-12,1037.7819316479158
2007-09-13,1037.8721024993317
2007-09-14,1040.810883437041
2007-09-17,1060.2272463992203
2007-09-18,1059.5346432088547
2007-09-19,1060.3215030949978
2007-09-20,1050.81344734497
2007-09-21,1048.6612167993403
2007-09-24,1041.8956705123658
2007-09-25,1039.0691136981068
2007-09-26,1047.2929132543604
2007-09-27,1056.4778003496986
2007-09-28,1053.8915428997614
2007-10-01,1062.7884142042
2007-10-02,1075.8201196608513
2007-10-03,1072.7519630215024
2007-10-04,1080.119037759489
2007-10-05,1079.3961292507472
2007-10-08,1096.8573650708327
2007-10-09,1099.3061077248315
2007-10-10,1093.779385143939
2007-10-11,1093.4849270094983
2007-10-12,1096.5536050629246
2007-10-15,1094.3892614097588
2007-10-16,1106.992195249111
2007-10-17,1102.4898294311677
2007-10-18,1097.257573362106
2007-10-19,1099.6889446096934
2007-10-22,1103.0322774509862
2007-10-23,1105.3278708370833
2007-10-24,1113.4271324155777
2007-10-25,1113.906587937398
2007-10-26,1109.510015678717
2007-10-29,1122.2757150085881
2007-10-30,1130.6863901557156
2007-10-31,1119.0035660754386
2007-11-01,1135.497352729993
2007-11-02,1138.3639590362868
2007-11-05,1131.6659135820755
2007-11-06,1119.0730280151893
2007-11-07,1109.0380537990366
2007-11-08,1096.8314866440555
2007-11-09,1096.0443125996767
2007-11-12,1119.2011276325645
2007-11-13,1105.387870920327
2007-11-14,1105.8962305745738
2007-11-15,1112.6583301735457
2007-11-16,1111.9395541993154
2007-11-19,1135.7828791374523
2007-11-20,1126.1820543694837
2007-11-21,1132.9356579294667
2007-11-22,1120.1076948038751
2007-11-23,1120.8853508978325
2007-11-26,1117.913301787381
2007-11-27,1113.631701715949
2007-11-28,1119.4449620165535
2007-11-29,1125.339957557041
2007-11-30,1128.1264320342
2007-12-03,1141.6300659721983
2007-12-04,1145.987085951539
2007-12-05,1161.04338137818
2007-12-06,1168.0941728961236
2007-12-07,1163.7941539647368
2007-12-10,1152.7054998768444
2007-12-11,1137.8240832960237
2007-12-12,1145.2019439357791
2007-12-13,1162.106468594783
2007-12-14,1172.8626597369805
2007-12-17,1192.0793046194497
2007-12-18,1192.846754274942
2007-12-19,1195.2261704254056
2007-12-20,1196.3630826405358
2007-12-21,1194.9479433119727
2007-12-24,1207.5111263496954
2007-12-25,1203.5380376216729
2007-12-26,1187.4738388222734
2007-12-27,1196.4419155217631
2007-12-28,1190.1409650409537
2007-12-31,1204.632862958162
2008-01-01,1204.632862958162
2008-01-02,1217.2661263450898
2008-01-03,1223.2056850080626
2008-01-04,1223.732739511388
2008-01-07,1252.6540501861994
2008-01-08,1262.2353148763161
2008-01-09,1271.6348590882717
2008-01-10,1267.2460581611183
2008-01-11,1263.5548718314901
2008-01-14,1255.9884655216613
2008-01-15,1264.586232088675
2008-01-16,1264.9205045324736
2008-01-17,1258.2945249703523
