Date,MSCI World Small Cap Quality Index
2023-03-02,12594.08340734332
2023-03-03,12733.178213071738
2023-03-06,12575.34601482713
2023-03-07,12534.211047436638
2023-03-08,12587.103360141435
2023-03-09,12415.414276138217
2023-03-10,12058.69670718931
2023-03-13,11771.184883087832
2023-03-14,11907.24188817783
2023-03-15,11912.29452086916
2023-03-16,11982.27198448462
2023-03-17,11791.468603451516
2023-03-20,11807.71936584192
2023-03-21,11925.685344029522
2023-03-22,11757.566518676986
2023-03-23,11690.96022108117
2023-03-24,11802.515330734943
2023-03-27,11863.72472343226
2023-03-28,11822.525673396776
2023-03-29,11924.581579333304
2023-03-30,11889.547217658868
2023-03-31,12068.126885520165
2023-04-03,12058.659805093836
2023-04-04,11865.457402278178
2023-04-05,11763.923064008723
2023-04-06,11709.290211717476
2023-04-07,11712.473997672601
2023-04-10,11852.370389498894
2023-04-11,11909.922975931038
2023-04-12,11854.835043484716
2023-04-13,11901.50711822556
2023-04-14,11922.54342428965
2023-04-17,12040.031418820507
2023-04-18,12022.864653825089
2023-04-19,12006.34905435227
2023-04-20,11985.470116847155
2023-04-21,11971.24150851676
2023-04-24,11913.48599555495
2023-04-25,11795.32127340012
2023-04-26,11649.91396117743
2023-04-27,11798.060772564202
2023-04-28,11875.567234851444
2023-05-01,11921.675063569217
2023-05-02,11817.43126741121
2023-05-03,11807.035896712394
2023-05-04,11763.570751112507
2023-05-05,11942.607345772642
2023-05-08,11930.71342961974
2023-05-09,11946.663958846477
2023-05-10,11943.46812732471
2023-05-11,11929.838125064045
2023-05-12,11958.722359554735
2023-05-15,12041.057554673562
2023-05-16,11958.640236107813
2023-05-17,12092.446770804097
2023-05-18,12199.917308753536
2023-05-19,12157.015499062163
2023-05-22,12176.050220651809
2023-05-23,12101.77093845172
2023-05-24,11934.378738431004
2023-05-25,11967.758069144009
2023-05-26,12076.387601241357
2023-05-29,12086.845936764736
2023-05-30,12054.87531415689
2023-05-31,11959.061937804292
2023-06-01,12026.781918977667
2023-06-02,12347.08329568297
2023-06-05,12270.327323141715
2023-06-06,12477.4563269932
2023-06-07,12581.893174628118
2023-06-08,12489.116848959984
2023-06-09,12485.351093007792
2023-06-12,12565.597958091163
2023-06-13,12639.868855666615
2023-06-14,12561.784594456953
2023-06-15,12554.344303148884
2023-06-16,12514.892021603182
2023-06-19,12460.234059824956
2023-06-20,12413.285537484035
2023-06-21,12338.011322581715
2023-06-22,12239.004049799916
2023-06-23,12168.97234436294
2023-06-26,12176.022197462991
2023-06-27,12233.471389102435
2023-06-28,12347.20509371104
2023-06-29,12461.167904312726
2023-06-30,12514.401728199144
2023-07-03,12544.462697244442
2023-07-04,12554.429719468379
2023-07-05,12456.532194172098
2023-07-06,12271.11108915176
2023-07-07,12307.49545852643
2023-07-10,12394.688341124327
2023-07-11,12502.883370297139
2023-07-12,12567.076682631126
2023-07-13,12606.568938441269
2023-07-14,12516.437179164002
2023-07-17,12544.616834154782
2023-07-18,12687.370549731082
2023-07-19,12784.452899380594
2023-07-20,12724.762200064266
2023-07-21,12679.217257741993
2023-07-24,12762.520214241138
2023-07-25,12858.531617625247
2023-07-26,12886.877997694846
2023-07-27,12900.341898121553
2023-07-28,12911.664774012941
2023-07-31,12978.289794197284
2023-08-01,12986.993889977093
2023-08-02,12885.867402206828
2023-08-03,12838.139157089914
2023-08-04,12796.775804350194
2023-08-07,12872.900507683715
2023-08-08,12836.786622026895
2023-08-09,12744.050822905063
2023-08-10,12723.87888660363
2023-08-11,12715.256297601361
2023-08-14,12760.810011847821
2023-08-15,12645.294454646266
2023-08-16,12561.923229729953
2023-08-17,12434.102652351125
2023-08-18,12445.705163491115
2023-08-21,12399.333789774197
2023-08-22,12473.324920029503
2023-08-23,12599.561805876754
2023-08-24,12509.158673738006
2023-08-25,12558.916967093604
2023-08-28,12631.92706000882
2023-08-29,12772.961341343982
2023-08-30,12739.355480620188
2023-08-31,12833.278049154287
2023-09-01,12966.97686936808
2023-09-04,12996.71343489221
2023-09-05,12843.95158283764
2023-09-06,12807.789333013134
2023-09-07,12713.119668862339
2023-09-08,12656.427785890804
2023-09-11,12653.226773744454
2023-09-12,12663.734508269354
2023-09-13,12566.53473632316
2023-09-14,12794.261508536252
2023-09-15,12731.340437063589
2023-09-18,12668.103854831315
2023-09-19,12609.834704822852
2023-09-20,12551.495312332025
2023-09-21,12428.698800499995
2023-09-22,12410.342040186499
2023-09-25,12530.873816783409
2023-09-26,12386.1067690881
2023-09-27,12523.352920060284
2023-09-28,12560.291347294593
2023-09-29,12521.30729416776
2023-10-02,12457.750071917655
2023-10-03,12304.482068576293
2023-10-04,12265.74864512501
2023-10-05,12288.19872073209
2023-10-06,12360.239393299522
2023-10-09,12395.497386373107
2023-10-10,12498.854821665318
2023-10-11,12481.770551526943
2023-10-12,12430.067956853773
2023-10-13,12316.93147254872
2023-10-16,12340.027017086875
2023-10-17,12398.726432410715
2023-10-18,12206.116801062586
2023-10-19,12022.137203853637
2023-10-20,11884.57771537489
2023-10-23,11768.938808862935
2023-10-24,11838.136382273746
2023-10-25,11732.493806168053
2023-10-26,11789.009441845245
2023-10-27,11729.61041790445
2023-10-30,11731.691500161052
2023-10-31,11846.086378510292
2023-11-01,11990.902735491614
2023-11-02,12171.499021158439
2023-11-03,12282.184933854514
2023-11-06,12220.978996137399
2023-11-07,12197.049907058079
2023-11-08,12129.35347910265
2023-11-09,12120.017937508366
2023-11-10,12214.113587362239
2023-11-13,12200.90232999433
2023-11-14,12502.89677987441
2023-11-15,12545.638837787217
2023-11-16,12403.15610790624
2023-11-17,12516.149672454607
2023-11-20,12498.250566296309
2023-11-21,12454.845825977482
2023-11-22,12545.202481472053
2023-11-23,12518.790618568879
2023-11-24,12543.919629819744
2023-11-27,12538.502999574326
2023-11-28,12449.199977054153
2023-11-29,12530.26804089883
2023-11-30,12608.48450488575
2023-12-01,12878.274618507643
2023-12-04,12941.862679024944
2023-12-05,12863.14778510101
2023-12-06,12933.001472719205
2023-12-07,13009.026330326438
2023-12-08,13067.175096789979
2023-12-11,13141.026338325697
2023-12-12,13090.82507251292
2023-12-13,13266.151863118424
2023-12-14,13450.396622583165
2023-12-15,13492.298042731638
2023-12-18,13443.88659580612
2023-12-19,13550.052174348635
2023-12-20,13480.082178666067
2023-12-21,13561.180353741946
2023-12-22,13618.307719473387
2023-12-25,13616.621698941395
2023-12-26,13664.192008673104
2023-12-27,13654.051858412246
2023-12-28,13656.450898105542
2023-12-29,13634.772418775363
2024-01-01,13636.48487647111
2024-01-02,13629.431161062801
2024-01-03,13380.377469970388
2024-01-04,13333.52054604546
2024-01-05,13259.490817384078
2024-01-08,13396.177142524279
2024-01-09,13417.640581641193
2024-01-10,13399.415601679411
2024-01-11,13389.91158817682
2024-01-12,13423.236479006502
2024-01-15,13410.23346842882
2024-01-16,13370.249558090074
2024-01-17,13274.958308278983
2024-01-18,13393.435001060727
2024-01-19,13439.742303750665
2024-01-22,13631.958251889368
2024-01-23,13614.193950278586
2024-01-24,13540.745816245151
2024-01-25,13658.337296103035
2024-01-26,13639.866469377195
2024-01-29,13809.306127305983
2024-01-30,13796.1633423821
2024-01-31,13641.091639318347
2024-02-01,13750.116051833525
2024-02-02,13765.693828653928
2024-02-05,13688.032513339556
2024-02-06,13727.741839830129
2024-02-07,13754.461865686406
2024-02-08,13834.304248586304
2024-02-09,13900.981811954627
2024-02-12,14050.980346406728
2024-02-13,13808.785229362567
2024-02-14,13973.084443521751
2024-02-15,14104.969062524458
2024-02-16,14080.703367960108
2024-02-19,14092.544060029071
2024-02-20,13948.104154900157
2024-02-21,13941.898696064996
2024-02-22,14077.156822251372
2024-02-23,14118.329302573793
2024-02-26,14109.136729375943
2024-02-27,14177.063741671749
2024-02-28,14159.001594294683
2024-02-29,14275.841747496392
2024-03-01,14357.899733755827
2024-03-04,14335.991158881045
2024-03-05,14236.324796839619
2024-03-06,14316.392828160435
2024-03-07,14401.70833342872
2024-03-08,14369.949935171751
2024-03-11,14289.841512815587
2024-03-12,14353.787703296193
2024-03-13,14338.958685334053
2024-03-14,14257.592167280218
2024-03-15,14273.376523254788
2024-03-18,14243.338171202262
2024-03-19,14314.809348529134
2024-03-20,14449.075830645048
2024-03-21,14632.186737437798
2024-03-22,14602.244299978447
2024-03-25,14563.708668897392
2024-03-26,14583.232381565578
2024-03-27,14767.75884844032
2024-03-28,14796.528255495281
2024-03-29,14822.433706191527
2024-04-01,14765.782084770653
2024-04-02,14551.033721422946
2024-04-03,14518.218527043082
2024-04-04,14433.532360647889
2024-04-05,14497.810155372443
2024-04-08,14534.686783811132
2024-04-09,14532.43044839746
2024-04-10,14442.811520510057
2024-04-11,14506.112241003106
2024-04-12,14456.233766060479
2024-04-15,14351.87535996372
2024-04-16,14184.722344055055
2024-04-17,14062.51061916035
2024-04-18,14055.436278014258
2024-04-19,14003.995566436608
2024-04-22,14135.405429104232
2024-04-23,14271.695050687682
2024-04-24,14289.020226218863
2024-04-25,14156.030241624096
2024-04-26,14246.477657679075
2024-04-29,14312.279981227228
2024-04-30,14151.378892699115
2024-05-01,14125.632689664915
2024-05-02,14271.018820480265
2024-05-03,14331.567749495136
2024-05-06,14452.564968457398
2024-05-07,14535.525045229697
2024-05-08,14567.91548054492
2024-05-09,14647.29075834285
2024-05-10,14670.803350903027
2024-05-13,14598.695857065966
2024-05-14,14658.692852572227
2024-05-15,14761.757699204205
2024-05-16,14669.10604254302
2024-05-17,14674.368185003881
2024-05-20,14759.633418867494
2024-05-21,14727.004543772387
2024-05-22,14670.859898506746
2024-05-23,14603.699508302081
2024-05-24,14667.775724650795
2024-05-27,14690.138225802371
2024-05-28,14584.628302192234
2024-05-29,14423.263514574319
2024-05-30,14517.082330491781
2024-05-31,14604.23083214532
2024-06-03,14537.820672142221
2024-06-04,14384.140199594944
2024-06-05,14479.806954407028
2024-06-06,14418.988461202853
2024-06-07,14402.775657872458
2024-06-10,14523.015963068709
2024-06-11,14467.933100943843
2024-06-12,14569.744094401432
2024-06-13,14503.433701265454
2024-06-14,14436.885220397531
2024-06-17,14489.200576514077
2024-06-18,14549.233288977248
2024-06-19,14536.89968735963
2024-06-20,14539.983954632162
2024-06-21,14542.5513950985
2024-06-24,14582.260477141408
2024-06-25,14528.732266107427
2024-06-26,14506.009825893103
2024-06-27,14533.114135966876
2024-06-28,14546.408023911712
2024-07-01,14435.74424841195
2024-07-02,14460.674743308597
2024-07-03,14478.987058430073
2024-07-04,14509.017497085193
2024-07-05,14425.4261129154
2024-07-08,14455.409502326944
2024-07-09,14394.876772132486
2024-07-10,14526.831333061078
2024-07-11,14813.019602498542
2024-07-12,14923.764678228152
2024-07-15,14988.817566909758
2024-07-16,15314.76287423623
2024-07-17,15144.302334507098
2024-07-18,15063.733975466774
2024-07-19,14962.835277495567
2024-07-22,15117.260795493668
2024-07-23,15211.461275681651
2024-07-24,15008.612258102243
2024-07-25,15023.272101985123
2024-07-26,15238.831635811051
2024-07-29,15267.05194465361
2024-07-30,15323.543681519792
2024-07-31,15512.413310763875
2024-08-01,15184.940481392186
2024-08-02,14552.189903923447
2024-08-05,13986.171464237326
2024-08-06,14259.70820836007
2024-08-07,14188.321458141729
2024-08-08,14392.805416017429
2024-08-09,14411.493595791173
2024-08-12,14325.00598602246
2024-08-13,14468.717528814897
2024-08-14,14405.99089501741
2024-08-15,14659.664040182992
2024-08-16,14736.498436757925
2024-08-19,14751.661546560017
2024-08-20,14672.159203977251
2024-08-21,14806.056817143075
2024-08-22,14761.778916029363
2024-08-23,14974.571102354555
2024-08-26,14949.156590705412
2024-08-27,14916.482001050272
2024-08-28,14935.402690704697
2024-08-29,15035.261825233736
2024-08-30,15137.68642297679
2024-09-02,15097.629233625172
2024-09-03,14831.009219800984
2024-09-04,14705.051065035743
2024-09-05,14630.283951014226
2024-09-06,14433.664905729303
2024-09-09,14552.181603024988
2024-09-10,14602.40094945355
2024-09-11,14594.595450052102
2024-09-12,14733.659864059005
2024-09-13,14902.688031949752
2024-09-16,14919.08761160547
2024-09-17,14978.035534771301
2024-09-18,14985.66213207483
2024-09-19,15244.231168701031
2024-09-20,15088.136194554807
2024-09-23,15173.772697783357
2024-09-24,15174.742680493146
2024-09-25,15038.66360343628
2024-09-26,15268.475616370763
2024-09-27,15345.715846919822
2024-09-30,15301.034176384468
2024-10-01,15301.664803501017
2024-10-02,15245.98474104297
2024-10-03,15194.887742817544
2024-10-04,15350.650900575502
2024-10-07,15300.800390538696
2024-10-08,15256.347428538247
2024-10-09,15380.418748031638
2024-10-10,15331.859049532019
2024-10-11,15463.506009799017
2024-10-14,15557.110754009936
2024-10-15,15603.156825468095
2024-10-16,15653.336599924673
2024-10-17,15731.699951129922
2024-10-18,15670.482722773491
2024-10-21,15515.829307553147
2024-10-22,15409.655308566198
2024-10-23,15336.644267735244
2024-10-24,15337.652065664486
2024-10-25,15233.926854600171
2024-10-28,15387.324082641691
2024-10-29,15401.9935830329
2024-10-30,15311.971846441835
2024-10-31,15152.841105386618
2024-11-01,15156.167285660626
2024-11-04,15124.847832987924
2024-11-05,15313.578729166395
2024-11-06,15985.846411050257
2024-11-07,15948.026058508023
2024-11-08,16075.053474827995
2024-11-11,16310.22464651996
2024-11-12,16161.522875191331
2024-11-13,16055.287382510027
2024-11-14,15952.702592009131
2024-11-15,15879.364252713574
2024-11-18,15806.37580370566
2024-11-19,15835.614025605679
2024-11-20,15903.285847926296
2024-11-21,16116.308486862623
2024-11-22,16464.517830848294
2024-11-25,16547.170035259624
2024-11-26,16474.51832616312
2024-11-27,16326.846633501365
2024-11-28,16383.937378399576
2024-11-29,16423.66917246262
2024-12-02,16555.253419250723
2024-12-03,16513.51780365284
2024-12-04,16515.868818299874
2024-12-05,16370.446011478565
2024-12-06,16373.780657283678
2024-12-09,16286.260632357336
2024-12-10,16312.22104978229
2024-12-11,16403.67033071665
2024-12-12,16335.328967698902
2024-12-13,16182.915786081425
2024-12-16,16137.435319607346
2024-12-17,15974.729105302406
2024-12-18,15640.949422211155
2024-12-19,15602.664062445785
2024-12-20,15615.438469535142
2024-12-23,15640.472281042938
2024-12-24,15723.051164322398
2024-12-25,15716.136078897423
2024-12-26,15731.797423053735
2024-12-27,15671.629632531345
2024-12-30,15625.812246639687
2024-12-31,15674.480946991845
2025-01-01,15673.164591961839
2025-01-02,15751.786627232415
2025-01-03,15838.934309896324
2025-01-06,15705.756189569924
2025-01-07,15664.023636468399
2025-01-08,15718.530327353485
2025-01-09,15717.75309591669
2025-01-10,15592.057613954552
2025-01-13,15679.835470696778
2025-01-14,15679.773201888498
2025-01-15,15912.359889002944
2025-01-16,16041.27586642127
2025-01-17,16101.284207756931
2025-01-20,16011.094273428433
2025-01-21,16238.567968535453
2025-01-22,16195.937054651531
2025-01-23,16225.8696521172
2025-01-24,16061.003346022699
2025-01-27,15903.909684136943
2025-01-28,16008.378696602284
2025-01-29,16022.95033489569
2025-01-30,16200.893089770174
2025-01-31,16166.553460110801
2025-02-03,16031.021845107305
2025-02-04,16071.114802134218
2025-02-05,16198.53130229884
2025-02-06,16317.910646598033
2025-02-07,16205.645922723616
2025-02-10,16281.80703120917
2025-02-11,16201.466748717541
2025-02-12,16021.893502366356
2025-02-13,16134.86758986534
2025-02-14,16027.752822903627
2025-02-17,16079.16040042657
2025-02-18,16164.413578597723
2025-02-19,16124.496807415238
2025-02-20,15921.323557889438
2025-02-21,15723.352449058051
2025-02-24,15639.209598574394
2025-02-25,15598.105395037253
2025-02-26,15594.62759338841
2025-02-27,15548.855723118002
2025-02-28,15573.360444535538
2025-03-03,15355.439105787555
2025-03-04,15092.225043863014
2025-03-05,15004.6312433355
2025-03-06,14924.289204171275
2025-03-07,14907.34149646738
2025-03-10,14732.199128178172
2025-03-11,14510.380495352496
2025-03-12,14518.39513674708
2025-03-13,14450.506114771553
2025-03-14,14695.336683513935
2025-03-17,14782.060643703679
2025-03-18,14743.683814917504
2025-03-19,14923.719342036808
2025-03-20,14900.010659741994
2025-03-21,14862.38575855562
2025-03-24,15076.916333126634
2025-03-25,15102.608735397329
2025-03-26,15034.663925934923
2025-03-27,14956.662303279152
2025-03-28,14714.922961209128
2025-03-31,14665.625272209489
2025-04-01,14736.475347271844
2025-04-02,14773.327241543191
2025-04-03,13883.838726808837
2025-04-04,13406.149498980349
