Date,ANDEAN SMALL GROWTH
2002-05-31,1000.0
2002-06-03,993.6834456990445
2002-06-04,962.3903802486752
2002-06-05,963.4085287177477
2002-06-06,979.899805510035
2002-06-07,974.6539051828099
2002-06-10,982.599730723022
2002-06-11,979.4266720302597
2002-06-12,963.1999771222589
2002-06-13,969.8225603144523
2002-06-14,966.8475028721612
2002-06-17,976.423868493837
2002-06-18,976.4091376071859
2002-06-19,956.436556892404
2002-06-20,932.5737422021936
2002-06-21,918.9929199887264
2002-06-24,898.9811797524036
2002-06-25,912.4681277248653
2002-06-26,881.8279612987504
2002-06-27,899.6583818465175
2002-06-28,901.7547355270167
2002-07-01,899.1263107604735
2002-07-02,868.0705682545691
2002-07-03,866.2790166703476
2002-07-04,869.0616804858508
2002-07-05,871.1443356493477
2002-07-08,854.6516290335188
2002-07-09,838.4542584417117
2002-07-10,841.2716946682252
2002-07-11,839.9703248810249
2002-07-12,847.9712929548928
2002-07-15,816.0275376216
2002-07-16,806.4658092513347
2002-07-17,816.1413460902205
2002-07-18,817.8365723645514
2002-07-19,816.0209001795628
2002-07-22,817.6590724383473
2002-07-23,817.7767509901496
2002-07-24,809.8937872697679
2002-07-25,811.1730032571245
2002-07-26,820.5559147397976
2002-07-29,845.1409492602679
2002-07-30,841.7591405430636
2002-07-31,845.0514225742689
2002-08-01,833.3361060073311
2002-08-02,849.6686641653099
2002-08-05,842.9623352713093
2002-08-06,865.3095365416465
2002-08-07,869.0477036912678
2002-08-08,890.5504080492559
2002-08-09,886.3621335440674
2002-08-12,872.7540309826294
2002-08-13,861.1017759748331
2002-08-14,858.6512718162232
2002-08-15,866.1840589294525
2002-08-16,864.503990065043
2002-08-19,871.7615406720864
2002-08-20,869.1381233219265
2002-08-21,861.7497377177639
2002-08-22,866.9974854476079
2002-08-23,868.1664001606365
2002-08-26,871.5568390436197
2002-08-27,869.1054377477725
2002-08-28,860.3212471010839
2002-08-29,860.7534420643708
2002-08-30,867.7449610889071
2002-09-02,864.2575486255547
2002-09-03,846.8302145310373
2002-09-04,848.1727215005673
2002-09-05,842.520604208972
2002-09-06,849.5331945623113
2002-09-09,853.4784233486488
2002-09-10,864.2013429917765
2002-09-11,864.2483119837676
2002-09-12,860.6160382595781
2002-09-13,860.1529314068631
2002-09-16,859.3543046020362
2002-09-17,854.5090660850221
2002-09-18,847.9430490242108
2002-09-19,843.8358914416499
2002-09-20,819.8501035493189
2002-09-23,799.1347802499167
2002-09-24,800.8970679023597
2002-09-25,797.3521739779761
2002-09-26,804.9988996957178
2002-09-27,801.0728165832071
2002-09-30,788.2901906881591
2002-10-01,793.679152981098
2002-10-02,796.6459543066791
2002-10-03,788.8498086895216
2002-10-04,791.841382110281
2002-10-07,789.0641178170931
2002-10-08,790.9270159635279
2002-10-09,768.7506718652376
2002-10-10,769.7517384130142
2002-10-11,784.9136093202175
2002-10-14,784.3479432588097
2002-10-15,789.8942868395973
2002-10-16,779.7932836560103
2002-10-17,792.5371237035029
2002-10-18,801.8208036929967
2002-10-21,812.1678642030703
2002-10-22,812.7926495372913
2002-10-23,830.9651565773407
2002-10-24,832.187854026093
2002-10-25,837.2315385916598
2002-10-28,835.4982058033877
2002-10-29,823.3529133142298
2002-10-30,830.9091458785086
2002-10-31,839.2158814990772
2002-11-01,833.8267476737818
2002-11-04,848.3000060148696
2002-11-05,841.0593318845206
2002-11-06,849.9032359898944
2002-11-07,845.2719667035863
2002-11-08,839.2948081379992
2002-11-11,837.4083048968087
2002-11-12,846.1251131415864
2002-11-13,844.7830228712443
2002-11-14,846.3973851184716
2002-11-15,852.885891622486
2002-11-18,858.0801574267033
2002-11-19,854.5250439054532
2002-11-20,862.6811109942735
2002-11-21,862.9683127503679
2002-11-22,862.3928410415932
2002-11-25,868.6552136506306
2002-11-26,863.3666852822216
2002-11-27,871.8788598989529
2002-11-28,873.6307565523753
2002-11-29,874.4072237997486
2002-12-02,881.5242785723959
2002-12-03,878.7935183143622
2002-12-04,871.9092824522078
2002-12-05,887.1404470237153
2002-12-06,882.771060748144
2002-12-09,883.863382208583
2002-12-10,884.7830979220215
2002-12-11,897.4901261348648
2002-12-12,902.9800121209184
2002-12-13,889.5102148462316
2002-12-16,895.7444564297404
2002-12-17,893.2183907499888
2002-12-18,897.251574431221
2002-12-19,904.242309099207
2002-12-20,903.6287525611982
2002-12-23,901.2130332651847
2002-12-24,898.347563174714
2002-12-25,898.347563174714
2002-12-26,889.6774978633921
2002-12-27,876.4905661995164
2002-12-30,872.8349112797563
2002-12-31,869.5815471912232
2003-01-01,869.5815471912232
2003-01-02,884.3805396734697
2003-01-03,887.40625096569
2003-01-06,880.9943893947799
2003-01-07,887.2086280947956
2003-01-08,892.3736417051008
2003-01-09,888.6199085449728
2003-01-10,884.539077786659
2003-01-13,886.4191859449253
2003-01-14,878.3422737218176
2003-01-15,874.0505853717941
2003-01-16,870.7452012764778
2003-01-17,862.4149822429
2003-01-20,863.887642774928
2003-01-21,861.8154960027106
2003-01-22,858.3955353849541
2003-01-23,855.6056583490813
2003-01-24,850.3825310891419
2003-01-27,840.6748193635472
2003-01-28,838.8549137911117
2003-01-29,830.7025648934114
2003-01-30,843.9732448912599
2003-01-31,843.9366046766305
2003-02-03,845.0162138618855
2003-02-04,831.771787576179
2003-02-05,837.2518254680874
2003-02-06,831.7410086693325
2003-02-07,833.5678322817179
2003-02-10,837.3723416635721
2003-02-11,843.0574584979985
2003-02-12,839.7975412964754
2003-02-13,828.3436947232725
2003-02-14,835.4823741578522
2003-02-17,842.7208716977603
2003-02-18,849.1945980225383
2003-02-19,837.548350919559
2003-02-20,829.7381420844423
2003-02-21,828.6396353673701
2003-02-24,825.2196357336221
2003-02-25,827.3125971265513
2003-02-26,824.3823012532424
2003-02-27,827.0991601814897
2003-02-28,830.3055368455617
2003-03-03,822.6518964937412
