Date,EM EMEA SMALL GROWTH
1999-05-31,270.9189831246616
1999-06-01,273.94522403186147
1999-06-02,274.4221363540295
1999-06-03,276.16238548810236
1999-06-04,279.97794692497325
1999-06-07,283.71535003294366
1999-06-08,280.79542846946
1999-06-09,279.16337244303776
1999-06-10,279.3186154253803
1999-06-11,282.20134412495054
1999-06-14,282.43328195384714
1999-06-15,281.8726484244722
1999-06-16,282.93645634675306
1999-06-17,289.61788898200416
1999-06-18,289.7526052092029
1999-06-21,287.12875118507
1999-06-22,287.9690282066503
1999-06-23,283.0766287812694
1999-06-24,280.31010157151724
1999-06-25,275.1490264762314
1999-06-28,275.20188645000707
1999-06-29,277.84033797265266
1999-06-30,281.98821387426784
1999-07-01,287.6159950669205
1999-07-02,287.53492668579094
1999-07-05,290.02403279674934
1999-07-06,286.71560131329096
1999-07-07,285.8026614527143
1999-07-08,287.4414585899875
1999-07-09,286.3355491631976
1999-07-12,288.71505597869725
1999-07-13,280.44117143012573
1999-07-14,281.7770145769538
1999-07-15,281.20084801087955
1999-07-16,280.2153920786804
1999-07-19,281.3116647998987
1999-07-20,276.10842876678294
1999-07-21,272.0428532777788
1999-07-22,272.3933844678003
1999-07-23,272.5254814727414
1999-07-26,266.2118541483943
1999-07-27,266.9439929412148
1999-07-28,266.954286774828
1999-07-29,263.09924018936533
1999-07-30,263.9152914504406
1999-08-02,261.25648760479646
1999-08-03,259.68075357174416
1999-08-04,258.49145855425763
1999-08-05,253.06246564131837
1999-08-06,251.7683955241411
1999-08-09,253.88286954682127
1999-08-10,249.92708699889914
1999-08-11,251.58554443841953
1999-08-12,253.91044272822168
1999-08-13,255.8976790168914
1999-08-16,255.698010738924
1999-08-17,259.61193907335166
1999-08-18,261.8393478749483
1999-08-19,258.87791790691847
1999-08-20,257.87747769276183
1999-08-23,261.64312325598945
1999-08-24,262.5667450594654
1999-08-25,265.0707631513446
1999-08-26,262.41063651229837
1999-08-27,261.8520632762465
1999-08-30,260.8498013288234
1999-08-31,255.3877695385642
1999-09-01,257.17734893300286
1999-09-02,252.76973160792673
1999-09-03,256.4306187223644
1999-09-06,259.4433343917923
1999-09-07,256.2092576075245
1999-09-08,252.82937534654872
1999-09-09,252.9892790007014
1999-09-10,254.83285401704117
1999-09-13,253.49255141376327
1999-09-14,253.46862499709164
1999-09-15,249.9895158016246
1999-09-16,247.23464667310245
1999-09-17,247.99944125435644
1999-09-20,248.71239806725404
1999-09-21,246.2650734310356
1999-09-22,242.48749265078504
1999-09-23,244.76267398001363
1999-09-24,242.93101666974738
1999-09-27,244.13070043908422
1999-09-28,243.2203363914866
1999-09-29,239.89544213605524
1999-09-30,240.0893895135039
1999-10-01,239.50697576312487
1999-10-04,243.42407321875433
1999-10-05,246.37375946112027
1999-10-06,245.51354709377495
1999-10-07,246.24519608402835
1999-10-08,249.33458459779814
1999-10-11,250.7374600735582
1999-10-12,249.81927286281172
1999-10-13,244.76245896120426
1999-10-14,244.778384066189
1999-10-15,238.17719877000212
1999-10-18,236.9674766120828
1999-10-19,240.21353554596095
1999-10-20,242.87280438480997
1999-10-21,239.9842816713783
1999-10-22,246.0848027874377
1999-10-25,246.72854749888697
1999-10-26,248.16278390133346
1999-10-27,248.65121095157699
1999-10-28,249.5900195786521
1999-10-29,250.62689318830627
1999-11-01,248.6914600525528
1999-11-02,248.4709246834908
1999-11-03,248.92073800779528
1999-11-04,252.45088184846273
1999-11-05,253.6211045330832
1999-11-08,256.26963294882114
1999-11-09,260.3332687608817
1999-11-10,259.168911459951
1999-11-11,262.54077623615154
1999-11-12,265.6124694591699
1999-11-15,267.65001675384707
1999-11-16,268.1654829377904
1999-11-17,268.32063830127237
1999-11-18,270.4167193116758
1999-11-19,274.60524871971757
1999-11-22,277.7994895413057
1999-11-23,280.4364077068598
1999-11-24,281.1658228562821
1999-11-25,282.8643877100168
1999-11-26,282.0498626113938
1999-11-29,281.97268258738205
1999-11-30,283.7990427205883
1999-12-01,289.0410810699883
1999-12-02,293.59419888050974
1999-12-03,294.6357688864939
1999-12-06,295.01170919620745
1999-12-07,296.7002915158389
1999-12-08,297.9127118833074
1999-12-09,302.9257785889424
1999-12-10,308.2012979422896
1999-12-13,315.9706050660948
1999-12-14,313.2024742860362
1999-12-15,317.7409786757896
1999-12-16,319.0766291591033
1999-12-17,328.7837810177871
1999-12-20,336.1565431558472
1999-12-21,340.0148886486088
1999-12-22,339.75876693481143
1999-12-23,337.49515165723506
1999-12-24,344.6252716433396
1999-12-27,349.4647539081612
1999-12-28,346.27421471946104
1999-12-29,348.6037124188907
1999-12-30,350.2312253804844
1999-12-31,350.98792829199
2000-01-03,349.8449907833875
2000-01-04,358.2241253844344
2000-01-05,355.59743601082477
2000-01-06,360.7371228831317
2000-01-07,365.81948080185873
2000-01-10,374.63950588127335
2000-01-11,383.4001098959254
2000-01-12,387.90313395947015
2000-01-13,399.8717626449219
2000-01-14,416.10798800833294
2000-01-17,419.1739303306608
2000-01-18,426.1348912937064
2000-01-19,415.18645809406513
2000-01-20,415.94970082273
2000-01-21,410.87778425018405
2000-01-24,414.3753591811676
2000-01-25,406.8688851491172
2000-01-26,413.8608462275808
2000-01-27,419.85277145758164
2000-01-28,415.57460214518096
2000-01-31,405.06531254500203
2000-02-01,409.26675734711716
2000-02-02,407.11795100969243
2000-02-03,405.1824239601005
2000-02-04,413.87614380082044
2000-02-07,410.9217850592646
2000-02-08,409.0898962066392
2000-02-09,403.9591462321534
2000-02-10,405.57004400165096
2000-02-11,402.7630801948622
2000-02-14,397.8851600903605
2000-02-15,399.04472015947533
2000-02-16,399.29017878601195
2000-02-17,395.19094770659825
2000-02-18,393.70711862728183
2000-02-21,382.38854759654544
2000-02-22,371.2704167694976
2000-02-23,368.6377023330032
2000-02-24,380.6717720437185
2000-02-25,388.74579485614606
2000-02-28,385.4357385610534
2000-02-29,391.57815804538046
2000-03-01,398.6884091480897
2000-03-02,398.2246842514289
2000-03-03,394.36042417988295
2000-03-06,397.2405171369929
2000-03-07,398.8427372574627
2000-03-08,394.92626110845214
2000-03-09,403.45024503336987
2000-03-10,408.33102812658046
2000-03-13,399.97564950527504
2000-03-14,403.1092566398162
2000-03-15,400.0890226631066
2000-03-16,399.96511123084844
2000-03-17,401.69327665526765
2000-03-20,398.7855498097691
2000-03-21,400.2485591319242
2000-03-22,401.1237936801256
2000-03-23,399.46128708016016
2000-03-24,401.33434293361347
2000-03-27,404.41916122551817
2000-03-28,400.1138435246715
2000-03-29,401.15094328378683
2000-03-30,385.35793829654136
2000-03-31,385.55631786934674
2000-04-03,382.09319909297847
2000-04-04,382.54272280615686
2000-04-05,366.6853463987472
2000-04-06,379.6600749060586
2000-04-07,382.43060556973256
2000-04-10,383.16579214421625
2000-04-11,371.55133294930573
2000-04-12,373.6880580016076
2000-04-13,376.43618711146604
2000-04-14,376.96243400385606
2000-04-17,354.76571378858245
2000-04-18,359.30461729751397
2000-04-19,364.23955535905736
2000-04-20,362.201239534226
2000-04-21,362.6959552167701
2000-04-24,361.64050019970983
2000-04-25,373.0641010080808
2000-04-26,375.7962500039284
2000-04-27,377.75051257698107
2000-04-28,387.9548951102061
2000-05-01,390.31466677508945
2000-05-02,390.2865392415566
2000-05-03,389.3883513455967
2000-05-04,379.4071963563043
2000-05-05,377.4814752997633
2000-05-08,374.34033508042234
2000-05-09,373.08253121593276
2000-05-10,367.08081647637954
2000-05-11,371.44818963028774
2000-05-12,369.8220189035511
2000-05-15,362.4643913782707
2000-05-16,384.59290593529016
2000-05-17,382.16661330303725
2000-05-18,373.5452852014247
2000-05-19,367.68889585635895
2000-05-22,362.32160831690715
2000-05-23,354.4675543216687
2000-05-24,350.8759442282057
2000-05-25,354.7149865125532
2000-05-26,346.14922351663654
2000-05-29,347.43660897627234
2000-05-30,352.11958878297037
2000-05-31,359.86066421766503
2000-06-01,362.5793135694134
2000-06-02,361.80851570001926
2000-06-05,362.28343016342785
2000-06-06,356.4448540202222
2000-06-07,351.57936183586713
2000-06-08,354.9858553547896
2000-06-09,358.12575980145533
2000-06-12,355.09066316237397
2000-06-13,351.70509113599655
2000-06-14,351.52191176959093
2000-06-15,351.71381066149144
2000-06-16,347.8935545613339
2000-06-19,346.9979603698096
2000-06-20,349.05161866376534
2000-06-21,348.7925570805608
2000-06-22,352.515524853085
2000-06-23,352.1142405626121
2000-06-26,350.87294928297985
2000-06-27,351.0054953665428
2000-06-28,347.33634926549024
2000-06-29,342.74297216006477
2000-06-30,344.58466718065694
2000-07-03,345.2591583865415
2000-07-04,346.810693976061
2000-07-05,347.90055829602915
2000-07-06,343.6370125068148
2000-07-07,345.8662101851313
2000-07-10,348.8904103017093
2000-07-11,343.4214928633085
2000-07-12,346.0641441516161
2000-07-13,346.9156432904941
2000-07-14,346.6388615855718
2000-07-17,342.51958724856706
2000-07-18,342.00944687574315
2000-07-19,347.67010915092396
2000-07-20,347.9370151136769
2000-07-21,350.17582072444475
2000-07-24,348.964043823667
2000-07-25,345.4816844482463
2000-07-26,344.72195877076734
2000-07-27,343.85478425955847
2000-07-28,346.5148430604708
2000-07-31,345.56469636454705
2000-08-01,346.99433334623234
2000-08-02,348.6328704081176
2000-08-03,350.59029359891485
2000-08-04,351.1101774312119
2000-08-07,350.20902759573545
2000-08-08,351.46993108330014
2000-08-09,352.75134973479584
2000-08-10,352.07349053275067
2000-08-11,354.65557798578396
2000-08-14,356.89953003726123
2000-08-15,351.4127489380215
2000-08-16,348.8038665025604
2000-08-17,347.94346200276937
2000-08-18,349.8630882327914
2000-08-21,347.07196743243946
2000-08-22,349.58950715442546
2000-08-23,352.3704120563289
2000-08-24,350.81867818301066
2000-08-25,352.4087504432343
2000-08-28,355.26328474033943
2000-08-29,360.57910992197617
2000-08-30,361.9034236053025
2000-08-31,363.2954465610266
2000-09-01,360.2025564560597
2000-09-04,362.84821540477583
2000-09-05,365.46715758635463
2000-09-06,365.2032089176747
2000-09-07,361.5922782780843
2000-09-08,361.1372614513296
2000-09-11,356.4060965935968
2000-09-12,356.2474323046868
2000-09-13,355.43698902470845
2000-09-14,353.97425609471884
2000-09-15,352.4692254375499
