Date,EM (EMERGING MARKETS) SMALL GROWTH
1998-12-31,424.71383964453304
1999-01-01,424.7076496969552
1999-01-04,430.7620492422181
1999-01-05,434.0005166494386
1999-01-06,443.4996612352188
1999-01-07,450.15769387014234
1999-01-08,453.09122950088687
1999-01-11,458.4653513323781
1999-01-12,453.1700901700291
1999-01-13,434.61335522779603
1999-01-14,422.73918099530664
1999-01-15,432.2333796707185
1999-01-18,435.1213798544335
1999-01-19,431.4692300937416
1999-01-20,430.6526931685729
1999-01-21,422.29705488100547
1999-01-22,414.2453322445143
1999-01-25,405.7842620595294
1999-01-26,403.4597417772056
1999-01-27,414.05651451022806
1999-01-28,414.3933403252965
1999-01-29,416.2335537995889
1999-02-01,423.4469917165304
1999-02-02,419.3237679901763
1999-02-03,416.3080444038273
1999-02-04,414.67570435086174
1999-02-05,413.0262141630101
1999-02-08,413.92262435178753
1999-02-09,407.8099432919024
1999-02-10,410.59388411972583
1999-02-11,414.18588217164984
1999-02-12,420.9864394934564
1999-02-15,424.0225308957631
1999-02-16,428.2250306107718
1999-02-17,426.7430985677205
1999-02-18,426.20221185761807
1999-02-19,425.6097464573456
1999-02-22,422.5593796418343
1999-02-23,419.9700385894276
1999-02-24,418.0286866747348
1999-02-25,412.19230371940165
1999-02-26,419.2679228712831
1999-03-01,430.67432485196684
1999-03-02,430.9803632238465
1999-03-03,433.02395666888697
1999-03-04,435.0513490897159
1999-03-05,438.1938278563098
1999-03-08,446.5316224748851
1999-03-09,448.3160032414861
1999-03-10,448.0849258674917
1999-03-11,456.76940733868616
1999-03-12,456.2871778920097
1999-03-15,461.21043622079293
1999-03-16,463.94906685612415
1999-03-17,462.0497064647637
1999-03-18,462.52021149291994
1999-03-19,471.3270736568324
1999-03-22,475.22242663605357
1999-03-23,476.1792872820198
1999-03-24,469.75577640378407
1999-03-25,477.2186073051928
1999-03-26,482.11629330633184
1999-03-29,481.35666801502936
1999-03-30,483.2382019040927
1999-03-31,485.76444602542625
1999-04-01,488.18671270071826
1999-04-02,491.9800379901047
1999-04-05,490.50665991158274
1999-04-06,494.0682684668128
1999-04-07,493.533161961893
1999-04-08,493.54180352990534
1999-04-09,495.71068491762884
1999-04-12,492.3310945261009
1999-04-13,492.788724049532
1999-04-14,495.62904170078895
1999-04-15,504.3988911600447
1999-04-16,513.736020868305
1999-04-19,522.9637573159124
1999-04-20,526.8980232813503
1999-04-21,528.774822266172
1999-04-22,529.4066464996173
1999-04-23,528.7167488468206
1999-04-26,535.5477013174818
1999-04-27,535.166932592865
1999-04-28,539.927937931849
1999-04-29,540.8766370936046
1999-04-30,547.0721744747714
1999-05-03,554.454106944706
1999-05-04,560.7579590100383
1999-05-05,560.0615021000398
1999-05-06,560.7297043189579
1999-05-07,564.4521809153742
1999-05-10,574.175504621224
1999-05-11,572.3388351524035
1999-05-12,564.7500216635253
1999-05-13,561.7339903828927
1999-05-14,557.9890072627725
1999-05-17,548.436635808654
1999-05-18,553.5428523299834
1999-05-19,556.7095429460389
1999-05-20,551.2309812067348
1999-05-21,550.6160936084018
1999-05-24,547.2053887436346
1999-05-25,544.2249768885237
1999-05-26,553.495888061666
1999-05-27,552.2493199230877
1999-05-28,550.2201653083202
1999-05-31,551.4305109181172
1999-06-01,548.3137967844626
1999-06-02,556.1301989627248
1999-06-03,558.518433216315
1999-06-04,565.2178318670673
1999-06-07,571.5454162038726
1999-06-08,572.721809002874
1999-06-09,567.4787866802874
1999-06-10,569.7165602853505
1999-06-11,570.9479532280817
1999-06-14,570.9569356492021
1999-06-15,565.0863172595773
1999-06-16,573.27494503327
1999-06-17,579.9825754888792
1999-06-18,577.5732112311888
1999-06-21,584.5484612564164
1999-06-22,591.7087674781842
1999-06-23,588.3977753294333
1999-06-24,584.6425157118222
1999-06-25,574.5618130286734
1999-06-28,580.8092363851581
1999-06-29,585.3216674519487
1999-06-30,587.8661137637097
1999-07-01,594.9019087345652
1999-07-02,603.109563807525
1999-07-05,614.7347507181098
1999-07-06,612.3347899077376
1999-07-07,611.9365737840327
1999-07-08,613.887512826673
1999-07-09,615.4075468060352
1999-07-12,617.7385534188185
1999-07-13,606.8157574906924
1999-07-14,599.9863157504536
1999-07-15,598.0967403965172
1999-07-16,597.2169612687862
1999-07-19,602.5046389846234
1999-07-20,589.698353589772
1999-07-21,580.5673438500926
1999-07-22,579.603676372562
1999-07-23,570.718568065006
1999-07-26,548.0051737583179
1999-07-27,551.9676761797123
1999-07-28,559.1488236939218
1999-07-29,554.3018248073637
1999-07-30,552.4014046395339
1999-08-02,550.7884912125116
1999-08-03,552.2957788655273
1999-08-04,548.5402112992826
1999-08-05,536.3939830186969
1999-08-06,536.4403521559211
1999-08-09,542.3749197963334
1999-08-10,536.6680411718352
1999-08-11,536.4402023162012
1999-08-12,541.4116550682382
1999-08-13,543.9773491339304
1999-08-16,547.1848030585315
1999-08-17,547.5514267374219
1999-08-18,547.049913517685
1999-08-19,544.128664895039
1999-08-20,547.9704745390338
1999-08-23,561.2527340171508
1999-08-24,561.8460838796124
1999-08-25,568.2352465162794
1999-08-26,567.3039803353091
1999-08-27,563.296557189633
1999-08-30,560.4773414067545
1999-08-31,552.240913707959
1999-09-01,547.5883758889057
1999-09-02,536.470795343054
1999-09-03,540.1961501921501
1999-09-06,543.7293556908431
1999-09-07,540.6198560391975
1999-09-08,535.5676034432805
1999-09-09,541.2701268843277
1999-09-10,552.7492415653935
1999-09-13,559.5638354018357
1999-09-14,557.3228445929395
1999-09-15,553.5926499630095
1999-09-16,546.2513900579293
1999-09-17,546.8028255922235
1999-09-20,549.0534667697303
1999-09-21,543.7557541111748
1999-09-22,540.0365654267536
1999-09-23,542.7507547309166
1999-09-24,539.3467062269269
1999-09-27,535.3866126132604
1999-09-28,530.2905356837604
1999-09-29,525.2286873202492
1999-09-30,521.6512875933324
1999-10-01,519.1236283822244
1999-10-04,520.4136638865336
1999-10-05,519.1171202035468
1999-10-06,523.3640839426166
1999-10-07,529.8282845420216
1999-10-08,536.0931225266347
1999-10-11,538.0620592491824
1999-10-12,537.9663136005244
1999-10-13,531.386194624266
1999-10-14,531.6775123963454
1999-10-15,519.5497870842063
1999-10-18,515.6280938021699
1999-10-19,519.1049675616835
1999-10-20,526.6647094911425
1999-10-21,523.7586236910828
1999-10-22,531.8209257926452
1999-10-25,526.830667108717
1999-10-26,530.9333622534216
1999-10-27,531.7870173174261
1999-10-28,532.6384376897752
1999-10-29,533.9658636934362
1999-11-01,534.1463302364698
1999-11-02,539.560713754341
1999-11-03,539.2567109564106
1999-11-04,547.2498183154047
1999-11-05,555.1813133430944
1999-11-08,559.3949619335709
1999-11-09,565.0771509129228
1999-11-10,565.2956795974984
1999-11-11,572.8351553680535
1999-11-12,581.8544693597601
1999-11-15,585.9055098344911
1999-11-16,589.0320273608564
1999-11-17,579.281979658929
1999-11-18,581.6019437701747
1999-11-19,585.8077884618635
1999-11-22,587.7118614961845
1999-11-23,589.563934771326
1999-11-24,591.2728269439276
1999-11-25,592.8637969014176
1999-11-26,589.0896198510725
1999-11-29,593.0729052661296
1999-11-30,598.0136894790852
1999-12-01,599.3718183493604
1999-12-02,602.5263301989509
1999-12-03,609.3318179227533
1999-12-06,604.4935977886888
1999-12-07,604.5058529889883
1999-12-08,605.6194275754945
1999-12-09,615.2157470177042
1999-12-10,623.1116834118869
1999-12-13,634.8192125504977
1999-12-14,639.4636334211725
1999-12-15,637.122245094958
1999-12-16,635.1240776326157
1999-12-17,644.2471666760796
1999-12-20,653.9071378974154
1999-12-21,652.5813082528916
1999-12-22,656.7005633604775
1999-12-23,651.4039561764388
1999-12-24,652.2680980880338
1999-12-27,655.950118461401
1999-12-28,657.305379300089
1999-12-29,661.5582620972788
1999-12-30,666.8446134467705
1999-12-31,667.2967214796299
2000-01-03,668.2571135759027
2000-01-04,674.1192293927313
2000-01-05,662.6475057624278
2000-01-06,660.9581629992614
2000-01-07,667.0395265017253
2000-01-10,680.9568981259126
2000-01-11,677.1745004378702
2000-01-12,681.5305263522135
2000-01-13,688.9385117156357
2000-01-14,704.8887303945897
2000-01-17,716.5436536961441
2000-01-18,717.140402710264
2000-01-19,706.158236297973
2000-01-20,705.079448179217
2000-01-21,707.1803879365237
2000-01-24,713.2633456752017
2000-01-25,703.5752945488377
2000-01-26,711.1566750067936
2000-01-27,727.2756269353135
2000-01-28,731.9954958901952
2000-01-31,728.2458159564402
2000-02-01,739.1974420830937
2000-02-02,741.0871652959438
2000-02-03,738.3841026460785
2000-02-04,749.0202224396182
2000-02-07,750.1002340392597
2000-02-08,743.6619410327881
2000-02-09,741.7524128884971
2000-02-10,748.1023532419661
