Date,EM GCC COUNTRIES SMALL GROWTH
2014-06-02,998.8315068627944
2014-06-03,992.6417062383058
2014-06-04,989.7699462049139
2014-06-05,999.2258139740899
2014-06-06,997.4550240886425
2014-06-09,975.6967797187531
2014-06-10,962.6483080500198
2014-06-11,963.3054842915363
2014-06-12,971.7702141906245
2014-06-13,973.4160575698664
2014-06-16,909.6171791448859
2014-06-17,924.0269563713155
2014-06-18,919.5317624192281
2014-06-19,932.1053100990379
2014-06-20,935.9846478781692
2014-06-23,895.0976744760555
2014-06-24,858.5332217033182
2014-06-25,870.9403009032706
2014-06-26,858.3924881463277
2014-06-27,855.1771618667984
2014-06-30,804.8174939548262
2014-07-01,818.8631235322246
2014-07-02,876.0103788774289
2014-07-03,906.9895580387989
2014-07-04,908.3972037794573
2014-07-07,923.4931747647196
2014-07-08,911.6421615564064
2014-07-09,916.0717699877421
2014-07-10,910.1208068441458
2014-07-11,910.2546579812652
2014-07-14,941.5287326733387
2014-07-15,957.4508092772996
2014-07-16,964.2320145071875
2014-07-17,966.1107794856982
2014-07-18,966.718643701667
2014-07-21,950.7684341470518
2014-07-22,953.826518008665
2014-07-23,943.5098387376402
2014-07-24,944.2059997982616
2014-07-25,946.7364409501068
2014-07-28,945.7426105967587
2014-07-29,947.7717417511899
2014-07-30,950.074136011153
2014-07-31,954.1447967405751
2014-08-01,950.6632943919053
2014-08-04,958.1866985171621
2014-08-05,971.6265659775137
2014-08-06,954.6316589850393
2014-08-07,962.0425687976056
2014-08-08,957.5244218794015
2014-08-11,971.4514631855516
2014-08-12,979.3059624484634
2014-08-13,981.452686513206
2014-08-14,983.4752815310301
2014-08-15,983.2711245628434
2014-08-18,992.1833717583488
2014-08-19,1001.143981235126
2014-08-20,998.845034491565
2014-08-21,1001.7845259886361
2014-08-22,1005.7994254149708
2014-08-25,1013.5313837139689
2014-08-26,1015.1162902674126
2014-08-27,1010.8743537262252
2014-08-28,1004.2443342595061
2014-08-29,1004.5328774861196
2014-09-01,1009.5661407623725
2014-09-02,1004.236015469456
2014-09-03,1013.2467909696175
2014-09-04,1020.7066652115872
2014-09-05,1021.3368039870389
2014-09-08,1023.7330543034889
2014-09-09,1028.2305954233157
2014-09-10,1014.8892885973037
2014-09-11,1023.0373542773265
2014-09-12,1023.27457116269
2014-09-15,1031.6474237106584
2014-09-16,1023.069894246893
2014-09-17,1026.8003412198811
2014-09-18,1038.492635800828
2014-09-19,1045.084057460247
2014-09-22,1027.306914177434
2014-09-23,1017.7757524444603
2014-09-24,1021.1036651620133
2014-09-25,1026.9309804275128
2014-09-26,1031.1031730372358
2014-09-29,1036.3849622864834
2014-09-30,1041.6126184399338
2014-10-01,1051.6971848676094
2014-10-02,1041.7184338905286
2014-10-03,1053.53371413504
2014-10-06,1048.700836478196
2014-10-07,1039.5446585015
2014-10-08,1034.8579996990472
2014-10-09,1028.6008549262715
2014-10-10,1035.6554333715178
2014-10-13,1003.4541530039157
2014-10-14,993.0286311912076
2014-10-15,977.6693219401658
2014-10-16,948.5370970925563
2014-10-17,949.4957324410668
2014-10-20,953.7075086498047
2014-10-21,954.4637420364915
2014-10-22,971.2321455115035
2014-10-23,972.3770803803675
2014-10-24,970.8712863433478
2014-10-27,963.084358515497
2014-10-28,967.7450595492367
2014-10-29,975.725591718976
2014-10-30,967.9946604281895
2014-10-31,975.1135254894015
2014-11-03,991.6104830932595
2014-11-04,982.459619207956
2014-11-05,974.9363730373578
2014-11-06,990.532337845788
2014-11-07,992.3276477863012
2014-11-10,1008.9975038843961
2014-11-11,1025.6901812057167
2014-11-12,1021.2914240664096
2014-11-13,1024.2676945437672
2014-11-14,1023.8426081890705
2014-11-17,1024.3310944835491
2014-11-18,1025.279064100882
2014-11-19,1028.3634133858754
2014-11-20,1021.4588400839699
2014-11-21,1031.9507439034094
2014-11-24,1018.4075181109038
2014-11-25,974.4803223751574
2014-11-26,964.9277233168815
2014-11-27,968.0593428581534
2014-11-28,969.1976532528399
2014-12-01,919.9829301229051
2014-12-02,923.6585314776437
2014-12-03,927.9380890694797
2014-12-04,938.4405886635304
2014-12-05,949.103067387126
