Date,EM EASTERN EUROPE SMALL GROWTH
1998-12-31,104.72435617196523
1999-01-01,104.72435617196523
1999-01-04,105.89217884238863
1999-01-05,107.2353927093722
1999-01-06,108.78607451755977
1999-01-07,110.91001537188784
1999-01-08,111.23174088016994
1999-01-11,111.22974249082996
1999-01-12,110.0918814374454
1999-01-13,103.1038869344072
1999-01-14,101.16749761381908
1999-01-15,100.89473789092156
1999-01-18,105.15947978760614
1999-01-19,105.52749557940739
1999-01-20,107.0650441811143
1999-01-21,108.3428158401917
1999-01-22,104.68617006450177
1999-01-25,104.1613770639502
1999-01-26,104.87815389487913
1999-01-27,105.57213869212858
1999-01-28,104.95907656790182
1999-01-29,107.01253797028144
1999-02-01,107.32902081846954
1999-02-02,106.22492201444581
1999-02-03,105.47954015406418
1999-02-04,107.29729040411037
1999-02-05,105.99751267186697
1999-02-08,104.66919583723151
1999-02-09,104.12983458308301
1999-02-10,103.53111259338816
1999-02-11,104.08661301455432
1999-02-12,104.42495125327774
1999-02-15,103.14659901436016
1999-02-16,103.68653135762787
1999-02-17,103.26129286803416
1999-02-18,103.02830867534418
1999-02-19,103.00355232198217
1999-02-22,102.26549944091501
1999-02-23,100.94563401149493
1999-02-24,99.67434983927988
1999-02-25,97.6934447965529
1999-02-26,96.86313106466037
1999-03-01,98.45913437769045
1999-03-02,98.47233742577795
1999-03-03,96.70444334649203
1999-03-04,95.70687122000363
1999-03-05,96.55593508803085
1999-03-08,98.6398559247408
1999-03-09,99.30182173404978
1999-03-10,99.38233280060693
1999-03-11,103.36971354759521
1999-03-12,103.00758158075408
1999-03-15,102.31861153320507
1999-03-16,102.77453169376874
1999-03-17,103.03806016172527
1999-03-18,103.5346892372153
1999-03-19,105.86500599919593
1999-03-22,105.27929056997442
1999-03-23,104.5769187362784
1999-03-24,99.08512950537572
1999-03-25,102.48339660712044
1999-03-26,104.49711535306305
1999-03-29,105.3048758768191
1999-03-30,107.48669030240893
1999-03-31,108.70138013244063
1999-04-01,108.11182343356633
1999-04-02,109.38830496683075
1999-04-05,109.3912669022719
1999-04-06,111.51785403898937
1999-04-07,111.7789100523993
1999-04-08,110.59199154014378
1999-04-09,109.95360190290437
1999-04-12,108.66482088365056
1999-04-13,106.8350820549554
1999-04-14,107.31765552027008
1999-04-15,106.31727284055799
1999-04-16,107.79247019734721
1999-04-19,110.33925969021142
1999-04-20,110.15742233525496
1999-04-21,109.67769925817036
1999-04-22,111.06752712369544
1999-04-23,111.75598716364217
1999-04-26,113.73516081137689
1999-04-27,113.5503040497022
1999-04-28,112.04458784026743
1999-04-29,112.36168313048931
1999-04-30,113.14021717562981
1999-05-03,114.10861588519995
1999-05-04,115.14718493361421
1999-05-05,116.60187342359704
1999-05-06,117.04162935683763
1999-05-07,117.5451469898253
1999-05-10,117.43777644784032
1999-05-11,118.79922856251481
1999-05-12,116.98981903655086
1999-05-13,117.96277521924334
1999-05-14,118.64966273011608
1999-05-17,119.05128126402512
1999-05-18,120.58402624359692
1999-05-19,124.64199544250948
1999-05-20,127.05808899414109
1999-05-21,129.16085084744964
1999-05-24,129.31652953940383
1999-05-25,128.18343013154058
1999-05-26,129.5873667724747
1999-05-27,128.87598562227356
1999-05-28,128.53215891090494
1999-05-31,128.6898607404826
1999-06-01,129.83961088961755
1999-06-02,129.32555381771243
1999-06-03,130.118697193889
1999-06-04,129.69446163794348
1999-06-07,131.23263666787375
1999-06-08,131.14221507706105
1999-06-09,132.51210134085088
1999-06-10,133.91499231468737
1999-06-11,135.04820766874792
1999-06-14,136.8654207998457
1999-06-15,138.0450862930633
1999-06-16,139.41697998535489
1999-06-17,146.90254265972004
1999-06-18,146.40982173730322
1999-06-21,140.7389467991364
1999-06-22,140.56380412129684
1999-06-23,138.01714676953398
1999-06-24,138.53634355340148
1999-06-25,137.82829321713868
1999-06-28,138.89233471710247
1999-06-29,141.66567504868098
1999-06-30,142.7432333451023
1999-07-01,144.7297184184353
1999-07-02,146.23141196284706
1999-07-05,148.1426880200371
1999-07-06,149.2956240350299
1999-07-07,149.30255866829864
1999-07-08,150.8725438170758
1999-07-09,151.86418981900786
1999-07-12,152.85429628346742
1999-07-13,148.86121731384512
1999-07-14,148.7458522195959
1999-07-15,150.1357365892244
1999-07-16,149.5394240186621
1999-07-19,149.98503593902828
1999-07-20,146.63621710597718
1999-07-21,143.68441073698025
1999-07-22,144.50447587671678
1999-07-23,145.21144315636366
1999-07-26,143.79936974550364
1999-07-27,142.5325442259346
1999-07-28,142.7722589532756
