Date,PACIFIC SMALL GROWTH
1994-05-31,1103.2021004010098
1994-06-30,1199.483063848977
1994-07-29,1159.9328037840608
1994-08-31,1139.9804185977564
1994-09-30,1092.641443360883
1994-10-31,1111.2021415885297
1994-11-30,1015.3531130180122
1994-12-30,1037.1740096081369
1995-01-31,970.5130932797532
1995-02-28,908.7763183106524
1995-03-31,956.0376231712183
1995-04-28,969.4948872890232
1995-05-31,897.8077813186326
1995-06-30,857.3538070462282
1995-07-31,920.7289341852465
1995-08-31,909.8326138892634
1995-09-29,897.590768202819
1995-10-31,865.2357118384106
1995-11-30,904.3584794701047
1995-12-29,955.9900718914597
1996-01-31,966.3775011109327
1996-02-29,950.1795811880214
1996-03-29,973.5639135980715
1996-04-30,1061.3187517510044
1996-05-31,1017.5380060186978
1996-06-28,1013.3125561082351
1996-07-31,945.2559737417632
1996-08-30,919.9525784935453
1996-09-30,911.9416621633354
1996-10-31,864.7308052312013
1996-11-29,843.166650783926
1996-12-31,763.7682900600774
1997-01-01,764.0972937160097
1997-01-02,766.0920045063394
1997-01-03,764.0697816402776
1997-01-06,769.402675845186
1997-01-07,765.3303982662646
1997-01-08,753.8242311007673
1997-01-09,735.3164625679113
1997-01-10,721.7797292885923
1997-01-13,731.4603383017173
1997-01-14,732.1360311608455
1997-01-15,731.606386650211
1997-01-16,741.205897787098
1997-01-17,739.685773921295
1997-01-20,727.134868472092
1997-01-21,721.0692432062501
1997-01-22,723.1414441056728
1997-01-23,717.6361515199538
1997-01-24,714.5585105896299
1997-01-27,704.8743304916675
1997-01-28,698.0382376688083
1997-01-29,697.2811513336071
1997-01-30,693.2820206065331
1997-01-31,702.5764126909555
1997-02-03,701.8011374306502
1997-02-04,705.2359761407102
1997-02-05,692.2654916791791
1997-02-06,685.9300572877243
1997-02-07,674.0016109511656
1997-02-10,683.7995953067181
1997-02-11,682.8717211081538
1997-02-12,678.9813931374975
1997-02-13,677.5062269521503
1997-02-14,679.0017044556339
1997-02-17,682.1840049234204
1997-02-18,679.9247655779807
1997-02-19,677.9139682915805
1997-02-20,691.4695074928381
1997-02-21,693.0138618838814
1997-02-24,698.7385149893112
1997-02-25,698.922866639088
1997-02-26,698.379856939067
1997-02-27,701.4772034996028
1997-02-28,697.3671152863187
1997-03-03,692.2108507924513
1997-03-04,686.2703495542844
1997-03-05,682.9773260062875
1997-03-06,676.675106456146
1997-03-07,674.0911111232431
1997-03-10,672.5765030807294
