Date,EAFE ex ISRAEL SMALL GROWTH
2010-05-26,1000.0
2010-05-27,1026.813939149865
2010-05-28,1034.1105191502388
2010-05-31,1038.1790695108025
2010-06-01,1036.3971744926746
2010-06-02,1025.083736329956
2010-06-03,1046.5006447857386
2010-06-04,1030.4658553855847
2010-06-07,1004.1550147754057
2010-06-08,1001.6177452822332
2010-06-09,1016.6852679294407
2010-06-10,1034.4601957804134
2010-06-11,1040.1085993934898
2010-06-14,1066.6090018928671
2010-06-15,1073.8444392803585
2010-06-16,1077.89900006162
2010-06-17,1077.7115794540018
2010-06-18,1084.2746567526856
2010-06-21,1099.1145625227705
2010-06-22,1091.9618025753455
2010-06-23,1078.712311974606
2010-06-24,1073.4476934778495
2010-06-25,1063.443581342991
2010-06-28,1068.3157993306165
2010-06-29,1037.9229645574942
2010-06-30,1033.6195108267045
2010-07-01,1023.9907004158251
2010-07-02,1036.7484581290205
2010-07-05,1037.6788542855718
2010-07-06,1065.0151638279883
2010-07-07,1063.2259333203438
2010-07-08,1077.1107468933292
2010-07-09,1079.4472004724212
2010-07-12,1079.0246144029318
2010-07-13,1091.8164767740227
2010-07-14,1100.9831538223602
2010-07-15,1101.4941713764133
2010-07-16,1093.040019777617
2010-07-19,1081.7040892416724
2010-07-20,1076.6497973041946
2010-07-21,1085.8727615646524
2010-07-22,1099.5393371136734
2010-07-23,1110.1158924105177
2010-07-26,1126.9529879032843
2010-07-27,1127.0289726368974
2010-07-28,1130.346030811616
2010-07-29,1135.223362676518
2010-07-30,1125.5076557255968
2010-08-02,1151.7327372825566
2010-08-03,1159.6683142898191
2010-08-04,1148.6708972483805
2010-08-05,1155.011625335386
2010-08-06,1162.5154503383358
2010-08-09,1167.2466672064677
2010-08-10,1145.5468632153966
2010-08-11,1113.7890664143313
2010-08-12,1099.1216866006566
2010-08-13,1100.9613978364364
2010-08-16,1107.8505290048747
2010-08-17,1119.4275485279854
2010-08-18,1120.293741295196
2010-08-19,1119.8594967167949
2010-08-20,1095.739520375274
2010-08-23,1097.3275814049928
2010-08-24,1084.9590637174967
2010-08-25,1070.1569618600931
2010-08-26,1084.7089223500311
2010-08-27,1091.4945020638709
2010-08-30,1099.0951981784747
2010-08-31,1094.062131458575
2010-09-01,1119.1073446687674
2010-09-02,1126.1071018511316
2010-09-03,1137.9017108004557
2010-09-06,1150.195123364277
2010-09-07,1139.551905278159
2010-09-08,1142.8125209938694
2010-09-09,1154.6926790570978
2010-09-10,1155.413304776601
2010-09-13,1175.5603142818811
2010-09-14,1184.3657249977512
2010-09-15,1181.7320315771697
2010-09-16,1177.7206682619742
2010-09-17,1182.3998292462115
2010-09-20,1192.0782291050477
2010-09-21,1195.8200300475978
2010-09-22,1204.575256662433
2010-09-23,1201.052208534667
2010-09-24,1211.9022738573053
2010-09-27,1220.8852018290513
2010-09-28,1224.208086727658
2010-09-29,1231.8589348751746
2010-09-30,1225.553447266643
2010-10-01,1232.3811529218056
2010-10-04,1225.6322065631814
2010-10-05,1242.421334342838
2010-10-06,1257.4969390238457
2010-10-07,1262.9663889933227
2010-10-08,1262.1231137625512
2010-10-11,1268.037405290838
