Date,EUROPE & MIDDLE EAST SMALL GROWTH
2010-11-17,1325.2704227967508
2010-11-18,1352.6478974618576
2010-11-19,1354.8567636276118
2010-11-22,1349.4397939921175
2010-11-23,1314.4630239382752
2010-11-24,1326.0603329898172
2010-11-25,1335.6338023762119
2010-11-26,1318.701843324064
2010-11-29,1293.21980636026
2010-11-30,1284.1179840414802
2010-12-01,1315.2582042174247
2010-12-02,1351.2038727244008
2010-12-03,1373.6985041894238
2010-12-06,1374.8222405661152
2010-12-07,1393.3100079615235
2010-12-08,1379.1458129747748
2010-12-09,1373.0304650620192
2010-12-10,1379.7475276055095
2010-12-13,1404.9059309384318
2010-12-14,1407.1521217294608
2010-12-15,1400.2450678064788
2010-12-16,1388.4475871612826
2010-12-17,1387.6776799127913
2010-12-20,1391.9675492449837
2010-12-21,1404.0258214688342
2010-12-22,1404.7726665187954
2010-12-23,1404.9409884738598
2010-12-24,1405.0105850713499
2010-12-27,1400.6812831996722
2010-12-28,1403.8085728778813
2010-12-29,1416.466996674299
2010-12-30,1424.4672243555901
2010-12-31,1442.9223890874127
2011-01-03,1443.0229103248987
2011-01-04,1447.2914165001635
2011-01-05,1423.1360435821543
2011-01-06,1415.7456437240824
2011-01-07,1410.9498626570505
2011-01-10,1395.8666872691863
2011-01-11,1420.373650427922
2011-01-12,1443.6110330459926
2011-01-13,1457.3261767399767
2011-01-14,1456.4267060515917
2011-01-17,1451.8253881805122
2011-01-18,1470.190277785677
2011-01-19,1462.3200005551378
2011-01-20,1423.3063228742826
2011-01-21,1445.4607941854317
2011-01-24,1445.6979173018635
2011-01-25,1436.4018421821615
2011-01-26,1456.01639994099
2011-01-27,1467.3821719748216
2011-01-28,1450.9920850603378
2011-01-31,1450.5904078784197
2011-02-01,1479.5790719116021
2011-02-02,1477.1821286290626
2011-02-03,1463.0767493910969
2011-02-04,1462.4755143093546
2011-02-07,1481.2252718711416
2011-02-08,1488.3940281039881
2011-02-09,1487.6904718056715
2011-02-10,1467.0479149816201
2011-02-11,1467.3654251155297
2011-02-14,1472.7219001467174
2011-02-15,1472.587830671975
2011-02-16,1472.5576711336844
2011-02-17,1475.3806812087485
2011-02-18,1481.750812237715
2011-02-21,1469.501671637545
2011-02-22,1460.6553785310427
2011-02-23,1449.774504914149
2011-02-24,1435.2804509819114
2011-02-25,1455.3449183882599
2011-02-28,1476.394743495218
2011-03-01,1481.6199698645125
2011-03-02,1479.1166089568028
2011-03-03,1489.8428004247476
2011-03-04,1496.8472008274257
2011-03-07,1501.6355674653057
2011-03-08,1492.8798852084958
2011-03-09,1496.776121960586
2011-03-10,1459.7307709431202
2011-03-11,1444.3184544602148
2011-03-14,1447.6499020263266
2011-03-15,1411.480757143866
2011-03-16,1399.528010965563
2011-03-17,1431.0061672514535
2011-03-18,1459.8517695578214
2011-03-21,1494.6222628949076
2011-03-22,1493.2503759138383
2011-03-23,1483.81606724498
2011-03-24,1502.8724075475284
2011-03-25,1502.6620171942907
2011-03-28,1502.2178248515881
2011-03-29,1498.3034149964149
2011-03-30,1511.0852210017115
2011-03-31,1511.756484090045
2011-04-01,1522.2007943244732
2011-04-04,1545.2257809594219
2011-04-05,1545.799736552935
2011-04-06,1559.4895275286021
2011-04-07,1545.12993582678
2011-04-08,1563.9199455212647
2011-04-11,1562.6151594882185
2011-04-12,1537.5532447690478
2011-04-13,1552.248905936272
2011-04-14,1551.0134691679204
2011-04-15,1549.5898648065609
2011-04-18,1508.2210446427696
2011-04-19,1531.0412898455224
2011-04-20,1573.9472008791586
2011-04-21,1592.8331089786655
2011-04-22,1592.8331089786655
2011-04-25,1588.8419349540743
2011-04-26,1594.7283284567425
2011-04-27,1598.754502639135
2011-04-28,1624.32574545815
2011-04-29,1632.1655243902537
2011-05-02,1639.4974607906831
2011-05-03,1620.3724589733645
2011-05-04,1605.0256988361818
2011-05-05,1575.0188350030485
2011-05-06,1580.5225496708244
2011-05-09,1563.4655202591991
2011-05-10,1585.9140094917261
2011-05-11,1582.446881696687
2011-05-12,1556.6107632750734
2011-05-13,1555.762844051969
2011-05-16,1555.2413125604317
2011-05-17,1533.5786537053996
2011-05-18,1541.6782656696216
2011-05-19,1553.1976570279792
2011-05-20,1549.7163984499475
2011-05-23,1510.4597676817089
2011-05-24,1524.070503689088
2011-05-25,1525.4861887227532
2011-05-26,1532.0352242976035
2011-05-27,1560.6809320714592
2011-05-30,1565.1157979523905
2011-05-31,1583.9461336289617
2011-06-01,1586.420358455375
2011-06-02,1575.0183091424396
2011-06-03,1581.7844491338055
2011-06-06,1582.1026566153162
2011-06-07,1587.1205856133656
2011-06-08,1557.0381911851848
2011-06-09,1560.2229059121194
2011-06-10,1527.8616984152195
2011-06-13,1529.440116256951
2011-06-14,1549.5703407182823
2011-06-15,1517.8254547363097
2011-06-16,1485.1101291607654
2011-06-17,1497.8896618519377
2011-06-20,1482.2122740097884
2011-06-21,1507.260318181948
2011-06-22,1504.4496986639874
2011-06-23,1455.3299774971044
2011-06-24,1457.5208236861974
2011-06-27,1463.4567083970933
2011-06-28,1479.759398820947
2011-06-29,1512.140880673994
2011-06-30,1539.8423274649956
2011-07-01,1549.6880220250432
2011-07-04,1565.61712140863
2011-07-05,1564.5487328360607
2011-07-06,1547.100047479372
2011-07-07,1562.2419852180292
2011-07-08,1545.6684511488822
2011-07-11,1493.9524826477084
2011-07-12,1482.823070926783
2011-07-13,1512.4934609509917
2011-07-14,1497.544003061097
2011-07-15,1488.475057915222
2011-07-18,1450.0896764982026
2011-07-19,1479.7864381238019
2011-07-20,1493.7995144011902
2011-07-21,1517.7583847476765
2011-07-22,1528.9477635133521
2011-07-25,1526.5786235256116
2011-07-26,1535.5109059103484
2011-07-27,1509.8870320766966
2011-07-28,1488.4887094902872
2011-07-29,1489.3794327276573
2011-08-01,1462.9278980846047
2011-08-02,1422.4372139565119
2011-08-03,1394.906383843053
2011-08-04,1319.0243698228626
2011-08-05,1295.3834480951725
2011-08-08,1220.532865060086
2011-08-09,1255.9483617300812
2011-08-10,1236.4832625188183
2011-08-11,1268.5757927947832
2011-08-12,1305.587444962478
2011-08-15,1341.1269986777882
2011-08-16,1321.5297108665047
2011-08-17,1327.1734292484398
2011-08-18,1247.1294419206536
2011-08-19,1241.7524066828005
2011-08-22,1246.3936383505575
2011-08-23,1255.0709408894436
2011-08-24,1272.4111504655032
2011-08-25,1262.6232162169517
2011-08-26,1258.1850213569912
2011-08-29,1291.513543438056
2011-08-30,1299.8250513754303
2011-08-31,1337.651712207195
2011-09-01,1330.666005372211
2011-09-02,1303.407944135132
2011-09-05,1248.3117427738846
2011-09-06,1229.9981319485746
2011-09-07,1266.9104455381218
2011-09-08,1279.3514153350677
2011-09-09,1235.0824104419214
2011-09-12,1196.5322886664026
2011-09-13,1204.9900176386234
2011-09-14,1220.3482098149036
2011-09-15,1256.17168408346
2011-09-16,1265.38512280265
2011-09-19,1224.6516715439168
2011-09-20,1244.5915814329721
2011-09-21,1231.3471116973901
2011-09-22,1157.9981978040994
2011-09-23,1152.0578253889512
2011-09-26,1154.4600426251409
2011-09-27,1210.3665077864887
2011-09-28,1197.3083648435013
2011-09-29,1198.6566637024825
2011-09-30,1164.5737336466575
2011-10-03,1139.9407356719641
2011-10-04,1095.793912300747
2011-10-05,1121.303227514854
2011-10-06,1157.4751277774067
2011-10-07,1175.7675466353867
2011-10-10,1209.7857635985856
2011-10-11,1207.4379747030687
2011-10-12,1243.2321723206153
2011-10-13,1228.3780930561015
2011-10-14,1256.1290597959423
2011-10-17,1238.8252252700977
2011-10-18,1228.9121684584302
2011-10-19,1244.5716959581714
2011-10-20,1217.5800075020375
2011-10-21,1258.8784774147923
2011-10-24,1281.8959013130955
2011-10-25,1278.1853929927734
2011-10-26,1272.8378694639168
2011-10-27,1332.7031060519075
2011-10-28,1335.7383801279486
2011-10-31,1292.8390677822742
2011-11-01,1227.237104780135
2011-11-02,1246.7206041411391
2011-11-03,1267.5048335198285
2011-11-04,1268.5989308111016
2011-11-07,1259.2445916132942
2011-11-08,1274.029857501174
2011-11-09,1238.252418147076
2011-11-10,1226.041363244669
2011-11-11,1270.2843367133994
2011-11-14,1250.827353692057
2011-11-15,1233.2211805320662
2011-11-16,1231.9627121240674
2011-11-17,1211.329084257848
2011-11-18,1201.3362826718953
2011-11-21,1154.5046709266103
2011-11-22,1148.5582269820984
2011-11-23,1120.0429948385545
2011-11-24,1123.7952574662813
2011-11-25,1122.5506440930333
2011-11-28,1164.2798798299627
2011-11-29,1176.6535452484995
2011-11-30,1228.3672420118774
2011-12-01,1213.6103477129534
2011-12-02,1220.461252929144
2011-12-05,1237.6615306745653
2011-12-06,1221.5528604104563
2011-12-07,1223.8993246123052
2011-12-08,1195.4811186198456
2011-12-09,1202.2022792262167
2011-12-12,1167.601629960897
2011-12-13,1165.149461046215
2011-12-14,1128.9347972397436
2011-12-15,1142.0598142215576
2011-12-16,1145.9082902217021
2011-12-19,1140.9298414977459
2011-12-20,1172.2536605359078
2011-12-21,1165.7406866813515
2011-12-22,1174.8574738206667
2011-12-23,1182.863274000161
2011-12-26,1183.2520827371384
2011-12-27,1186.0078927402374
2011-12-28,1171.042780118591
2011-12-29,1172.9892679023803
2011-12-30,1190.2815381940188
2012-01-02,1200.6303816183133
2012-01-03,1230.909109266787
2012-01-04,1213.4338198368218
2012-01-05,1197.797667358866
2012-01-06,1198.0721853184323
2012-01-09,1201.8665790474038
2012-01-10,1218.7563204481628
2012-01-11,1211.0544828137859
2012-01-12,1227.4821954069419
2012-01-13,1218.9411847921838
2012-01-16,1225.2173188735976
2012-01-17,1241.070005289615
2012-01-18,1255.3314297323152
2012-01-19,1276.914808547832
2012-01-20,1279.5964396059942
2012-01-23,1291.9805324241963
2012-01-24,1275.596851101317
2012-01-25,1279.6322759968964
2012-01-26,1312.082014082887
2012-01-27,1306.0679406810016
2012-01-30,1287.8201383756752
2012-01-31,1302.305321643461
2012-02-01,1338.4780729063052
2012-02-02,1345.3496550397253
2012-02-03,1357.826754151645
2012-02-06,1358.7270586314273
2012-02-07,1364.0460976761585
2012-02-08,1360.7569008899088
2012-02-09,1367.503986918891
2012-02-10,1356.7044053648144
2012-02-13,1367.2872797405118
2012-02-14,1356.3707973696703
2012-02-15,1361.9937426020977
2012-02-16,1353.196603956484
2012-02-17,1375.0482637447037
2012-02-20,1398.0961948532224
2012-02-21,1390.2191353788505
2012-02-22,1381.7642329811492
2012-02-23,1386.9591892714618
2012-02-24,1410.304260535747
2012-02-27,1400.1051064262297
2012-02-28,1405.231234455275
2012-02-29,1406.693823723371
2012-03-01,1409.4256772196102
2012-03-02,1398.8007134334111
2012-03-05,1389.9306363906064
2012-03-06,1334.712761142998
2012-03-07,1346.9603021620721
2012-03-08,1387.2608578834202
2012-03-09,1379.7415966807785
2012-03-12,1374.8710638300236
2012-03-13,1397.5126923814819
2012-03-14,1389.8282989294623
2012-03-15,1392.3072616700338
2012-03-16,1412.1913991445417
2012-03-19,1417.4879510226249
2012-03-20,1398.7812681153853
2012-03-21,1396.7270591875506
2012-03-22,1381.231326452676
2012-03-23,1393.1322680195956
2012-03-26,1422.8455856482176
2012-03-27,1419.5075285796747
2012-03-28,1400.300740999774
2012-03-29,1384.6866444388847
2012-03-30,1406.1405564153251
2012-04-02,1424.507294754987
2012-04-03,1425.2536337842796
2012-04-04,1376.1531126166226
2012-04-05,1374.3442393112848
2012-04-06,1374.3442393112848
2012-04-09,1374.965089508158
2012-04-10,1344.6993793373754
2012-04-11,1360.5083827278154
2012-04-12,1391.2213010001421
2012-04-13,1372.3736836175976
2012-04-16,1366.6289578716448
2012-04-17,1395.7168158332076
2012-04-18,1401.1837603246613
2012-04-19,1402.9372379480055
2012-04-20,1411.5038029429525
2012-04-23,1373.4937242966696
2012-04-24,1393.12473551386
2012-04-25,1407.2792239429562
2012-04-26,1417.6405594142539
2012-04-27,1433.4336076248824
2012-04-30,1431.3403325798033
2012-05-01,1433.8145565736017
2012-05-02,1427.0556246269616
2012-05-03,1428.5889928906809
2012-05-04,1391.6711250150258
2012-05-07,1391.6730070547271
2012-05-08,1355.6586125670867
2012-05-09,1339.587602088801
2012-05-10,1360.7014905993221
2012-05-11,1364.837442289442
2012-05-14,1332.4959595068674
2012-05-15,1316.4990963222306
2012-05-16,1307.1189895170621
2012-05-17,1292.5637369583203
2012-05-18,1271.6053656211038
2012-05-21,1284.0662610317886
2012-05-22,1307.929967299845
2012-05-23,1271.1917078127058
2012-05-24,1278.158135178718
2012-05-25,1270.0700265039911
2012-05-28,1281.3082073851028
2012-05-29,1299.042203125161
2012-05-30,1267.1284689192996
2012-05-31,1260.3543460754013
2012-06-01,1227.8507994282763
2012-06-04,1227.601277408573
2012-06-05,1226.9970458603048
2012-06-06,1259.666358476892
2012-06-07,1288.0209874449947
2012-06-08,1269.6542963240986
2012-06-11,1272.623025295789
2012-06-12,1261.2888145996244
2012-06-13,1263.033017231209
2012-06-14,1261.5963769693328
2012-06-15,1282.4611709523356
2012-06-18,1281.8940228052459
2012-06-19,1304.5211625478182
2012-06-20,1320.5881527487022
2012-06-21,1308.47812464786
2012-06-22,1285.7487736888963
2012-06-25,1260.3267670117825
2012-06-26,1255.152949357992
2012-06-27,1262.9192871471053
2012-06-28,1252.891623608264
2012-06-29,1308.3394306965993
2012-07-02,1319.2893025241535
2012-07-03,1336.7732233604665
2012-07-04,1329.4193051189252
2012-07-05,1318.0499117059953
2012-07-06,1301.5291526745298
2012-07-09,1293.5795474390175
2012-07-10,1303.6304455365225
2012-07-11,1296.6242938868681
2012-07-12,1275.76138806349
2012-07-13,1300.0679970320164
2012-07-16,1303.910677923615
2012-07-17,1300.7507263908237
2012-07-18,1314.618903476467
2012-07-19,1340.4873880359587
2012-07-20,1323.0531961166573
2012-07-23,1279.8928651571355
2012-07-24,1278.4475837725215
2012-07-25,1282.9077415617785
2012-07-26,1321.2708204761286
2012-07-27,1336.1236246184164
2012-07-30,1338.2163491236017
2012-07-31,1333.813375984841
2012-08-01,1332.5031547883957
2012-08-02,1306.394820312617
2012-08-03,1344.0588609184394
2012-08-06,1364.8755860739436
2012-08-07,1370.1844816919438
2012-08-08,1364.0635814761786
2012-08-09,1364.8478945783168
2012-08-10,1366.1716646939444
2012-08-13,1360.5405998560757
2012-08-14,1364.4265949130602
2012-08-15,1361.9649578226895
2012-08-16,1371.5412285368811
2012-08-17,1376.319745680026
2012-08-20,1373.5428453754525
2012-08-21,1394.927316932757
2012-08-22,1379.3939695057602
2012-08-23,1384.4065692288877
2012-08-24,1374.334888027756
2012-08-27,1377.0049553151598
2012-08-28,1372.5773102787164
2012-08-29,1375.262204702915
2012-08-30,1366.579638802377
2012-08-31,1389.1061233418168
2012-09-03,1396.8131308833977
2012-09-04,1384.6741341352872
2012-09-05,1390.3016438047805
2012-09-06,1415.2491996062356
2012-09-07,1441.3751382078976
2012-09-10,1440.929695173983
2012-09-11,1443.8867334854183
2012-09-12,1454.2436173764197
2012-09-13,1455.4846823099715
2012-09-14,1500.2770079879022
2012-09-17,1496.988309485461
2012-09-18,1480.7746175580173
2012-09-19,1484.9421791698692
2012-09-20,1472.5620773616795
2012-09-21,1482.1841176399118
2012-09-24,1469.475705718317
2012-09-25,1478.3387957450707
2012-09-26,1442.7540043733727
2012-09-27,1452.3923326613854
2012-09-28,1452.7342436777785
2012-10-01,1472.3754856631988
2012-10-02,1476.9390382406405
2012-10-03,1468.113584933035
2012-10-04,1485.3431345622841
2012-10-05,1502.409609295379
2012-10-08,1480.8697974646539
2012-10-09,1468.5048807205437
2012-10-10,1456.6917941023617
2012-10-11,1465.998876578914
2012-10-12,1464.9933898326476
2012-10-15,1466.7592364884779
2012-10-16,1486.2635709247022
2012-10-17,1501.3715835316855
2012-10-18,1501.304368284145
2012-10-19,1488.331944217796
2012-10-22,1488.276529495429
2012-10-23,1456.5822479495225
2012-10-24,1462.5665814907966
2012-10-25,1473.198822824204
2012-10-26,1467.635096233683
2012-10-29,1461.7335247614983
2012-10-30,1473.325239797234
2012-10-31,1469.9394756702552
2012-11-01,1486.7618887366762
2012-11-02,1480.9803059616322
2012-11-05,1466.4533545509169
2012-11-06,1473.1907321636183
2012-11-07,1459.6095651181583
2012-11-08,1451.2568027614382
2012-11-09,1442.3811490274961
2012-11-12,1434.3557975106032
2012-11-13,1431.103968062819
2012-11-14,1424.2558801709217
2012-11-15,1414.9059157029565
2012-11-16,1396.9007014606957
2012-11-19,1428.729379496827
2012-11-20,1434.4581677271287
2012-11-21,1437.020743979482
2012-11-22,1453.9973769683302
2012-11-23,1467.6906162781222
2012-11-26,1463.4204207264056
2012-11-27,1465.5824907388865
2012-11-28,1460.3719908867658
2012-11-29,1480.6257821201687
2012-11-30,1482.589791543982
2012-12-03,1490.0903595659863
2012-12-04,1490.531240649455
2012-12-05,1494.1240908356233
2012-12-06,1497.5803438020332
2012-12-07,1492.6771056791197
2012-12-10,1492.0617842945962
2012-12-11,1502.308267024153
2012-12-12,1509.0036037182222
2012-12-13,1507.2487476534957
2012-12-14,1510.7279083218573
2012-12-17,1514.362406362702
2012-12-18,1530.7675106512518
2012-12-19,1546.651678455593
2012-12-20,1546.9375839939987
2012-12-21,1533.9498515730033
2012-12-24,1532.629071013692
2012-12-25,1532.4882733287952
2012-12-26,1534.416414927089
2012-12-27,1537.5412134448957
2012-12-28,1535.426327755162
2012-12-31,1541.5166792443645
2013-01-01,1542.0560842968646
2013-01-02,1575.0998819561744
2013-01-03,1567.0662646288524
2013-01-04,1562.1484096044412
2013-01-07,1568.368263700764
2013-01-08,1558.0197381915013
2013-01-09,1563.811252293932
2013-01-10,1579.583652410524
2013-01-11,1588.7064503542254
2013-01-14,1583.7880692939107
2013-01-15,1578.4857296500663
2013-01-16,1575.3216554952949
2013-01-17,1588.5863918055263
2013-01-18,1587.2069552592975
2013-01-21,1589.7302138302946
2013-01-22,1587.945985770648
2013-01-23,1594.2838255722816
2013-01-24,1604.0374670190643
2013-01-25,1618.1134175093664
2013-01-28,1611.4353139539614
2013-01-29,1605.2214895150778
2013-01-30,1606.6793262174763
2013-01-31,1605.6915729903476
2013-02-01,1636.737469457816
2013-02-04,1610.9794826899756
2013-02-05,1610.857355066017
2013-02-06,1619.3837352447922
2013-02-07,1610.3490195309134
2013-02-08,1626.7554121921362
2013-02-11,1617.3896836154586
2013-02-12,1631.863596620239
2013-02-13,1640.859245468915
2013-02-14,1625.9080429653818
2013-02-15,1633.0315450184062
2013-02-18,1623.963113628551
2013-02-19,1642.5140393297404
2013-02-20,1641.8283856734781
2013-02-21,1606.0829935108425
2013-02-22,1615.1655709327642
2013-02-25,1611.963147819671
2013-02-26,1589.9857355499278
2013-02-27,1604.0244584984528
2013-02-28,1611.8282663261784
2013-03-01,1597.1753065504854
2013-03-04,1594.3162551134565
2013-03-05,1621.33624589543
2013-03-06,1618.9708178528374
2013-03-07,1627.7552931765965
2013-03-08,1619.5266951723545
2013-03-11,1619.825705935122
2013-03-12,1623.4535580260642
2013-03-13,1615.7589528554158
2013-03-14,1634.4275922652073
2013-03-15,1650.1170219161913
2013-03-18,1639.3354321408187
2013-03-19,1626.099040441142
2013-03-20,1631.2484892297543
2013-03-21,1623.9186223424124
2013-03-22,1626.452822093922
2013-03-25,1619.1104333222086
2013-03-26,1620.422169146343
2013-03-27,1603.6039800388753
2013-03-28,1615.1566018162112
2013-03-29,1615.1566018162112
2013-04-01,1617.7376123914216
2013-04-02,1624.7049702255822
2013-04-03,1619.7548150513896
2013-04-04,1600.0227995054752
2013-04-05,1586.9547954174652
2013-04-08,1589.850081829113
2013-04-09,1594.5323876851069
2013-04-10,1621.2881598854499
2013-04-11,1645.1375437092256
2013-04-12,1632.4810221774721
2013-04-15,1605.7703576550584
2013-04-16,1597.9588711082783
2013-04-17,1567.7485367153106
2013-04-18,1570.9916381586993
2013-04-19,1575.5356904527675
2013-04-22,1568.5585396314611
2013-04-23,1593.1526506884202
2013-04-24,1600.0386369974665
2013-04-25,1621.7299111779764
2013-04-26,1622.0732223596906
2013-04-29,1632.6117151713383
2013-04-30,1642.0104908128817
2013-05-01,1647.6284163629728
2013-05-02,1635.1759665426994
2013-05-03,1655.8047123295055
2013-05-06,1651.1860462904187
2013-05-07,1652.991530892725
2013-05-08,1678.7800591212574
2013-05-09,1678.2043548940692
2013-05-10,1668.080784381311
2013-05-13,1669.7534894780479
2013-05-14,1671.1680852349652
2013-05-15,1671.341771143821
2013-05-16,1686.0173474724495
2013-05-17,1678.6417763924737
2013-05-20,1688.5115232171474
2013-05-21,1691.469627285961
2013-05-22,1687.3590877795693
2013-05-23,1655.3166760590948
2013-05-24,1658.3127139115209
2013-05-27,1662.7837717742982
2013-05-28,1677.2187876953171
2013-05-29,1667.0047683317002
2013-05-30,1682.1315959495591
2013-05-31,1667.8085413703197
2013-06-03,1666.3259013121715
2013-06-04,1674.213428194464
2013-06-05,1657.5367747012783
2013-06-06,1657.5205751093163
2013-06-07,1670.6556957243715
2013-06-10,1670.576398140979
2013-06-11,1655.310417300817
2013-06-12,1665.5851027342833
2013-06-13,1653.935726623089
2013-06-14,1672.54039610044
2013-06-17,1683.3668619591915
2013-06-18,1689.0266297372002
2013-06-19,1693.9515742972253
2013-06-20,1627.7758980485855
2013-06-21,1603.239679780094
2013-06-24,1563.064867282585
2013-06-25,1584.758400562684
2013-06-26,1599.117594554982
2013-06-27,1613.3273398857116
2013-06-28,1607.5594573771039
2013-07-01,1631.883599040135
2013-07-02,1628.4722755010478
2013-07-03,1621.1714643928249
2013-07-04,1640.4432713687415
2013-07-05,1619.6666621370466
2013-07-08,1643.0629470655972
2013-07-09,1646.2101870155748
2013-07-10,1651.8139696445244
2013-07-11,1684.8137963281347
2013-07-12,1690.7802754798133
2013-07-15,1694.0908525594698
2013-07-16,1693.3827678013163
2013-07-17,1697.7948611117536
2013-07-18,1713.2749577039472
2013-07-19,1721.5110601144765
2013-07-22,1734.339589143219
2013-07-23,1731.8570699812865
2013-07-24,1734.8867236192618
2013-07-25,1727.594501070842
2013-07-26,1727.9369031326114
2013-07-29,1730.8701673002474
2013-07-30,1739.2021158547075
2013-07-31,1737.9941363505266
2013-08-01,1753.1292127008655
2013-08-02,1765.2640376787322
2013-08-05,1778.0059219382172
2013-08-06,1781.906097750859
2013-08-07,1780.26050639491
2013-08-08,1800.4517058150416
2013-08-09,1802.270311549215
2013-08-12,1795.4552016170987
2013-08-13,1794.095691081857
2013-08-14,1805.8766831813005
2013-08-15,1772.9602557498554
2013-08-16,1790.786192012302
2013-08-19,1799.6321981488788
2013-08-20,1789.7157233184591
2013-08-21,1782.276976555897
2013-08-22,1789.0096940075236
2013-08-23,1803.9221877603738
2013-08-26,1795.4508382350466
2013-08-27,1765.2253350850417
2013-08-28,1747.7825206102805
2013-08-29,1756.2930388414966
2013-08-30,1737.383578058173
2013-09-02,1771.818032587082
2013-09-03,1769.4992835146982
2013-09-04,1779.17946690769
2013-09-05,1783.7228044435167
2013-09-06,1793.6118021822908
2013-09-09,1811.0782118636744
2013-09-10,1840.6455350231172
2013-09-11,1848.1424373135749
2013-09-12,1843.9042327819973
2013-09-13,1843.187977161299
2013-09-16,1866.7191324814364
2013-09-17,1851.387403244312
2013-09-18,1853.1127548614488
2013-09-19,1884.7963524942593
2013-09-20,1874.175574451459
2013-09-23,1864.9117215276976
2013-09-24,1870.0805663060885
2013-09-25,1871.7261363896826
2013-09-26,1867.0099877792309
2013-09-27,1875.4469724210755
2013-09-30,1874.4893570241297
2013-10-01,1890.1808169689505
2013-10-02,1888.5227610468135
2013-10-03,1886.5137647407996
2013-10-04,1879.97133742907
2013-10-07,1869.4010256790932
2013-10-08,1861.0284410316153
2013-10-09,1834.887936305457
2013-10-10,1865.030216062369
2013-10-11,1876.034052145123
2013-10-14,1885.625590269157
