Date,EMU SMALL GROWTH
1994-05-31,328.3078543271845
1994-06-30,323.91220330023265
1994-07-29,331.719241767176
1994-08-31,338.4340832661088
1994-09-30,334.7956194631066
1994-10-31,336.07952431291983
1994-11-30,320.674665568471
1994-12-30,325.22927193683836
1995-01-31,319.7058477386271
1995-02-28,324.83719652768673
1995-03-31,332.2849092144357
1995-04-28,333.8952287948317
1995-05-31,337.3893270280379
1995-06-30,345.56698270887387
1995-07-31,354.5203084938038
1995-08-31,337.70560925871797
1995-09-29,342.32288665416826
1995-10-31,332.7116079658666
1995-11-30,321.27283751442263
1995-12-29,328.8538487948743
1996-01-31,329.79514393427763
1996-02-29,340.65327987800526
1996-03-29,346.5700247646981
1996-04-30,345.0023273008647
1996-05-31,353.08456289603623
1996-06-28,358.4648467460122
1996-07-31,355.7091338620686
1996-08-30,356.53999992230916
1996-09-30,352.17944348633563
1996-10-31,356.06957828946895
1996-11-29,362.6288040574887
1996-12-31,370.83332548307123
1997-01-01,370.83332548307123
1997-01-02,371.1176414112446
1997-01-03,369.9645270723401
1997-01-06,369.72903241987336
1997-01-07,372.1448987420463
1997-01-08,373.17033227058687
1997-01-09,374.3747509496199
1997-01-10,374.19529884466317
1997-01-13,376.10401727956685
1997-01-14,377.07408406456153
1997-01-15,378.84028712624576
1997-01-16,379.6264156724928
1997-01-17,377.0216894095578
1997-01-20,377.1723126221543
1997-01-21,375.7006026713804
1997-01-22,373.99807840680285
1997-01-23,374.5579068012325
1997-01-24,376.9125263784794
1997-01-27,373.84462348425643
1997-01-28,371.67267956849287
1997-01-29,371.97442425191406
1997-01-30,374.4426057605086
1997-01-31,376.99575052739516
1997-02-03,377.43294773077434
1997-02-04,378.7390106409598
1997-02-05,379.761018365968
1997-02-06,380.2969476834308
1997-02-07,377.45765096380865
1997-02-10,381.7377351637582
1997-02-11,378.9790508836092
1997-02-12,378.0924040877089
1997-02-13,377.34301279493906
1997-02-14,378.2212696477969
1997-02-17,376.02142144387074
1997-02-18,377.7023084878768
1997-02-19,375.84851026696293
1997-02-20,376.37111982295187
1997-02-21,377.9246110991417
1997-02-24,381.1564821900544
1997-02-25,381.9664988500646
1997-02-26,380.0362544529139
1997-02-27,379.3391938118127
1997-02-28,378.29960675088887
1997-03-03,376.5041392366382
1997-03-04,376.11728011932
1997-03-05,377.0080351885355
1997-03-06,377.64868870580557
1997-03-07,378.31771031598134
1997-03-10,382.7254662859368
1997-03-11,383.5105282362152
1997-03-12,382.87794446283255
1997-03-13,381.749555705027
1997-03-14,381.3175405750849
1997-03-17,382.9952471666825
1997-03-18,382.8592161239645
1997-03-19,381.1671609454411
1997-03-20,377.17003902389814
1997-03-21,380.1708094063778
1997-03-24,378.92052699363586
1997-03-25,380.15185956344027
1997-03-26,381.0377622859151
1997-03-27,385.45647360884874
1997-03-28,386.03724928096665
1997-03-31,387.83228434784456
1997-04-01,382.75397251473976
1997-04-02,382.4461265376286
1997-04-03,380.23993376233943
1997-04-04,381.261462244411
1997-04-07,377.44177764979537
1997-04-08,377.9195432086528
1997-04-09,377.8345095940668
1997-04-10,377.18149061576787
1997-04-11,376.84591061621916
1997-04-14,374.97474313891547
1997-04-15,374.5727628418806
1997-04-16,376.28707354929315
1997-04-17,377.2661664477059
1997-04-18,378.1216848452851
1997-04-21,379.82370931272385
1997-04-22,377.0564261272546
1997-04-23,378.6720944110342
1997-04-24,378.5095105602021
1997-04-25,376.60280113604483
1997-04-28,375.76486175526736
1997-04-29,377.11487210321997
1997-04-30,376.30522505940735
1997-05-01,379.3564396720957
1997-05-02,378.726661614479
1997-05-05,380.35201649291486
1997-05-06,382.3151903441544
1997-05-07,382.9743218158763
1997-05-08,385.83255938688103
1997-05-09,390.6836688653885
1997-05-12,390.91028113137315
1997-05-13,393.3176688647641
1997-05-14,393.72394704324535
1997-05-15,394.8426332372706
1997-05-16,396.2364148026222
1997-05-19,393.1171833186884
1997-05-20,394.39402417848396
1997-05-21,396.44676408889535
1997-05-22,397.1857617730128
1997-05-23,397.96634085297444
1997-05-26,398.21450450897856
1997-05-27,396.43805038940855
1997-05-28,395.57166024518773
1997-05-29,394.84381920199894
1997-05-30,390.7541818882675
1997-06-02,386.49862808554116
1997-06-03,389.4439377514396
1997-06-04,390.0694178162212
1997-06-05,391.5161926081407
1997-06-06,392.2823209813774
1997-06-09,396.6977022326559
1997-06-10,395.2868746037356
1997-06-11,397.313279835771
1997-06-12,397.87467809137513
1997-06-13,395.64514419264947
1997-06-16,397.9046156621999
1997-06-17,395.7879599085985
1997-06-18,395.66068002436583
1997-06-19,396.9345951404411
1997-06-20,395.3914928315787
1997-06-23,397.73721059484
1997-06-24,397.7678579818671
1997-06-25,402.01499878666874
1997-06-26,401.48748527252025
1997-06-27,400.3831584770735
1997-06-30,399.3934465279136
1997-07-01,402.0666426306877
1997-07-02,400.7479756410756
1997-07-03,403.4416423609111
1997-07-04,403.6061516349496
1997-07-07,409.10690008476814
1997-07-08,407.5747643489342
1997-07-09,409.4873412215707
1997-07-10,409.76014745600094
1997-07-11,407.9837269563595
1997-07-14,406.7183782254496
1997-07-15,405.6691960890331
1997-07-16,409.43438452284687
1997-07-17,411.3542768748338
1997-07-18,408.88779543431866
1997-07-21,405.2218658017037
1997-07-22,403.8476262824504
1997-07-23,402.6520615884364
1997-07-24,400.5939512100363
1997-07-25,399.38159119282227
1997-07-28,400.4227981336634
1997-07-29,401.73982846695947
1997-07-30,401.0787676188462
1997-07-31,402.88392220599536
1997-08-01,398.9703819899329
1997-08-04,395.59908046318435
1997-08-05,392.9957160010574
1997-08-06,395.32555513519543
1997-08-07,398.34815997849506
1997-08-08,401.0045151561233
1997-08-11,398.9571994489557
1997-08-12,398.4673751654424
1997-08-13,402.4527618463954
1997-08-14,399.71900660181075
1997-08-15,404.71374535683594
1997-08-18,398.0633954303067
1997-08-19,398.79611796609083
1997-08-20,397.5246334733115
1997-08-21,401.1205148070631
1997-08-22,401.39592571517505
1997-08-25,400.9449563986545
1997-08-26,402.39987586033595
1997-08-27,398.98489348697797
1997-08-28,400.8291864475747
1997-08-29,397.7320693109339
1997-09-01,396.05291672101805
1997-09-02,394.6677276691128
1997-09-03,399.1418462951106
1997-09-04,398.4050322401773
1997-09-05,401.6962478725248
1997-09-08,402.64155134819663
1997-09-09,402.83875689006885
1997-09-10,403.4522027044334
1997-09-11,402.8560401489739
1997-09-12,406.95697000039706
1997-09-15,409.19637586755715
1997-09-16,409.18747886562966
1997-09-17,411.5116038331122
1997-09-18,412.64978021671976
1997-09-19,413.09236510374006
1997-09-22,411.15509852310294
1997-09-23,412.12578671401684
1997-09-24,417.91778545121906
1997-09-25,419.0666776485996
1997-09-26,418.9220432074556
1997-09-29,420.58239020562354
1997-09-30,421.166188640332
1997-10-01,419.76457013338484
1997-10-02,421.27470424348667
1997-10-03,424.5019962253097
1997-10-06,424.0056475120947
1997-10-07,425.7577275496024
1997-10-08,427.2154550934734
1997-10-09,425.66729967706334
1997-10-10,423.22176608010744
1997-10-13,426.23146030630323
1997-10-14,425.6281448180946
1997-10-15,426.6215932103819
1997-10-16,428.40704750798545
1997-10-17,419.47021350210065
1997-10-20,417.3193237595587
1997-10-21,416.78406462763195
1997-10-22,417.44032462457614
1997-10-23,411.92482035194314
1997-10-24,412.44985354027216
1997-10-27,407.9415826667711
1997-10-28,395.8009621963111
1997-10-29,406.983535019488
1997-10-30,404.9381216702349
1997-10-31,407.13860932915304
1997-11-03,407.5568178195936
1997-11-04,411.590278345746
1997-11-05,412.4561729738097
1997-11-06,411.3254126078005
1997-11-07,410.49518870829826
1997-11-10,408.7506307371297
1997-11-11,406.75796544314085
1997-11-12,401.14053013688203
1997-11-13,401.2732432439068
1997-11-14,399.67910023422405
1997-11-17,400.4673139171281
1997-11-18,404.4879545545672
1997-11-19,400.97587945361647
1997-11-20,403.7059489332559
1997-11-21,402.19949859046056
1997-11-24,400.4555147609419
1997-11-25,398.77268134825755
1997-11-26,397.2929906948296
1997-11-27,396.8935579764536
1997-11-28,398.73465029930765
1997-12-01,399.64839059153246
1997-12-02,401.46558116249344
1997-12-03,403.64175103142736
1997-12-04,405.3016444775744
1997-12-05,403.064852872543
1997-12-08,401.04105251197353
1997-12-09,399.49577183490834
1997-12-10,401.2384345763129
1997-12-11,399.12496724656916
1997-12-12,401.578524040455
1997-12-15,401.29537753557884
1997-12-16,398.70304930010724
1997-12-17,403.06226184159596
1997-12-18,403.0070319155789
1997-12-19,401.0936240187322
1997-12-22,398.4977209659559
1997-12-23,400.97832395015763
1997-12-24,401.07136721335945
1997-12-25,401.07136721335945
1997-12-26,401.50916745827533
1997-12-29,402.0053517858718
1997-12-30,401.60252025561454
1997-12-31,401.19399129431235
1998-01-01,401.19399129431235
1998-01-02,404.65020027729315
1998-01-05,405.4498012678824
1998-01-06,403.86653150110544
1998-01-07,403.3344316179982
1998-01-08,404.24513319222547
1998-01-09,402.6421801250191
1998-01-12,397.75481646973816
1998-01-13,400.943138449093
1998-01-14,403.4516714364171
1998-01-15,402.9784260885912
1998-01-16,406.69009044330636
1998-01-19,407.5389621459093
1998-01-20,409.70344817426735
1998-01-21,411.9636189639682
1998-01-22,417.11453518520506
1998-01-23,422.7521484787403
1998-01-26,420.9955465599208
1998-01-27,422.3969269338036
1998-01-28,421.0010082140774
1998-01-29,417.8358281557746
1998-01-30,418.36237878099314
1998-02-02,423.82419416382425
1998-02-03,426.1927661174479
1998-02-04,429.2227946399168
1998-02-05,435.2315128473853
1998-02-06,436.01425806843156
1998-02-09,433.8918172021523
1998-02-10,434.03379483940716
1998-02-11,435.0555025034131
1998-02-12,436.7938863191699
1998-02-13,433.88762990846897
1998-02-16,436.5546679375803
1998-02-17,438.1016400270832
1998-02-18,440.3669073598878
1998-02-19,440.3676545086572
1998-02-20,441.93531423427976
1998-02-23,450.6696892874183
1998-02-24,451.18739690822684
1998-02-25,452.0445467457549
1998-02-26,454.6252639988967
1998-02-27,456.36069549248145
1998-03-02,462.26885875397693
1998-03-03,464.34039205720677
1998-03-04,463.08912853607586
1998-03-05,458.1949923624902
1998-03-06,463.71158313369693
1998-03-09,471.09215606777207
1998-03-10,472.33547969505724
1998-03-11,472.7627927264957
1998-03-12,477.0181805064348
1998-03-13,486.03614081383444
