Date,EAFE SMALL GROWTH
1994-05-31,523.247096918143
1994-06-30,545.6222573210324
1994-07-29,540.9746130411554
1994-08-31,540.2430737964603
1994-09-30,525.1844300022701
1994-10-31,534.1006327755316
1994-11-30,497.6494733876393
1994-12-30,506.26049727236
1995-01-31,485.8698715804675
1995-02-28,471.0403694282162
1995-03-31,490.46835995279605
1995-04-28,496.2507425095994
1995-05-31,479.8685608104523
1995-06-30,472.44638562285496
1995-07-31,498.5366718583901
1995-08-31,488.48232687677773
1995-09-29,492.19728649046453
1995-10-31,478.5398326472165
1995-11-30,482.5116315171732
1995-12-29,502.465104827132
1996-01-31,505.6192105843558
1996-02-29,509.5411620200434
1996-03-29,521.5427854299772
1996-04-30,549.8740692163211
1996-05-31,543.8609706883839
1996-06-28,543.0009641867554
1996-07-31,518.5225560238641
1996-08-30,516.6948782292723
1996-09-30,513.3085649099066
1996-10-31,508.13561690625164
1996-11-29,509.20885770344427
1996-12-31,492.6419449900721
1997-01-01,492.7320964116962
1997-01-02,491.8813188782912
1997-01-03,491.24890106719647
1997-01-06,493.1353336688606
1997-01-07,494.2362328650053
1997-01-08,491.79044730904405
1997-01-09,487.4749082393801
1997-01-10,482.27190085256836
1997-01-13,485.9969774315752
1997-01-14,487.0991919474136
1997-01-15,488.450075039964
1997-01-16,492.2891358946792
1997-01-17,490.52357471363166
1997-01-20,486.4734087291157
1997-01-21,483.75246005620926
1997-01-22,483.3303536243768
1997-01-23,480.5994892126342
1997-01-24,480.8526310633077
1997-01-27,476.5036903536286
1997-01-28,472.5708138646813
1997-01-29,473.06275803478496
1997-01-30,473.40782148726413
1997-01-31,476.9665548741611
1997-02-03,477.2033176246896
1997-02-04,479.3294243393148
1997-02-05,476.6294974659738
1997-02-06,475.10163430853584
1997-02-07,470.14351623118847
1997-02-10,475.67028784290477
1997-02-11,474.4280702961425
1997-02-12,472.1588376056894
1997-02-13,470.8957357912121
1997-02-14,471.90066599284023
1997-02-17,471.75458750441146
1997-02-18,470.8751322722711
1997-02-19,470.2126352619002
1997-02-20,474.3223884627389
1997-02-21,476.0693259621228
1997-02-24,479.94304685299153
1997-02-25,480.4150197169195
1997-02-26,478.7746583557133
1997-02-27,478.8659099593354
1997-02-28,477.33147380099626
1997-03-03,474.0612431742923
1997-03-04,472.225199371929
1997-03-05,471.72471318468394
1997-03-06,470.8059165590805
1997-03-07,469.8900783158196
1997-03-10,471.817200148714
1997-03-11,471.99674510081553
1997-03-12,469.09912872869825
1997-03-13,467.2833554837405
1997-03-14,464.90009312658174
1997-03-17,465.03211425614427
1997-03-18,466.7149345165467
1997-03-19,465.3553584606655
1997-03-20,460.4250871456121
1997-03-21,463.89313606953016
1997-03-24,462.48676263155306
1997-03-25,463.3264409217731
1997-03-26,464.19456069861116
1997-03-27,465.6452493481484
1997-03-28,465.7546906450438
1997-03-31,466.2172845791183
1997-04-01,460.531965262973
1997-04-02,460.98963707928084
1997-04-03,459.26627273672824
1997-04-04,456.57876716071746
1997-04-07,449.6111928871754
1997-04-08,447.72249501740055
1997-04-09,445.31930960380566
1997-04-10,443.02032083650346
1997-04-11,442.90360014548355
1997-04-14,440.6164764675577
1997-04-15,441.8409753377687
1997-04-16,444.8612227931133
1997-04-17,447.98365463047685
1997-04-18,453.1265285192429
1997-04-21,458.3064645880806
1997-04-22,457.7682870207851
1997-04-23,458.3302750980089
1997-04-24,457.3830514675132
1997-04-25,454.97208154591146
1997-04-28,452.7293211696013
1997-04-29,453.0924491079767
1997-04-30,454.8060677111619
1997-05-01,458.4026426129356
1997-05-02,458.53826898375956
1997-05-05,459.637311731161
1997-05-06,467.34619673869776
1997-05-07,469.03259509557785
1997-05-08,470.17820525287215
1997-05-09,474.710155673718
1997-05-12,480.76774795446966
1997-05-13,483.124229680565
1997-05-14,485.0639093136346
1997-05-15,488.46390689200456
1997-05-16,492.5285503917276
1997-05-19,490.729718024948
1997-05-20,495.52042446233685
1997-05-21,494.0364333489844
1997-05-22,490.2646558841897
1997-05-23,492.36363119881963
1997-05-26,492.08981269863517
1997-05-27,489.7732195480839
1997-05-28,493.901269943468
1997-05-29,493.53464952012007
1997-05-30,491.40149424621836
1997-06-02,489.7383688424386
1997-06-03,491.6643611139983
1997-06-04,491.86192278397584
1997-06-05,493.2491975359619
1997-06-06,493.63224790650776
1997-06-09,500.23996186378406
1997-06-10,500.3728028503497
1997-06-11,502.09580817738413
1997-06-12,498.2604958952192
1997-06-13,496.48075604503055
1997-06-16,499.9477110990164
1997-06-17,499.02816113614824
1997-06-18,498.83930652909237
1997-06-19,498.4377735508516
1997-06-20,497.4960036726746
1997-06-23,496.8513036873756
1997-06-24,495.9273050076644
1997-06-25,500.6486730245352
1997-06-26,501.03234390253505
1997-06-27,498.2881444342431
1997-06-30,498.0313760867817
1997-07-01,497.00143404690186
1997-07-02,496.84289614029115
1997-07-03,500.84874291293863
1997-07-04,499.36533508971473
1997-07-07,500.56871037604236
1997-07-08,498.92941768724404
1997-07-09,497.6805171133103
1997-07-10,497.7414656503336
1997-07-11,497.13397231040875
1997-07-14,496.3646754645514
1997-07-15,492.3492018915436
1997-07-16,493.8523804388393
1997-07-17,494.3532945231433
1997-07-18,494.33774300684263
1997-07-21,491.9885245924253
1997-07-22,490.1442608643254
1997-07-23,489.57566297719086
1997-07-24,487.7938484687716
1997-07-25,486.4738349877836
1997-07-28,483.92551788709926
1997-07-29,483.3940247650214
1997-07-30,481.4257536034262
1997-07-31,482.3811829082332
1997-08-01,479.6673858770152
1997-08-04,476.3273366834706
1997-08-05,472.45748111981214
1997-08-06,472.4183708304249
1997-08-07,472.2184951175715
1997-08-08,476.04291794290856
1997-08-11,473.0388077549378
1997-08-12,473.57579404249486
1997-08-13,475.6435430726454
1997-08-14,473.9590151145861
1997-08-15,479.4550936244479
1997-08-18,472.7261653429811
1997-08-19,472.2810204100873
1997-08-20,473.6542570985017
1997-08-21,476.4501746205461
1997-08-22,475.1717994449561
1997-08-25,472.93328415021415
1997-08-26,474.1749313238003
1997-08-27,470.7891509963284
1997-08-28,469.93723109108305
1997-08-29,463.8437231059909
1997-09-01,459.67241557982055
1997-09-02,456.90568980028735
1997-09-03,462.3229868137612
1997-09-04,461.5680312052739
1997-09-05,463.6832294864129
1997-09-08,464.7593065285727
1997-09-09,467.69410836748574
1997-09-10,467.6584107013263
1997-09-11,464.17957740928205
1997-09-12,464.11360718697136
1997-09-15,466.09620841810244
1997-09-16,463.47854852959335
1997-09-17,464.5401706631624
1997-09-18,462.7279801864774
1997-09-19,462.5895996351114
1997-09-22,460.37423752383415
1997-09-23,461.7811119547867
1997-09-24,465.611671869497
1997-09-25,464.9938592949045
1997-09-26,461.1490769217381
1997-09-29,459.9455972842985
1997-09-30,460.68979205527637
1997-10-01,459.7406183383628
1997-10-02,459.86805962899547
1997-10-03,460.24698836673196
1997-10-06,461.80969888040414
1997-10-07,463.3233858578744
1997-10-08,465.3992447512097
1997-10-09,464.10456091660984
1997-10-10,463.87481953065225
1997-10-13,462.3694867562529
1997-10-14,460.12437629039545
1997-10-15,459.9580628207693
1997-10-16,464.07797529195636
1997-10-17,459.22969627791
1997-10-20,456.99018636156165
1997-10-21,457.7986041749422
1997-10-22,457.9495659550059
1997-10-23,449.1443897132069
1997-10-24,450.46509919234495
1997-10-27,445.15744692648957
1997-10-28,430.14756303110397
1997-10-29,443.5777004514163
1997-10-30,439.9280981408696
1997-10-31,443.4222152615108
1997-11-03,445.5559460893341
1997-11-04,445.483651280639
1997-11-05,443.9332950142397
1997-11-06,442.70489433352157
1997-11-07,437.63352609437453
1997-11-10,434.60362137822017
1997-11-11,433.7788769374686
1997-11-12,427.72835603723627
1997-11-13,425.8766926902416
1997-11-14,422.75802875364167
1997-11-17,429.4670474704843
1997-11-18,432.25106823933515
