Date,NORDIC COUNTRIES SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1004.033612825894
2007-06-04,1001.1184951736468
2007-06-05,1003.3288350066542
2007-06-06,989.3480328375678
2007-06-07,962.4912478534877
2007-06-08,953.8892938348552
2007-06-11,961.1466894146571
2007-06-12,944.204318160821
2007-06-13,945.5123785540324
2007-06-14,962.1745869925744
2007-06-15,975.3369615302564
2007-06-18,972.5632357093228
2007-06-19,973.6019135772639
2007-06-20,984.8441419860171
2007-06-21,973.4685782827491
2007-06-22,978.8201923440515
2007-06-25,971.9068197179201
2007-06-26,966.8502130358206
2007-06-27,960.8130114674069
2007-06-28,978.3064064856222
2007-06-29,985.8564958081579
2007-07-02,1000.190086888428
2007-07-03,1007.0955036231965
2007-07-04,1016.5881965467156
2007-07-05,1014.258377185475
2007-07-06,1018.0728852606645
2007-07-09,1019.1709946806193
2007-07-10,1020.8172386137528
2007-07-11,1025.1591632358084
2007-07-12,1034.9466760231628
2007-07-13,1032.2330159420605
2007-07-16,1036.8005571513324
2007-07-17,1033.3576988571801
2007-07-18,1031.5501176449386
2007-07-19,1036.0843317375793
2007-07-20,1035.9057845667498
2007-07-23,1032.8877903408252
2007-07-24,1015.1609967490616
2007-07-25,996.5741538334437
2007-07-26,974.3331358853278
2007-07-27,952.02451413852
2007-07-30,961.4501533062258
2007-07-31,978.0117536916084
2007-08-01,955.596417361704
2007-08-02,965.7782199589732
2007-08-03,956.5605588378417
2007-08-06,934.0825716548723
2007-08-07,939.1501691390191
2007-08-08,970.984127529845
2007-08-09,945.1439033541578
2007-08-10,919.0574672407795
2007-08-13,928.556631565626
2007-08-14,926.1132872904602
2007-08-15,901.5585203875087
2007-08-16,854.3059505467509
2007-08-17,878.2693206063786
2007-08-20,888.3717755076636
2007-08-21,884.1839050823679
2007-08-22,905.6464957150744
2007-08-23,915.7319664239906
2007-08-24,927.7967228872515
2007-08-27,927.772754175041
2007-08-28,911.8771478893074
2007-08-29,916.0565646961735
2007-08-30,919.2746450931936
2007-08-31,931.1210911868723
2007-09-03,935.6557177230479
2007-09-04,940.7637673399312
2007-09-05,934.8859455978072
2007-09-06,944.6840072271999
2007-09-07,928.5428325252083
2007-09-10,916.2078552134739
2007-09-11,939.0543288409632
2007-09-12,946.9271742691062
2007-09-13,950.258078856718
2007-09-14,941.3856748845732
2007-09-17,927.1887364188921
2007-09-18,930.515467869504
2007-09-19,960.8251505804401
2007-09-20,964.033419283424
2007-09-21,970.7380299436206
2007-09-24,973.2994769454125
2007-09-25,960.139329891671
2007-09-26,965.5632068160389
2007-09-27,974.921476071912
2007-09-28,985.0735750355011
2007-10-01,994.9422268119952
2007-10-02,989.0757681322882
2007-10-03,991.4953329461805
2007-10-04,989.8546452023736
2007-10-05,1004.3124405551512
2007-10-08,1003.7075755940776
2007-10-09,1005.7173051604882
2007-10-10,1016.3830497369586
2007-10-11,1035.962273373796
2007-10-12,1028.6321312424282
2007-10-15,1032.0969648517896
2007-10-16,1011.8065803596626
2007-10-17,1025.1228312944595
2007-10-18,1020.1617976759557
2007-10-19,1009.3317997031936
2007-10-22,970.9255721240656
2007-10-23,994.8404915213617
2007-10-24,982.5607393979398
2007-10-25,997.0053326693136
2007-10-26,1004.5579895871402
2007-10-29,1009.4597527316896
2007-10-30,1003.7787396546901
2007-10-31,1017.1526707795113
2007-11-01,1004.3803948435185
2007-11-02,996.1891356244997
2007-11-05,992.2029101776529
2007-11-06,1009.7952739846214
2007-11-07,1010.7685385975842
2007-11-08,1006.9017615315107
2007-11-09,984.7374119697599
2007-11-12,962.4927122489773
2007-11-13,957.1579299057605
2007-11-14,969.3555226016554
2007-11-15,942.4178681791136
2007-11-16,926.2596343795539
2007-11-19,887.7644371372689
2007-11-20,909.6810382558102
2007-11-21,883.0861638455879
2007-11-22,886.5204530624211
2007-11-23,899.210648990088
2007-11-26,913.4830961511004
2007-11-27,899.0489209649746
2007-11-28,914.2068165184737
2007-11-29,919.7210502607265
2007-11-30,922.2098847792893
2007-12-03,918.4856367175453
2007-12-04,904.6200957415588
2007-12-05,916.2180539620247
2007-12-06,911.5701236414701
2007-12-07,922.7306264083483
2007-12-10,931.9071580263769
2007-12-11,936.9070485687316
2007-12-12,937.0319976791302
2007-12-13,913.6774492088894
2007-12-14,903.8454773779392
2007-12-17,871.9006268228927
2007-12-18,871.8611774933497
2007-12-19,865.7930235393629
2007-12-20,863.6924845284124
2007-12-21,878.9106622289975
2007-12-24,880.5537658050323
2007-12-25,880.5537658050323
2007-12-26,888.3403575050412
2007-12-27,895.6571585533962
2007-12-28,910.6507671551874
2007-12-31,906.4347850444389
2008-01-01,906.4347850444389
2008-01-02,912.4580871302676
2008-01-03,909.3072614768388
2008-01-04,893.9164340460031
2008-01-07,878.0424485323401
2008-01-08,887.939201836327
2008-01-09,860.2071862384915
2008-01-10,843.0102835651528
2008-01-11,837.8694779876267
2008-01-14,848.9453336409398
2008-01-15,813.7228229912068
2008-01-16,779.3136432522166
2008-01-17,785.860323628978
2008-01-18,779.5157506062648
2008-01-21,730.5319393806077
2008-01-22,746.1752517225507
2008-01-23,732.5306227543592
2008-01-24,773.8802905533804
2008-01-25,794.9034300245356
2008-01-28,785.0923588766447
2008-01-29,799.4476314429678
2008-01-30,794.4853812945873
2008-01-31,779.4916216323594
2008-02-01,798.2409748408642
2008-02-04,812.4351366100072
2008-02-05,784.0018167678115
2008-02-06,783.5702689088146
2008-02-07,757.8797855410822
2008-02-08,759.6768271438034
2008-02-11,753.8026949448713
2008-02-12,787.6790371512362
2008-02-13,793.162711919298
2008-02-14,804.8435081605684
2008-02-15,801.9052914919014
2008-02-18,817.2476774368035
2008-02-19,828.6398508642369
2008-02-20,815.3778145118553
2008-02-21,840.8475796872964
2008-02-22,837.5676781567494
2008-02-25,848.3490318353734
2008-02-26,860.0479081700903
2008-02-27,879.6660237475144
2008-02-28,871.5537819586724
2008-02-29,858.4666595201619
2008-03-03,848.2938205795421
2008-03-04,844.5317669710165
2008-03-05,857.2133333291484
2008-03-06,856.8342967599735
2008-03-07,837.4844453146592
2008-03-10,819.8924190194064
2008-03-11,831.921888231584
2008-03-12,845.1587303951891
2008-03-13,831.562192228735
2008-03-14,827.1560601269822
2008-03-17,810.562527230181
2008-03-18,820.6586881739888
2008-03-19,807.8531095749312
2008-03-20,788.9585502668618
2008-03-21,788.9585502668618
2008-03-24,787.9680310868494
2008-03-25,821.7251503842338
2008-03-26,833.8254396091593
2008-03-27,855.4812824781295
2008-03-28,853.7105367135307
2008-03-31,865.1731244668764
2008-04-01,866.6822303589682
2008-04-02,873.4571515415223
2008-04-03,868.6009687713165
2008-04-04,878.2320509446954
2008-04-07,889.8192075107842
2008-04-08,879.9917158174028
2008-04-09,888.3603126614248
2008-04-10,884.3137442693761
2008-04-11,873.4362461819152
2008-04-14,868.9393755525076
2008-04-15,881.8242056003456
2008-04-16,902.2554164156224
2008-04-17,887.9607601764626
2008-04-18,880.3136253841694
2008-04-21,895.5392416337147
2008-04-22,904.1461937099037
2008-04-23,900.7775422093974
2008-04-24,884.1401561715525
2008-04-25,893.8048327400612
2008-04-28,904.4107744315979
2008-04-29,890.8993350305018
2008-04-30,894.7408961157964
2008-05-01,886.8863567049101
2008-05-02,904.2341893583064
2008-05-05,911.2668045065857
2008-05-06,917.8732403803366
2008-05-07,921.7610491685102
2008-05-08,929.7203162596176
2008-05-09,924.901568707188
2008-05-12,933.9025436315038
2008-05-13,935.7837624172954
2008-05-14,940.6344690487717
2008-05-15,942.5806811085421
2008-05-16,961.4409152619244
2008-05-19,975.6289643211478
2008-05-20,960.1440844758041
2008-05-21,973.6488719113333
2008-05-22,965.5540885106082
2008-05-23,954.4908390286017
2008-05-26,948.8284426262447
2008-05-27,936.7571772755275
2008-05-28,934.5011993107427
2008-05-29,933.7136135294423
2008-05-30,937.9126386085975
2008-06-02,929.6386691813684
2008-06-03,932.7942226125926
2008-06-04,913.9500531995551
2008-06-05,917.6345229794258
2008-06-06,924.327826694999
2008-06-09,912.6157223936167
2008-06-10,882.8057083894746
2008-06-11,873.6658571934155
2008-06-12,868.986758322283
2008-06-13,872.285585482739
2008-06-16,885.2005790335212
2008-06-17,901.7386910200544
2008-06-18,880.99342087663
2008-06-19,880.7517514123871
2008-06-20,881.3115639995217
2008-06-23,862.022158570718
2008-06-24,851.2648871108836
2008-06-25,862.82331664134
2008-06-26,857.7372820735216
2008-06-27,852.3771624545859
2008-06-30,852.7181206597254
2008-07-01,835.1751231003478
2008-07-02,834.3982990482191
2008-07-03,812.6772445943625
2008-07-04,804.3723735938324
2008-07-07,812.359125418976
2008-07-08,792.3994389052546
2008-07-09,803.375719133603
2008-07-10,793.3898167689639
2008-07-11,791.9313199859563
2008-07-14,787.8626873726831
2008-07-15,765.6359095786885
2008-07-16,755.9519025669209
2008-07-17,786.0088851528344
2008-07-18,787.0980473184068
2008-07-21,799.0050943970537
2008-07-22,788.978870205165
2008-07-23,790.5233711301323
2008-07-24,772.334621480301
2008-07-25,764.0570647081473
2008-07-28,768.6528910227221
2008-07-29,761.5122973945644
2008-07-30,785.1189742456955
2008-07-31,793.6330835748456
2008-08-01,785.0223864817638
2008-08-04,777.6829735013372
2008-08-05,766.6666255753993
2008-08-06,776.0905858716517
2008-08-07,779.8895118099647
2008-08-08,766.7771075775394
2008-08-11,776.2468459027259
2008-08-12,768.5312387887732
2008-08-13,757.5437979271919
2008-08-14,763.5251923495057
2008-08-15,756.575549203068
2008-08-18,760.282086693694
2008-08-19,742.5677306008957
2008-08-20,746.3623436291264
2008-08-21,756.5600742917667
2008-08-22,762.3591089103242
2008-08-25,754.3180021983724
2008-08-26,736.93250098992
2008-08-27,742.9740964630693
2008-08-28,752.8033831611314
2008-08-29,755.3290245544279
2008-09-01,742.2821990309168
2008-09-02,733.4717419449344
2008-09-03,715.6536396297756
2008-09-04,694.2185360895022
2008-09-05,668.4946055875348
2008-09-08,675.6998869239509
2008-09-09,645.3518018250546
2008-09-10,628.8351238838752
2008-09-11,616.2117987743871
2008-09-12,636.7906665745479
2008-09-15,608.4478948506913
2008-09-16,572.33330335561
2008-09-17,560.9677763375893
2008-09-18,566.0972578478862
2008-09-19,616.4554725202338
2008-09-22,625.837825091064
2008-09-23,612.741931726604
2008-09-24,606.1322891949275
2008-09-25,606.4024234341855
2008-09-26,586.5665437594239
2008-09-29,540.8296044139561
2008-09-30,532.9205160820778
2008-10-01,526.9655987597321
2008-10-02,504.76708048060993
2008-10-03,508.0518448996495
2008-10-06,444.96244033454866
2008-10-07,440.521090795601
2008-10-08,407.4772701651674
2008-10-09,417.65802520673765
2008-10-10,390.0011654457239
2008-10-13,424.7478255764486
2008-10-14,444.0738059661649
2008-10-15,411.3652227236694
2008-10-16,373.859338959767
2008-10-17,382.5667970879511
2008-10-20,389.0971127993738
2008-10-21,388.73032160559455
2008-10-22,365.15397439918405
2008-10-23,351.55045899710007
