Date,WORLD ex UK SMALL GROWTH
1994-05-31,363.16957098852004
1994-06-30,368.02384608899
1994-07-29,368.02656704833134
1994-08-31,377.75608505461906
1994-09-30,371.57173128663084
1994-10-31,377.40949608917106
1994-11-30,354.48618538726106
1994-12-30,361.33668476758095
1995-01-31,349.73992488016563
1995-02-28,350.7216223329775
1995-03-31,363.9017922741093
1995-04-28,368.7956014019398
1995-05-31,362.74190217369824
1995-06-30,370.37501923015043
1995-07-31,394.6327182381839
1995-08-31,391.5306699070402
1995-09-29,395.05276330423993
1995-10-31,380.12354043817925
1995-11-30,390.6498846948653
1995-12-29,403.00438139511516
1996-01-31,402.8316475569982
1996-02-29,411.1872241776931
1996-03-29,422.0302237152377
1996-04-30,451.8277865791655
1996-05-31,456.74977271309314
1996-06-28,445.12160117880836
1996-07-31,409.2053993143094
1996-08-30,419.1010962847021
1996-09-30,427.86739978606494
1996-10-31,413.6228261243569
1996-11-29,416.90220541733174
1996-12-31,409.89042663809084
1997-01-01,409.9367901791024
1997-01-02,407.6696778823176
1997-01-03,409.4299784436834
1997-01-06,410.94906950529503
1997-01-07,412.9584372102754
1997-01-08,411.7905323342317
1997-01-09,410.7430323403126
1997-01-10,409.0053430807309
1997-01-13,410.18400370014643
1997-01-14,411.366195220662
1997-01-15,411.31689154054857
1997-01-16,413.16547574536474
1997-01-17,412.85722663962275
1997-01-20,412.2118243823775
1997-01-21,412.3978180594655
1997-01-22,412.8898176790902
1997-01-23,411.80923204069376
1997-01-24,409.5721439213601
1997-01-27,405.20583996497265
1997-01-28,404.2169606850951
1997-01-29,404.0234284861087
1997-01-30,405.1673675944099
1997-01-31,407.6542609587894
1997-02-03,407.1393839274505
1997-02-04,406.9390795171523
1997-02-05,402.94424130166203
1997-02-06,402.02100608443715
1997-02-07,400.155417967328
1997-02-10,399.5979335489108
1997-02-11,397.3272826867726
1997-02-12,399.0231952753669
1997-02-13,400.61147512601656
1997-02-14,401.3090536926923
1997-02-17,401.3224082103042
1997-02-18,401.24828381443496
1997-02-19,399.9915813645617
1997-02-20,399.5210721290365
1997-02-21,398.5378232265532
1997-02-24,400.0458585965975
1997-02-25,400.23386073436524
1997-02-26,397.33174016086286
1997-02-27,395.0606837843407
1997-02-28,393.19897378943006
1997-03-03,391.7113369081054
1997-03-04,392.1764365690338
1997-03-05,393.775036093548
1997-03-06,392.6788087811628
1997-03-07,393.59631411291866
1997-03-10,394.6976353199317
1997-03-11,394.4309724777846
1997-03-12,390.9591406893894
1997-03-13,386.90238129328196
1997-03-14,386.1073997869669
1997-03-17,383.13564476897034
1997-03-18,382.0461552637624
1997-03-19,378.47600985643436
1997-03-20,377.66954268155405
1997-03-21,379.34397163478394
1997-03-24,376.16191610722586
1997-03-25,376.8106443534362
1997-03-26,378.78042027340734
1997-03-27,377.31601684424345
1997-03-28,377.2472503481852
1997-03-31,372.9227415785117
1997-04-01,369.296497337899
1997-04-02,367.23870335423146
1997-04-03,365.9849118235911
1997-04-04,368.6729826831362
1997-04-07,368.36275479261286
1997-04-08,368.0538757375593
1997-04-09,367.0412444134498
1997-04-10,364.47179943169397
1997-04-11,360.5239464947118
1997-04-14,359.30152879762335
1997-04-15,360.20855443121184
1997-04-16,360.6314124311989
1997-04-17,361.72448718587304
1997-04-18,364.3271951792811
1997-04-21,363.6306513556354
1997-04-22,362.9104948112369
1997-04-23,364.2896384030023
1997-04-24,364.17115759293563
1997-04-25,360.9705243746931
1997-04-28,359.51619556246914
1997-04-29,361.92983253231245
1997-04-30,365.083198570963
1997-05-01,368.6889478546771
1997-05-02,374.85696609625535
1997-05-05,382.3699323527339
1997-05-06,384.99065219219625
1997-05-07,384.6347772853304
1997-05-08,386.1998105632762
1997-05-09,389.30346930577883
1997-05-12,393.7297890387035
1997-05-13,394.1036181985806
1997-05-14,395.47393993529516
1997-05-15,398.640826155611
1997-05-16,400.10239011217163
1997-05-19,399.7764216679475
1997-05-20,403.3629356484099
1997-05-21,404.51247627061974
1997-05-22,403.7600126735477
1997-05-23,407.53820956365644
1997-05-26,407.13034551974727
1997-05-27,407.9099211816422
1997-05-28,410.67348047608976
1997-05-29,411.0302707422642
1997-05-30,411.572910454645
1997-06-02,412.68914098496913
1997-06-03,413.67889211955384
1997-06-04,413.6285807142981
1997-06-05,415.6378266079511
1997-06-06,417.4210817353028
1997-06-09,420.73207115607823
1997-06-10,419.5893568926136
1997-06-11,420.4341662800681
1997-06-12,419.0897102140429
1997-06-13,419.0468740482629
1997-06-16,421.2807892778165
1997-06-17,421.89188243442686
1997-06-18,421.6365038600718
1997-06-19,423.6214991273555
1997-06-20,422.69215938569187
1997-06-23,421.04281655062715
1997-06-24,422.6712015006491
1997-06-25,424.0197860519637
1997-06-26,423.614145736792
1997-06-27,424.3015218467612
1997-06-30,428.2183786118728
1997-07-01,426.5758904144255
1997-07-02,427.2828837913214
1997-07-03,429.02363898201554
1997-07-04,428.2621503791415
1997-07-07,429.0125468443235
1997-07-08,429.77216572220107
1997-07-09,428.7838626274555
1997-07-10,430.1757069136178
1997-07-11,431.9370725336654
1997-07-14,433.00861227764256
1997-07-15,433.38326752828135
1997-07-16,436.7941852591779
1997-07-17,435.6523943392833
1997-07-18,434.05585459421746
1997-07-21,431.54502477510454
1997-07-22,432.87357815535114
1997-07-23,433.2580076436744
1997-07-24,433.13251434513796
1997-07-25,432.68818563070636
1997-07-28,432.3221581729156
1997-07-29,432.7505434576834
1997-07-30,434.12847083205315
1997-07-31,435.27909713859447
1997-08-01,433.67470299332706
1997-08-04,432.85550124471257
1997-08-05,433.0624612544579
1997-08-06,435.3211560597394
1997-08-07,434.87755561946
1997-08-08,432.9797644630253
1997-08-11,429.6351774518748
1997-08-12,429.2454417714542
1997-08-13,430.32325060007486
1997-08-14,429.1066513468557
1997-08-15,429.0743732018727
1997-08-18,426.0091320924665
1997-08-19,429.22456674854084
1997-08-20,433.91316006950024
1997-08-21,434.1843081788137
1997-08-22,432.1829641017363
1997-08-25,432.85909325382
1997-08-26,433.1971558931174
1997-08-27,433.5927890703792
1997-08-28,433.362245035791
1997-08-29,431.44664261242457
1997-09-01,429.6346928871322
1997-09-02,431.66936831700815
1997-09-03,434.8294855620273
1997-09-04,435.0542395270642
1997-09-05,438.38155319377773
1997-09-08,440.5828356254036
1997-09-09,443.01627145948396
1997-09-10,442.5428586248683
1997-09-11,440.6592273285347
1997-09-12,442.83562955786886
1997-09-15,443.8116233559652
1997-09-16,445.8482715205527
1997-09-17,446.5388336062165
1997-09-18,445.79117820899046
1997-09-19,446.7502628205239
1997-09-22,447.73141656623267
1997-09-23,448.13596711455875
1997-09-24,449.3736413128157
1997-09-25,448.030962931689
1997-09-26,446.75008971293937
1997-09-29,447.3698910945201
1997-09-30,449.601303298107
1997-10-01,449.10524495023697
1997-10-02,450.12583704050445
1997-10-03,451.89522560819836
1997-10-06,453.47941230289535
1997-10-07,455.6711714068148
1997-10-08,457.3685337062639
1997-10-09,457.6570429380919
1997-10-10,457.7658275092191
1997-10-13,456.7012069504511
1997-10-14,454.33759393022666
1997-10-15,453.2859624628602
1997-10-16,451.05591558551794
1997-10-17,443.632702565006
1997-10-20,445.4762628376933
1997-10-21,449.19514066345516
1997-10-22,449.47724674371614
1997-10-23,439.76282853832276
1997-10-24,437.8605804991123
1997-10-27,415.2383149839554
1997-10-28,417.5450769348526
1997-10-29,425.93938657624784
1997-10-30,420.28362388476967
1997-10-31,424.88491471466443
1997-11-03,430.8845545393659
1997-11-04,431.4600008992198
1997-11-05,432.5048316678997
1997-11-06,429.7172165252144
1997-11-07,422.42035715241013
1997-11-10,420.9148677183716
1997-11-11,418.30461458648233
1997-11-12,408.51101379078784
1997-11-13,408.1467937811762
1997-11-14,410.2804300221029
1997-11-17,418.12550144283375
1997-11-18,416.7571733905991
1997-11-19,412.2811908633743
1997-11-20,416.2552701239505
1997-11-21,416.30271719202904
1997-11-24,409.9333166533755
1997-11-25,404.7103822671669
1997-11-26,403.865163517932
1997-11-27,404.1170001830316
1997-11-28,405.5602255705577
1997-12-01,407.538414430572
1997-12-02,406.606145496973
1997-12-03,406.53810663031885
1997-12-04,406.1393513172143
1997-12-05,407.26743039668395
1997-12-08,409.21275776262723
1997-12-09,406.39663699960795
1997-12-10,402.8258027264553
1997-12-11,394.5102167646655
1997-12-12,391.9544462778921
1997-12-15,388.85728765750264
1997-12-16,390.86190505151285
1997-12-17,394.62012401059434
1997-12-18,389.58160695468666
1997-12-19,386.5439901903467
1997-12-22,384.7384580972772
