Date,WORLD ex USA SMALL GROWTH
1994-05-31,501.3980122142141
1994-06-30,522.8388592156797
1994-07-29,518.3852853360837
1994-08-31,517.6842927738561
1994-09-30,503.25444861510283
1994-10-31,511.7983399684294
1994-11-30,476.8692615891338
1994-12-30,485.12071732459395
1995-01-31,465.5815373655728
1995-02-28,451.37126664441786
1995-03-31,469.98800792729367
1995-04-28,475.52893713057006
1995-05-31,459.83082167409884
1995-06-30,452.71857220862466
1995-07-31,477.7194135580487
1995-08-31,468.0849050866428
1995-09-29,471.64474015640144
1995-10-31,458.55757684628526
1995-11-30,462.3635264063313
1995-12-29,481.4838080348557
1996-01-31,484.506208667941
1996-02-29,488.26439225928175
1996-03-29,499.7648671907763
1996-04-30,526.9131293743922
1996-05-31,521.1511181431523
1996-06-28,520.3270226958052
1996-07-31,496.87075267093417
1996-08-30,495.11939271390077
1996-09-30,491.8744807457985
1996-10-31,486.9175381051289
1996-11-29,487.94596388237466
1996-12-31,472.0708311736867
1997-01-01,472.15721816726364
1997-01-02,471.34196631665947
1997-01-03,470.73595620166907
1997-01-06,472.5436175575016
1997-01-07,473.59854680956306
1997-01-08,471.25488924646515
1997-01-09,467.11955295142064
1997-01-10,462.13380610896576
1997-01-13,465.7033356927141
1997-01-14,466.75952534102765
1997-01-15,468.0539999808832
1997-01-16,471.73275423037825
1997-01-17,470.04091710059043
1997-01-20,466.1598727799726
1997-01-21,463.5525420103083
1997-01-22,463.1480613603244
1997-01-23,460.5312289005956
1997-01-24,460.7738003768321
1997-01-27,456.6064571848417
1997-01-28,452.83780473467687
1997-01-29,453.30920692775766
1997-01-30,453.6398616608271
1997-01-31,457.04999399925765
1997-02-03,457.2768703129163
1997-02-04,459.3141977758819
1997-02-05,456.72701100429686
1997-02-06,455.2629464073086
1997-02-07,450.5118630989682
1997-02-10,455.807854832889
1997-02-11,454.61750822159826
1997-02-12,452.4430312547004
1997-02-13,451.2326724343012
1997-02-14,452.19564004268
1997-02-17,452.0556613134012
1997-02-18,451.2129292508178
1997-02-19,450.57809594537895
1997-02-20,454.51623931536295
1997-02-21,456.19023042742555
1997-02-24,459.90219742350445
1997-02-25,460.3544622467331
1997-02-26,458.782597002442
1997-02-27,458.8700382380207
1997-02-28,457.399675107117
1997-03-03,454.26599859869685
1997-03-04,452.506621970971
1997-03-05,452.0270344474025
1997-03-06,451.14660375907187
1997-03-07,450.2690079207282
1997-03-10,452.11565945878533
1997-03-11,452.2877072018441
1997-03-12,449.5110857973564
1997-03-13,447.77113329496154
1997-03-14,445.4873881666989
1997-03-17,445.6138965263684
1997-03-18,447.22644772531294
1997-03-19,445.92364311179875
1997-03-20,441.19924377617997
1997-03-21,444.52247833773964
1997-03-24,443.17483044750605
1997-03-25,443.97944652296155
1997-03-26,444.8113164617231
1997-03-27,446.2014291054507
1997-03-28,446.3063004922978
1997-03-31,446.74957801905987
1997-04-01,441.30165901347334
1997-04-02,441.7402199539827
1997-04-03,440.0888176609435
1997-04-04,437.51353351400206
1997-04-07,430.83690231760306
1997-04-08,429.0270702838355
1997-04-09,426.7242340207092
1997-04-10,424.52124349325584
1997-04-11,424.40939667593693
1997-04-14,422.21777579059545
1997-04-15,423.3911435992245
1997-04-16,426.28527541462137
1997-04-17,429.27732472698165
1997-04-18,434.20544904928266
1997-04-21,439.1690879564245
1997-04-22,438.6533829213664
1997-04-23,439.1919042174572
1997-04-24,438.2842335428367
1997-04-25,435.9739378272573
1997-04-28,433.8248277773822
1997-04-29,434.17279268259284
1997-04-30,435.8148561864154
1997-05-01,439.2612499020235
1997-05-02,439.39121295988946
1997-05-05,440.44436328242574
1997-05-06,447.83135050496844
1997-05-07,449.4473303908029
1997-05-08,450.5451036207414
1997-05-09,454.88781463786717
1997-05-12,460.69246170855735
1997-05-13,462.95054447718127
1997-05-14,464.8092294428154
1997-05-15,468.06725426009314
1997-05-16,471.96217156230875
1997-05-19,470.2384525425146
1997-05-20,474.8291147725707
1997-05-21,473.4070902668239
1997-05-22,469.7928098732945
1997-05-23,471.804138854651
1997-05-26,471.54175411805414
1997-05-27,469.3218943087274
1997-05-28,473.2775708423508
1997-05-29,472.9262592868994
1997-05-30,470.8821775894028
1997-06-02,469.2884988543852
1997-06-03,471.13406799788885
1997-06-04,471.32338013970457
1997-06-05,472.6527268425103
1997-06-06,473.0197822843862
1997-06-09,479.3515797524891
1997-06-10,479.47887373461884
1997-06-11,481.1299320034519
1997-06-12,477.454769798397
1997-06-13,475.7493460542446
1997-06-16,479.0715324222972
1997-06-17,478.19037985359813
1997-06-18,478.00941119627913
1997-06-19,477.6246449198599
1997-06-20,476.7222002667269
1997-06-23,476.1044208408928
1997-06-24,475.21900531919283
1997-06-25,479.7432244740315
1997-06-26,480.11087451300284
1997-06-27,477.48126382500294
1997-06-30,477.2352172826046
1997-07-01,476.24828224840525
1997-07-02,476.096364365433
1997-07-03,479.93494009928816
1997-07-04,478.5134745273849
1997-07-07,479.6666008037965
1997-07-08,478.0957596076544
1997-07-09,476.8990090305145
1997-07-10,476.95741255628815
1997-07-11,476.3752861481996
1997-07-14,475.63811261854715
1997-07-15,471.7903120679791
1997-07-16,473.2307228032822
1997-07-17,473.7107203563301
1997-07-18,473.6958182204062
1997-07-21,471.44469547135793
1997-07-22,469.6774421550673
1997-07-23,469.13258705307504
1997-07-24,467.4251752816236
1997-07-25,466.1602812394749
1997-07-28,463.71837351308665
1997-07-29,463.2090738027109
1997-07-30,461.3229911971216
1997-07-31,462.23852490397445
1997-08-01,459.6380471468691
1997-08-04,456.43746746624663
1997-08-05,452.7292043939758
1997-08-06,452.69172722215507
1997-08-07,452.50019766431353
1997-08-08,456.1649251205858
1997-08-11,453.2862567331401
1997-08-12,453.80082023239925
1997-08-13,455.7822268366246
1997-08-14,454.16803924788326
1997-08-15,459.43461952333786
1997-08-18,452.9866692441464
1997-08-19,452.5601121054355
1997-08-20,453.8760069282181
1997-08-21,456.55517609346475
1997-08-22,455.3301816774803
1997-08-25,453.1851394484733
1997-08-26,454.3749395035033
1997-08-27,451.13053827129926
1997-08-28,450.3141917505606
1997-08-29,444.4751286976898
1997-09-01,440.4780013093591
1997-09-02,437.8268049350833
1997-09-03,443.017893371365
1997-09-04,442.2944622359894
1997-09-05,444.3213367659172
1997-09-08,445.3524803558312
1997-09-09,448.1647344838342
