Date,EAFE ex UK SMALL GROWTH
1994-05-31,608.7117403770228
1994-06-30,640.0397224914851
1994-07-29,631.1034169970395
1994-08-31,627.380112677445
1994-09-30,608.8480059569633
1994-10-31,618.0576794130237
1994-11-30,574.0398516096823
1994-12-30,584.9862646597984
1995-01-31,559.337256902383
1995-02-28,540.9799075451414
1995-03-31,562.2507138739311
1995-04-28,568.7154528721096
1995-05-31,545.8381478472531
1995-06-30,536.8447466664365
1995-07-31,566.1117782239875
1995-08-31,552.0717499529868
1995-09-29,552.3504658715548
1995-10-31,534.8797805996181
1995-11-30,542.2805492601611
1995-12-29,566.038630769563
1996-01-31,569.611961071047
1996-02-29,570.1778695264923
1996-03-29,582.9605331125887
1996-04-30,615.3428813352958
1996-05-31,602.6171797060407
1996-06-28,603.7711438370249
1996-07-31,575.53499746214
1996-08-30,567.2994863812173
1996-09-30,561.7440713220909
1996-10-31,547.0429653314856
1996-11-29,544.1647051002329
1996-12-31,518.4556942322279
1997-01-01,518.5810535104002
1997-01-02,519.2046205796926
1997-01-03,517.7989539965502
1997-01-06,519.9607688191184
1997-01-07,519.9795998701484
1997-01-08,516.5301253789761
1997-01-09,510.11525016250897
1997-01-10,504.2738224032095
1997-01-13,509.26650250564876
1997-01-14,510.10810467235336
1997-01-15,510.92214590200814
1997-01-16,515.5233029612538
1997-01-17,513.2771891676978
1997-01-20,508.04071550817906
1997-01-21,504.8316737598748
1997-01-22,504.85558147950303
1997-01-23,502.8826271833732
1997-01-24,503.29382293069943
1997-01-27,497.8060582057333
1997-01-28,494.0066182299382
1997-01-29,493.88933894171
1997-01-30,494.07803624826323
1997-01-31,499.22265779153844
1997-02-03,498.9781488707428
1997-02-04,501.01857098784706
1997-02-05,496.2602423288179
1997-02-06,494.3046888758107
1997-02-07,488.16719993577556
1997-02-10,494.41954919519657
1997-02-11,492.26892012342023
1997-02-12,490.1193509763349
1997-02-13,489.3706654579088
1997-02-14,490.4538191483421
1997-02-17,490.48998423641393
1997-02-18,490.59023404567836
1997-02-19,488.80242908152354
1997-02-20,493.99426273929765
1997-02-21,495.70323997819094
1997-02-24,499.5616723849029
1997-02-25,499.8446041023368
1997-02-26,498.0276295492304
1997-02-27,498.6348696253256
1997-02-28,496.1762925760571
1997-03-03,492.7780263328182
1997-03-04,490.444050012114
1997-03-05,490.08984618639244
1997-03-06,488.24698538628684
1997-03-07,487.5439464298882
1997-03-10,489.84275522225215
1997-03-11,489.6738590786927
1997-03-12,486.72722854911774
1997-03-13,484.03675042564487
1997-03-14,480.9235314442558
1997-03-17,481.9820475955266
1997-03-18,484.75340549057944
1997-03-19,482.6476608276225
1997-03-20,478.20563701972355
1997-03-21,481.9875264861942
1997-03-24,479.64800963985675
1997-03-25,480.04888923166584
1997-03-26,480.50113732644684
1997-03-27,482.0068254059508
1997-03-28,481.8205281877684
1997-03-31,481.8246443741844
1997-04-01,476.04607380921385
1997-04-02,476.579122734163
1997-04-03,474.72348019105095
1997-04-04,471.46608682803907
1997-04-07,463.07414883069913
1997-04-08,460.9865355760916
1997-04-09,457.5971034328911
1997-04-10,454.367646307682
1997-04-11,453.97403672260265
1997-04-14,451.37393552999185
1997-04-15,452.29848330478035
1997-04-16,456.25831592486526
1997-04-17,459.5963352090505
1997-04-18,466.2957984614194
1997-04-21,472.54271997337844
1997-04-22,471.80833394525604
