Date,FAR EAST SMALL GROWTH
1994-05-31,1434.0440029658891
1994-06-30,1561.1165576972708
1994-07-29,1509.3034667062698
1994-08-31,1482.9862411793845
1994-09-30,1421.6257096291768
1994-10-31,1445.8146285343005
1994-11-30,1320.3227426309809
1994-12-30,1348.9199097845394
1995-01-31,1261.9693883458087
1995-02-28,1181.1743442640268
1995-03-31,1242.974780807046
1995-04-28,1259.2690108856436
1995-05-31,1165.6203865376979
1995-06-30,1112.2478166754158
1995-07-31,1194.9864370366045
1995-08-31,1180.9347814982186
1995-09-29,1164.4358826543423
1995-10-31,1121.2806354434033
1995-11-30,1173.9453727700072
1995-12-29,1240.8354422197017
1996-01-31,1253.8550289245863
1996-02-29,1232.3248692467237
1996-03-29,1262.0388362764222
1996-04-30,1376.9087080259035
1996-05-31,1320.6937128339882
1996-06-28,1314.8116349402849
1996-07-31,1225.2183894589077
1996-08-30,1191.246270415524
1996-09-30,1180.3952982173817
1996-10-31,1117.34063852176
1996-11-29,1088.690093067167
1996-12-31,984.9717206544052
1997-01-01,985.4023574204604
1997-01-02,987.9924043060319
1997-01-03,985.3935567266641
1997-01-06,992.270582988915
1997-01-07,986.9661744259992
1997-01-08,971.9824913031317
1997-01-09,947.7942983453744
1997-01-10,930.1040192431495
1997-01-13,942.7781293414993
1997-01-14,943.5874938339205
1997-01-15,942.848941353991
1997-01-16,955.4100789843936
1997-01-17,953.3109605567819
1997-01-20,936.8885042963262
1997-01-21,929.0458404756905
1997-01-22,931.7625142629091
1997-01-23,924.8392197691459
1997-01-24,920.9865446215931
1997-01-27,908.413992222525
1997-01-28,899.5434634041618
1997-01-29,898.5496203238665
1997-01-30,893.1805425187637
1997-01-31,905.3855676847179
1997-02-03,904.4197228684087
1997-02-04,909.0163283375023
1997-02-05,892.0525288872237
1997-02-06,883.7997871484288
1997-02-07,868.3725762457386
1997-02-10,881.1260341604728
1997-02-11,879.8978479310758
1997-02-12,874.7925178686381
1997-02-13,872.6232801020763
1997-02-14,874.6176082668212
1997-02-17,878.821842768503
1997-02-18,876.0035719241473
1997-02-19,873.3564175796928
1997-02-20,891.0510402605462
1997-02-21,893.0888896160122
1997-02-24,900.4912600338952
1997-02-25,900.6704518499002
1997-02-26,899.9963826981822
1997-02-27,904.2274796027822
1997-02-28,898.7866230388971
1997-03-03,891.9692195691545
1997-03-04,884.0400421731015
1997-03-05,879.7009954324917
1997-03-06,871.5130511658202
1997-03-07,868.0941089487308
1997-03-10,866.1863958162598
1997-03-11,864.679899777886
1997-03-12,856.4414755726357
1997-03-13,849.8779100262152
1997-03-14,841.9504196654236
1997-03-17,842.7724593751556
1997-03-18,853.4130238049065
1997-03-19,848.8627485463105
1997-03-20,842.2691522911462
1997-03-21,849.3353018432083
1997-03-24,844.1294814841408
1997-03-25,843.1074222678866
1997-03-26,842.2035581483857
1997-03-27,837.975888383945
1997-03-28,836.2516656311623
1997-03-31,832.5230320503496
1997-04-01,828.6336004478541
1997-04-02,832.7330188241289
1997-04-03,830.2260707277751
1997-04-04,817.1990407690312
1997-04-07,796.2561074757383
1997-04-08,787.543597169392
1997-04-09,775.8365778067255
1997-04-10,765.1358164641564
1997-04-11,764.8074694217838
1997-04-14,759.8855538760139
1997-04-15,763.4158105518258
1997-04-16,774.6332473618202
1997-04-17,784.1128356450599
1997-04-18,804.5551341194209
1997-04-21,821.7135995616211
1997-04-22,823.5187680436067
1997-04-23,827.3265577864051
1997-04-24,824.9654023982638
1997-04-25,822.0614598983211
1997-04-28,815.9891476567934
1997-04-29,815.1833138368082
1997-04-30,826.4269673044188
1997-05-01,836.7029384406171
1997-05-02,840.4430275558989
1997-05-05,841.5051078808501
1997-05-06,864.511948198502
1997-05-07,868.372471102225
1997-05-08,873.0064539533868
1997-05-09,883.7830741257537
1997-05-12,908.3386336247776
1997-05-13,911.5927179825611
1997-05-14,917.512809334836
1997-05-15,931.2678902276807
1997-05-16,945.1618980314139
1997-05-19,943.9620349971757
1997-05-20,960.5812482887599
1997-05-21,950.147469061064
1997-05-22,936.592187475212
1997-05-23,944.0792125765533
1997-05-26,939.0753559401004
1997-05-27,935.001561214498
1997-05-28,951.9431268931105
1997-05-29,951.2627176860851
1997-05-30,951.4350820356445
1997-06-02,952.8388871839146
1997-06-03,957.5340468692029
1997-06-04,959.9025886004965
1997-06-05,964.7720461764445
1997-06-06,965.785714925267
1997-06-09,984.9237010045941
1997-06-10,987.8001838289531
1997-06-11,994.1620690910956
1997-06-12,976.65199530022
1997-06-13,971.038676682616
1997-06-16,984.4458676063703
1997-06-17,985.5713174371897
1997-06-18,985.9230439889928
1997-06-19,981.5326648543614
1997-06-20,977.4820868091969
1997-06-23,969.8542755309735
1997-06-24,968.4900367648718
1997-06-25,982.5707737632473
1997-06-26,985.9208623092619
1997-06-27,977.1593431324263
1997-06-30,977.5432619314794
1997-07-01,969.3034350224051
1997-07-02,971.3992188419066
1997-07-03,974.1658911042356
1997-07-04,966.7466476240215
1997-07-07,967.6039660514213
1997-07-08,965.0232591219618
1997-07-09,956.8278014346555
1997-07-10,957.4489428763997
1997-07-11,954.8168935519827
1997-07-14,957.6105384483018
1997-07-15,945.4775519975743
1997-07-16,945.2650550181143
1997-07-17,943.2579736274063
1997-07-18,946.5716006316968
1997-07-21,944.1240517434668
1997-07-22,938.9985286001064
1997-07-23,934.7174402465255
1997-07-24,933.372973204651
1997-07-25,931.4023165388829
1997-07-28,926.332106770809
1997-07-29,921.129054021651
1997-07-30,912.1698864008117
1997-07-31,911.2926556163975
1997-08-01,905.7809122837673
1997-08-04,896.857329558043
1997-08-05,884.4283088430934
1997-08-06,885.451193974749
1997-08-07,878.6942635159476
1997-08-08,889.1606213921453
1997-08-11,873.7896762987248
1997-08-12,877.8192490908928
1997-08-13,880.3794179438745
1997-08-14,874.5835242003799
1997-08-15,882.1713370645099
1997-08-18,870.3773702428207
