Date,NORTH AMERICA SMALL GROWTH
1994-05-31,213.8665240175161
1994-06-30,204.87403153383826
1994-07-29,209.42786106701485
1994-08-31,225.35816728632088
1994-09-30,225.85748458981448
1994-10-31,229.58219323960725
1994-11-30,218.94545191132272
1994-12-30,223.25106382972606
1995-01-31,219.62473304697343
1995-02-28,230.50636202830944
1995-03-31,238.69391403536306
1995-04-28,242.4676762858868
1995-05-31,245.4798579650778
1995-06-30,262.1248875956035
1995-07-31,282.55763645316733
1995-08-31,285.63685516126776
1995-09-29,290.80084323992696
1995-10-31,277.9380545321528
1995-11-30,289.6458302278635
1995-12-29,294.91798618636034
1996-01-31,292.55326777951893
1996-02-29,305.1552379794947
1996-03-29,314.53772738717316
1996-04-30,341.79713900920416
1996-05-31,356.64765519080737
1996-06-28,337.34199979925955
1996-07-31,297.58538026569767
1996-08-30,318.3819566987518
1996-09-30,335.7096946524034
1996-10-31,322.1283047460454
1996-11-29,329.06823745645556
1996-12-31,333.07397899664596
1997-01-01,333.07397899664596
1997-01-02,329.2601261782328
1997-01-03,332.7417937786769
1997-01-06,333.8407398659776
1997-01-07,336.8958574757136
1997-01-08,337.0585216223985
1997-01-09,339.07701594455165
1997-01-10,339.72263176081896
1997-01-13,338.70284445030205
1997-01-14,340.0327270474085
1997-01-15,339.4976274839355
1997-01-16,339.72154497341694
1997-01-17,340.51950174990833
1997-01-20,342.4929504964144
1997-01-21,344.5904408476072
1997-01-22,345.3283607022688
1997-01-23,344.7931545462512
1997-01-24,341.14258237830325
1997-01-27,337.5749638755749
1997-01-28,338.213254850141
1997-01-29,337.98384760589494
1997-01-30,339.6254135477092
1997-01-31,340.51593305668536
1997-02-03,339.8677978991584
1997-02-04,338.4056469544443
1997-02-05,334.99295882794337
1997-02-06,334.68884014570415
1997-02-07,335.30776267423664
1997-02-10,330.92931694009854
1997-02-11,328.67729135710687
1997-02-12,332.4756034511694
1997-02-13,335.3196952407357
1997-02-14,335.7735109270221
1997-02-17,335.7735109270221
1997-02-18,335.6040906365104
1997-02-19,334.69429184551416
1997-02-20,331.0558720709286
1997-02-21,328.5958172357335
1997-02-24,328.72380687465636
1997-02-25,328.85114778574655
1997-02-26,325.4479686065162
1997-02-27,321.6410790686854
1997-02-28,320.18664118800666
1997-03-03,319.8299264402847
1997-03-04,321.8502285016845
1997-03-05,324.4851366445833
1997-03-06,323.85079965255795
1997-03-07,325.6439216971973
1997-03-10,326.02971442612784
1997-03-11,325.7182749966217
1997-03-12,322.0841668906311
1997-03-13,317.4137786210098
1997-03-14,317.95476376759086
1997-03-17,312.8266625457353
1997-03-18,309.60281871920216
1997-03-19,305.34493883255675
1997-03-20,306.6159426996711
1997-03-21,307.04063013599625
1997-03-24,303.5064966797791
1997-03-25,304.2697806948883
1997-03-26,307.0193032595953
1997-03-27,303.93990559161097
1997-03-28,303.93990559161097
1997-03-31,297.336249537574
1997-04-01,295.0633035590684
1997-04-02,291.6257701767885
1997-04-03,290.7590189407891
1997-04-04,296.68624697230825
1997-04-07,300.93069273077873
1997-04-08,301.6334794824178
1997-04-09,301.99573555479293
1997-04-10,299.8963059354731
1997-04-11,294.10171754176486
1997-04-14,293.70055842273837
1997-04-15,294.5627255785878
1997-04-16,292.9814787376637
1997-04-17,292.77074812136
1997-04-18,292.96686021029257
1997-04-21,288.38702822526034
1997-04-22,287.70251542408556
1997-04-23,288.8144812016774
1997-04-24,289.2160751471685
1997-04-25,285.8548344869128
1997-04-28,285.15512974097106
1997-04-29,288.7225868140117
1997-04-30,291.8511681050652
1997-05-01,294.8555723909631
1997-05-02,303.7979586107229
1997-05-05,314.5732223810859
1997-05-06,313.81948892186693
1997-05-07,312.15240180283195
1997-05-08,312.84295329477015
1997-05-09,314.3014838940956
1997-05-12,317.0262516599623
1997-05-13,316.2435090396966
1997-05-14,317.16552674038155
1997-05-15,319.44336462182815
1997-05-16,318.7421647713215
1997-05-19,319.46947823363075
1997-05-20,321.5829589336917
1997-05-21,324.31851057892794
1997-05-22,325.3132843439665
1997-05-23,329.4418708484342
1997-05-26,329.4418708484342
1997-05-27,331.9667555262016
1997-05-28,333.5689718639784
1997-05-29,334.47435777865775
1997-05-30,336.52393963711575
1997-06-02,339.31756342593286
1997-06-03,339.116468479123
1997-06-04,338.46916072847284
1997-06-05,340.62868897907623
1997-06-06,343.0221065055658
1997-06-09,343.52346989542707
1997-06-10,341.8615530872038
1997-06-11,341.8211904454814
1997-06-12,342.66313323191093
1997-06-13,344.15229859518206
1997-06-16,344.9223178235683
1997-06-17,346.3147131753259
1997-06-18,345.87066500439425
1997-06-19,349.34877578147393
1997-06-20,348.78643920611745
1997-06-23,346.8040531373095
1997-06-24,349.694953291935
1997-06-25,348.34901380321395
1997-06-26,347.4619212235209
1997-06-27,350.3150835330588
1997-06-30,356.5986108002985
1997-07-01,354.55697392485354
1997-07-02,355.5633948540671
1997-07-03,356.7043521889894
1997-07-04,356.7043521889894
1997-07-07,356.7638942490373
1997-07-08,359.11138383986753
1997-07-09,358.2338888654319
1997-07-10,360.2466769986151
1997-07-11,363.74796319450434
1997-07-14,365.78247082905125
1997-07-15,369.01091267787587
1997-07-16,373.24515284964775
1997-07-17,370.95285825025
1997-07-18,368.4425785035462
1997-07-21,366.23901552882563
1997-07-22,369.4581571100434
1997-07-23,370.63864339153355
1997-07-24,371.42331456472647
1997-07-25,371.3913849271192
1997-07-28,371.4121454392006
1997-07-29,372.2672515055023
1997-07-30,376.02945448320963
1997-07-31,377.3282446045952
1997-08-01,376.95223828412156
1997-08-04,378.07638978440195
1997-08-05,381.16440387500097
1997-08-06,383.6560781233431
1997-08-07,383.0109332304899
1997-08-08,377.52982422351494
1997-08-11,375.5031789359763
1997-08-12,374.4011906401051
1997-08-13,374.70173953159264
1997-08-14,374.7436061171948
1997-08-15,371.64528460825255
1997-08-18,371.53162986499535
1997-08-19,377.0086730948618
1997-08-20,382.99832631518615
1997-08-21,381.2527353432733
1997-08-22,379.70008446952545
1997-08-25,382.41194701896757
1997-08-26,382.3696844448672
1997-08-27,385.5035536675204
1997-08-28,385.85303495851184
1997-08-29,387.6887651211952
1997-09-01,387.6887651211952
1997-09-02,392.40172697838125
1997-09-03,393.05027069352127
1997-09-04,394.2343804784281
1997-09-05,398.05642727627213
1997-09-08,400.71824297349076
1997-09-09,402.6517317658224
1997-09-10,401.8096165666025
1997-09-11,401.4044872890266
1997-09-12,405.5598458755673
1997-09-15,405.54971245487616
1997-09-16,410.3219303910024
1997-09-17,411.1607868618895
1997-09-18,412.17365161390836
1997-09-19,413.60102479013693
1997-09-22,416.64798243142343
1997-09-23,416.6276997376505
1997-09-24,415.7637304223305
1997-09-25,414.6499053161958
1997-09-26,415.3890805689111
1997-09-29,417.912749482596
1997-09-30,421.0536579047949
1997-10-01,421.0821784365957
1997-10-02,422.9802723152117
1997-10-03,425.5198449471267
1997-10-06,427.0146129176349
1997-10-07,429.96588202934436
1997-10-08,431.29804335556116
1997-10-09,432.9093365694619
1997-10-10,433.0869240475473
1997-10-13,432.98351432332726
1997-10-14,430.9229909478299
1997-10-15,429.764164437695
1997-10-16,423.39094045801454
1997-10-17,415.2955267903512
1997-10-20,420.21810883619787
1997-10-21,425.6928523432586
1997-10-22,426.1230565662392
1997-10-23,416.6332460306417
1997-10-24,412.813529914527
1997-10-27,381.9541332623185
1997-10-28,394.38244511892714
1997-10-29,398.5111853894376
1997-10-30,392.11265166913455
1997-10-31,397.2718165827286
1997-11-03,405.3165333614782
1997-11-04,406.7450642455918
1997-11-05,409.2591274773252
1997-11-06,406.48335222568454
1997-11-07,398.7109027670258
1997-11-10,398.44717467496827
1997-11-11,395.6409884398698
1997-11-12,384.4828257128153
1997-11-13,384.7967649238762
1997-11-14,390.4866243902082
1997-11-17,397.7353527439259
1997-11-18,393.33402287755536
1997-11-19,391.4219510878709
1997-11-20,396.2243742170561
1997-11-21,394.62203695657007
1997-11-24,385.98334922444906
1997-11-25,384.5346059523292
1997-11-26,385.1508972460241
1997-11-27,385.1508972460241
1997-11-28,386.53237575183687
1997-12-01,389.6889633475724
1997-12-02,386.6898320516166
1997-12-03,387.0248410639426
1997-12-04,387.92669895770314
1997-12-05,391.2232822672488
1997-12-08,395.6319735329085
1997-12-09,391.0974555739989
1997-12-10,384.8031318070837
1997-12-11,375.0376826903061
1997-12-12,371.7009357487848
1997-12-15,368.3633836854593
1997-12-16,373.2648911014956
1997-12-17,374.22119246717466
1997-12-18,367.8794178755741
1997-12-19,367.977189709116
1997-12-22,370.0322591326865
1997-12-23,367.40389367384194
1997-12-24,366.7871920613288
1997-12-25,366.7871920613288
1997-12-26,367.1528527005849
1997-12-29,371.7161742687737
1997-12-30,378.95061805446124
1997-12-31,384.3630836646464
1998-01-01,384.3630836646464
1998-01-02,383.4600892870554
1998-01-05,385.38734125480426
1998-01-06,382.3650938276138
1998-01-07,379.6006477366316
1998-01-08,376.6115354542112
1998-01-09,364.0371991817007
1998-01-12,360.4978657545216
1998-01-13,369.7203436803847
1998-01-14,372.1559354024419
1998-01-15,372.0304318378022
1998-01-16,376.756930635244
1998-01-19,376.756930635244
1998-01-20,383.2227843354746
1998-01-21,382.0003532868052
1998-01-22,378.4117146659328
1998-01-23,377.5524672236501
1998-01-26,373.0111468165401
1998-01-27,373.85320970349824
1998-01-28,380.3680675498774
1998-01-29,384.3759585082982
1998-01-30,382.4526783341773
1998-02-02,387.50428223596725
1998-02-03,391.1112158817131
1998-02-04,395.7237419074757
1998-02-05,397.8254356473443
1998-02-06,399.2677424686356
1998-02-09,401.8519441535334
1998-02-10,406.16714349076443
1998-02-11,407.0726954083158
1998-02-12,407.3181892788641
1998-02-13,409.55420550121335
1998-02-16,409.55420550121335
1998-02-17,408.2364270899315
1998-02-18,409.83058160877755
1998-02-19,409.9628921838604
1998-02-20,409.8848486920296
1998-02-23,412.2883409752006
1998-02-24,409.7444140458798
1998-02-25,414.5314832182367
1998-02-26,417.63342397349476
1998-02-27,418.20886948113963
1998-03-02,417.8581797890787
1998-03-03,417.47082518045914
1998-03-04,417.94056506354633
1998-03-05,412.65761071769003
1998-03-06,420.1016208920965
1998-03-09,417.0602691084218
1998-03-10,420.8687045620154
1998-03-11,423.26469863218375
1998-03-12,424.1068698815472
1998-03-13,425.58983076599617
1998-03-16,429.03475908700955
1998-03-17,427.0594526920993
1998-03-18,428.9225986082767
1998-03-19,431.7838509919921
1998-03-20,431.75618669491996
1998-03-23,431.5186812972118
1998-03-24,434.19859113077496
1998-03-25,434.7594756653556
1998-03-26,435.1340080482992
1998-03-27,435.0992000288581
1998-03-30,434.32897293719344
1998-03-31,438.78979075852754
1998-04-01,443.62409941976773
1998-04-02,444.53175452839355
1998-04-03,444.09219985944566
1998-04-06,439.5689981230196
1998-04-07,431.2424504698896
1998-04-08,433.2325014895839
1998-04-09,438.4442959999692
1998-04-10,438.4442959999692
1998-04-13,437.08520419611864
1998-04-14,442.26996398806017
1998-04-15,445.410986464897
1998-04-16,443.5213088265016
1998-04-17,445.602226038686
1998-04-20,449.0440124912039
1998-04-21,452.05166468576516
1998-04-22,450.3917051759733
1998-04-23,443.2424291891104
1998-04-24,438.83417965702887
1998-04-27,426.78770234077376
1998-04-28,431.7130987704381
1998-04-29,436.601367531539
1998-04-30,441.8997660042987
1998-05-01,442.8519336449728
1998-05-04,443.77991184485177
1998-05-05,440.38259290415397
1998-05-06,438.22973223954267
1998-05-07,434.8414297284848
1998-05-08,438.5443032740548
1998-05-11,435.20481048298006
1998-05-12,434.14507275829095
1998-05-13,434.9841725711201
1998-05-14,433.2653399896456
1998-05-15,430.0620995583169
1998-05-18,424.00405143384927
1998-05-19,427.3143797332375
1998-05-20,424.45886489618226
1998-05-21,422.6049417744303
1998-05-22,417.78043798391303
1998-05-25,417.78043798391303
1998-05-26,409.09260031301557
1998-05-27,404.0553675014421
1998-05-28,409.79553673217106
1998-05-29,409.708732830024
1998-06-01,402.76145615355335
1998-06-02,402.11593189975565
1998-06-03,401.15079225292664
1998-06-04,403.48065638156686
1998-06-05,405.68826371843414
1998-06-08,407.7143838082734
1998-06-09,408.933920089744
1998-06-10,402.9539090017659
1998-06-11,396.3787700967659
1998-06-12,394.1722297214752
1998-06-15,385.8556760845868
1998-06-16,391.81792874404397
1998-06-17,398.0064736505483
1998-06-18,395.29339963558533
1998-06-19,394.78567707653895
