Date,WORLD SMALL GROWTH
1994-05-31,347.853526387298
1994-06-30,351.5954918682994
1994-07-29,352.4719052215143
1994-08-31,361.9578115522014
1994-09-30,356.0475000117957
1994-10-31,362.02745443612935
1994-11-30,340.40938510948996
1994-12-30,346.6186535192185
1995-01-31,335.94544693054826
1995-02-28,336.4634375405916
1995-03-31,349.52098918186977
1995-04-28,354.23166502504716
1995-05-31,349.2948042881723
1995-06-30,355.795478994815
1995-07-31,378.9373630002744
1995-08-31,376.45074577590265
1995-09-29,381.0593914135586
1995-10-31,367.6608668835903
1995-11-30,376.301575434619
1995-12-29,388.07477741101604
1996-01-31,388.1252490437008
1996-02-29,397.0236844902029
1996-03-29,407.6100637525198
1996-04-30,435.5804940946215
1996-05-31,441.4880324831811
1996-06-28,430.5368603991128
1996-07-31,397.5839769296278
1996-08-30,408.21765040487054
1996-09-30,416.2536621166194
1996-10-31,406.38838698979214
1996-11-29,410.7215987579167
1996-12-31,405.8256239986542
1997-01-01,405.8644338914084
1997-01-02,403.2797476489133
1997-01-03,405.03269291428006
1997-01-06,406.48394273490436
1997-01-07,408.7359774582803
1997-01-08,407.7786437434847
1997-01-09,407.0972008540836
1997-01-10,405.23337282707627
1997-01-13,406.2433377200596
1997-01-14,407.49145972684425
1997-01-15,407.76163893563387
1997-01-16,409.54439593050034
1997-01-17,409.2486727873356
1997-01-20,408.6528559675133
1997-01-21,408.7015034537019
1997-01-22,408.94950409548795
1997-01-23,407.46282209721596
1997-01-24,405.4475090925383
1997-01-27,401.49993159867216
1997-01-28,400.17861403977867
1997-01-29,400.2569047213862
1997-01-30,401.36041617243217
1997-01-31,403.4099273021484
1997-02-03,403.1344531369251
1997-02-04,403.1999560111888
1997-02-05,400.0526222134468
1997-02-06,399.21791026694706
1997-02-07,397.44513808460925
1997-02-10,397.2710099744115
1997-02-11,395.4248155190192
1997-02-12,396.66414641603245
1997-02-13,397.7798978911802
1997-02-14,398.4761235823297
1997-02-17,398.4133884846233
1997-02-18,397.936961478429
1997-02-19,397.1217326626554
1997-02-20,396.76380974795154
1997-02-21,396.078599650686
1997-02-24,397.81627596256055
1997-02-25,398.0932917476768
1997-02-26,395.4049473965952
1997-02-27,393.2254165656712
1997-02-28,391.71837251497135
1997-03-03,390.1074849766842
1997-03-04,390.4995754794716
1997-03-05,391.8231999913265
1997-03-06,391.0586734678063
1997-03-07,391.71270859216986
1997-03-10,392.76471307301017
1997-03-11,392.6599879063441
1997-03-12,389.2954016703035
1997-03-13,385.7907020303719
1997-03-14,385.0831934610775
1997-03-17,382.14806631857743
1997-03-18,380.9902153705805
1997-03-19,377.92208313623337
1997-03-20,376.547521084051
1997-03-21,378.2834781804729
1997-03-24,375.61720823829324
1997-03-25,376.42307047300517
1997-03-26,378.39962748196706
1997-03-27,377.225032454128
1997-03-28,377.27200252931897
1997-03-31,373.6231053152102
1997-04-01,369.8544161693793
1997-04-02,368.0448351654071
1997-04-03,366.79921737566036
1997-04-04,369.11282889374434
1997-04-07,368.60905679374036
1997-04-08,368.21093035607845
1997-04-09,367.39326878249244
1997-04-10,365.1806649376409
1997-04-11,361.7419758199882
1997-04-14,360.5277943585329
1997-04-15,361.5566125786661
1997-04-16,361.9249635026281
1997-04-17,363.1388868294833
1997-04-18,365.45808737119086
1997-04-21,365.0019228936962
1997-04-22,364.37107915887316
1997-04-23,365.26213452112114
1997-04-24,365.0911571034043
1997-04-25,362.09237711407235
1997-04-28,360.7223665177521
1997-04-29,362.9639643555934
1997-04-30,365.527485513574
1997-05-01,368.825105878998
1997-05-02,374.11058798064494
1997-05-05,380.87406468336104
1997-05-06,383.7397406464238
1997-05-07,383.48885906555984
1997-05-08,384.3835464352979
1997-05-09,387.17940610916935
1997-05-12,391.36926677276386
1997-05-13,391.9230654278225
1997-05-14,393.29361304508336
1997-05-15,396.0823121943916
1997-05-16,397.4151066093011
1997-05-19,397.06926733993777
1997-05-20,400.35783910905377
1997-05-21,401.32173354076133
1997-05-22,400.2874120151829
1997-05-23,403.59946193455676
1997-05-26,403.48207797061156
1997-05-27,403.96485860257025
1997-05-28,406.67003331375696
1997-05-29,407.0430470855872
1997-05-30,407.3298490311348
1997-06-02,408.20977892071784
1997-06-03,408.93393833651754
1997-06-04,408.64848778317963
1997-06-05,410.49280390067645
1997-06-06,412.0344198498149
1997-06-09,415.20204421107616
1997-06-10,414.30577794732153
1997-06-11,415.0333078767545
1997-06-12,413.8457196391631
1997-06-13,413.925539404209
1997-06-16,415.8780526668086
1997-06-17,416.2765226359513
1997-06-18,415.9393901950864
1997-06-19,417.7598873857833
1997-06-20,417.02663264114494
1997-06-23,415.6075946697172
1997-06-24,416.86485001619553
1997-06-25,418.1494160034879
1997-06-26,417.8075065382521
1997-06-27,418.25034852472834
1997-06-30,421.74737305053117
1997-07-01,420.12569548034077
1997-07-02,420.6346284330505
1997-07-03,423.0348874421963
1997-07-04,422.3888514550404
1997-07-07,422.9472855050985
1997-07-08,423.5818939752925
1997-07-09,422.5339067312261
1997-07-10,423.716158153546
1997-07-11,425.461771174558
1997-07-14,426.295154617473
1997-07-15,426.40069237072663
1997-07-16,429.4871065722127
1997-07-17,428.388449443713
1997-07-18,426.9399731446085
1997-07-21,424.6510971831203
1997-07-22,425.6971506692158
1997-07-23,426.12748580823836
1997-07-24,425.8020352812644
1997-07-25,425.20870295209403
1997-07-28,424.1110714549927
1997-07-29,424.3705785032753
1997-07-30,425.6733943115529
1997-07-31,426.8354469056186
1997-08-01,425.4352828422992
1997-08-04,424.6217673147184
1997-08-05,424.70520043891065
1997-08-06,426.1187164483597
1997-08-07,425.6611203813031
1997-08-08,424.1794763564017
1997-08-11,421.7069255791691
1997-08-12,421.30813965635724
1997-08-13,422.3816762608224
1997-08-14,421.6717346199923
1997-08-15,422.28727070182225
1997-08-18,419.28979237072747
1997-08-19,422.23939757239543
1997-08-20,426.27629340621246
1997-08-21,426.49257563309095
1997-08-22,425.04413928418575
1997-08-25,425.6243084612113
1997-08-26,426.1412117188663
1997-08-27,426.465443986572
1997-08-28,426.2950461979557
1997-08-29,424.69537977983725
1997-09-01,422.8806624247571
1997-09-02,424.38096178116746
1997-09-03,427.11465532284046
1997-09-04,427.465257480056
1997-09-05,430.5798130870405
1997-09-08,432.57576509419823
1997-09-09,434.9651268644028
1997-09-10,434.4669427194075
1997-09-11,432.7157074806054
1997-09-12,435.0681943655808
1997-09-15,435.9280297340597
1997-09-16,437.5204307803647
1997-09-17,438.464689423945
1997-09-18,438.25415711505553
1997-09-19,439.01219951956637
1997-09-22,439.7926421487889
1997-09-23,440.39465021332194
1997-09-24,441.56969801784453
1997-09-25,440.6612598655246
1997-09-26,439.41089469961923
1997-09-29,440.3346117977373
1997-09-30,442.46187854398534
1997-10-01,442.0642265828266
1997-10-02,443.2078350251953
1997-10-03,444.82893288926294
1997-10-06,446.36794723407763
1997-10-07,448.7210997094452
1997-10-08,450.3908536423854
1997-10-09,450.75011157970016
1997-10-10,450.75173267309106
1997-10-13,450.035446963678
1997-10-14,447.8742578574134
1997-10-15,447.13731042827305
1997-10-16,445.28969416195645
1997-10-17,438.5390724889837
1997-10-20,440.37115557283386
1997-10-21,443.8556764461821
1997-10-22,444.1677681931624
1997-10-23,434.8864579919829
1997-10-24,433.2812808312772
1997-10-27,413.32007399497047
1997-10-28,413.8546981081924
1997-10-29,422.09594348654485
1997-10-30,416.8388489616932
1997-10-31,421.31911999639937
1997-11-03,426.85216063476867
1997-11-04,427.6369566858954
1997-11-05,428.3932277321668
1997-11-06,426.268867267726
1997-11-07,419.6057811123054
1997-11-10,418.12723955727535
1997-11-11,416.16192143280693
1997-11-12,407.13318994523206
1997-11-13,406.5018576086103
1997-11-14,408.3889070283491
1997-11-17,415.47131300636033
1997-11-18,414.1728469871384
1997-11-19,409.9624624696314
1997-11-20,413.62870400814273
1997-11-21,413.58333606177206
1997-11-24,407.750769001593
1997-11-25,402.54406107772127
1997-11-26,401.59951306326946
1997-11-27,402.0154133412278
1997-11-28,403.63036211064065
1997-12-01,405.4283321492846
1997-12-02,404.4850528011717
1997-12-03,404.5223781511638
1997-12-04,404.16971909118314
1997-12-05,404.88967238626833
1997-12-08,406.55362373705583
1997-12-09,404.0757700952973
1997-12-10,400.99481596797284
1997-12-11,393.520396574108
1997-12-12,391.2688670969649
1997-12-15,388.126472929816
1997-12-16,389.9035308599718
1997-12-17,393.514278805909
1997-12-18,389.33415813274155
1997-12-19,386.70887399142197
1997-12-22,384.9144838252957
1997-12-23,384.5082992002228
1997-12-24,383.6700686872073
1997-12-25,383.92049501809146
1997-12-26,384.3513348841846
1997-12-29,387.4446405344757
1997-12-30,392.17756268637856
1997-12-31,395.0142398432825
1998-01-01,395.08978218239326
1998-01-02,394.4162312417978
1998-01-05,395.0908443225691
1998-01-06,392.2821340767239
1998-01-07,390.59990364707596
1998-01-08,388.65980091575227
1998-01-09,381.24422003733315
1998-01-12,375.477394522414
1998-01-13,382.462621100283
1998-01-14,385.0686732054032
1998-01-15,384.86250837410813
1998-01-16,390.574500371921
1998-01-19,392.43787827468174
1998-01-20,396.6541985209692
1998-01-21,398.09391102991793
1998-01-22,397.25912346335497
1998-01-23,399.5822352319077
1998-01-26,398.77699865925274
1998-01-27,400.30647125364004
1998-01-28,405.43922510150406
1998-01-29,406.0079424242638
1998-01-30,403.31849990208104
1998-02-02,407.8260932723485
1998-02-03,411.6601963068133
1998-02-04,415.91848728060603
1998-02-05,419.20319573542287
1998-02-06,420.7099421874911
1998-02-09,422.01676600329097
1998-02-10,425.6814219787005
1998-02-11,426.56459422206575
1998-02-12,427.46757950497056
1998-02-13,426.0537369274312
1998-02-16,425.15848491220777
1998-02-17,424.532874096667
1998-02-18,426.2728453263257
1998-02-19,426.44008502171914
1998-02-20,426.14881051993854
1998-02-23,428.9137075632154
1998-02-24,426.8954663752703
1998-02-25,429.73478002364755
1998-02-26,433.5504865404109
1998-02-27,436.6214685173073
1998-03-02,439.36557706232725
1998-03-03,439.5014520768886
1998-03-04,438.6170591890787
1998-03-05,432.8900017975413
1998-03-06,438.2969801879199
1998-03-09,437.558082029204
1998-03-10,440.0931101231649
1998-03-11,441.1191318963972
1998-03-12,442.5766179512852
1998-03-13,447.4565860755738
1998-03-16,448.63574337094144
1998-03-17,448.9395993062791
1998-03-18,448.20925027242475
1998-03-19,450.7149115715575
1998-03-20,451.20677728864337
1998-03-23,452.2365958861629
1998-03-24,453.35066764114276
1998-03-25,455.6090775803333
1998-03-26,456.97206873607496
1998-03-27,456.944792406945
1998-03-30,454.36035043323625
1998-03-31,455.6926385484835
1998-04-01,458.12558719877194
1998-04-02,457.2672930802112
1998-04-03,457.2683568121538
1998-04-06,456.4011363789772
1998-04-07,452.5896492214222
1998-04-08,454.922840710887
1998-04-09,460.5031642644308
1998-04-10,460.76698184096983
1998-04-13,459.79101444078054
1998-04-14,464.9747684072712
1998-04-15,467.8363899433774
1998-04-16,464.6027886213392
1998-04-17,465.33093813073697
1998-04-20,467.88470701814344
1998-04-21,471.1725189361229
1998-04-22,470.16975631476924
1998-04-23,464.96586887108515
1998-04-24,461.8518797960281
1998-04-27,451.4494555799313
1998-04-28,453.9048829715439
1998-04-29,457.36027281413095
1998-04-30,461.9996093328931
1998-05-01,463.48352252613205
1998-05-04,465.79637318089067
1998-05-05,464.8979866422405
1998-05-06,463.28435522881125
1998-05-07,459.72300991235124
1998-05-08,462.0729494136555
1998-05-11,460.8330341293889
1998-05-12,460.04018556836843
1998-05-13,460.1828783107075
1998-05-14,458.96632778990426
1998-05-15,457.13547131701023
1998-05-18,451.8096003282148
1998-05-19,454.98302476863364
1998-05-20,456.02208888906284
