Date,EUROPE SMALL GROWTH
1994-05-31,288.89318841438387
1994-06-30,284.46079646891354
1994-07-29,292.0785851618021
1994-08-31,297.9870195492578
1994-09-30,295.00188409443507
1994-10-31,300.0084476066601
1994-11-30,286.5117998186538
1994-12-30,289.93332204353663
1995-01-31,287.1348085714675
1995-02-28,289.9145856526542
1995-03-31,298.3422558308395
1995-04-28,301.0671649075688
1995-05-31,305.52568513293215
1995-06-30,310.48097729562255
1995-07-31,321.77015164378344
1995-08-31,312.44983172399884
1995-09-29,321.8916385481159
1995-10-31,315.7373711785148
1995-11-30,306.44612231334065
1995-12-29,313.8197824978846
1996-01-31,314.12022097792806
1996-02-29,325.54972250838995
1996-03-29,332.83157684908446
1996-04-30,337.631755241719
1996-05-31,346.2559322462763
1996-06-28,346.71493935172117
1996-07-31,340.1272616693393
1996-08-30,347.82803246915836
1996-09-30,346.3517180521796
1996-10-31,358.376932637486
1996-11-29,368.7800739162595
1996-12-31,377.7761095081742
1997-01-01,377.76842888522606
1997-01-02,375.77088822225875
1997-01-03,375.7088016627509
1997-01-06,376.1752624845998
1997-01-07,379.37193831966715
1997-01-08,380.63703010748355
1997-01-09,382.1386374859263
1997-01-10,380.3778012506253
1997-01-13,381.64296141559237
1997-01-14,382.909701587873
1997-01-15,385.0162022879443
1997-01-16,386.4717056170913
1997-01-17,384.6212530795024
1997-01-20,384.07713153046893
1997-01-21,382.7451719712871
1997-01-22,381.30486465735254
1997-01-23,379.7317913825558
1997-01-24,381.347012979293
1997-01-27,379.2173663450206
1997-01-28,376.50434254609985
1997-01-29,377.50363805964406
1997-01-30,379.62450423298134
1997-01-31,380.80583238574917
1997-02-03,381.4557266020943
1997-02-04,383.0291932623912
1997-02-05,384.553524287476
1997-02-06,385.0051344069634
1997-02-07,382.94265759751977
1997-02-10,386.67416429145146
1997-02-11,385.31158341388516
1997-02-12,383.72504459846385
1997-02-13,382.55830884832983
1997-02-14,383.3543080895721
1997-02-17,381.84001154267406
1997-02-18,381.5345481915652
1997-02-19,381.4320803498257
1997-02-20,381.6221751249917
1997-02-21,383.4406567660262
1997-02-24,386.52536899484755
1997-02-25,387.11262205136256
1997-02-26,385.0314362841138
1997-02-27,383.8837622015533
1997-02-28,383.42032029007237
1997-03-03,380.951268447348
1997-03-04,380.83562941926715
1997-03-05,381.5023375641703
1997-03-06,382.8334563945555
1997-03-07,382.6175975469731
1997-03-10,385.9719803100098
1997-03-11,386.74679752638167
1997-03-12,385.27683759871616
1997-03-13,384.8443905958322
1997-03-14,384.0153003536648
1997-03-17,383.98573919653467
1997-03-18,382.99842416521375
1997-03-19,382.54748417157106
1997-03-20,377.68688465448906
1997-03-21,380.3078912397968
1997-03-24,379.9742230122781
1997-03-25,381.4956040144668
1997-03-26,382.9617132934259
1997-03-27,386.3390542578159
1997-03-28,387.04540476812537
1997-03-31,388.89021204603455
1997-04-01,382.1259952340359
1997-04-02,381.47174624776886
1997-04-03,379.85769162317234
1997-04-04,380.22850039686074
1997-04-07,377.06447362986097
1997-04-08,377.18150181011134
1997-04-09,377.502973160665
1997-04-10,377.59386192341174
1997-04-11,377.51710886696594
1997-04-14,375.8803340882123
1997-04-15,376.50648428548135
1997-04-16,377.1518264664746
1997-04-17,378.49489978962777
1997-04-18,379.217075400618
1997-04-21,380.9994323405951
1997-04-22,379.6846782639025
1997-04-23,379.29876021926293
1997-04-24,378.73077141983657
1997-04-25,376.2377930340852
1997-04-28,375.01780175334875
1997-04-29,375.7804143538171
1997-04-30,374.55783278280893
1997-05-01,376.3849574452252
1997-05-02,375.33978912995235
1997-05-05,376.5453200544465
1997-05-06,380.0819239569927
1997-05-07,381.2546652339984
1997-05-08,381.39268921403556
1997-05-09,384.3186106405833
1997-05-12,384.95744362847176
1997-05-13,387.24020163802936
1997-05-14,388.09919553612383
1997-05-15,388.4783040025414
1997-05-16,389.77914109918856
1997-05-19,387.6434912578961
1997-05-20,389.0811019465108
1997-05-21,390.3330618612801
1997-05-22,389.33510338967494
1997-05-23,389.93735534761123
1997-05-26,391.1546789214643
1997-05-27,389.19168646770026
1997-05-28,389.6038480115975
1997-05-29,389.2837417901924
1997-05-30,386.17265592609715
1997-06-02,383.3783349014018
1997-06-03,384.55786901817055
1997-06-04,384.1147278425163
1997-06-05,384.7219893216979
1997-06-06,384.95104282728687
1997-06-09,388.6314813627818
1997-06-10,387.84340080012225
1997-06-11,388.8377540681572
1997-06-12,388.94555358949816
1997-06-13,388.080360689766
1997-06-16,389.17730511546245
1997-06-17,387.4330693966804
1997-06-18,387.0994228788952
1997-06-19,388.0085143855957
1997-06-20,387.5078095360034
1997-06-23,389.0268979735846
1997-06-24,388.3285724675174
1997-06-25,390.76987186891347
1997-06-26,390.3736497504956
1997-06-27,389.0554417570141
1997-06-30,388.1783769237397
1997-07-01,389.22687006803255
1997-07-02,388.29082964473247
1997-07-03,393.28135439051294
1997-07-04,393.88069737613307
1997-07-07,396.2180345685308
1997-07-08,395.0058214714369
1997-07-09,395.5531243054256
1997-07-10,395.5057960546084
1997-07-11,395.32264551445627
1997-07-14,393.7408402566868
1997-07-15,391.98031433950786
1997-07-16,394.4041231661079
1997-07-17,395.4861131252125
1997-07-18,394.13278806992435
1997-07-21,391.53415408693576
1997-07-22,390.51197343140575
1997-07-23,390.8922398938713
1997-07-24,388.67654164338626
1997-07-25,387.03167134621026
1997-07-28,384.7799590126991
1997-07-29,385.10598079571423
1997-07-30,384.9027071044862
1997-07-31,386.5490061509372
1997-08-01,384.4162288477812
1997-08-04,382.47949249496634
1997-08-05,380.5752463161357
1997-08-06,380.3724490354976
1997-08-07,382.1296567024348
1997-08-08,384.6584102566704
1997-08-11,385.0771353166582
1997-08-12,384.7707432814795
1997-08-13,387.3830150338248
1997-08-14,386.83944206058527
1997-08-15,392.01776922975864
1997-08-18,386.80682849004256
1997-08-19,387.7627675431631
1997-08-20,386.85002556118
1997-08-21,389.1475170464505
1997-08-22,390.2333851785516
1997-08-25,389.75686533198393
1997-08-26,391.22078634613007
1997-08-27,389.3994819983116
1997-08-28,390.892640432436
1997-08-29,389.2976360868653
1997-09-01,387.95790487371613
1997-09-02,386.14590632535476
1997-09-03,388.5367448022019
1997-09-04,388.5570319300881
1997-09-05,391.5562651221055
1997-09-08,392.1340305710552
1997-09-09,392.8673267600681
1997-09-10,393.05494226606703
1997-09-11,392.2639252874411
1997-09-12,396.5150672638766
1997-09-15,397.9150955568931
