Date,EUROPE ex EMU SMALL GROWTH
2007-05-31,1000.0
2007-06-01,1006.9418292962429
2007-06-04,1009.6629848062545
2007-06-05,1009.5733584845999
2007-06-06,991.2686066436493
2007-06-07,971.712557753123
2007-06-08,961.8883404858349
2007-06-11,967.4186093029668
2007-06-12,961.220121897247
2007-06-13,961.6399172628386
2007-06-14,977.5597250549198
2007-06-15,989.6651164093741
2007-06-18,993.4011530268971
2007-06-19,988.7281696198734
2007-06-20,996.7338126371949
2007-06-21,983.0033837685545
2007-06-22,984.4791448221007
2007-06-25,982.5758742068418
2007-06-26,979.6459232596078
2007-06-27,972.3248646514829
2007-06-28,986.8031714852576
2007-06-29,994.3463664754933
2007-07-02,1003.2011376334443
2007-07-03,1015.2438203841162
2007-07-04,1023.5101524665503
2007-07-05,1019.8530019436852
2007-07-06,1025.2499478066263
2007-07-09,1025.4768544192275
2007-07-10,1023.2812161393158
2007-07-11,1024.328149670869
2007-07-12,1034.9041950207718
2007-07-13,1039.7286712674122
2007-07-16,1040.5295377270204
2007-07-17,1034.9181538123137
2007-07-18,1033.0875085457308
2007-07-19,1044.6322982111278
2007-07-20,1041.5197411961378
2007-07-23,1038.8680376113496
2007-07-24,1023.5953883608278
2007-07-25,1002.8923818239651
2007-07-26,977.149847632443
2007-07-27,958.0464678246734
2007-07-30,965.4052849772813
2007-07-31,986.7709780195673
2007-08-01,974.3197214606737
2007-08-02,978.890774642596
2007-08-03,976.558923811182
2007-08-06,956.5444203628709
2007-08-07,965.7189726376745
2007-08-08,993.0525781734168
2007-08-09,973.416390946013
2007-08-10,943.6339223525724
2007-08-13,952.4917664824253
2007-08-14,940.1319658930123
2007-08-15,922.2930310952798
2007-08-16,876.1098773478914
2007-08-17,894.9752591963831
2007-08-20,899.7611107936973
2007-08-21,895.8224709727524
2007-08-22,920.7632292833366
2007-08-23,930.5058241345281
2007-08-24,938.4391126726356
2007-08-27,940.1964371666284
2007-08-28,927.2376129264272
2007-08-29,931.644179419542
2007-08-30,941.8919334881267
2007-08-31,957.1769544431345
2007-09-03,961.67019079079
2007-09-04,968.787763374008
2007-09-05,958.8097082335203
2007-09-06,964.0830522183079
2007-09-07,954.3165119182474
2007-09-10,943.1040500598699
2007-09-11,962.5841775340393
2007-09-12,966.1513486545809
2007-09-13,962.7074299331481
2007-09-14,943.6114111432516
2007-09-17,927.379100436215
2007-09-18,930.926410803384
2007-09-19,959.6415778406933
2007-09-20,958.5914864718545
2007-09-21,967.0429880742279
2007-09-24,964.5219048631263
2007-09-25,950.6081044102144
2007-09-26,954.5335964744817
2007-09-27,965.3201917722348
2007-09-28,974.9290842820051
2007-10-01,980.4078745834038
2007-10-02,984.6314316667111
2007-10-03,991.1850237864933
2007-10-04,992.823536078655
2007-10-05,1000.350734465153
2007-10-08,996.8844431863768
2007-10-09,1001.4899823385457
2007-10-10,1011.8431406156475
2007-10-11,1026.9397724332773
2007-10-12,1021.4749129310404
2007-10-15,1021.6226305685693
2007-10-16,1010.2433254022625
2007-10-17,1025.7080668001556
2007-10-18,1020.2970102068454
2007-10-19,1010.4357017090164
2007-10-22,983.5115379877027
2007-10-23,1006.4253375842464
2007-10-24,1001.5183550381032
2007-10-25,1017.6919692678924
2007-10-26,1024.2836133240478
2007-10-29,1030.8644117723768
2007-10-30,1026.1794418355641
2007-10-31,1045.8909621698538
2007-11-01,1035.6378713192587
2007-11-02,1031.0647906062193
2007-11-05,1022.6586998520235
2007-11-06,1033.8323179243353
2007-11-07,1031.8351546216195
2007-11-08,1028.6150037160874
2007-11-09,1008.8289291823802
2007-11-12,988.5978623706536
2007-11-13,987.6053472261106
2007-11-14,998.9433324730338
2007-11-15,977.1102226448786
2007-11-16,967.3787603567382
2007-11-19,937.2068110889132
2007-11-20,945.9685054225188
2007-11-21,919.2595853784484
2007-11-22,922.9555306070745
2007-11-23,934.6018967961127
2007-11-26,940.9409356417822
2007-11-27,931.8634726686216
2007-11-28,951.2280500896095
2007-11-29,955.5080891536657
2007-11-30,959.3933192819339
2007-12-03,952.9745684169743
2007-12-04,932.9729444621744
2007-12-05,939.5464901260963
2007-12-06,936.4616608447413
2007-12-07,944.187390220857
2007-12-10,951.6098400965925
2007-12-11,952.5212234122455
2007-12-12,956.2517089235621
2007-12-13,931.6913848014087
2007-12-14,926.4681019591054
2007-12-17,901.8662400104905
2007-12-18,905.2433507695681
2007-12-19,900.2011347692675
2007-12-20,901.3263505017048
2007-12-21,910.087367634393
2007-12-24,909.725480975817
2007-12-25,909.725480975817
2007-12-26,914.5879192962866
2007-12-27,924.3638852437368
2007-12-28,935.6555989754227
2007-12-31,934.4992840825155
2008-01-01,934.4992840825155
2008-01-02,933.9586425359155
2008-01-03,927.5692449979165
2008-01-04,912.3916569744199
2008-01-07,897.6296028097232
2008-01-08,902.7998000672991
2008-01-09,877.8440603630621
2008-01-10,862.9392677903522
2008-01-11,858.1781471222827
2008-01-14,870.8053457062186
2008-01-15,849.3983534002622
2008-01-16,819.352469230683
2008-01-17,821.5449439154387
2008-01-18,813.6871689172461
2008-01-21,767.3570011597117
2008-01-22,788.8124655799596
2008-01-23,774.737088388277
2008-01-24,809.9817563608351
2008-01-25,820.1010747206872
2008-01-28,812.6488222066073
2008-01-29,829.7476747624227
2008-01-30,828.8165296533253
2008-01-31,824.8014153642388
2008-02-01,843.6001845979578
2008-02-04,855.1184434080283
2008-02-05,831.3874288416891
2008-02-06,825.3890103405024
2008-02-07,805.0123032653528
2008-02-08,808.8004315309004
2008-02-11,804.4280152293857
2008-02-12,834.5341748855461
2008-02-13,836.8825627914183
2008-02-14,851.6704172649311
2008-02-15,840.6751340799717
2008-02-18,850.2870753154002
2008-02-19,862.3117862477627
2008-02-20,850.7278363714238
2008-02-21,868.4265023918402
2008-02-22,865.2766363218018
2008-02-25,877.2254839070556
2008-02-26,885.8197688461864
2008-02-27,899.9451709826792
2008-02-28,887.6129645911461
2008-02-29,882.5663492090097
2008-03-03,869.9382191682499
2008-03-04,865.4909622520194
2008-03-05,880.3709712897333
2008-03-06,881.4602911504554
2008-03-07,866.9799376836675
2008-03-10,852.7062821798118
2008-03-11,859.8452152440805
2008-03-12,879.1406108647676
2008-03-13,867.4253877792985
2008-03-14,862.0628834152114
2008-03-17,834.1607621641681
2008-03-18,847.5916161986772
2008-03-19,833.2551609438042
2008-03-20,816.7829786883113
2008-03-21,816.7829786883113
2008-03-24,815.7650434527445
2008-03-25,847.9251383132968
2008-03-26,853.1204461607057
2008-03-27,874.0796224267067
2008-03-28,869.3062152812862
2008-03-31,877.1815840647188
2008-04-01,884.7916763267195
2008-04-02,887.6423241388121
2008-04-03,883.4593029034866
2008-04-04,890.3400401927122
2008-04-07,895.5070040770561
2008-04-08,879.573941925648
2008-04-09,882.2982453416803
2008-04-10,878.4454246148963
2008-04-11,871.6152059908504
2008-04-14,867.7668295527812
2008-04-15,871.9014405185753
2008-04-16,892.2864883347271
2008-04-17,891.0780591305173
2008-04-18,898.6729660161259
2008-04-21,896.68685228867
2008-04-22,903.873346429762
2008-04-23,901.4478077831791
2008-04-24,885.6873129743938
2008-04-25,895.7217950748533
2008-04-28,904.043696959711
2008-04-29,890.4521005064453
2008-04-30,900.5691091878944
2008-05-01,895.1736584064355
2008-05-02,908.7362419032854
2008-05-05,909.4740614455502
2008-05-06,918.3820844313707
2008-05-07,918.2078209876005
2008-05-08,926.4149715554795
2008-05-09,917.5576114075167
2008-05-12,929.8009385718005
2008-05-13,918.3562717298507
2008-05-14,917.1250109064191
2008-05-15,924.4892374978002
2008-05-16,939.0899968052044
2008-05-19,948.4851416195037
2008-05-20,938.5275335299366
2008-05-21,945.2209286349
2008-05-22,948.1557353385306
2008-05-23,940.7256378760832
2008-05-26,938.0532299315132
2008-05-27,928.1322086639144
2008-05-28,929.6666687563094
2008-05-29,932.0188408256968
2008-05-30,930.36154551912
2008-06-02,923.7504875059544
2008-06-03,929.5875247358092
2008-06-04,918.4763455933394
2008-06-05,920.9778812375291
2008-06-06,923.3466316119112
2008-06-09,920.4030548615344
2008-06-10,899.700585732129
2008-06-11,894.4505281288072
2008-06-12,892.0336943691854
2008-06-13,893.2797927139642
2008-06-16,899.6452758148793
2008-06-17,908.340861360408
2008-06-18,896.4588539582227
2008-06-19,894.4851551127206
2008-06-20,890.3718248842347
2008-06-23,882.1072807883044
2008-06-24,878.0284053130898
2008-06-25,885.6924200987688
2008-06-26,880.3572721227292
2008-06-27,882.4802852019225
2008-06-30,886.8396506131019
2008-07-01,868.4378028072452
2008-07-02,857.5355764932799
2008-07-03,841.154255729216
2008-07-04,832.5269134861524
2008-07-07,838.3422863600291
2008-07-08,822.0141138036527
2008-07-09,832.5782048218878
2008-07-10,821.674824683205
2008-07-11,814.5532405385595
2008-07-14,816.7624148979617
2008-07-15,806.730500999314
2008-07-16,804.238201024776
2008-07-17,827.7590368299848
2008-07-18,830.5149579983072
2008-07-21,838.6102237312821
2008-07-22,836.6883309088563
2008-07-23,846.1165706584302
2008-07-24,825.524986072199
2008-07-25,818.7913495535786
2008-07-28,820.0651930330698
2008-07-29,818.0087016887018
2008-07-30,833.3056280761667
2008-07-31,837.3352188146845
2008-08-01,831.9920409160038
2008-08-04,821.5795146507695
2008-08-05,816.9044098651959
2008-08-06,823.7955583565963
2008-08-07,823.2544320020703
2008-08-08,810.8416155744761
2008-08-11,816.3721418239892
2008-08-12,801.9912421549263
2008-08-13,784.4999683697782
2008-08-14,794.116771246158
2008-08-15,790.9491969439697
2008-08-18,791.8446154773812
2008-08-19,777.6439085514372
2008-08-20,781.2039485966584
2008-08-21,795.3549037031116
2008-08-22,800.3791477053298
2008-08-25,796.3616477963221
2008-08-26,786.0348524869642
2008-08-27,791.5278368122504
2008-08-28,796.3504275493132
2008-08-29,804.3988774939514
2008-09-01,791.3560496213828
2008-09-02,785.3727177866915
2008-09-03,768.1451712945386
2008-09-04,751.8642597132992
2008-09-05,732.3612208488144
2008-09-08,744.2477344656018
2008-09-09,722.8336913025602
2008-09-10,708.5870524819641
2008-09-11,700.9475073200357
2008-09-12,724.0787736935143
2008-09-15,704.9259866824352
2008-09-16,667.7933321143056
2008-09-17,667.6938069533498
2008-09-18,676.7003492457717
2008-09-19,725.4387520006674
2008-09-22,726.5904495303665
2008-09-23,714.1172902996577
2008-09-24,706.2703834296678
2008-09-25,705.1158261247135
2008-09-26,687.9642818247319
2008-09-29,640.8559704047262
2008-09-30,636.8032601137754
2008-10-01,631.5617433468111
2008-10-02,617.3514628940214
2008-10-03,618.692278232968
2008-10-06,560.2731641244674
2008-10-07,559.7169327406602
2008-10-08,523.9013649123726
2008-10-09,527.022038577323
2008-10-10,494.43152423505745
2008-10-13,528.5681800475264
2008-10-14,546.6273511623589
2008-10-15,510.52361806806675
2008-10-16,476.07163824137666
2008-10-17,482.4251981715857
2008-10-20,489.28672717871154
2008-10-21,487.518964333815
2008-10-22,457.9764211797424
2008-10-23,445.3646134501697
2008-10-24,415.2605592640456
2008-10-27,391.1498301704254
2008-10-28,398.72821215014824
2008-10-29,438.1837570347962
2008-10-30,452.64213181105526
2008-10-31,459.38910225903066
2008-11-03,465.6019230507638
2008-11-04,496.68320226106226
2008-11-05,491.65250022801297
2008-11-06,457.4737080289496
2008-11-07,462.3016235693891
2008-11-10,470.29595654524974
2008-11-11,442.8413933532642
2008-11-12,421.70953249440726
2008-11-13,413.1530869416244
2008-11-14,415.4905138973627
2008-11-17,408.50379569817255
2008-11-18,402.61318480248974
2008-11-19,387.39407745218057
2008-11-20,367.85463496178556
2008-11-21,364.7245868558473
2008-11-24,393.21635693381245
2008-11-25,402.127868362396
2008-11-26,401.17021356883043
2008-11-27,414.20494197315423
2008-11-28,415.62705790955374
2008-12-01,387.87828976107033
2008-12-02,392.87864045278405
2008-12-03,387.75361465612684
2008-12-04,384.4225981093795
2008-12-05,369.8794103782205
2008-12-08,392.5518740335738
2008-12-09,398.6419383233503
2008-12-10,406.8767543379176
2008-12-11,413.55525462953335
2008-12-12,406.3284591108274
2008-12-15,416.8095476132447
2008-12-16,417.8458791778928
2008-12-17,427.5714012912896
2008-12-18,431.2122574102964
2008-12-19,411.64179265898287
2008-12-22,405.3299243626779
2008-12-23,408.6492834556948
2008-12-24,411.37057278377983
2008-12-25,411.37057278377983
2008-12-26,411.56056103259385
2008-12-29,414.2712151085788
2008-12-30,416.8912001543388
2008-12-31,411.53889036539044
2009-01-01,411.53889036539044
2009-01-02,429.08107054494917
2009-01-05,436.38127961346015
2009-01-06,444.7298488162996
2009-01-07,450.43854725532924
2009-01-08,449.70155979768043
2009-01-09,445.55929865335906
2009-01-12,434.5411281901191
2009-01-13,421.10247794109875
2009-01-14,408.99288799759256
2009-01-15,404.37602264933724
2009-01-16,416.6983674463254
2009-01-19,406.17166900744735
2009-01-20,389.2651317880004
2009-01-21,385.49895626529354
2009-01-22,386.73045037864375
2009-01-23,380.7505570258967
2009-01-26,398.65435155130103
2009-01-27,402.0082122980907
2009-01-28,415.7067442135258
2009-01-29,405.9363979734887
2009-01-30,406.31169317209617
2009-02-02,391.10410473287783
2009-02-03,400.36956609154214
2009-02-04,411.0970424276084
2009-02-05,413.664880886531
2009-02-06,424.9553523237784
2009-02-09,437.6859553480638
2009-02-10,426.1372029531235
2009-02-11,417.5283257056339
2009-02-12,412.31694902180067
2009-02-13,421.0413358173234
2009-02-16,413.81700780701476
2009-02-17,401.2633628580788
2009-02-18,397.9634906395702
2009-02-19,400.92111812929073
2009-02-20,389.1394302892355
2009-02-23,388.88352872492123
2009-02-24,384.3824592694178
2009-02-25,385.0560002175523
2009-02-26,389.9043319508722
2009-02-27,385.3953647940815
2009-03-02,366.8518709311213
2009-03-03,362.24000726808913
2009-03-04,376.5954435687444
2009-03-05,368.832145174899
2009-03-06,366.2296773479161
2009-03-09,356.64370185445756
2009-03-10,367.675830172456
2009-03-11,369.76545342343616
2009-03-12,371.2706645665037
2009-03-13,381.08087835644744
2009-03-16,392.1378372370187
2009-03-17,389.1050605208969
2009-03-18,388.6831350954321
2009-03-19,410.4139314055584
2009-03-20,408.37813859841947
2009-03-23,416.2800609734782
2009-03-24,419.746883011972
2009-03-25,419.3815677240266
2009-03-26,418.53242174855995
2009-03-27,409.82518902473714
2009-03-30,396.7124946093661
2009-03-31,408.3123476826854
2009-04-01,415.3313863808794
2009-04-02,437.87742251241656
2009-04-03,441.91812530838655
2009-04-06,439.95405119486753
2009-04-07,432.06853327684
2009-04-08,429.8616009168566
2009-04-09,439.36929957840954
2009-04-10,439.36929957840954
2009-04-13,443.53603877979907
2009-04-14,453.86144425907776
2009-04-15,455.27218767351803
2009-04-16,461.04847486007964
2009-04-17,463.0574921333725
2009-04-20,440.45660302434675
2009-04-21,441.56831429632507
2009-04-22,449.4065171219125
2009-04-23,455.7524366282551
2009-04-24,470.4056274516693
2009-04-27,465.7969469653919
2009-04-28,460.3406682099461
2009-04-29,475.668893083559
2009-04-30,483.9630759945429
2009-05-01,489.3072503023474
2009-05-04,500.0563623194803
2009-05-05,510.9670616338121
2009-05-06,514.0573322041325
2009-05-07,515.0889445048872
2009-05-08,520.9877218918243
2009-05-11,513.3446208500327
2009-05-12,520.2427420639601
2009-05-13,504.90713795508094
2009-05-14,505.4921724588436
2009-05-15,513.4186556704401
2009-05-18,519.9723185987062
2009-05-19,533.480129566552
2009-05-20,544.6980187251021
2009-05-21,536.9643871916712
2009-05-22,543.8380082273537
2009-05-25,544.6111019561397
2009-05-26,541.8329349316366
2009-05-27,545.119095583486
2009-05-28,541.4215079511881
2009-05-29,549.1154564912686
2009-06-01,564.5230778246112
2009-06-02,573.731183099552
2009-06-03,560.7392595086826
2009-06-04,557.0995112500538
2009-06-05,552.7867324647149
2009-06-08,546.3919304265158
2009-06-09,556.5004049555309
2009-06-10,564.5179223822211
2009-06-11,572.6558211560266
2009-06-12,567.232449309374
2009-06-15,551.5965238190813
2009-06-16,553.1172336503523
2009-06-17,537.2745975045468
2009-06-18,538.7741089222394
2009-06-19,544.4583902425009
2009-06-22,527.4808846688894
2009-06-23,527.5830843105466
2009-06-24,542.330615251612
2009-06-25,536.5211893391985
2009-06-26,547.8785065425521
2009-06-29,554.8444665840775
2009-06-30,549.8743653539119
2009-07-01,561.8769915796553
2009-07-02,548.8033080166961
2009-07-03,547.0203447126011
2009-07-06,534.770026494181
2009-07-07,534.6680028901982
2009-07-08,524.0536691989738
2009-07-09,530.2777504808179
2009-07-10,524.3976055824635
2009-07-13,528.3767245556863
2009-07-14,539.9037764596809
2009-07-15,557.3874845396749
2009-07-16,557.4605176322493
2009-07-17,555.7781074347128
2009-07-20,567.8501603281225
2009-07-21,574.1060631842082
2009-07-22,576.5573165642849
2009-07-23,585.3163185482072
2009-07-24,583.1031027504584
2009-07-27,584.0671651827506
2009-07-28,577.4670796365982
2009-07-29,575.3831765224928
