Date,EM SMALL CAP VALUE WEIGHTED
1998-12-31,999.9999999999999
1999-01-01,999.9894618745531
1999-01-04,1018.0217250388198
1999-01-05,1038.404385475481
1999-01-06,1071.108133680619
1999-01-07,1087.267723184543
1999-01-08,1101.577051715477
1999-01-11,1121.3665725501403
1999-01-12,1117.7487353087588
1999-01-13,1078.8861202079893
1999-01-14,1054.9399815549993
1999-01-15,1070.267929387546
1999-01-18,1077.9824355744747
1999-01-19,1070.9260011851081
1999-01-20,1069.513040380538
1999-01-21,1036.3003144312215
1999-01-22,1013.0458527945101
1999-01-25,988.8872210076958
1999-01-26,981.019087718525
1999-01-27,1008.0541822164043
1999-01-28,1015.9993151445474
1999-01-29,1023.2747427853047
1999-02-01,1040.5501016887902
1999-02-02,1030.74195524305
1999-02-03,1021.292486565926
1999-02-04,1018.6189882914556
1999-02-05,1014.412008072912
1999-02-08,1000.3406264893613
1999-02-09,980.8702516421093
1999-02-10,986.2367294694957
1999-02-11,996.241062606439
1999-02-12,1017.1174948409949
1999-02-15,1022.4197540236503
1999-02-16,1027.8031085548696
1999-02-17,1023.2326929274614
1999-02-18,1013.5420674843951
1999-02-19,1009.310639260286
1999-02-22,1001.7039831604403
1999-02-23,998.4647027750649
1999-02-24,993.9127521982563
1999-02-25,981.4804054237693
1999-02-26,1024.1896854610463
1999-03-01,1027.538509664457
1999-03-02,1031.5142398012315
1999-03-03,1029.487025647387
1999-03-04,1038.2152164829793
1999-03-05,1043.5550145492489
1999-03-08,1063.7979392495345
1999-03-09,1071.7161374158322
1999-03-10,1072.097480457884
1999-03-11,1099.987782687896
1999-03-12,1094.2507331164531
1999-03-15,1103.8000435749295
1999-03-16,1111.632403453762
1999-03-17,1109.119091945543
1999-03-18,1108.763396790275
1999-03-19,1132.719979764151
1999-03-22,1131.0212617114435
1999-03-23,1132.5040247925963
1999-03-24,1121.7717902513996
1999-03-25,1142.4630274407111
1999-03-26,1154.8795751371867
1999-03-29,1152.8690106747847
1999-03-30,1160.551795144848
1999-03-31,1166.9579816333498
1999-04-01,1177.0668723422577
1999-04-02,1195.0035431881804
