Date,BRIC VALUE WEIGHTED
1995-11-30,1000.0
1995-12-29,982.3266815330483
1996-01-31,1105.6895065926155
1996-02-29,1098.2824969954895
1996-03-29,1083.3115985238078
1996-04-30,1105.7695416182244
1996-05-31,1151.7989885285308
1996-06-28,1201.1732076712667
1996-07-31,1166.651425287788
1996-08-30,1161.8247537233449
1996-09-30,1146.2522785976576
1996-10-31,1196.6004574229278
1996-11-29,1205.932957695862
1996-12-31,1279.1861555625112
1997-01-01,1279.1861555625112
1997-01-02,1284.6710043270125
1997-01-03,1291.5904287017015
1997-01-06,1307.8368868704329
1997-01-07,1325.7795759305675
1997-01-08,1336.7785440510088
1997-01-09,1342.4894014414126
1997-01-10,1346.4969375422277
1997-01-13,1344.9246493946514
1997-01-14,1374.4954484173284
1997-01-15,1393.8486031720818
1997-01-16,1386.947761718415
1997-01-17,1400.372848346692
1997-01-20,1404.109418637454
1997-01-21,1410.5931050406211
1997-01-22,1407.3575808389905
1997-01-23,1415.5678818049118
1997-01-24,1398.7369564548171
1997-01-27,1409.1705461695435
1997-01-28,1425.081229926501
1997-01-29,1402.5444254352856
1997-01-30,1406.2154751698254
1997-01-31,1416.9136704135574
1997-02-03,1433.509103345596
1997-02-04,1434.5339394204932
1997-02-05,1441.3842996475057
1997-02-06,1444.249476451691
1997-02-07,1468.7097132975725
1997-02-10,1471.8377663038796
1997-02-11,1475.5540960418082
1997-02-12,1522.814370500129
1997-02-13,1523.2109581860336
1997-02-14,1527.6193237392736
1997-02-17,1541.9695909758004
1997-02-18,1554.6888527693407
1997-02-19,1531.847709451074
1997-02-20,1520.9848722618185
1997-02-21,1515.3101754929157
1997-02-24,1529.435357694176
1997-02-25,1547.7055803304434
1997-02-26,1529.297088055921
1997-02-27,1517.6499332829414
1997-02-28,1540.8737229951407
1997-03-03,1570.5972933800963
1997-03-04,1575.3774763123758
1997-03-05,1580.324518833244
1997-03-06,1579.3729523986806
1997-03-07,1588.4099137680862
1997-03-10,1604.8881165770265
1997-03-11,1609.0402487634701
1997-03-12,1573.4816024729564
1997-03-13,1573.9838959915264
1997-03-14,1593.803092210068
1997-03-17,1572.3978740261587
1997-03-18,1557.8471987334972
1997-03-19,1539.331821206028
1997-03-20,1560.7237090625063
1997-03-21,1557.8919918605459
1997-03-24,1559.8741367086336
1997-03-25,1567.0563374306544
1997-03-26,1555.061196334827
1997-03-27,1555.022441400789
1997-03-28,1549.8712975385351
1997-03-31,1495.7729355058477
1997-04-01,1507.5415657070198
1997-04-02,1519.3871812812831
1997-04-03,1523.7854015875748
1997-04-04,1558.4329031181576
1997-04-07,1580.2050623103926
1997-04-08,1576.184835976191
1997-04-09,1601.6765937450116
1997-04-10,1589.6800936953032
1997-04-11,1565.420986683534
1997-04-14,1552.8547891109883
1997-04-15,1559.7026749922989
1997-04-16,1569.8165048443445
1997-04-17,1553.6655925910122
1997-04-18,1549.2351470043436
1997-04-21,1558.9490863688893
1997-04-22,1570.8452420900185
1997-04-23,1587.7066791966527
1997-04-24,1601.9140456747255
1997-04-25,1603.9982503909412
1997-04-28,1614.7529583236994
1997-04-29,1626.0537502976358
1997-04-30,1646.0930253796103
1997-05-01,1646.0928385808202
1997-05-02,1655.7542208552834
1997-05-05,1642.4283904097333
1997-05-06,1657.96713986371
1997-05-07,1650.975420161477
1997-05-08,1667.801707868617
1997-05-09,1671.153163878179
1997-05-12,1686.2305828859085
1997-05-13,1689.2285763321602
1997-05-14,1644.005215262446
1997-05-15,1656.445579916441
1997-05-16,1663.4664818924016
1997-05-19,1665.3120773231235
1997-05-20,1683.1727302317593
1997-05-21,1686.1610528403678
1997-05-22,1678.6475873601646
1997-05-23,1676.940493880449
1997-05-26,1692.8358247629774
1997-05-27,1699.2297694867311
1997-05-28,1716.0391672759567
1997-05-29,1719.1009377315993
1997-05-30,1735.234399093052
1997-06-02,1744.151951629367
1997-06-03,1733.0096042509886
1997-06-04,1730.019703563541
1997-06-05,1743.3390915295677
1997-06-06,1766.3328574290217
1997-06-09,1767.196976565221
1997-06-10,1777.1412742044934
1997-06-11,1793.3592492349571
1997-06-12,1840.499458976994
1997-06-13,1858.3364031914946
1997-06-16,1880.4263436909205
1997-06-17,1908.494573280876
1997-06-18,1910.0261583357326
1997-06-19,1916.5496653098103
1997-06-20,1910.8810596990038
1997-06-23,1927.2852101783653
1997-06-24,1966.911932728671
1997-06-25,2004.025257270158
1997-06-26,1984.2524012368847
1997-06-27,1972.7255855548442
1997-06-30,1966.4189782900144
1997-07-01,2012.8095628445064
1997-07-02,2039.8604201099254
1997-07-03,2040.029350383163
1997-07-04,2068.8001582993925
1997-07-07,2079.681204136435
1997-07-08,2106.610703898596
1997-07-09,2115.108258111758
1997-07-10,2127.5665472900455
1997-07-11,2094.0366044529214
1997-07-14,2037.8973354977131
1997-07-15,1908.15409415496
1997-07-16,1990.0200217691981
1997-07-17,1908.780893053539
1997-07-18,1847.83627926985
1997-07-21,1860.8971133435587
1997-07-22,1963.9434021692805
1997-07-23,1993.7734286661066
1997-07-24,2006.078143561264
1997-07-25,2011.4127456008246
1997-07-28,2045.4980940833132
1997-07-29,2058.2689690876
1997-07-30,2054.112763588544
1997-07-31,2048.9532300506125
1997-08-01,1990.0766466147397
1997-08-04,1984.974685357122
1997-08-05,1980.605266579197
1997-08-06,2032.2856952797788
1997-08-07,2011.403952177365
1997-08-08,1993.6785760019454
1997-08-11,1988.0953436215725
1997-08-12,1979.280714909194
1997-08-13,1977.4884237153237
1997-08-14,1985.589573303607
1997-08-15,1930.1007465539778
1997-08-18,1903.3376327084354
1997-08-19,1904.282816514584
1997-08-20,1864.7094210626203
1997-08-21,1876.2365413999164
1997-08-22,1861.1506489477463
1997-08-25,1879.6876916215847
1997-08-26,1909.330394426372
1997-08-27,1934.682496485225
1997-08-28,1880.0239372771857
1997-08-29,1804.374918286845
1997-09-01,1741.924652268811
1997-09-02,1835.2660284825545
1997-09-03,1866.267848869736
1997-09-04,1904.0821685760334
1997-09-05,1950.3869771943935
1997-09-08,1942.3411502773477
1997-09-09,1939.7197490161736
1997-09-10,1903.1041792372973
1997-09-11,1869.398024265321
1997-09-12,1880.4189180644346
1997-09-15,1839.1029663011334
1997-09-16,1874.7821909266934
1997-09-17,1923.5176732571201
1997-09-18,1945.336407301361
1997-09-19,1942.6602887778247
1997-09-22,1944.8021267215054
1997-09-23,1922.546031390195
1997-09-24,1919.2274057173647
1997-09-25,1914.0358830400785
1997-09-26,1933.3009765392546
1997-09-29,1936.5899477166092
1997-09-30,1946.2575475528488
1997-10-01,1977.5800207209227
1997-10-02,2003.5683331142195
1997-10-03,2014.4053889962242
1997-10-06,2021.102536790752
1997-10-07,2000.7746438222227
1997-10-08,1999.0887507180441
1997-10-09,2025.9265457857127
1997-10-10,2038.7836714447599
1997-10-13,2043.1274202119594
1997-10-14,2052.3735255895745
1997-10-15,2043.9297264011743
1997-10-16,2023.8444199742194
1997-10-17,2009.3093626148036
1997-10-20,2044.2314800466468
1997-10-21,2064.4366416510375
1997-10-22,2060.4657111743363
1997-10-23,1932.58727751461
1997-10-24,1891.0900486964715
1997-10-27,1698.2127630287985
1997-10-28,1758.6184777089322
1997-10-29,1687.013518876076
1997-10-30,1558.3647434996085
1997-10-31,1561.2539113606333
1997-11-03,1647.7441012460217
1997-11-04,1701.4827088461132
1997-11-05,1688.3227848526924
1997-11-06,1636.8604718705692
1997-11-07,1549.5024047326867
1997-11-10,1565.5524885609884
1997-11-11,1540.0418049755922
1997-11-12,1402.9546118540293
1997-11-13,1419.0713789932743
1997-11-14,1495.303819630296
1997-11-17,1534.3436358421445
1997-11-18,1528.8515705126374
1997-11-19,1552.3148437343427
1997-11-20,1532.2283668841158
1997-11-21,1560.859911287835
1997-11-24,1509.1232672465233
1997-11-25,1511.5161517640813
1997-11-26,1536.7340341378188
1997-11-27,1572.0990158109578
1997-11-28,1543.72350421827
1997-12-01,1540.1801202550669
1997-12-02,1572.908694355997
1997-12-03,1591.0878345812237
1997-12-04,1628.031706646291
1997-12-05,1623.1227684201801
1997-12-08,1650.5506736123014
1997-12-09,1621.355632770106
1997-12-10,1560.8242773011598
1997-12-11,1510.3610165800274
1997-12-12,1515.3524654265627
1997-12-15,1584.7916761156189
1997-12-16,1620.9896494378336
1997-12-17,1638.773615484413
1997-12-18,1611.2675540210262
1997-12-19,1550.3363102649253
1997-12-22,1599.7460257180746
1997-12-23,1607.0797114825357
1997-12-24,1610.2028420542924
1997-12-25,1610.2028420542924
1997-12-26,1639.365888456852
