Date,EM LATAM ex BR VALUE WEIGHTED
1999-08-06,1219.5005205537148
1999-08-09,1226.263038057409
1999-08-10,1217.3054651815762
1999-08-11,1234.6370195117063
1999-08-12,1243.038064946322
1999-08-13,1263.1136822279016
1999-08-16,1256.917138000635
1999-08-17,1258.889223772811
1999-08-18,1237.0822379850215
1999-08-19,1229.8760692412807
1999-08-20,1222.8179025665322
1999-08-23,1243.9184546740657
1999-08-24,1251.562994928418
1999-08-25,1277.296135096934
1999-08-26,1274.2659149873552
1999-08-27,1258.368553042017
1999-08-30,1245.6528126045189
1999-08-31,1235.121259000677
1999-09-01,1241.5296573539194
1999-09-02,1236.7436000147445
1999-09-03,1243.508974112625
1999-09-06,1245.8431954838886
1999-09-07,1228.6644208435448
1999-09-08,1224.059256839239
1999-09-09,1234.3627431378932
1999-09-10,1260.4606441552833
1999-09-13,1266.9029018635094
1999-09-14,1259.8617466662063
1999-09-15,1253.795469165208
1999-09-16,1246.5504146744047
1999-09-17,1247.6308832560558
1999-09-20,1263.6248552982886
1999-09-21,1247.203481471427
1999-09-22,1250.798238169604
1999-09-23,1249.369688263397
1999-09-24,1249.721313995947
1999-09-27,1269.611532210819
1999-09-28,1268.989345263822
1999-09-29,1267.3882214476705
1999-09-30,1265.8962232468334
1999-10-01,1246.8351250869505
1999-10-04,1252.6300428449485
1999-10-05,1248.8163851478419
1999-10-06,1263.8472971932204
1999-10-07,1269.967124677118
1999-10-08,1276.3763404543718
1999-10-11,1279.578617462006
1999-10-12,1256.7030406057656
1999-10-13,1224.3919763986382
1999-10-14,1215.456764268992
1999-10-15,1173.8685653581274
1999-10-18,1170.1108183951294
1999-10-19,1194.5099110682245
1999-10-20,1206.2534982555053
1999-10-21,1214.1355234929108
1999-10-22,1229.489585940533
1999-10-25,1225.336038719865
1999-10-26,1219.9069722835084
1999-10-27,1218.3153350647578
1999-10-28,1242.0866221515241
1999-10-29,1272.4303988203123
1999-11-01,1275.6151289667312
1999-11-02,1287.3950565287412
1999-11-03,1331.40646084096
1999-11-04,1334.2010212871724
1999-11-05,1348.8245448040614
1999-11-08,1355.8873418310461
1999-11-09,1355.3830128507348
1999-11-10,1366.5608328894048
1999-11-11,1373.909555623396
1999-11-12,1372.6824562961895
1999-11-15,1385.9054107359368
1999-11-16,1387.647037894149
1999-11-17,1382.7070973096131
1999-11-18,1396.5213210753918
1999-11-19,1402.757653780441
1999-11-22,1383.1088174191966
1999-11-23,1383.7401347858847
1999-11-24,1392.7343888015325
1999-11-25,1409.7692166072882
1999-11-26,1409.7381815929052
1999-11-29,1402.8177343352434
1999-11-30,1383.8829986750204
1999-12-01,1389.1889575123212
1999-12-02,1408.63394789806
1999-12-03,1436.0058553601443
1999-12-06,1428.9437781599675
1999-12-07,1423.418825068548
1999-12-08,1449.850661605986
1999-12-09,1455.617730371178
1999-12-10,1464.7548356002026
1999-12-13,1455.343528216231
1999-12-14,1448.4450590940994
1999-12-15,1469.9336573256141
1999-12-16,1482.285243513488
1999-12-17,1497.6268400220529
1999-12-20,1487.1103611528406
1999-12-21,1491.9198797734857
1999-12-22,1480.507214344095
1999-12-23,1490.8141589509792
1999-12-24,1491.1522289942618
1999-12-27,1483.8001905659569
1999-12-28,1492.2383877682544
1999-12-29,1506.9177139794497
1999-12-30,1520.016011986985
1999-12-31,1520.0498757789878
2000-01-03,1520.9762382541576
2000-01-04,1441.4147052469789
2000-01-05,1459.2754401107227
2000-01-06,1448.7643648816086
2000-01-07,1497.0989947023647
2000-01-10,1538.4654275441685
2000-01-11,1509.376717827809
2000-01-12,1510.9079518372996
2000-01-13,1566.2258552322276
2000-01-14,1600.5915494084556
2000-01-17,1617.851264377302
2000-01-18,1598.2392539261568
2000-01-19,1576.178777851443
2000-01-20,1554.1544943411545
2000-01-21,1531.6183228041848
2000-01-24,1517.394523327879
2000-01-25,1512.8051783931348
2000-01-26,1521.7365637029998
2000-01-27,1514.2586420719865
2000-01-28,1482.8556114015123
2000-01-31,1468.27773478571
2000-02-01,1485.9391550100743
2000-02-02,1499.9440993032617
2000-02-03,1552.8879700601215
2000-02-04,1592.2223302897087
2000-02-07,1629.6581421536491
2000-02-08,1642.0875028915525
2000-02-09,1634.5325128838474
2000-02-10,1665.261593631539
2000-02-11,1662.091507617985
2000-02-14,1651.3242303670722
2000-02-15,1645.076033367443
2000-02-16,1648.63625175449
2000-02-17,1637.8010122567816
2000-02-18,1595.744285881971
2000-02-21,1587.362128015539
2000-02-22,1564.5996859024538
2000-02-23,1597.6055197591156
2000-02-24,1595.9415012505058
2000-02-25,1570.5892503532023
2000-02-28,1567.0582718583635
2000-02-29,1578.0891981832092
2000-03-01,1612.5677431858003
2000-03-02,1667.2724031262867
2000-03-03,1689.4342348940495
2000-03-06,1667.1276136453623
2000-03-07,1663.4397780543945
2000-03-08,1697.44916896579
2000-03-09,1708.4583026105784
2000-03-10,1684.0872981127002
2000-03-13,1656.2232657291945
2000-03-14,1632.286545760835
2000-03-15,1641.3361864089186
2000-03-16,1646.4034232231177
2000-03-17,1645.5718923111929
2000-03-20,1649.9760633012456
2000-03-21,1647.1804949720256
2000-03-22,1626.2178865475832
2000-03-23,1648.0147453657273
2000-03-24,1658.5252030553024
2000-03-27,1670.451011628865
2000-03-28,1633.2860387645528
2000-03-29,1614.0083878109544
2000-03-30,1580.8141958372044
2000-03-31,1570.7200078417172
2000-04-03,1557.8927226534784
2000-04-04,1515.9329105989125
2000-04-05,1521.604122457993
2000-04-06,1556.366146361637
2000-04-07,1584.2083544143106
2000-04-10,1556.8764843102817
2000-04-11,1525.8184229620033
2000-04-12,1493.2258697381792
2000-04-13,1469.935986305969
2000-04-14,1399.5852848265265
2000-04-17,1383.1364402022343
2000-04-18,1433.7836489738083
2000-04-19,1402.588602519221
2000-04-20,1406.4413211269616
2000-04-21,1406.4413211269616
2000-04-24,1399.4659943850459
2000-04-25,1443.3727126535348
2000-04-26,1439.3910463789398
2000-04-27,1438.8574329474511
2000-04-28,1423.4899597330739
2000-05-01,1429.3654225869125
2000-05-02,1444.631127838311
2000-05-03,1407.0048006625295
2000-05-04,1413.115085846177
2000-05-05,1407.155407256444
2000-05-08,1378.133574406097
2000-05-09,1365.745475848473
2000-05-10,1339.6283059889715
2000-05-11,1343.273436704372
2000-05-12,1377.8638448502584
2000-05-15,1399.0295906950769
2000-05-16,1408.989984234841
2000-05-17,1375.6535063429326
2000-05-18,1359.1526283631683
2000-05-19,1311.9820997622303
2000-05-22,1290.085208269503
2000-05-23,1279.7871537062574
2000-05-24,1311.9967427317279
2000-05-25,1297.222340859627
2000-05-26,1302.243508486938
2000-05-29,1311.9544192819264
2000-05-30,1353.157788604844
2000-05-31,1348.032323460465
2000-06-01,1374.3329857559356
2000-06-02,1437.2287619640288
2000-06-05,1420.308134231657
2000-06-06,1369.1399797784009
2000-06-07,1358.6748311612814
2000-06-08,1357.7260458471626
2000-06-09,1366.4976369841104
2000-06-12,1376.7182729652695
2000-06-13,1398.9856162495382
2000-06-14,1419.2385084465884
2000-06-15,1394.798382552906
2000-06-16,1373.9641905569376
2000-06-19,1372.3734103275958
2000-06-20,1365.7825762248333
2000-06-21,1379.2995300354694
2000-06-22,1352.8393514746774
2000-06-23,1343.876169624184
2000-06-26,1349.1099233838354
2000-06-27,1366.3698441103954
2000-06-28,1366.7257480847113
2000-06-29,1381.0796588097992
2000-06-30,1419.834881836716
2000-07-03,1486.7056651648131
2000-07-04,1512.8469297451477
2000-07-05,1488.501342768067
2000-07-06,1479.075384744701
2000-07-07,1500.5592345751213
2000-07-10,1512.4459404600073
2000-07-11,1500.8973298949093
2000-07-12,1524.1708328634888
2000-07-13,1524.968993859901
2000-07-14,1540.828728979823
2000-07-17,1530.8779877532618
2000-07-18,1516.7225484844512
2000-07-19,1454.123483042202
2000-07-20,1463.2202030883773
2000-07-21,1457.6114281938098
2000-07-24,1449.22324227805
2000-07-25,1457.9728990796584
2000-07-26,1444.629589513895
2000-07-27,1425.2541396370952
2000-07-28,1395.3759759449442
2000-07-31,1412.019581163203
2000-08-01,1415.8246790306657
2000-08-02,1419.4157809864514
2000-08-03,1409.9056464135197
2000-08-04,1420.656149596773
2000-08-07,1428.494618566182
2000-08-08,1428.097406337147
2000-08-09,1417.2341135364104
2000-08-10,1408.960119380865
2000-08-11,1420.1515793675208
2000-08-14,1427.6642894743065
2000-08-15,1424.9431524326951
2000-08-16,1422.7191750136444
2000-08-17,1432.7379286447933
2000-08-18,1411.2057400607375
2000-08-21,1397.0117729366307
2000-08-22,1399.1588733217832
2000-08-23,1396.8777259010394
2000-08-24,1396.002054444245
2000-08-25,1381.9200935322485
2000-08-28,1392.6982775702481
2000-08-29,1402.8009855498253
2000-08-30,1436.1667485234502
2000-08-31,1448.2268605630072
2000-09-01,1456.7017669709087
2000-09-04,1459.9899111730629
2000-09-05,1459.3532090502517
2000-09-06,1450.7252080533365
2000-09-07,1464.4475339168664
2000-09-08,1452.5189416515389
2000-09-11,1443.9662367424892
2000-09-12,1433.7654185385386
2000-09-13,1447.3112570094763
2000-09-14,1452.6468183271913
2000-09-15,1452.781045432083
2000-09-18,1411.0127825421284
2000-09-19,1412.8220431632055
2000-09-20,1422.5211103192926
2000-09-21,1398.372243139341
2000-09-22,1391.854206332477
2000-09-25,1397.0294236542716
2000-09-26,1376.0331756573416
2000-09-27,1363.4014091587233
2000-09-28,1374.9651789579748
2000-09-29,1357.254952521208
2000-10-02,1347.4300913655034
2000-10-03,1344.2383283622223
2000-10-04,1350.119392398463
2000-10-05,1350.244344311774
2000-10-06,1323.1247499818458
2000-10-09,1316.2952871751486
2000-10-10,1310.0163119774438
2000-10-11,1281.9513738365677
2000-10-12,1255.757679865052
2000-10-13,1258.4401252916507
2000-10-16,1257.1250968627783
2000-10-17,1237.5580404715517
2000-10-18,1235.3591704352543
2000-10-19,1269.4671561715113
2000-10-20,1264.3793599757166
2000-10-23,1254.3223254420589
2000-10-24,1282.4112433594466
2000-10-25,1264.7475306781864
2000-10-26,1281.2883839218819
2000-10-27,1309.6511734923185
2000-10-30,1318.789576924353
2000-10-31,1344.8487359771595
2000-11-01,1352.0322553028964
2000-11-02,1355.1945797691237
2000-11-03,1334.7570237775262
2000-11-06,1337.0565437010607
2000-11-07,1345.6352808643187
2000-11-08,1342.6367410869448
2000-11-09,1325.0995061037638
2000-11-10,1315.2091889258804
2000-11-13,1287.223882558301
2000-11-14,1315.8001527543165
2000-11-15,1324.2298163893086
2000-11-16,1318.7549310989498
2000-11-17,1335.389259955164
2000-11-20,1338.574570196176
2000-11-21,1324.2468342653933
2000-11-22,1292.498839696329
2000-11-23,1300.6819749696124
2000-11-24,1315.3237258869406
2000-11-27,1312.061846532954
2000-11-28,1285.9178481622864
2000-11-29,1282.6664144477124
2000-11-30,1246.1002509665054
2000-12-01,1246.6011549748414
2000-12-04,1232.8699711153592
2000-12-05,1274.7138921239366
2000-12-06,1275.1655043705455
2000-12-07,1270.6097818141507
2000-12-08,1270.87802576016
2000-12-11,1277.4031093129552
2000-12-12,1278.2140972248753
2000-12-13,1266.823701029836
2000-12-14,1263.958686940974
2000-12-15,1245.1340570081823
2000-12-18,1243.7039260757724
2000-12-19,1240.9138318179093
2000-12-20,1199.8809870860516
2000-12-21,1204.529523997569
2000-12-22,1218.5043547447765
2000-12-25,1218.5043547447765
2000-12-26,1225.1552958032253
2000-12-27,1227.2879496772262
2000-12-28,1230.1288158024408
2000-12-29,1237.0511395803508
2001-01-01,1237.0511395803508
2001-01-02,1224.0041931408107
2001-01-03,1257.2235293741937
2001-01-04,1298.8639996676325
2001-01-05,1282.4180340208122
2001-01-08,1289.1455528701497
2001-01-09,1303.5586587291618
2001-01-10,1287.0691050466949
2001-01-11,1304.175028840701
2001-01-12,1307.6179819778422
2001-01-15,1311.986520737163
2001-01-16,1308.3819729202207
2001-01-17,1328.3390922914843
2001-01-18,1351.1468513061473
2001-01-19,1372.4284932568453
2001-01-22,1373.4379702120589
2001-01-23,1398.7713457669495
2001-01-24,1403.0773300230408
2001-01-25,1401.8647608590834
2001-01-26,1414.494416461979
2001-01-29,1418.2325566197774
2001-01-30,1432.176129032512
2001-01-31,1434.1225046562317
2001-02-01,1437.476146176045
2001-02-02,1423.7601382340426
2001-02-05,1414.9754730338718
2001-02-06,1413.2801020051168
2001-02-07,1395.2497508496228
2001-02-08,1393.5989257953026
2001-02-09,1385.3962131741343
2001-02-12,1395.2008504407645
2001-02-13,1392.7685981557447
2001-02-14,1393.8916804651747
2001-02-15,1401.1728772586496
2001-02-16,1386.6045927729012
2001-02-19,1388.7154242686067
2001-02-20,1374.2724229390103
2001-02-21,1335.6790746593797
2001-02-22,1342.961738277676
2001-02-23,1334.4622783786035
2001-02-26,1350.10296535516
2001-02-27,1344.1880278532308
2001-02-28,1335.4861165718378
2001-03-01,1345.043098167232
2001-03-02,1366.4660844077168
2001-03-05,1377.8833111984657
2001-03-06,1389.4968796942333
2001-03-07,1406.9507131857915
2001-03-08,1414.6768932003827
2001-03-09,1398.9291582937308
2001-03-12,1356.3441821826061
2001-03-13,1357.9649556512422
2001-03-14,1333.6537432812192
2001-03-15,1331.88414104773
2001-03-16,1331.7560905740445
2001-03-19,1336.0900667481344
2001-03-20,1321.3697588337702
2001-03-21,1317.6986084179375
2001-03-22,1280.752913404504
2001-03-23,1282.0771771692557
2001-03-26,1307.8711271537588
2001-03-27,1329.4163778183736
2001-03-28,1311.6123324485288
2001-03-29,1309.0240332598162
2001-03-30,1323.6727700045315
2001-04-02,1325.4284219043973
2001-04-03,1302.7451902994735
2001-04-04,1304.0160705463766
2001-04-05,1331.3164862362705
2001-04-06,1333.958670327266
2001-04-09,1350.8993934562825
2001-04-10,1376.493981931773
2001-04-11,1377.4544114369369
2001-04-12,1374.0679452085626
2001-04-13,1373.9524832961547
2001-04-16,1358.0172621026127
2001-04-17,1375.3678171069084
2001-04-18,1403.9845613695177
2001-04-19,1373.013443994473
2001-04-20,1351.1068762745913
2001-04-23,1326.3637047076843
2001-04-24,1336.7858848329013
2001-04-25,1340.3650020359025
2001-04-26,1365.4587892095133
2001-04-27,1372.0352838517513
2001-04-30,1381.6941712941205
2001-05-01,1380.2810841229066
2001-05-02,1389.5466770465039
2001-05-03,1384.12731389064
2001-05-04,1397.8099522813595
2001-05-07,1388.971778991575
2001-05-08,1384.9152583357927
2001-05-09,1400.332001062778
2001-05-10,1404.5729511712284
2001-05-11,1401.2393917210973
2001-05-14,1394.2489673080217
2001-05-15,1394.795856008794
2001-05-16,1405.8907237062624
2001-05-17,1479.0105125936923
2001-05-18,1496.9256854932955
2001-05-21,1505.1965459089674
2001-05-22,1518.5761698767617
2001-05-23,1526.4720948480576
2001-05-24,1520.2087418600704
2001-05-25,1515.9207977054816
2001-05-28,1516.2831875651225
2001-05-29,1514.4167820027462
2001-05-30,1500.5052046721478
2001-05-31,1509.75882151367
2001-06-01,1508.3875475926056
2001-06-04,1522.0513172965448
2001-06-05,1516.6691219301524
2001-06-06,1528.2003989824493
2001-06-07,1539.5310746139373
2001-06-08,1543.0974595040377
2001-06-11,1540.8586096431504
2001-06-12,1540.1882954711373
2001-06-13,1533.629089005795
2001-06-14,1531.4228775882245
2001-06-15,1508.507568183462
2001-06-18,1484.5080815369654
2001-06-19,1454.7861439879057
2001-06-20,1467.3475256659642
2001-06-21,1486.3302075723896
2001-06-22,1483.7309921516746
2001-06-25,1488.6865552212676
2001-06-26,1486.322137745235
2001-06-27,1487.7548316983211
2001-06-28,1482.266189221199
2001-06-29,1487.139228736442
2001-07-02,1511.1290187886723
2001-07-03,1506.5037810920553
2001-07-04,1503.3719576934095
2001-07-05,1490.9596529807693
2001-07-06,1464.6889858002498
2001-07-09,1467.7974135750906
2001-07-10,1460.5691048482408
2001-07-11,1408.6350092264358
2001-07-12,1376.5070507218334
2001-07-13,1376.739299147791
2001-07-16,1367.134457514475
2001-07-17,1388.0639143857052
2001-07-18,1389.7852467936602
2001-07-19,1383.4241472333908
2001-07-20,1390.8589727430185
2001-07-23,1401.3974489345487
2001-07-24,1392.1435105097482
2001-07-25,1391.8229341148194
2001-07-26,1406.1236371430323
2001-07-27,1406.425501107354
2001-07-30,1414.9626763148292
2001-07-31,1403.6432330714788
2001-08-01,1400.7488754935844
2001-08-02,1417.6341516007076
2001-08-03,1418.004690206543
2001-08-06,1407.9064993121617
2001-08-07,1414.98226895382
2001-08-08,1424.899826743273
2001-08-09,1431.0668831147793
2001-08-10,1436.2233084469935
2001-08-13,1440.5236352979598
2001-08-14,1435.2668638183889
2001-08-15,1429.1612896494946
2001-08-16,1425.847611135455
2001-08-17,1389.3816166832737
2001-08-20,1392.1830209697112
2001-08-21,1396.6602071151099
2001-08-22,1418.3192170724915
2001-08-23,1407.5952709634248
2001-08-24,1421.317049063888
2001-08-27,1421.1908418843852
2001-08-28,1415.3661029992156
2001-08-29,1428.8054970628068
2001-08-30,1420.9653389325672
2001-08-31,1416.0316417002111
2001-09-03,1404.880810517597
2001-09-04,1398.9457265314559
2001-09-05,1385.9090283855055
2001-09-06,1358.926144425299
2001-09-07,1354.093842533538
2001-09-10,1342.0671293564963
2001-09-11,1261.7150464800923
2001-09-12,1269.0482944321782
2001-09-13,1258.5596869982844
2001-09-14,1248.4689497313493
2001-09-17,1227.8916333866944
2001-09-18,1225.8846075866238
2001-09-19,1213.6176792670262
2001-09-20,1164.5437269085264
2001-09-21,1153.7874357236362
2001-09-24,1194.7457953354422
2001-09-25,1189.655172556888
2001-09-26,1180.9104317504239
2001-09-27,1177.2791119588487
2001-09-28,1177.9794267535187
2001-10-01,1177.4724727355554
2001-10-02,1172.9701677284988
2001-10-03,1165.2164658194376
2001-10-04,1173.7562133420718
2001-10-05,1170.7861512606817
2001-10-08,1168.2996916574796
2001-10-09,1173.8906909176885
2001-10-10,1204.7449341897234
2001-10-11,1227.8723292643012
2001-10-12,1203.9689437422921
2001-10-15,1192.1300798669074
2001-10-16,1212.5579196679464
2001-10-17,1223.8720693171863
2001-10-18,1219.1829349051877
2001-10-19,1227.963551600347
2001-10-22,1223.427388271109
2001-10-23,1219.825024413333
2001-10-24,1241.2636042983738
2001-10-25,1236.3868434480303
2001-10-26,1229.8416190732491
2001-10-29,1207.59241910292
2001-10-30,1198.455172121732
2001-10-31,1204.5947478846174
2001-11-01,1210.4387637205498
2001-11-02,1211.5706332031716
2001-11-05,1229.1400065316943
2001-11-06,1227.9144704413254
2001-11-07,1228.2116067230575
2001-11-08,1232.5804649950285
2001-11-09,1221.3803886612804
2001-11-12,1208.1006297946035
2001-11-13,1226.9377388585867
2001-11-14,1242.5686736481625
2001-11-15,1252.1805291267842
2001-11-16,1239.46418197
2001-11-19,1248.2703569424193
2001-11-20,1242.0150536834212
2001-11-21,1240.3825719790268
2001-11-22,1242.7575156001874
2001-11-23,1256.9023947267808
2001-11-26,1262.0068052935671
2001-11-27,1264.3766508396427
2001-11-28,1250.6747028326683
2001-11-29,1245.2500499728592
2001-11-30,1245.5181160125364
2001-12-03,1257.8893087932183
2001-12-04,1265.2079888757892
2001-12-05,1294.999679128147
2001-12-06,1308.3975882000623
2001-12-07,1315.6767121835935
2001-12-10,1306.3359593262642
2001-12-11,1306.8117055494686
2001-12-12,1310.4544953800694
2001-12-13,1312.4681201014168
2001-12-14,1327.294642325558
2001-12-17,1335.5087460846676
2001-12-18,1336.7747444855506
2001-12-19,1344.8667553898056
2001-12-20,1368.6070132285556
2001-12-21,1391.1252482127095
2001-12-24,1392.5015711051956
2001-12-25,1392.5015711051956
2001-12-26,1389.5401785687159
2001-12-27,1393.321106927216
2001-12-28,1376.6472439840397
2001-12-31,1362.414209816838
2002-01-01,1362.414209816838
2002-01-02,1395.6413100581447
2002-01-03,1439.6382061620477
2002-01-04,1445.597216839152
2002-01-07,1364.968949405368
2002-01-08,1369.003643707617
2002-01-09,1353.227947275931
2002-01-10,1336.051630520077
2002-01-11,1331.1032603668555
2002-01-14,1334.4302748044997
2002-01-15,1364.1663377859923
2002-01-16,1359.8701390978308
2002-01-17,1334.5406257986676
2002-01-18,1355.2895032164297
2002-01-21,1382.9078301742836
2002-01-22,1377.1498911967217
2002-01-23,1404.4746049246114
2002-01-24,1398.4749627627523
2002-01-25,1405.775323619677
2002-01-28,1413.4703639270913
2002-01-29,1398.0794837049539
2002-01-30,1396.6063881412424
2002-01-31,1406.28947753895
2002-02-01,1401.8927968237508
2002-02-04,1392.4833977787182
2002-02-05,1390.000835592644
2002-02-06,1385.6530757122123
2002-02-07,1375.4798051624025
2002-02-08,1362.5204865687997
2002-02-11,1329.6967669509252
2002-02-12,1343.2104172712404
2002-02-13,1361.4933360699813
2002-02-14,1359.6750887295532
2002-02-15,1351.8704454088393
2002-02-18,1353.5257091010922
2002-02-19,1340.4459759678894
2002-02-20,1328.7874561213243
2002-02-21,1324.8341033947395
2002-02-22,1313.7683837972893
2002-02-25,1324.4212488060125
2002-02-26,1330.1234686245596
2002-02-27,1345.2084255697669
2002-02-28,1338.371659650705
2002-03-01,1365.2382676873654
2002-03-04,1384.9385337139715
2002-03-05,1384.162273523947
2002-03-06,1401.0971174794681
2002-03-07,1391.8767152809712
2002-03-08,1418.13189588972
2002-03-11,1412.7508080159635
2002-03-12,1425.0131725510057
2002-03-13,1414.3441022375184
2002-03-14,1403.8246987789428
2002-03-15,1421.2382567185373
2002-03-18,1436.667551130358
2002-03-19,1453.4337223336415
2002-03-20,1445.4998353213325
2002-03-21,1445.8148378185101
2002-03-22,1445.8417900986651
2002-03-25,1413.9569429042476
2002-03-26,1412.1274860668057
2002-03-27,1423.9670798480038
2002-03-28,1424.5009806366572
2002-03-29,1424.5009806366572
2002-04-01,1429.4828399038772
2002-04-02,1425.875843921466
2002-04-03,1404.3673230695392
2002-04-04,1409.00204291701
2002-04-05,1427.43766519613
2002-04-08,1412.2749640166637
2002-04-09,1414.1483529942316
2002-04-10,1451.7886664512846
2002-04-11,1434.9114044126825
2002-04-12,1435.7227642132425
2002-04-15,1424.5763006039037
2002-04-16,1439.1813253527223
2002-04-17,1449.0822915866004
2002-04-18,1437.473845417044
2002-04-19,1437.5402120720864
2002-04-22,1420.1695076162455
2002-04-23,1413.3405112809394
2002-04-24,1422.1841675038634
2002-04-25,1408.7213589004975
2002-04-26,1423.1975725699663
2002-04-29,1411.291595407584
2002-04-30,1429.6987326488975
2002-05-01,1418.4337803994176
2002-05-02,1430.179526775539
2002-05-03,1419.3989628630297
2002-05-06,1434.549931725645
2002-05-07,1413.8941667021027
2002-05-08,1435.5832834366454
2002-05-09,1410.5616983895156
2002-05-10,1401.6446941619872
2002-05-13,1405.7921698305227
2002-05-14,1408.7118294114312
2002-05-15,1415.3011633442752
2002-05-16,1436.02224040665
2002-05-17,1435.8303712653424
2002-05-20,1418.5552954343827
2002-05-21,1400.1170924748617
2002-05-22,1395.0755297436554
2002-05-23,1402.480621866473
2002-05-24,1390.0964666679124
