Date,BRIC HIGH DIVIDEND YIELD
1999-08-09,1192.429116796648
1999-08-10,1169.317288262879
1999-08-11,1198.159910010606
1999-08-12,1218.5277860212393
1999-08-13,1229.0520231845337
1999-08-16,1222.8510439728345
1999-08-17,1227.662395983101
1999-08-18,1194.365793642095
1999-08-19,1178.5712724374648
1999-08-20,1214.6989705347812
1999-08-23,1240.7781844244234
1999-08-24,1242.0629006163267
1999-08-25,1281.1720655828713
1999-08-26,1286.4906112765561
1999-08-27,1273.623343611702
1999-08-30,1278.698296001182
1999-08-31,1263.4478557687794
1999-09-01,1279.8627627289077
1999-09-02,1267.9094136367758
1999-09-03,1286.0191578870056
1999-09-06,1302.9498846832123
1999-09-07,1299.6634164158681
1999-09-08,1304.7561474328345
1999-09-09,1332.2391657812786
1999-09-10,1343.6030176928348
1999-09-13,1351.9136764398702
1999-09-14,1357.06899919831
1999-09-15,1337.0538558863805
1999-09-16,1323.2808001558487
1999-09-17,1333.4468509111712
1999-09-20,1357.5659825920477
1999-09-21,1326.2682296023459
1999-09-22,1330.5864098018826
1999-09-23,1314.1415429919039
1999-09-24,1321.2617764332283
1999-09-27,1317.3216067304659
1999-09-28,1292.77397046748
1999-09-29,1283.8772706505279
1999-09-30,1254.983985877435
1999-10-01,1232.8886572122192
1999-10-04,1238.848587605311
1999-10-05,1226.1179276829398
1999-10-06,1236.4503672902754
1999-10-07,1253.8753171017693
1999-10-08,1271.9816808572748
1999-10-11,1288.6293794107319
1999-10-12,1281.1235758578073
1999-10-13,1240.425489113026
1999-10-14,1234.3161661588963
1999-10-15,1196.8929079676732
1999-10-18,1183.317004848121
1999-10-19,1191.9665038608211
1999-10-20,1212.3351581936522
1999-10-21,1199.8931592030333
1999-10-22,1230.9930760468287
1999-10-25,1216.027042657406
1999-10-26,1235.5407091018803
1999-10-27,1246.6328510984113
1999-10-28,1253.7115064776501
1999-10-29,1261.2352669543752
1999-11-01,1266.6305760446382
1999-11-02,1276.2256520486303
1999-11-03,1295.657907184983
1999-11-04,1342.4322817756797
1999-11-05,1372.7266104733064
1999-11-08,1383.7804541437667
1999-11-09,1371.7016931582696
1999-11-10,1381.6444559956894
1999-11-11,1373.039884068066
1999-11-12,1383.3724840427017
1999-11-15,1391.5375808764666
1999-11-16,1393.7111555938172
1999-11-17,1355.9586988262718
1999-11-18,1387.4476555541992
1999-11-19,1423.08576940836
1999-11-22,1405.4113229897557
1999-11-23,1420.7486837066256
1999-11-24,1416.1115070322205
1999-11-25,1435.6302463625127
1999-11-26,1474.7071318589924
1999-11-29,1501.1686285199667
1999-11-30,1514.5113197305739
1999-12-01,1519.3279060011007
1999-12-02,1589.748572379934
1999-12-03,1601.3866146229902
1999-12-06,1574.6257725279086
1999-12-07,1576.753377155271
1999-12-08,1564.4413032755585
1999-12-09,1576.0924361360676
1999-12-10,1600.6021900952371
1999-12-13,1609.6626731067677
1999-12-14,1613.9000414559189
1999-12-15,1608.2340405834534
1999-12-16,1610.1540694596006
1999-12-17,1652.8120969258225
1999-12-20,1694.1688949420557
1999-12-21,1702.0240346287303
1999-12-22,1706.2558730812802
1999-12-23,1683.1454221850213
1999-12-24,1673.7717556182702
1999-12-27,1669.1007186225831
1999-12-28,1704.9053567225649
1999-12-29,1751.0407670218522
1999-12-30,1804.7958845694766
1999-12-31,1805.1053835853606
2000-01-03,1788.1202492325322
2000-01-04,1688.0391469461783
2000-01-05,1700.7464522256212
2000-01-06,1710.739879065337
2000-01-07,1745.416669177816
2000-01-10,1839.5194785746999
2000-01-11,1794.1698982166095
2000-01-12,1824.8304531919043
2000-01-13,1890.5359131674631
2000-01-14,1949.0626371552853
2000-01-17,1986.7984776689877
2000-01-18,1991.9154659102264
2000-01-19,1962.3770882007354
2000-01-20,1947.030577772308
2000-01-21,1953.2019090276524
2000-01-24,1984.6132049911398
2000-01-25,1967.9355219869444
2000-01-26,1986.6792917858163
2000-01-27,2013.6231246376378
2000-01-28,1993.8781717569434
2000-01-31,1946.558958727532
2000-02-01,1971.1126137514138
2000-02-02,2002.0531644698042
2000-02-03,2045.5772502057473
2000-02-04,2100.9640794288284
2000-02-07,2125.0729783625748
2000-02-08,2145.3121480568675
2000-02-09,2113.3973255765613
2000-02-10,2107.0220523384755
2000-02-11,2055.8715009237185
2000-02-14,2050.2967387110443
2000-02-15,2061.150237841821
2000-02-16,2040.8886350775715
2000-02-17,2038.3282357216092
2000-02-18,2001.84887837323
2000-02-21,2005.8248190558809
2000-02-22,1940.3992061177644
2000-02-23,1970.7870630076363
2000-02-24,2005.3397389682784
2000-02-25,2025.504867482532
2000-02-28,2036.9059164856696
2000-02-29,2025.8185207411382
2000-03-01,2057.0424521776276
2000-03-02,2087.6507396042684
2000-03-03,2127.5240959767207
2000-03-06,2132.158261318612
2000-03-07,2124.495888971887
2000-03-08,2060.5590770381723
2000-03-09,2028.2773671462141
2000-03-10,2003.0241817271578
2000-03-13,1943.0096611968984
2000-03-14,1987.5002072655059
2000-03-15,1965.1213549839524
2000-03-16,1954.8331712350212
2000-03-17,1943.4249668150264
2000-03-20,1940.6672398393957
2000-03-21,1991.4754109568987
2000-03-22,2016.3291380557143
2000-03-23,2015.28335996898
2000-03-24,2025.2376044402442
2000-03-27,2034.4723771931788
2000-03-28,2014.07682884359
2000-03-29,2015.060622321102
2000-03-30,1974.221346077091
2000-03-31,2013.4065856574857
2000-04-03,1991.1386249966472
2000-04-04,1943.4548141235114
2000-04-05,1921.362298033467
2000-04-06,1958.1188972102093
2000-04-07,2014.842350405989
2000-04-10,1995.5329354823311
2000-04-11,1962.7894120245107
2000-04-12,1948.7725553837886
2000-04-13,1883.9699949850333
2000-04-14,1807.339734815235
2000-04-17,1791.092872930998
2000-04-18,1868.8135954118836
2000-04-19,1840.32183333368
2000-04-20,1855.018603539293
2000-04-21,1855.538267842211
2000-04-24,1809.0836822406827
2000-04-25,1863.8148808701392
2000-04-26,1877.234029472739
2000-04-27,1868.6061640998425
2000-04-28,1905.98546163914
2000-05-01,1911.7106798238174
2000-05-02,1926.4549951252288
2000-05-03,1933.998177626793
2000-05-04,1926.9510825180141
2000-05-05,1946.9170729196685
2000-05-08,1897.6972670535702
2000-05-09,1858.3577843475898
2000-05-10,1810.34449313804
2000-05-11,1834.219468568515
2000-05-12,1815.0025555359919
2000-05-15,1849.5217565073028
2000-05-16,1917.8301526643365
2000-05-17,1896.158290430085
2000-05-18,1882.2206961362351
2000-05-19,1860.7728031866825
2000-05-22,1797.6096689698015
2000-05-23,1750.8553266793747
2000-05-24,1796.5752291009078
2000-05-25,1804.1866757634416
2000-05-26,1812.7629713056417
2000-05-29,1849.363254994828
2000-05-30,1902.671350584717
2000-05-31,1881.9392147743292
2000-06-01,1897.108432932215
2000-06-02,1939.9487275932208
2000-06-05,1939.8531170152648
2000-06-06,1896.6963817110918
2000-06-07,1929.1679510320646
2000-06-08,1957.2227666990761
2000-06-09,1964.9624001875143
2000-06-12,1943.8847621587743
2000-06-13,1946.3672234844162
2000-06-14,1955.400495488398
2000-06-15,1989.1526858947286
2000-06-16,1987.795674128522
2000-06-19,2028.9858136873127
2000-06-20,2032.4392681395302
2000-06-21,2067.5048080554484
2000-06-22,2080.467898822196
2000-06-23,2056.1374816784446
2000-06-26,2025.9799897901512
2000-06-27,1971.040683931025
2000-06-28,1994.2631482859285
2000-06-29,1953.3068912066217
2000-06-30,1960.6637688035516
2000-07-03,1994.59973478847
2000-07-04,2039.9192959458032
2000-07-05,2036.0963840256095
2000-07-06,2047.7581339836945
2000-07-07,2102.815265686777
2000-07-10,2102.5575493878273
2000-07-11,2070.290197853261
2000-07-12,2103.615505376095
2000-07-13,2065.4257735154933
2000-07-14,2079.98878924675
2000-07-17,2136.2317480318347
2000-07-18,2138.9687050143934
2000-07-19,2118.590243928505
2000-07-20,2137.6944162814525
2000-07-21,2132.888482344471
2000-07-24,2138.9227484240973
2000-07-25,2113.4082010398097
2000-07-26,2116.9069835952673
2000-07-27,2127.25268375495
2000-07-28,2112.816648246571
2000-07-31,2121.653089638542
2000-08-01,2082.075237547112
2000-08-02,2096.537411231257
2000-08-03,2158.6903259589935
2000-08-04,2180.480491239418
2000-08-07,2196.444344695107
2000-08-08,2201.7910175149746
2000-08-09,2185.0241859041002
2000-08-10,2150.1108306432975
2000-08-11,2197.60335421293
2000-08-14,2231.6641535888393
2000-08-15,2204.866575277347
2000-08-16,2162.3291501050435
2000-08-17,2167.848132505458
2000-08-18,2135.8331663334466
2000-08-21,2142.0921478658724
2000-08-22,2164.235741592191
2000-08-23,2178.2872972897558
2000-08-24,2140.8002873611704
2000-08-25,2152.8805064970234
2000-08-28,2146.3410548667193
2000-08-29,2132.326182270591
2000-08-30,2150.119151901221
2000-08-31,2158.173122779621
2000-09-01,2172.082613003324
2000-09-04,2181.971092217601
2000-09-05,2225.0470080167793
2000-09-06,2284.2891465618636
2000-09-07,2301.3116331410406
2000-09-08,2282.937970399539
2000-09-11,2294.3832756454767
2000-09-12,2265.118823429178
2000-09-13,2251.5025699875296
2000-09-14,2233.4922042242897
2000-09-15,2202.188867863642
2000-09-18,2142.8915701363753
2000-09-19,2141.4451687099795
2000-09-20,2148.2075736515258
2000-09-21,2135.2705545135614
2000-09-22,2062.1544410435213
2000-09-25,2106.0846515309718
2000-09-26,2075.129874072246
2000-09-27,2048.017369876911
2000-09-28,2067.698481851358
2000-09-29,2074.1141559966454
2000-10-02,2045.9216847009548
2000-10-03,2083.1367078141852
2000-10-04,2094.268593803178
2000-10-05,2132.474726630102
2000-10-06,2090.38954377658
2000-10-09,2073.0424050173065
2000-10-10,2072.684610613667
2000-10-11,2029.0231907141083
2000-10-12,2058.869050404341
2000-10-13,2036.3902969392188
2000-10-16,2075.089620321699
2000-10-17,2045.257021885574
2000-10-18,1984.7841746479485
2000-10-19,2018.4680968000919
2000-10-20,2006.9644511141619
2000-10-23,1945.5328961350865
2000-10-24,1914.836415785548
2000-10-25,1903.885256078601
2000-10-26,1934.454247401182
2000-10-27,1971.7965912876757
2000-10-30,1987.7315044282022
2000-10-31,1997.003570309136
2000-11-01,2001.0026709793008
2000-11-02,1992.7201390296889
2000-11-03,1978.5330823520546
2000-11-06,1991.3090192237464
2000-11-07,1993.2790776519728
2000-11-08,1993.9838371891522
2000-11-09,1965.1531323434247
2000-11-10,1966.950931888572
2000-11-13,1938.7834970685306
2000-11-14,1962.754615510903
2000-11-15,1958.31737359406
2000-11-16,1975.3925215810364
2000-11-17,1953.8469090932554
2000-11-20,2008.244749510059
2000-11-21,2068.9469139993007
2000-11-22,2047.7861175868845
2000-11-23,2017.4938133739865
2000-11-24,2019.9244299368484
2000-11-27,1978.409734115397
2000-11-28,1942.0623387907121
2000-11-29,1939.5647069945712
2000-11-30,1886.2760973149052
2000-12-01,1900.2212442054904
2000-12-04,1890.772690786253
2000-12-05,1959.0514916905986
2000-12-06,1979.4411259101928
2000-12-07,1991.681744569419
2000-12-08,2053.9770765801227
2000-12-11,2101.8600877535014
2000-12-12,2085.5711929575987
2000-12-13,2118.429222202079
2000-12-14,2074.197173481891
2000-12-15,2004.4374669393992
2000-12-18,2029.5339937170465
2000-12-19,2058.712811239041
2000-12-20,1974.7892690486767
2000-12-21,1957.4297789461693
2000-12-22,1933.5785585828633
2000-12-25,1934.030942395088
2000-12-26,1922.927867616398
2000-12-27,1956.8754770805654
2000-12-28,2007.658022621522
2000-12-29,1995.0520287258805
2001-01-01,2000.99247821842
2001-01-02,1998.9004668419739
2001-01-03,2071.7419560303156
2001-01-04,2095.428610717341
2001-01-05,2064.496801742519
2001-01-08,2078.6158939641327
2001-01-09,2128.1681338882386
2001-01-10,2132.7957352437666
2001-01-11,2096.5653608313255
2001-01-12,2103.891868449397
2001-01-15,2138.2028821792496
2001-01-16,2123.1796876426383
2001-01-17,2145.146413131205
2001-01-18,2154.2818174236663
2001-01-19,2184.4206700238187
2001-01-22,2186.0211085847486
2001-01-23,2207.1042807705853
2001-01-24,2251.959324617641
2001-01-25,2254.1519760211277
2001-01-26,2279.0680430413986
2001-01-29,2272.206840766132
2001-01-30,2253.173504445136
2001-01-31,2255.0556517384275
2001-02-01,2177.0450609078084
2001-02-02,2192.5236572765793
2001-02-05,2173.6100219958553
2001-02-06,2222.4115416834024
2001-02-07,2194.1931474954763
2001-02-08,2271.447618106036
2001-02-09,2259.820018314152
2001-02-12,2235.3962618233795
2001-02-13,2244.8924172375378
2001-02-14,2244.6536593471365
2001-02-15,2283.6782769650313
2001-02-16,2176.4057812104825
2001-02-19,2164.602661762433
2001-02-20,2203.211640992145
2001-02-21,2165.5153456021762
2001-02-22,2177.923546717801
2001-02-23,2164.612250155209
2001-02-26,2169.650688040682
2001-02-27,2147.9615955213458
2001-02-28,2137.2319363423508
2001-03-01,2145.8884125842415
2001-03-02,2150.8930836858776
2001-03-05,2163.976283156015
2001-03-06,2162.8651856896013
2001-03-07,2151.8118540882624
2001-03-08,2145.745697001802
2001-03-09,2098.276789573101
2001-03-12,2011.974730330055
2001-03-13,1999.2103518819595
2001-03-14,2000.4985631085995
2001-03-15,2007.5162159105887
2001-03-16,1994.8370576954392
2001-03-19,1958.7800775279572
2001-03-20,1996.548539690052
2001-03-21,2019.4236820153326
2001-03-22,1953.628759596408
2001-03-23,1937.1393173615998
2001-03-26,1989.915077696948
2001-03-27,1993.9802536249215
2001-03-28,2020.0906505117841
2001-03-29,2013.9384741829087
2001-03-30,1988.0394323880962
2001-04-02,1957.2300276328488
2001-04-03,1912.721093522898
2001-04-04,1872.1594135031837
2001-04-05,1923.2435012403512
2001-04-06,1924.565402543072
2001-04-09,1925.0907105940132
2001-04-10,1983.6370208878163
2001-04-11,1983.2150718456003
2001-04-12,1968.7947480515272
2001-04-13,1968.5645519474651
2001-04-16,1962.171452425063
2001-04-17,1982.1558209344025
2001-04-18,2065.372427432584
2001-04-19,1996.342966212892
2001-04-20,1900.3762357765595
2001-04-23,1924.5261753213915
2001-04-24,1929.4734980658425
2001-04-25,1912.8011539110705
2001-04-26,1948.04458770144
2001-04-27,1993.284158741872
2001-04-30,2034.064111482952
2001-05-01,2013.9665941211713
2001-05-02,2031.2683930764051
2001-05-03,2020.5294850671153
2001-05-04,2043.7243680885342
2001-05-07,2058.7448774398003
2001-05-08,2048.2192276669152
2001-05-09,2065.3830317253696
2001-05-10,2087.359532027252
2001-05-11,2064.624810081753
2001-05-14,2022.0898394297074
2001-05-15,2022.4600508126198
2001-05-16,2045.9733859359874
2001-05-17,2102.0667512599152
2001-05-18,2116.823522196254
2001-05-21,2109.9900675346116
2001-05-22,2144.6500920322337
2001-05-23,2140.2093387791533
2001-05-24,2150.157053151739
2001-05-25,2132.1640433482517
2001-05-28,2158.6837530260545
2001-05-29,2175.8036347925763
2001-05-30,2144.6314009538783
2001-05-31,2164.7602590285733
2001-06-01,2197.009579250215
2001-06-04,2210.9042303126907
2001-06-05,2218.445239000139
2001-06-06,2208.198691768169
2001-06-07,2207.2458593898227
2001-06-08,2221.823354307012
2001-06-11,2230.778257472131
2001-06-12,2179.5265503405785
2001-06-13,2159.153847753107
2001-06-14,2108.1242779060217
2001-06-15,2077.5621605094857
2001-06-18,2018.2657980368701
2001-06-19,2039.834749986303
2001-06-20,2063.70023070505
2001-06-21,2107.7769194520693
2001-06-22,2133.1769165198416
2001-06-25,2101.071866549407
2001-06-26,2097.1007004498397
2001-06-27,2078.4340030592757
2001-06-28,2107.113096296955
2001-06-29,2124.801010266858
2001-07-02,2123.6935559937388
2001-07-03,2085.4371106469125
2001-07-04,2039.4625008009864
2001-07-05,2050.714158571172
2001-07-06,1989.8856202373263
2001-07-09,1988.7238631808027
2001-07-10,1951.4676511572552
2001-07-11,1925.777641119848
2001-07-12,1955.0810360890137
2001-07-13,1948.943310599671
2001-07-16,1905.2460514559948
2001-07-17,1930.9962106971284
2001-07-18,1902.4206887504004
2001-07-19,1870.1836054379978
2001-07-20,1902.644758992421
2001-07-23,1947.678788064754
2001-07-24,1915.76371315836
2001-07-25,1883.4946660797411
2001-07-26,1889.4260129329462
2001-07-27,1908.6098567802005
2001-07-30,1918.5779795421759
2001-07-31,1944.4371528839654
2001-08-01,1893.0911554441097
2001-08-02,1881.8737334143143
2001-08-03,1869.4793072599605
2001-08-06,1898.1719655638158
2001-08-07,1913.9899268758159
2001-08-08,1896.1128513599122
2001-08-09,1848.131223081697
2001-08-10,1853.878895682573
2001-08-13,1828.6968074667031
2001-08-14,1844.3424506770477
2001-08-15,1831.1509042887474
2001-08-16,1818.4606794126248
2001-08-17,1770.1216782741146
2001-08-20,1771.105248605045
2001-08-21,1764.8764504920764
2001-08-22,1755.4936611870278
2001-08-23,1750.8053218360203
2001-08-24,1752.8219124316415
2001-08-27,1759.2795833328885
2001-08-28,1762.0149342374511
2001-08-29,1772.3451733912707
2001-08-30,1766.136762504942
2001-08-31,1765.7975060302742
2001-09-03,1741.048695475678
2001-09-04,1793.2336795592232
2001-09-05,1819.8744177958254
2001-09-06,1783.8491013897985
2001-09-07,1750.6791215938674
2001-09-10,1741.7100279098606
2001-09-11,1638.5301588544905
2001-09-12,1617.1035942432839
2001-09-13,1528.2928217827498
2001-09-14,1491.1358931918523
2001-09-17,1536.2890112877446
2001-09-18,1541.0926250873931
2001-09-19,1535.7499736579632
2001-09-20,1513.038859494609
2001-09-21,1491.497581346045
2001-09-24,1528.2479261936444
2001-09-25,1509.4472457936902
2001-09-26,1492.3197624799595
2001-09-27,1521.6789838795446
2001-09-28,1572.305737370787
2001-10-01,1538.3289374079159
2001-10-02,1521.374816684613
2001-10-03,1502.4781490044945
2001-10-04,1527.2364036160168
2001-10-05,1528.311418355551
2001-10-08,1509.6788539624654
2001-10-09,1541.2529604359474
2001-10-10,1567.5067284279476
2001-10-11,1603.339881390418
2001-10-12,1575.6320571784008
2001-10-15,1608.5606337556258
2001-10-16,1597.5151651449444
2001-10-17,1633.2973882441704
2001-10-18,1606.780254374366
2001-10-19,1619.4323065834194
2001-10-22,1676.901913685989
2001-10-23,1698.5689400048823
2001-10-24,1678.9849677364577
2001-10-25,1676.0822687028324
2001-10-26,1695.8818821440975
2001-10-29,1659.4447802554141
2001-10-30,1634.747490315674
2001-10-31,1687.818814908112
2001-11-01,1670.4776416187512
2001-11-02,1686.301105532271
2001-11-05,1769.4213043450736
2001-11-06,1766.53406667591
2001-11-07,1745.0046508780333
2001-11-08,1790.5287231092602
2001-11-09,1807.999851162385
2001-11-12,1780.165537159045
2001-11-13,1834.9157586100173
2001-11-14,1821.314534861052
2001-11-15,1828.194361903804
2001-11-16,1812.4173350092071
2001-11-19,1866.6191011430287
2001-11-20,1834.9127119584284
2001-11-21,1863.89910734531
2001-11-22,1877.0317138813723
2001-11-23,1886.0173106038787
2001-11-26,1900.857355621143
2001-11-27,1888.502513377783
2001-11-28,1828.309826694383
2001-11-29,1811.5490081917064
2001-11-30,1785.5579530319312
2001-12-03,1871.7334774670153
2001-12-04,1884.6428864689233
2001-12-05,1923.9337619489932
2001-12-06,1918.2277382303837
2001-12-07,1919.7798092575545
2001-12-10,1949.0784922357946
2001-12-11,1944.4937360831948
2001-12-12,1906.4627635278687
2001-12-13,1855.0560833174827
2001-12-14,1835.553119454193
2001-12-17,1835.0718068714912
2001-12-18,1877.6711244577298
2001-12-19,1903.5741489299876
2001-12-20,1878.7609559324706
2001-12-21,1905.9391880180501
2001-12-24,1930.9194999368715
2001-12-25,1930.9194999368715
2001-12-26,1948.1592025538168
2001-12-27,1957.5449929181536
2001-12-28,1987.4995671442282
2001-12-31,1982.4386240907365
2002-01-01,1982.593528992969
2002-01-02,1963.4735429697614
2002-01-03,2024.0565971565695
2002-01-04,2012.5459846738186
2002-01-07,2024.6705651527595
2002-01-08,2012.732766992879
2002-01-09,1985.9597782569551
2002-01-10,1937.8759080315776
2002-01-11,1920.4977954082317
2002-01-14,1872.7654313434418
2002-01-15,1882.3337848855454
2002-01-16,1886.498196410657
2002-01-17,1938.0241601017117
2002-01-18,1936.2377001377104
2002-01-21,1916.5940313651954
2002-01-22,1914.4494727255635
2002-01-23,1914.9942557770569
2002-01-24,1928.762914322558
2002-01-25,1958.8538607243136
2002-01-28,1992.0880410120565
2002-01-29,1956.0508185316107
2002-01-30,1944.644176289746
2002-01-31,2000.5717830490294
2002-02-01,2005.0559765339005
2002-02-04,1993.275076468101
2002-02-05,2005.5891016566895
2002-02-06,2025.4818229908108
2002-02-07,2005.6477705385694
2002-02-08,1985.5306855059503
2002-02-11,1983.784462782325
2002-02-12,1984.7373544924596
2002-02-13,2050.69801005969
2002-02-14,2083.433120883927
2002-02-15,2093.089296808109
2002-02-18,2100.7070346843257
2002-02-19,2090.023802643146
2002-02-20,2098.702562412701
2002-02-21,2133.766696332272
2002-02-22,2137.030790304613
2002-02-25,2187.8617621724775
2002-02-26,2199.466266564238
2002-02-27,2256.1964620616664
2002-02-28,2267.6762545147476
2002-03-01,2309.624954568153
2002-03-04,2329.189789705016
2002-03-05,2312.4425977754663
2002-03-06,2279.514812985751
2002-03-07,2254.113159472522
2002-03-08,2281.3228787055205
2002-03-11,2275.6269599303514
2002-03-12,2329.988639692142
2002-03-13,2342.5428739689332
2002-03-14,2322.3572090921994
2002-03-15,2345.3787433783223
2002-03-18,2352.0500145982946
2002-03-19,2342.3179521127113
2002-03-20,2343.14055098812
2002-03-21,2312.4520260634113
2002-03-22,2280.0487655312004
2002-03-25,2281.783964411731
2002-03-26,2326.4039284672185
2002-03-27,2349.6894570582162
2002-03-28,2351.5168239621535
2002-03-29,2351.5168239621535
2002-04-01,2370.4853715991467
2002-04-02,2364.2067505092236
2002-04-03,2360.2331769362413
2002-04-04,2363.473772449448
2002-04-05,2382.28822222135
2002-04-08,2400.9733963512695
2002-04-09,2385.2911541476024
2002-04-10,2399.272793647572
2002-04-11,2390.313896110305
2002-04-12,2391.097830561684
2002-04-15,2368.1953432392033
2002-04-16,2384.163365325388
2002-04-17,2383.386059478197
2002-04-18,2337.413740226566
2002-04-19,2332.391725734843
2002-04-22,2326.1399958908537
2002-04-23,2333.7530664555943
2002-04-24,2329.497071573507
2002-04-25,2275.0367130178965
2002-04-26,2255.791878975663
2002-04-29,2242.9087808276563
2002-04-30,2250.5857472771954
2002-05-01,2239.653013245897
2002-05-02,2208.858636914048
2002-05-03,2176.7470379056913
2002-05-06,2147.1963882342393
2002-05-07,2162.656164000751
2002-05-08,2187.6101854370736
2002-05-09,2147.498061550492
2002-05-10,2119.6928407844453
2002-05-13,2115.519869597451
2002-05-14,2142.4678685326962
2002-05-15,2137.4080113539553
2002-05-16,2194.1257390840683
2002-05-17,2168.83649547736
2002-05-20,2167.3565927561767
2002-05-21,2173.5362707654367
2002-05-22,2127.8572943394715
2002-05-23,2133.993630122803
2002-05-24,2143.448435829135
2002-05-27,2151.5627125616898
2002-05-28,2126.6968664171177
2002-05-29,2130.9278846951993
2002-05-30,2118.306526228431
2002-05-31,2100.114453945202
