Date,EM FAR EAST HIGH DIVIDEND YIELD
1999-08-05,1373.76147394622
1999-08-06,1350.8954819578396
1999-08-09,1350.6246084839029
1999-08-10,1341.8231215206506
1999-08-11,1318.6605075702594
1999-08-12,1318.3554577627938
1999-08-13,1322.0578460737302
1999-08-16,1339.9338208231106
1999-08-17,1349.3031116869179
1999-08-18,1349.6008237228657
1999-08-19,1341.0816732413336
1999-08-20,1380.7771395862335
1999-08-23,1427.9170165492185
1999-08-24,1427.2888618418822
1999-08-25,1518.9365263888562
1999-08-26,1509.0556910913274
1999-08-27,1504.9782887588526
1999-08-30,1476.6105083215878
1999-08-31,1457.238128583567
1999-09-01,1422.3892582022843
1999-09-02,1396.9842855176014
1999-09-03,1395.7877244931728
1999-09-06,1428.2014061706714
1999-09-07,1418.2706778981687
1999-09-08,1411.4981343582217
1999-09-09,1446.0044950358708
1999-09-10,1479.2533528845809
1999-09-13,1501.4324864228897
1999-09-14,1488.5723608323544
1999-09-15,1467.1655568247018
1999-09-16,1420.5200359830828
1999-09-17,1428.3052588446646
1999-09-20,1444.5296424474154
1999-09-21,1439.6390995991696
1999-09-22,1406.8362100775553
1999-09-23,1408.2889158431717
1999-09-24,1403.6631102312665
1999-09-27,1361.9385607302602
1999-09-28,1355.5298332520106
1999-09-29,1311.0878889273206
1999-09-30,1290.9440295952697
1999-10-01,1308.3162098900564
1999-10-04,1288.5073892705448
1999-10-05,1272.8849819181564
1999-10-06,1284.0402229929575
1999-10-07,1293.6757913960903
1999-10-08,1283.3202287741071
1999-10-11,1281.3825927396958
1999-10-12,1294.4212495915588
1999-10-13,1272.1780330663664
1999-10-14,1282.711533367652
1999-10-15,1264.977066016173
1999-10-18,1233.624092772494
1999-10-19,1232.0849810642435
1999-10-20,1264.4519352512184
1999-10-21,1255.8228915460536
1999-10-22,1270.5641519078724
1999-10-25,1258.312114223865
1999-10-26,1269.693211366181
1999-10-27,1272.2143601345613
1999-10-28,1288.2013558164776
1999-10-29,1282.658235163139
1999-11-01,1334.0733589792635
1999-11-02,1343.7180096729896
1999-11-03,1340.4865030161307
1999-11-04,1370.247996091491
1999-11-05,1372.0455359101145
1999-11-08,1366.0427362604296
1999-11-09,1380.9158647733457
1999-11-10,1366.3280710571937
1999-11-11,1377.7515760261854
1999-11-12,1397.0045761516378
1999-11-15,1386.3514164417518
1999-11-16,1407.3085992394751
1999-11-17,1365.4019365051543
1999-11-18,1375.7886261234496
1999-11-19,1398.0152251965328
1999-11-22,1415.0917218175077
1999-11-23,1416.7233132664642
1999-11-24,1449.1243311365465
1999-11-25,1468.0599003267853
1999-11-26,1471.6568164175624
1999-11-29,1503.181913818189
1999-11-30,1496.131225735781
1999-12-01,1498.177833787869
1999-12-02,1505.4961404308517
1999-12-03,1507.1024498079798
1999-12-06,1476.933055819303
1999-12-07,1460.859485941437
1999-12-08,1455.7533396454803
1999-12-09,1441.2399744338977
1999-12-10,1497.7837004156588
1999-12-13,1479.27713034743
1999-12-14,1466.647608537124
1999-12-15,1444.1810014458576
1999-12-16,1407.1153360520548
1999-12-17,1401.2017210416334
1999-12-20,1401.367052190736
1999-12-21,1386.5475297363712
1999-12-22,1367.6499459165861
1999-12-23,1347.792428205658
1999-12-24,1367.5347289422334
1999-12-27,1366.903015431244
1999-12-28,1404.0940400576021
1999-12-29,1409.0017058443937
1999-12-30,1422.6153913575722
1999-12-31,1423.057020507812
2000-01-03,1409.546513458722
2000-01-04,1453.4506663874527
2000-01-05,1405.001288989971
2000-01-06,1398.593199309099
2000-01-07,1430.375117364244
2000-01-10,1454.5583282194623
2000-01-11,1435.7591199966357
2000-01-12,1439.5913620318472
2000-01-13,1446.7089486390378
2000-01-14,1462.1297989637467
2000-01-17,1491.657569098566
2000-01-18,1475.687270694241
2000-01-19,1425.4420944796236
2000-01-20,1444.087324296784
2000-01-21,1442.2057539238149
2000-01-24,1470.7432150400473
2000-01-25,1426.074541322563
2000-01-26,1446.374809927265
2000-01-27,1485.255451722596
2000-01-28,1533.1784725878117
2000-01-31,1528.3414281898629
2000-02-01,1538.7019082638722
2000-02-02,1544.4107459061797
2000-02-03,1539.0075833040974
2000-02-04,1555.5745124185157
2000-02-07,1551.145349729999
2000-02-08,1532.3518941274126
2000-02-09,1521.2647336602408
2000-02-10,1516.6609736003875
2000-02-11,1489.694317198676
2000-02-14,1445.584095554565
2000-02-15,1428.9124356621485
2000-02-16,1444.0804210409858
2000-02-17,1477.264761976786
2000-02-18,1446.1215491141095
2000-02-21,1427.5260024484385
2000-02-22,1352.016336226929
2000-02-23,1373.4682743201963
2000-02-24,1371.041770301339
2000-02-25,1377.2551613468233
2000-02-28,1388.0197661697005
2000-02-29,1397.1826704404193
2000-03-01,1399.2031614826954
2000-03-02,1404.1171837483944
2000-03-03,1395.515514978054
2000-03-06,1398.7033655627115
2000-03-07,1406.4396432926208
2000-03-08,1407.6904645311668
2000-03-09,1381.275583739583
2000-03-10,1391.2276346878152
2000-03-13,1320.7672768198947
2000-03-14,1328.3744636151755
2000-03-15,1289.8135553775965
2000-03-16,1296.0958694777269
2000-03-17,1330.4613683166533
2000-03-20,1314.075407067675
2000-03-21,1349.9655735224278
2000-03-22,1359.6237292919939
2000-03-23,1362.4594988962092
2000-03-24,1359.857536618333
2000-03-27,1378.4960395753037
2000-03-28,1383.331096685107
2000-03-29,1402.7554248333831
2000-03-30,1416.1640028252907
2000-03-31,1407.1918733763885
2000-04-03,1398.1178556861596
2000-04-04,1412.4878629051
2000-04-05,1401.9176528704231
2000-04-06,1377.2400370055504
2000-04-07,1385.4459451539135
2000-04-10,1408.7330632996207
2000-04-11,1399.7069382583438
2000-04-12,1390.7686353773834
2000-04-13,1388.8695183075308
2000-04-14,1369.842798671751
2000-04-17,1258.6899991576802
2000-04-18,1318.5234246789298
2000-04-19,1330.0336001996138
2000-04-20,1333.8695993620115
2000-04-21,1337.9835161912306
2000-04-24,1309.8846173148029
2000-04-25,1330.6066687377574
2000-04-26,1297.6500878338431
2000-04-27,1318.7294273690209
2000-04-28,1335.3115765787745
2000-05-01,1335.0876748431454
2000-05-02,1324.6786080427873
2000-05-03,1340.5411046749716
2000-05-04,1350.2382351902397
2000-05-05,1368.7049889430466
2000-05-08,1355.8852548543477
2000-05-09,1346.9649265121905
2000-05-10,1326.9292434960792
2000-05-11,1317.1176443809682
2000-05-12,1319.6444369691965
2000-05-15,1292.5133994210757
2000-05-16,1318.3096368152721
2000-05-17,1347.6676917057657
2000-05-18,1328.7655039731692
2000-05-19,1339.1335566577748
2000-05-22,1260.3171766796995
2000-05-23,1260.2552585020458
2000-05-24,1261.4276584996696
2000-05-25,1269.4883025626327
2000-05-26,1221.5538764534037
2000-05-29,1214.7855679385073
2000-05-30,1231.7676798861821
2000-05-31,1257.241852035537
2000-06-01,1253.5421507961203
2000-06-02,1263.132125197321
2000-06-05,1299.6861431232312
2000-06-06,1275.3833137429551
2000-06-07,1285.104548855785
2000-06-08,1271.0102241571553
2000-06-09,1312.5254999604063
2000-06-12,1313.2312472805302
2000-06-13,1266.4735961150325
2000-06-14,1271.8757697808076
2000-06-15,1261.9416137028259
2000-06-16,1249.578373867851
2000-06-19,1245.9650072572108
2000-06-20,1272.0547257826072
2000-06-21,1281.6707853072987
2000-06-22,1289.1801125612128
2000-06-23,1289.3219154129422
2000-06-26,1285.9191242484299
2000-06-27,1284.3333267276626
2000-06-28,1280.9391669357221
2000-06-29,1260.1158764563402
2000-06-30,1268.735590817631
2000-07-03,1291.960263172192
2000-07-04,1278.3069376325277
2000-07-05,1298.083792465466
2000-07-06,1310.496292024291
2000-07-07,1320.998091222235
2000-07-10,1325.8675429016218
2000-07-11,1320.2463370483663
2000-07-12,1325.4857591690463
2000-07-13,1347.3764285245657
2000-07-14,1338.510416134097
2000-07-17,1350.341294588813
2000-07-18,1329.9901155426107
2000-07-19,1346.7287491225322
2000-07-20,1343.8963420367052
2000-07-21,1343.625544168365
2000-07-24,1319.643862647271
2000-07-25,1298.657521442043
2000-07-26,1300.2919486932083
2000-07-27,1308.6318453053589
2000-07-28,1314.4567949247912
2000-07-31,1321.7716373303867
2000-08-01,1323.564959055173
2000-08-02,1349.5548853758596
2000-08-03,1356.2812179622747
2000-08-04,1343.8976678920885
2000-08-07,1316.202631058926
2000-08-08,1324.6528738275315
2000-08-09,1367.8239934763265
2000-08-10,1364.6422756041661
2000-08-11,1373.4433986268148
2000-08-14,1383.1063369395501
2000-08-15,1370.5356405933
2000-08-16,1377.2019546896909
2000-08-17,1377.1219090685897
2000-08-18,1377.7616917095015
2000-08-21,1384.8751595185536
2000-08-22,1399.2394316457237
2000-08-23,1384.4525230704169
2000-08-24,1358.9824594513211
2000-08-25,1354.8349020216012
2000-08-28,1347.6682522747833
2000-08-29,1352.3658240727386
2000-08-30,1339.4218366540238
2000-08-31,1337.3312034750631
2000-09-01,1319.9313899550984
2000-09-04,1338.5387842842345
2000-09-05,1361.724511978475
2000-09-06,1357.6566602264677
2000-09-07,1354.5957746279767
2000-09-08,1343.8944802719873
2000-09-11,1343.405556729003
2000-09-12,1333.8072315946217
2000-09-13,1325.8387462014348
2000-09-14,1319.476162942981
2000-09-15,1301.6412559817804
2000-09-18,1238.5455417623743
2000-09-19,1211.216360045113
2000-09-20,1253.4217148454961
2000-09-21,1247.2536881334636
2000-09-22,1166.5400079393537
2000-09-25,1224.7494625153731
2000-09-26,1220.9203485166545
2000-09-27,1232.9131810343933
2000-09-28,1226.3836548631411
2000-09-29,1230.5150282172992
2000-10-02,1193.3841445287198
2000-10-03,1211.6488846872112
2000-10-04,1222.8958147509356
2000-10-05,1228.4106117502895
2000-10-06,1238.8708160224367
2000-10-09,1208.7967891161195
2000-10-10,1207.108237693638
2000-10-11,1170.4996279480008
2000-10-12,1164.4995688957463
2000-10-13,1156.6692915624603
2000-10-16,1182.228839509734
2000-10-17,1149.5891531197244
2000-10-18,1132.8603531237025
2000-10-19,1113.5274401204374
2000-10-20,1163.6504326174781
2000-10-23,1160.4166429115521
2000-10-24,1181.9591649476577
2000-10-25,1194.6720606280617
2000-10-26,1186.5216765841858
2000-10-27,1156.9316724775717
2000-10-30,1149.926729385023
2000-10-31,1151.1903545372654
2000-11-01,1163.146812682674
2000-11-02,1177.7411919841127
2000-11-03,1181.0052004972051
2000-11-06,1181.4418869134297
2000-11-07,1190.7434258647017
2000-11-08,1203.9325185759283
2000-11-09,1205.4031756827032
2000-11-10,1209.7145646427384
2000-11-13,1169.3983547154503
2000-11-14,1188.3339982970651
2000-11-15,1183.8813734490811
2000-11-16,1169.2578557815477
2000-11-17,1154.2424851774847
2000-11-20,1119.3316886279765
2000-11-21,1123.6742331763671
2000-11-22,1108.836926306815
2000-11-23,1091.4039619042312
2000-11-24,1119.2504038931813
2000-11-27,1119.8468858915935
2000-11-28,1100.4287716208694
2000-11-29,1079.5482931518932
2000-11-30,1047.0158730854193
2000-12-01,1056.169403105239
2000-12-04,1021.1940452714516
2000-12-05,1046.6578219615415
2000-12-06,1057.4482287236679
2000-12-07,1059.4230481728223
2000-12-08,1077.7941030639554
2000-12-11,1100.3975432792947
2000-12-12,1094.6912641794447
2000-12-13,1098.8843529757967
2000-12-14,1073.1679180422998
2000-12-15,1041.429325637832
2000-12-18,1028.2983408516704
2000-12-19,1036.372736984725
2000-12-20,1002.9524134009405
2000-12-21,980.8468133140566
2000-12-22,968.4805638972607
2000-12-25,968.543389860241
2000-12-26,954.1236697794051
2000-12-27,941.3943026083441
2000-12-28,963.7510374330221
2000-12-29,946.541998182571
2001-01-01,950.7783167115988
2001-01-02,956.8330868565074
2001-01-03,949.9554318089
2001-01-04,987.5775085155076
2001-01-05,1006.6259585648218
2001-01-08,1009.4177566619462
2001-01-09,1035.3239379855083
2001-01-10,1020.0447984446707
2001-01-11,997.6504239470404
2001-01-12,1011.3606330457801
2001-01-15,1028.4124668738245
2001-01-16,1045.5220528369116
2001-01-17,1057.72233404584
2001-01-18,1067.759371466888
2001-01-19,1094.8753202240478
2001-01-22,1108.1569168565265
2001-01-23,1104.2241519007036
2001-01-24,1123.4775288099786
2001-01-25,1127.0748825576225
2001-01-26,1113.5985373749038
2001-01-29,1116.2408107757362
2001-01-30,1110.7218799216596
2001-01-31,1136.19193326796
2001-02-01,1115.762112063807
2001-02-02,1136.3150442024826
2001-02-05,1094.3306736169009
2001-02-06,1105.1171994859812
2001-02-07,1092.0676506152636
2001-02-08,1115.4248673640077
2001-02-09,1116.7191711579417
2001-02-12,1114.0266945943167
2001-02-13,1134.7190649998684
2001-02-14,1137.6665043846915
2001-02-15,1164.6226066833622
2001-02-16,1141.794203961862
2001-02-19,1124.4658951358606
2001-02-20,1164.6938651570674
2001-02-21,1149.8337494228897
2001-02-22,1137.0385696947137
2001-02-23,1140.0811998735066
2001-02-26,1141.8040800079195
2001-02-27,1122.8164313388124
2001-02-28,1119.193541206093
2001-03-01,1088.769766901316
2001-03-02,1071.959732026352
2001-03-05,1083.8542514457447
2001-03-06,1084.886576416101
2001-03-07,1080.0918739962751
2001-03-08,1077.7745531781866
2001-03-09,1067.4558090488597
2001-03-12,1036.892335560988
2001-03-13,1028.8576871116145
2001-03-14,1041.2783684440506
2001-03-15,1046.9257382099038
2001-03-16,1059.6911978955882
2001-03-19,1043.2122676158478
2001-03-20,1025.9804176787916
2001-03-21,1034.9549857683535
2001-03-22,1039.2880599125792
2001-03-23,1039.5768981845029
2001-03-26,1052.873431790796
2001-03-27,1040.103897101614
2001-03-28,1052.4669185708663
2001-03-29,1048.9055458467046
2001-03-30,1039.1145306412388
2001-04-02,1021.6572774293469
2001-04-03,997.8979123189267
2001-04-04,957.2999507670446
2001-04-05,963.7565994690797
2001-04-06,975.0423865535034
2001-04-09,956.5752598799073
2001-04-10,969.9878945477751
2001-04-11,998.7370335559737
2001-04-12,991.2157078554064
2001-04-13,992.1518606768643
2001-04-16,992.6863957997349
2001-04-17,995.2170455824016
2001-04-18,1028.3520769944996
2001-04-19,1028.631412509519
2001-04-20,1002.8097036928415
2001-04-23,1011.9541026268031
2001-04-24,1016.4408615305133
2001-04-25,1016.5425239876557
2001-04-26,1005.1277789198529
2001-04-27,1009.9796223404438
2001-04-30,1027.3350668705234
2001-05-01,1023.116884738942
2001-05-02,1033.2303008099204
2001-05-03,1038.2021784353153
2001-05-04,1030.0320831418549
2001-05-07,1040.6611924871827
2001-05-08,1033.5546688698641
2001-05-09,1040.0893587882422
2001-05-10,1037.5581083656348
2001-05-11,1060.4156486298814
2001-05-14,1053.9424652104783
2001-05-15,1048.953126770964
2001-05-16,1034.108712721471
2001-05-17,1062.5779777731743
2001-05-18,1067.6352555865553
2001-05-21,1074.5393270447166
2001-05-22,1087.6234898780551
2001-05-23,1121.544464322395
2001-05-24,1127.3468684196762
2001-05-25,1122.9874552674657
2001-05-28,1109.6867766322712
2001-05-29,1123.4962529622812
2001-05-30,1116.4706933794973
2001-05-31,1119.2316556570195
2001-06-01,1113.9809145242214
2001-06-04,1119.1788526783553
2001-06-05,1120.8979240143435
2001-06-06,1125.3748031504122
2001-06-07,1115.5171530910336
2001-06-08,1133.174982741428
2001-06-11,1137.85276276879
2001-06-12,1126.055359581569
2001-06-13,1117.0381639639334
2001-06-14,1095.254806004298
2001-06-15,1095.797312992229
2001-06-18,1084.4579853770447
2001-06-19,1090.7458567578012
2001-06-20,1093.5166821416587
2001-06-21,1095.8563893178602
2001-06-22,1093.1408424452027
2001-06-25,1087.0396689120582
2001-06-26,1081.7424957050139
2001-06-27,1089.0931694535868
2001-06-28,1089.2040756942085
2001-06-29,1116.0139381871727
2001-07-02,1104.2691377247104
2001-07-03,1102.236967099498
2001-07-04,1096.2160259829366
2001-07-05,1110.5489074418517
2001-07-06,1095.9746923501016
2001-07-09,1079.312073252216
2001-07-10,1067.6264876301886
2001-07-11,1042.2044758850886
2001-07-12,1057.0918450393574
2001-07-13,1038.4368557725666
2001-07-16,1018.214473175668
2001-07-17,1014.8040253146527
2001-07-18,973.2483189796834
2001-07-19,968.3243857810655
2001-07-20,963.5985748127679
2001-07-23,955.808848667324
2001-07-24,940.1537934789147
2001-07-25,941.8087370227021
2001-07-26,957.5462609846091
2001-07-27,966.8911771097872
2001-07-30,958.0835602687431
2001-07-31,957.5286729420119
2001-08-01,964.721023168755
2001-08-02,978.3151046630413
2001-08-03,978.0157823879784
2001-08-06,974.650676078171
2001-08-07,972.8869550164675
2001-08-08,987.6287851245356
2001-08-09,958.6724143065328
2001-08-10,958.3885919745677
2001-08-13,965.6016782723896
2001-08-14,982.5437215044659
2001-08-15,970.7947856994215
2001-08-16,985.9775619523241
2001-08-17,974.4488215946277
2001-08-20,966.7620797575167
2001-08-21,972.1783637351506
2001-08-22,965.4686861286633
2001-08-23,967.2431425717189
2001-08-24,961.4704262026681
2001-08-27,980.9092498198379
2001-08-28,974.3016705183517
2001-08-29,982.1130686714401
2001-08-30,987.7053437096389
2001-08-31,980.1250402942818
2001-09-03,975.0623533348794
2001-09-04,1002.5470771190082
2001-09-05,1000.5854540315789
2001-09-06,995.6642818773474
2001-09-07,978.0401229084374
2001-09-10,972.231477498758
2001-09-11,950.124548585819
2001-09-12,906.1645506087166
2001-09-13,900.2287876913114
2001-09-14,858.8046879431743
2001-09-17,838.8538826119806
2001-09-18,842.3062066487365
2001-09-19,849.436861291616
2001-09-20,841.6239484638052
2001-09-21,832.2538438364325
2001-09-24,835.6904830424761
2001-09-25,816.2608076207678
2001-09-26,827.5081700590875
2001-09-27,829.6710093133074
2001-09-28,854.4563379195853
2001-10-01,848.2672740908919
2001-10-02,838.7433918821492
2001-10-03,837.3389033094037
2001-10-04,867.80683558176
2001-10-05,867.2413353360671
2001-10-08,854.7204869315129
2001-10-09,871.262967103353
2001-10-10,874.7866416112957
2001-10-11,898.7461973322339
2001-10-12,883.8959753942501
2001-10-15,875.1445006337672
2001-10-16,883.4903667118567
2001-10-17,890.5157676588497
2001-10-18,887.3838652659217
2001-10-19,893.7625454755353
2001-10-22,904.3080211872584
2001-10-23,914.1263595121983
2001-10-24,925.1514292342181
2001-10-25,924.7329746808667
2001-10-26,934.6149113987633
2001-10-29,918.7987143208986
2001-10-30,901.601238438841
2001-10-31,910.0400930238478
2001-11-01,904.3717359891072
2001-11-02,910.755996110067
2001-11-05,929.2804451661323
2001-11-06,930.6905284513248
2001-11-07,926.0738193904798
2001-11-08,942.9735917359495
2001-11-09,959.5172257383998
2001-11-12,967.3070045678269
2001-11-13,980.8564184097073
2001-11-14,995.4305011029637
2001-11-15,1015.6798591895375
2001-11-16,1017.7595395985848
2001-11-19,1040.3703372136422
2001-11-20,1035.7059715495684
2001-11-21,1053.5671823953899
2001-11-22,1057.530909410558
2001-11-23,1083.298646593017
2001-11-26,1109.4736845879945
2001-11-27,1085.8676969512474
2001-11-28,1036.3438893478115
2001-11-29,1040.1224936470517
2001-11-30,1039.6967104179398
2001-12-03,1060.1596892821526
2001-12-04,1062.1830283490929
2001-12-05,1094.8529812523873
2001-12-06,1107.7285949378088
2001-12-07,1134.8259473039402
2001-12-10,1120.2572504345467
2001-12-11,1112.0708438653917
2001-12-12,1126.1141418850866
2001-12-13,1114.1045870521139
2001-12-14,1103.8733142355507
2001-12-17,1087.803831172949
2001-12-18,1079.0339889841437
2001-12-19,1069.7737050027404
2001-12-20,1084.9645553401838
2001-12-21,1070.5967231545258
2001-12-24,1085.3149348005431
2001-12-25,1098.5602612017258
2001-12-26,1099.6960688341537
2001-12-27,1094.7718465982277
2001-12-28,1118.2410306040892
2001-12-31,1122.3723603629537
2002-01-01,1122.3723603629537
2002-01-02,1122.8365597956192
2002-01-03,1135.767090107564
2002-01-04,1161.2950357807536
2002-01-07,1188.2264850335073
2002-01-08,1172.866995950964
2002-01-09,1186.325004515289
2002-01-10,1167.9607483048671
2002-01-11,1166.1971903849976
2002-01-14,1164.4981449678626
2002-01-15,1148.327988250705
2002-01-16,1152.2903725936392
2002-01-17,1159.8467121130102
2002-01-18,1158.2942766690014
2002-01-21,1179.4274332772673
2002-01-22,1172.436969104257
2002-01-23,1184.976480319055
2002-01-24,1210.7906371022593
2002-01-25,1257.5405265021664
2002-01-28,1275.1989793883429
2002-01-29,1265.7026332143926
2002-01-30,1249.0835238935722
2002-01-31,1270.0640350419712
2002-02-01,1258.8587776728564
2002-02-04,1245.458363942836
2002-02-05,1244.8049557124189
2002-02-06,1249.2248484207153
2002-02-07,1237.1141175666442
2002-02-08,1240.8156417959551
2002-02-11,1235.6164944625693
2002-02-12,1237.9778893909668
2002-02-13,1243.6681456915583
2002-02-14,1290.5962179711357
2002-02-15,1290.8130694766605
2002-02-18,1301.7549381578547
2002-02-19,1283.7157557068454
2002-02-20,1272.0398926864616
2002-02-21,1277.0163483741871
2002-02-22,1274.0123046360638
2002-02-25,1268.5314337491982
2002-02-26,1270.112340631859
2002-02-27,1307.4677261751463
2002-02-28,1304.0281525462667
2002-03-01,1306.8568475410948
2002-03-04,1323.4220953297588
2002-03-05,1332.2437989823552
2002-03-06,1337.9456243723725
2002-03-07,1324.0268045715989
2002-03-08,1328.3120000301062
2002-03-11,1345.696749467609
2002-03-12,1370.8588072955458
2002-03-13,1367.4327687277876
2002-03-14,1356.6762809255329
2002-03-15,1355.5983911277913
2002-03-18,1366.2277249336084
2002-03-19,1368.2482436435787
2002-03-20,1369.0276545147096
2002-03-21,1372.1334741465155
2002-03-22,1388.4681255766225
2002-03-25,1383.6440056244166
2002-03-26,1390.4625200683201
2002-03-27,1417.816662417182
2002-03-28,1419.9786654991294
2002-03-29,1412.1473248640461
2002-04-01,1388.920649571457
2002-04-02,1412.5032956352516
2002-04-03,1433.3937404973956
2002-04-04,1435.813266978559
2002-04-05,1445.6054031732983
2002-04-08,1449.265097922522
2002-04-09,1426.3212327332883
2002-04-10,1398.5112103464755
2002-04-11,1399.3105769535673
2002-04-12,1422.9125364347856
2002-04-15,1444.498519805647
2002-04-16,1449.5345832360388
2002-04-17,1479.4935595199129
2002-04-18,1479.9767562620277
2002-04-19,1486.9585088656272
2002-04-22,1514.388390924772
2002-04-23,1508.4007646492353
2002-04-24,1496.40686677723
2002-04-25,1446.202791783624
2002-04-26,1455.323912559275
2002-04-29,1428.8498062414174
2002-04-30,1421.5774092790953
2002-05-01,1413.9683376428645
2002-05-02,1432.5892273886348
2002-05-03,1433.4208708948524
2002-05-06,1391.7573180561587
2002-05-07,1394.0010207280518
2002-05-08,1414.6118590207948
2002-05-09,1417.1496047638109
2002-05-10,1397.2667651590816
2002-05-13,1402.790683922011
2002-05-14,1423.4992266159609
2002-05-15,1448.0281136557956
2002-05-16,1440.2119565349008
2002-05-17,1441.196936161635
2002-05-20,1427.328980843146
2002-05-21,1404.0225322976605
2002-05-22,1415.7647602358022
2002-05-23,1412.871129148331
2002-05-24,1425.84983404338
2002-05-27,1433.1667143409431
2002-05-28,1417.1323895385583
2002-05-29,1409.4727151754632
