Date,EM LATAM ex BR HIGH DIVIDEND YIELD
1999-08-04,1261.2283302800704
1999-08-05,1248.7115508543225
1999-08-06,1244.2544930381325
1999-08-09,1255.7870401161474
1999-08-10,1242.9303106475636
1999-08-11,1269.7939079837224
1999-08-12,1275.1066537888396
1999-08-13,1307.7680080741402
1999-08-16,1304.7275054576778
1999-08-17,1315.4398899818286
1999-08-18,1294.7781006376827
1999-08-19,1274.1835964084248
1999-08-20,1261.314741107492
1999-08-23,1281.3595321401817
1999-08-24,1289.051592012563
1999-08-25,1319.256748691058
1999-08-26,1318.5019948942956
1999-08-27,1299.383145742859
1999-08-30,1291.4867334291957
1999-08-31,1269.914676422429
1999-09-01,1279.1665409124184
1999-09-02,1267.1674982604543
1999-09-03,1284.4786648291968
1999-09-06,1287.106618753529
1999-09-07,1272.3624737442137
1999-09-08,1265.669561385638
1999-09-09,1293.457888450322
1999-09-10,1342.4895185706343
1999-09-13,1354.976393683188
1999-09-14,1345.3683388255397
1999-09-15,1355.1271702578097
1999-09-16,1346.1104451648937
1999-09-17,1347.8638978882714
1999-09-20,1371.4907805707974
1999-09-21,1347.3332863925623
1999-09-22,1344.0158956162538
1999-09-23,1353.1620223774942
1999-09-24,1342.981290451769
1999-09-27,1374.4677662687145
1999-09-28,1369.7160293361273
1999-09-29,1361.0980047592031
1999-09-30,1357.4928529297324
1999-10-01,1324.1630235755124
1999-10-04,1322.8452098172759
1999-10-05,1317.2433098514941
1999-10-06,1324.4952836159782
1999-10-07,1322.1731265824337
1999-10-08,1335.5968997278064
1999-10-11,1336.4129441838802
1999-10-12,1299.6881365634401
1999-10-13,1259.9132287459329
1999-10-14,1249.357971505616
1999-10-15,1201.4774663429625
1999-10-18,1183.4500394526979
1999-10-19,1212.0248278621043
1999-10-20,1224.1659073587732
1999-10-21,1221.2708312796583
1999-10-22,1257.3990815578095
1999-10-25,1262.8428626984107
1999-10-26,1265.0045153558644
1999-10-27,1270.7297168447092
1999-10-28,1280.23789976222
1999-10-29,1315.4460085397232
1999-11-01,1318.1457110835634
1999-11-02,1335.945922383172
1999-11-03,1376.4616879904247
1999-11-04,1376.1545404593887
1999-11-05,1385.9944279439376
1999-11-08,1394.386982232181
1999-11-09,1391.9267055309003
1999-11-10,1401.1563326045823
1999-11-11,1412.9546407323958
1999-11-12,1424.5089582606065
1999-11-15,1437.0493917652016
1999-11-16,1438.8163099624207
1999-11-17,1416.6375212896478
1999-11-18,1428.867530313448
1999-11-19,1425.4762726722067
1999-11-22,1417.7612452524768
1999-11-23,1417.8127131537008
1999-11-24,1437.0561558943573
1999-11-25,1448.2837256942485
1999-11-26,1452.6971131015323
1999-11-29,1452.5447527440124
1999-11-30,1439.011796310946
1999-12-01,1449.7234313186932
1999-12-02,1475.086353904348
1999-12-03,1494.750625075705
1999-12-06,1463.0590970183512
1999-12-07,1448.6067847585725
1999-12-08,1455.9535316053557
1999-12-09,1463.546070507346
1999-12-10,1482.0141832709533
1999-12-13,1477.554798120589
1999-12-14,1484.2819718319545
1999-12-15,1501.666737845781
1999-12-16,1495.3938148446307
1999-12-17,1519.654355249198
1999-12-20,1505.372138018918
1999-12-21,1516.30474888222
1999-12-22,1517.6685710161266
1999-12-23,1519.5928777794968
1999-12-24,1519.6502509024529
1999-12-27,1514.5859275024409
1999-12-28,1524.7263925274142
1999-12-29,1535.9498453157507
1999-12-30,1565.9566785303282
1999-12-31,1566.038284485341
2000-01-03,1546.3288719931718
2000-01-04,1449.7834808081125
2000-01-05,1450.410390960081
2000-01-06,1431.0259928063554
2000-01-07,1480.9863964219765
2000-01-10,1508.9251176895414
2000-01-11,1495.6056160145108
2000-01-12,1502.7919616946533
2000-01-13,1600.512298702452
2000-01-14,1663.8158641945454
2000-01-17,1692.3566230806182
2000-01-18,1672.0890126104152
2000-01-19,1639.3327817366858
2000-01-20,1613.1825875195668
2000-01-21,1604.485012623075
2000-01-24,1594.2587471983993
2000-01-25,1583.719062706456
2000-01-26,1608.956761171065
2000-01-27,1617.18702274028
2000-01-28,1608.8380689205462
2000-01-31,1597.67708697877
2000-02-01,1622.1259327325497
2000-02-02,1638.9735962794512
2000-02-03,1657.6129063357662
2000-02-04,1687.679445389929
2000-02-07,1709.1322919193033
2000-02-08,1730.5102111560655
2000-02-09,1730.9080040976726
2000-02-10,1756.7892863913967
2000-02-11,1760.5414758012619
2000-02-14,1768.9764652468484
2000-02-15,1752.3090587534584
2000-02-16,1772.4128763184383
2000-02-17,1754.8655824172768
2000-02-18,1710.4910118159453
2000-02-21,1699.7108953556278
2000-02-22,1653.0341484212877
2000-02-23,1691.492084742808
2000-02-24,1711.2417213664578
2000-02-25,1712.0905288479453
2000-02-28,1718.4995533483159
2000-02-29,1739.062460283365
2000-03-01,1738.6518296419451
2000-03-02,1804.1731821223104
2000-03-03,1832.277464373428
2000-03-06,1817.9859482156246
2000-03-07,1818.2217574512051
2000-03-08,1851.69259000291
2000-03-09,1836.098889403957
2000-03-10,1824.0943810791061
2000-03-13,1807.0907992986413
2000-03-14,1798.3156411744312
2000-03-15,1771.948595036258
2000-03-16,1766.9991747795473
2000-03-17,1760.321157791393
2000-03-20,1781.640477537443
2000-03-21,1771.5921691830356
2000-03-22,1771.717397041999
2000-03-23,1768.774331232571
2000-03-24,1754.4316414813995
2000-03-27,1755.442794140846
2000-03-28,1729.190024889479
2000-03-29,1721.03158697895
2000-03-30,1696.9568507336585
2000-03-31,1678.7234061492811
2000-04-03,1677.5310011564575
2000-04-04,1639.1903326392705
2000-04-05,1628.9010348865847
2000-04-06,1691.7547982335434
2000-04-07,1712.1313551343558
2000-04-10,1682.7115309327448
2000-04-11,1646.5984031708956
2000-04-12,1642.6549759188933
2000-04-13,1633.0757561840458
2000-04-14,1583.5439006909414
2000-04-17,1569.0032482017814
2000-04-18,1614.103048204484
2000-04-19,1604.0297598209534
2000-04-20,1607.5551573032058
2000-04-21,1607.5551573032058
2000-04-24,1591.2942773388488
2000-04-25,1649.6496382065468
2000-04-26,1650.7146214650159
2000-04-27,1664.2525178948404
2000-04-28,1665.269958326823
2000-05-01,1674.9161525812958
2000-05-02,1728.944712153297
2000-05-03,1712.4489957491587
2000-05-04,1685.7160143672716
2000-05-05,1671.942831960456
2000-05-08,1655.7306953249094
2000-05-09,1629.6690603045463
2000-05-10,1591.1645286324583
2000-05-11,1614.643508390129
2000-05-12,1657.034941048754
2000-05-15,1658.5228410298737
2000-05-16,1702.896454886299
2000-05-17,1685.1986407127015
2000-05-18,1672.481906035443
2000-05-19,1619.1631560941955
2000-05-22,1578.3934752597518
2000-05-23,1571.8332645549192
2000-05-24,1591.9953481218797
2000-05-25,1591.5629363248659
2000-05-26,1572.0822924040917
2000-05-29,1576.4320672491262
2000-05-30,1608.865101431641
2000-05-31,1608.7209356644676
2000-06-01,1611.7029231676065
2000-06-02,1649.160730049673
2000-06-05,1627.4686501595754
2000-06-06,1566.9710627322459
2000-06-07,1545.3889905483716
2000-06-08,1548.780297016273
2000-06-09,1566.0989661669648
2000-06-12,1579.6004169758648
2000-06-13,1585.650000283015
2000-06-14,1607.2008895548374
2000-06-15,1594.5110954839688
2000-06-16,1547.4794234148067
2000-06-19,1547.9727699194077
2000-06-20,1536.357707823715
2000-06-21,1552.6806911380465
2000-06-22,1553.449215628364
2000-06-23,1542.1572742940868
2000-06-26,1539.9988823646956
2000-06-27,1539.710043034572
2000-06-28,1542.718929098741
2000-06-29,1545.8942998648872
2000-06-30,1575.767040287705
2000-07-03,1639.6601033141828
2000-07-04,1681.4696665218585
2000-07-05,1648.1622907816875
2000-07-06,1643.9355746639421
2000-07-07,1676.9802274364365
2000-07-10,1682.4868107513641
2000-07-11,1672.2284408485289
2000-07-12,1693.7109016064555
2000-07-13,1711.6118579999802
2000-07-14,1716.7808655839042
2000-07-17,1727.64104539284
2000-07-18,1722.3349777657172
2000-07-19,1692.3028925865458
2000-07-20,1698.3159102301997
2000-07-21,1673.1954295846813
2000-07-24,1666.286575380848
2000-07-25,1653.1602254679442
2000-07-26,1646.0331884699394
2000-07-27,1630.673192773458
2000-07-28,1631.7190286473428
2000-07-31,1633.723227274532
2000-08-01,1631.531218830389
2000-08-02,1656.8627253144002
2000-08-03,1673.6343063257632
2000-08-04,1683.4871773281873
2000-08-07,1674.5972660995383
2000-08-08,1685.720604444101
2000-08-09,1686.7486069396214
2000-08-10,1663.0317376987275
2000-08-11,1696.1647870193938
2000-08-14,1711.7387225656028
2000-08-15,1674.8308537920784
2000-08-16,1669.320734939479
2000-08-17,1675.6141049585992
2000-08-18,1664.3854776324597
2000-08-21,1642.7858025044695
2000-08-22,1647.6761610189983
2000-08-23,1641.8292143468989
2000-08-24,1626.869082317425
2000-08-25,1614.331351204592
2000-08-28,1643.2237424333425
2000-08-29,1658.6280267269233
2000-08-30,1702.0376591672718
2000-08-31,1708.4649150892649
2000-09-01,1683.0601383471394
2000-09-04,1687.3701315837511
2000-09-05,1710.293927864136
2000-09-06,1710.87411740188
2000-09-07,1718.7194765789588
2000-09-08,1725.8647736958596
2000-09-11,1737.7705438544688
2000-09-12,1743.6213901570507
2000-09-13,1747.0410882558679
2000-09-14,1758.6896817037646
2000-09-15,1749.6340378875254
2000-09-18,1718.1001717780841
2000-09-19,1704.8169296936028
2000-09-20,1707.1325857193156
2000-09-21,1674.812203084072
2000-09-22,1625.4613138578786
2000-09-25,1655.4856795618184
2000-09-26,1614.570967130983
2000-09-27,1604.5015311465409
2000-09-28,1592.4000754652122
2000-09-29,1571.4669252237074
2000-10-02,1575.5135366508248
2000-10-03,1583.6095817582143
2000-10-04,1588.8134347419787
2000-10-05,1604.251484254009
2000-10-06,1583.855852534256
2000-10-09,1572.6907497360155
2000-10-10,1558.770406378781
2000-10-11,1508.0724439187447
2000-10-12,1532.1604548039363
2000-10-13,1534.651429043887
2000-10-16,1556.1710039772454
2000-10-17,1532.7672923436842
2000-10-18,1531.2930995404909
2000-10-19,1559.6322788330128
2000-10-20,1550.3749813837233
2000-10-23,1522.2074484295692
2000-10-24,1548.6613481667496
2000-10-25,1543.9930095707
2000-10-26,1560.6852257631833
2000-10-27,1563.7657653405113
2000-10-30,1575.7909313501182
2000-10-31,1595.546843639647
2000-11-01,1587.5848312731596
2000-11-02,1584.725186331244
2000-11-03,1549.417272040991
2000-11-06,1553.511853621843
2000-11-07,1576.9065506363584
2000-11-08,1592.947036917468
2000-11-09,1585.1918049900646
2000-11-10,1566.4920924703772
2000-11-13,1556.917708953212
2000-11-14,1577.7732428908582
2000-11-15,1592.2190261962241
2000-11-16,1587.1983982443553
2000-11-17,1604.500622420445
2000-11-20,1612.8314763497276
2000-11-21,1608.1438020211922
2000-11-22,1585.1077024189667
2000-11-23,1590.8969310211232
2000-11-24,1609.542428228757
2000-11-27,1571.0861319817132
2000-11-28,1535.0117539084638
2000-11-29,1521.719639989576
2000-11-30,1474.2406175062397
2000-12-01,1471.3626745154315
2000-12-04,1437.9439477646283
2000-12-05,1476.0167345240498
2000-12-06,1486.7014825139681
2000-12-07,1474.6236907926675
2000-12-08,1476.5426933489482
2000-12-11,1501.21994191913
2000-12-12,1510.2020934689397
2000-12-13,1503.972847248452
2000-12-14,1483.4692244873718
2000-12-15,1453.7941208233242
2000-12-18,1444.727184142476
2000-12-19,1450.7458298600168
2000-12-20,1401.6829021690162
2000-12-21,1392.8901028062485
2000-12-22,1383.6597531160094
2000-12-25,1383.6597531160094
2000-12-26,1378.8177902799596
2000-12-27,1377.7245165654085
2000-12-28,1393.9102617014219
2000-12-29,1380.960741806942
2001-01-01,1380.960741806942
2001-01-02,1362.8374728780764
2001-01-03,1380.8110914105666
2001-01-04,1419.555962228927
2001-01-05,1405.0387552958848
2001-01-08,1418.5964050388698
2001-01-09,1470.0343431260344
2001-01-10,1461.3836395520686
2001-01-11,1459.5865022149424
2001-01-12,1466.2655192066486
2001-01-15,1474.8642072962605
2001-01-16,1471.940877630717
2001-01-17,1508.7986269711855
2001-01-18,1503.8684693992977
2001-01-19,1530.6077807023394
2001-01-22,1525.059495465381
2001-01-23,1537.961079848886
2001-01-24,1582.3287159389674
2001-01-25,1588.6142199661258
2001-01-26,1588.79243613439
2001-01-29,1595.4861909861647
2001-01-30,1595.9222314930219
2001-01-31,1593.3623021005917
2001-02-01,1580.2019288154688
2001-02-02,1576.099036312713
2001-02-05,1549.644317379618
2001-02-06,1563.8126973926758
2001-02-07,1534.0159591097706
2001-02-08,1554.0887915948933
2001-02-09,1534.1223421589063
2001-02-12,1533.7673885016156
2001-02-13,1550.3423357450556
2001-02-14,1546.0478230343965
2001-02-15,1571.2645496617174
2001-02-16,1529.4261995622635
2001-02-19,1525.9903685361737
2001-02-20,1535.926192209135
2001-02-21,1502.3788523757048
2001-02-22,1514.5672067124958
2001-02-23,1499.455433168182
2001-02-26,1508.4559285337755
2001-02-27,1486.05666277826
2001-02-28,1481.2714992680412
2001-03-01,1471.2772439858893
2001-03-02,1476.7158895885311
2001-03-05,1516.6061933532906
2001-03-06,1516.2098334014102
2001-03-07,1532.042661465816
2001-03-08,1526.187799501869
2001-03-09,1515.4010856209813
2001-03-12,1492.7727999636575
2001-03-13,1510.7173367341372
2001-03-14,1499.3191147990804
2001-03-15,1505.9637376426665
2001-03-16,1517.816940586082
2001-03-19,1528.618818773593
2001-03-20,1518.501531215648
2001-03-21,1519.727661642854
2001-03-22,1492.3315904982078
2001-03-23,1470.5270731285882
2001-03-26,1498.0110508653645
2001-03-27,1498.1403518003813
2001-03-28,1502.7124050750117
2001-03-29,1521.59342834825
2001-03-30,1535.7903144135983
2001-04-02,1553.14389251459
2001-04-03,1513.3307790034694
2001-04-04,1489.9167039128395
2001-04-05,1523.8831381500968
2001-04-06,1521.1903034385036
2001-04-09,1520.5375583821826
2001-04-10,1555.945914849752
2001-04-11,1558.986969689402
2001-04-12,1540.528683329266
2001-04-13,1540.2595844938787
2001-04-16,1540.836746245999
2001-04-17,1550.5726554426944
2001-04-18,1605.2509019166512
2001-04-19,1561.5346717220443
2001-04-20,1519.9377900041686
2001-04-23,1506.0238530888023
2001-04-24,1511.7571685818284
2001-04-25,1506.829344971501
2001-04-26,1536.9494504184322
2001-04-27,1579.9343111248727
2001-04-30,1612.1979209392816
2001-05-01,1600.8909421204737
2001-05-02,1601.6384900373719
2001-05-03,1584.947244268584
2001-05-04,1598.9424620077316
2001-05-07,1596.1599427076767
2001-05-08,1612.7082842012621
2001-05-09,1626.229397433558
2001-05-10,1643.134552780929
2001-05-11,1654.9939319847838
2001-05-14,1652.3216490778536
2001-05-15,1652.9152705021747
2001-05-16,1656.2423496818549
2001-05-17,1685.7448714053207
2001-05-18,1711.2196855404218
2001-05-21,1727.974718568104
2001-05-22,1770.9268582361449
2001-05-23,1798.9790445880453
2001-05-24,1810.8141585339367
2001-05-25,1815.775073752459
2001-05-28,1813.265805031604
2001-05-29,1823.6711598571364
2001-05-30,1812.1020952401423
2001-05-31,1844.6873090830977
2001-06-01,1820.6016327487885
2001-06-04,1834.9637382354404
2001-06-05,1825.858822120973
2001-06-06,1850.2353043912192
2001-06-07,1866.06418945179
2001-06-08,1885.7864589449637
2001-06-11,1902.8932270611058
2001-06-12,1878.531933398495
2001-06-13,1862.4609300003906
2001-06-14,1841.1989329533003
2001-06-15,1826.5748482276897
2001-06-18,1815.3657297852603
2001-06-19,1790.7327091291017
2001-06-20,1806.477178168096
2001-06-21,1816.6138614304214
2001-06-22,1814.1595529671079
2001-06-25,1801.8295256980136
2001-06-26,1795.0649214327768
2001-06-27,1800.8006972723792
2001-06-28,1825.677482062369
2001-06-29,1826.1120463314169
2001-07-02,1854.7586344705744
2001-07-03,1850.5644134242982
2001-07-04,1848.8425528091914
2001-07-05,1853.8905059211065
2001-07-06,1810.775123566765
2001-07-09,1804.5118587566756
2001-07-10,1783.498457052466
2001-07-11,1705.4054883178896
2001-07-12,1641.6948323127697
2001-07-13,1648.494112925406
2001-07-16,1627.3320391068428
2001-07-17,1669.014524769539
2001-07-18,1633.3814574130986
2001-07-19,1643.4920136974183
2001-07-20,1644.7315527787052
2001-07-23,1660.4006506004162
2001-07-24,1633.6108600744394
2001-07-25,1622.2787443716043
2001-07-26,1635.953622872994
2001-07-27,1644.568387311975
2001-07-30,1646.3187574195542
2001-07-31,1647.2091101231042
2001-08-01,1621.1112905110012
2001-08-02,1613.8507133442968
2001-08-03,1607.0914968455795
2001-08-06,1607.2345948111636
2001-08-07,1618.5983059171576
2001-08-08,1640.1849941623
2001-08-09,1635.5876907434763
2001-08-10,1631.886258052914
2001-08-13,1629.1688418223848
2001-08-14,1620.7992604362707
2001-08-15,1599.7890086849316
2001-08-16,1610.6055373716126
2001-08-17,1574.1910939957838
2001-08-20,1583.3335647095842
2001-08-21,1579.4455671235983
2001-08-22,1594.0019813308934
2001-08-23,1586.722171889599
2001-08-24,1590.3178492657996
2001-08-27,1593.1276616235552
2001-08-28,1595.606484793853
2001-08-29,1607.3259054534976
2001-08-30,1603.4743593397627
2001-08-31,1608.9025014087251
2001-09-03,1605.337911539897
2001-09-04,1628.7193168726649
2001-09-05,1627.3313507983657
2001-09-06,1593.8900990830816
2001-09-07,1565.7954303972358
2001-09-10,1562.7754740044318
2001-09-11,1472.3649752725685
2001-09-12,1490.412086273739
2001-09-13,1464.8542003844575
2001-09-14,1437.8357100484134
2001-09-17,1409.533651002322
2001-09-18,1417.9544655210907
2001-09-19,1386.4328010461963
2001-09-20,1328.915280635277
2001-09-21,1322.621264096417
2001-09-24,1361.919600067459
2001-09-25,1364.5496226118603
2001-09-26,1366.0118135140492
2001-09-27,1351.633226134186
2001-09-28,1359.6002984820368
2001-10-01,1351.0750634566987
2001-10-02,1357.486378788883
2001-10-03,1335.5825043168638
2001-10-04,1342.5169143099677
2001-10-05,1321.7471884563483
2001-10-08,1311.1122640059548
2001-10-09,1318.574697764436
2001-10-10,1352.3626800647241
2001-10-11,1389.688163821337
2001-10-12,1351.887203403441
2001-10-15,1347.8644827966116
2001-10-16,1369.943746528513
2001-10-17,1387.077442642986
2001-10-18,1392.7418344802315
2001-10-19,1403.0959898172084
2001-10-22,1413.7099339237473
2001-10-23,1422.2820382254686
2001-10-24,1429.3643352301394
2001-10-25,1421.1190480299958
2001-10-26,1420.0580443688557
2001-10-29,1371.8909230389415
2001-10-30,1356.3265545360873
2001-10-31,1372.1388919898554
2001-11-01,1375.4004429718832
2001-11-02,1371.6035653094668
2001-11-05,1402.7592981321222
2001-11-06,1410.005117844847
2001-11-07,1417.7263050784134
2001-11-08,1435.616228443838
2001-11-09,1433.3156831783194
2001-11-12,1421.2708469055688
2001-11-13,1455.619381498052
2001-11-14,1466.2819950161527
2001-11-15,1473.759476772118
2001-11-16,1459.8027782179379
2001-11-19,1482.1256266166379
2001-11-20,1455.8501045838846
2001-11-21,1471.6402255934274
2001-11-22,1467.9969049803674
2001-11-23,1491.0991362809543
2001-11-26,1496.1846472010204
2001-11-27,1496.011722760772
2001-11-28,1475.4171825894412
2001-11-29,1468.8404363396207
2001-11-30,1469.711731743305
2001-12-03,1495.2197496309368
2001-12-04,1493.2122579503825
2001-12-05,1533.5094121876775
2001-12-06,1551.399909502542
2001-12-07,1563.8657804376508
2001-12-10,1552.2457794171144
2001-12-11,1545.53219782925
2001-12-12,1535.6854077645344
2001-12-13,1548.6973152551375
2001-12-14,1548.564092821903
2001-12-17,1561.3559775567903
2001-12-18,1566.6444368102568
2001-12-19,1592.6902318554228
2001-12-20,1613.6105701415177
2001-12-21,1655.1154019816288
2001-12-24,1681.2301062213457
2001-12-25,1681.2301062213457
2001-12-26,1671.346204329574
2001-12-27,1658.4127410339456
2001-12-28,1641.010913674129
2001-12-31,1631.5880205609988
2002-01-01,1631.5880205609988
2002-01-02,1631.1081121235927
2002-01-03,1682.8449539645687
2002-01-04,1706.423180203303
2002-01-07,1600.939897692809
2002-01-08,1596.1443009378638
2002-01-09,1578.3959561848349
2002-01-10,1559.2829076052972
2002-01-11,1556.0983264033166
2002-01-14,1554.0025678378113
2002-01-15,1580.4874049801394
2002-01-16,1586.5704231796012
2002-01-17,1548.6005341118603
2002-01-18,1572.238994207852
2002-01-21,1597.9560278494257
2002-01-22,1597.8035175706866
2002-01-23,1603.6240959995184
2002-01-24,1607.9667851745414
2002-01-25,1625.7045738057936
2002-01-28,1638.3680139663836
2002-01-29,1628.5713590034306
2002-01-30,1646.4386485789162
2002-01-31,1651.5878701618271
2002-02-01,1650.8819889147805
2002-02-04,1625.3629514319662
2002-02-05,1613.8187652917773
2002-02-06,1638.9991781493352
2002-02-07,1627.6068124464014
2002-02-08,1624.1668176519536
2002-02-11,1563.4202929912565
2002-02-12,1574.635798951954
2002-02-13,1597.9849798356793
2002-02-14,1596.9643233931745
2002-02-15,1570.8390241335958
2002-02-18,1586.0635033738054
2002-02-19,1580.4162792453806
2002-02-20,1568.490594577324
2002-02-21,1567.6017177809656
2002-02-22,1555.2673295062036
2002-02-25,1566.0724093071326
2002-02-26,1570.6078248703648
2002-02-27,1593.5978111338998
2002-02-28,1598.819409494408
2002-03-01,1614.0681081165062
2002-03-04,1638.4477371615922
2002-03-05,1633.8284118817448
2002-03-06,1632.190372264124
2002-03-07,1623.0829384537083
2002-03-08,1648.96347752378
2002-03-11,1659.132555060003
2002-03-12,1670.4934487768164
2002-03-13,1666.9221402053788
2002-03-14,1645.751359710584
2002-03-15,1658.4046213889462
2002-03-18,1688.0291739124527
2002-03-19,1704.361147834067
2002-03-20,1703.3415224457322
2002-03-21,1709.811452147148
2002-03-22,1710.9636611820192
2002-03-25,1672.943516380614
2002-03-26,1660.710873138815
2002-03-27,1690.0630308206864
2002-03-28,1693.852177667406
2002-03-29,1693.852177667406
2002-04-01,1675.6190002623641
2002-04-02,1684.6260274246727
2002-04-03,1676.184840049068
2002-04-04,1660.213046193468
2002-04-05,1678.886054265314
2002-04-08,1690.3063872662262
2002-04-09,1690.5094259573125
2002-04-10,1713.4261263974963
2002-04-11,1699.9209067717106
2002-04-12,1719.9171421696374
2002-04-15,1705.8539024868774
2002-04-16,1702.7401818575352
2002-04-17,1690.2014202074483
2002-04-18,1676.7151342823731
2002-04-19,1674.9745158352482
2002-04-22,1653.7349959620235
2002-04-23,1633.7572550795342
2002-04-24,1636.8947332680013
2002-04-25,1604.6980703068386
2002-04-26,1609.3372939240032
2002-04-29,1605.5871321582852
2002-04-30,1618.4349353939308
2002-05-01,1598.3196499454336
2002-05-02,1628.3319014510982
2002-05-03,1597.7726228128704
2002-05-06,1618.078029291922
2002-05-07,1606.8334190776843
2002-05-08,1625.7543223238042
2002-05-09,1616.753523001587
2002-05-10,1605.018701952309
2002-05-13,1604.1474689490067
2002-05-14,1624.6712496641314
2002-05-15,1611.1524567063877
2002-05-16,1623.0940910464767
2002-05-17,1599.8446445769177
2002-05-20,1591.4622803819796
2002-05-21,1588.4497243630829
2002-05-22,1580.0322507485912
2002-05-23,1591.7401184241396
