Date,RUSSIA VALUE WEIGHTED
1997-03-21,4434.000707893443
1997-03-24,4347.230191773922
1997-03-25,4278.443560070467
1997-03-26,4248.873085629183
1997-03-27,4220.674032534949
1997-03-28,4250.461456696239
1997-03-31,4322.495954873617
1997-04-01,4253.483519864043
1997-04-02,4256.778839051324
1997-04-03,4172.936780359261
1997-04-04,4023.4113013028223
1997-04-07,3997.6029147804416
1997-04-08,4147.852715020899
1997-04-09,4298.228089587936
1997-04-10,4210.834645588459
1997-04-11,4186.444605820429
1997-04-14,4033.5595547607577
1997-04-15,4165.416704582525
1997-04-16,4172.098282811505
1997-04-17,4185.238254560653
1997-04-18,4212.844953645174
1997-04-21,4159.693597514537
1997-04-22,4069.011970839077
1997-04-23,4115.23148453368
1997-04-24,4130.569480243446
1997-04-25,4252.7978863565695
1997-04-28,4285.132465090961
1997-04-29,4399.964795216949
1997-04-30,4662.884718336772
1997-05-01,4662.884718336772
1997-05-02,4662.630608306724
1997-05-05,4880.184016075496
1997-05-06,4913.172235231186
1997-05-07,4923.885005683546
1997-05-08,4953.864205405891
1997-05-09,4954.118315435939
1997-05-12,5253.454510216176
1997-05-13,5175.264162983429
1997-05-14,5158.466740992914
1997-05-15,5259.616210105425
1997-05-16,5471.311676230467
1997-05-19,5405.933042639828
1997-05-20,5394.860306215269
1997-05-21,5449.533519824481
1997-05-22,5358.058625573012
1997-05-23,5379.484461414998
1997-05-26,5276.191114055336
1997-05-27,5231.443186554695
1997-05-28,5176.541713124931
1997-05-29,5229.68627912709
1997-05-30,5282.91739673858
1997-06-02,5287.653559305924
1997-06-03,5333.357582927133
1997-06-04,5428.468086240611
1997-06-05,5502.868229549584
1997-06-06,5589.422190458295
1997-06-09,5716.933041575469
1997-06-10,5673.15298276592
1997-06-11,5647.217840729666
1997-06-12,5647.217840729666
1997-06-13,5664.470105583824
1997-06-16,5726.473690159123
1997-06-17,5749.239741139706
1997-06-18,5903.7047974153365
1997-06-19,6009.510310363176
1997-06-20,6196.4772104759395
1997-06-23,6434.877835325443
1997-06-24,6569.42644753079
1997-06-25,6806.163176593427
1997-06-26,6697.127646449133
1997-06-27,6715.23203859916
1997-06-30,6656.073017349532
1997-07-01,6787.902566030834
1997-07-02,7132.701639374306
1997-07-03,7468.602869866162
1997-07-04,7819.7733246082635
1997-07-07,7660.557622499284
1997-07-08,7824.680749967154
1997-07-09,8164.480375029168
1997-07-10,8041.011102355057
1997-07-11,7920.7290994882
1997-07-14,7723.778491970699
1997-07-15,7433.941041061243
1997-07-16,7208.814856635957
1997-07-17,7487.317474939772
1997-07-18,7649.603705761174
1997-07-21,7593.470012285178
1997-07-22,7670.994560941188
1997-07-23,8061.505598196615
1997-07-24,8527.579306177113
1997-07-25,8540.290807978874
1997-07-28,8524.43274105189
1997-07-29,8231.462283115741
1997-07-30,8204.796038336677
1997-07-31,8320.124969686161
1997-08-01,8357.129004634478
1997-08-04,8515.546102112961
1997-08-05,8701.655205290866
1997-08-06,8818.97089623833
1997-08-07,9421.185703617357
1997-08-08,9176.568505023946
1997-08-11,9059.7567268403
1997-08-12,9184.608216687833
1997-08-13,9124.5445839698
1997-08-14,9269.920700665958
1997-08-15,9299.931937403891
1997-08-18,8908.119997067783
1997-08-19,8775.422195069219
1997-08-20,8669.69839484524
1997-08-21,8785.091313069177
1997-08-22,8529.921146814619
1997-08-25,8540.128923740298
1997-08-26,8400.67660097179
1997-08-27,8208.59398693545
1997-08-28,8030.803463106929
1997-08-29,7559.120834337789
1997-09-01,7253.6017939486
1997-09-02,7720.701102116071
1997-09-03,7979.392467341321
1997-09-04,7940.640106873655
1997-09-05,8191.380605231701
1997-09-08,8302.801392985912
1997-09-09,8336.542741600777
1997-09-10,8326.03100843651
1997-09-11,8114.004163615266
1997-09-12,8144.663500054964
1997-09-15,8146.657078545108
1997-09-16,8349.678609735001
1997-09-17,8340.89598704378
1997-09-18,8465.762326078995
1997-09-19,8634.59129314838
1997-09-22,8701.326481127837
1997-09-23,8780.588803310475
1997-09-24,8758.205048538834
1997-09-25,8641.941683454907
1997-09-26,8500.483700928437
1997-09-29,8563.677608243004
1997-09-30,8673.144365794824
1997-10-01,8878.999658991706
1997-10-02,9160.520582428593
1997-10-03,9879.499328631246
1997-10-06,9816.288565555678
1997-10-07,9498.03443841907
1997-10-08,9498.239474529792
1997-10-09,8954.124953151257
1997-10-10,8989.587153310114
1997-10-13,9395.645213992293
1997-10-14,9432.315538164537
1997-10-15,9300.389938313117
1997-10-16,9259.49862256843
1997-10-17,9134.398104857823
1997-10-20,9108.625866346267
1997-10-21,9322.11345088781
1997-10-22,9316.787078458861
1997-10-23,8854.127414537
1997-10-24,8892.133589457575
1997-10-27,8298.580535340423
1997-10-28,6511.716785224135
1997-10-29,7955.461902158099
1997-10-30,7153.760510356356
1997-10-31,7345.413665466083
1997-11-03,7540.660966700221
1997-11-04,7441.689003275909
1997-11-05,7523.044633633232
1997-11-06,7410.2749563197785
1997-11-07,7364.161417037382
1997-11-10,6817.511330753728
1997-11-11,6527.122160282574
1997-11-12,5820.170178228427
1997-11-13,5755.560458973238
1997-11-14,5608.497859899462
1997-11-17,5815.871633725545
1997-11-18,6093.838071071059
1997-11-19,5953.985473497176
1997-11-20,6204.486819288461
1997-11-21,6441.4182930923635
1997-11-24,5956.671931791582
1997-11-25,5884.349778019088
1997-11-26,5920.376041055373
1997-11-27,5654.542871603965
1997-11-28,5554.296618418726
1997-12-01,5309.8740461503385
1997-12-02,5442.905737126633
1997-12-03,5708.276550401966
1997-12-04,6177.2103113120975
1997-12-05,6228.716243753465
1997-12-08,6577.219549921599
1997-12-09,6393.769758280248
1997-12-10,5962.068440212278
1997-12-11,5746.702630573578
1997-12-12,5745.192404082831
1997-12-15,6247.5885453208575
1997-12-16,6436.684466847851
1997-12-17,6481.8703264586375
1997-12-18,6452.149003055512
1997-12-19,5918.700982172606
1997-12-22,6206.722499476139
1997-12-23,6194.2999972182615
1997-12-24,6278.685241113156
1997-12-25,6278.685241113156
1997-12-26,6430.234510140175
1997-12-29,6604.748500874011
1997-12-30,6729.6058219104325
1997-12-31,6738.623028980724
1998-01-01,6738.623028980724
1998-01-02,6738.623028980724
1998-01-05,7042.644247265293
1998-01-06,6888.245359789513
1998-01-07,6886.483428883641
1998-01-08,6401.511085329638
1998-01-09,6212.99316624059
1998-01-12,5254.288822608619
1998-01-13,5705.665134313736
1998-01-14,5656.824123306696
1998-01-15,5496.211868982606
1998-01-16,5612.824110991902
1998-01-19,5718.313215019281
1998-01-20,5715.999247343362
1998-01-21,5426.2170315411595
1998-01-22,5200.891290405238
1998-01-23,4969.988284936299
1998-01-26,4759.041913177756
1998-01-27,4862.604708567309
1998-01-28,4670.342015802207
1998-01-29,4422.981887331482
1998-01-30,4722.8761455545055
1998-02-02,5125.68785558612
1998-02-03,4905.060547612275
1998-02-04,4804.998038649932
1998-02-05,5117.001314244704
1998-02-06,5248.4101679151245
1998-02-09,5355.745371132017
1998-02-10,5272.961749832486
1998-02-11,5541.144016859452
1998-02-12,5318.245817930464
1998-02-13,5305.833466722771
1998-02-16,5356.903973378787
1998-02-17,5489.8680975907655
1998-02-18,5356.18255697511
1998-02-19,5371.878248922548
1998-02-20,5410.253748058616
1998-02-23,5496.147274903861
1998-02-24,5501.960780876097
1998-02-25,5492.917796274918
1998-02-26,5585.647981149206
1998-02-27,5600.322952944817
1998-03-02,5879.164985692848
1998-03-03,5815.232728053498
1998-03-04,6118.886687084969
1998-03-05,5935.498911090741
1998-03-06,6136.214048890759
1998-03-09,6136.214048890759
1998-03-10,6407.170860545353
1998-03-11,6466.850268077218
1998-03-12,6407.49105577001
1998-03-13,6397.29536880565
1998-03-16,6361.143526627966
1998-03-17,6109.303609785872
1998-03-18,5982.219483075561
1998-03-19,6164.246269018796
1998-03-20,6222.003977352966
1998-03-23,6294.451293358837
1998-03-24,6333.310458595742
1998-03-25,6320.684187023872
1998-03-26,6155.570772475336
1998-03-27,6261.723245311681
1998-03-30,6147.6318556103215
1998-03-31,6078.711213052214
1998-04-01,6005.153456904009
1998-04-02,6028.115244329171
1998-04-03,5806.781884735122
1998-04-06,5862.257174046765
1998-04-07,5875.7814224233425
1998-04-08,5808.546039244996
1998-04-09,5704.469054124501
1998-04-10,5728.34178772194
1998-04-13,5744.780096436636
1998-04-14,5740.9150238449565
1998-04-15,5857.799341274034
1998-04-16,5977.154994583559
1998-04-17,5864.006657921481
1998-04-20,5879.621213321549
1998-04-21,5942.085642162146
1998-04-22,6078.942308874596
1998-04-23,6141.405855975687
1998-04-24,6216.751206870106
1998-04-27,5924.944194123689
1998-04-28,5835.315858922404
1998-04-29,5865.486615250489
1998-04-30,5993.662929656419
1998-05-01,5992.9123313341925
1998-05-04,5992.9123313341925
1998-05-05,6042.103023227894
1998-05-06,5962.39670984742
1998-05-07,5820.861551333813
1998-05-08,5795.8914038634375
1998-05-11,5795.8914038634375
1998-05-12,5503.112628771544
1998-05-13,5230.145169295689
1998-05-14,4904.825234294971
1998-05-15,4840.0894943238745
1998-05-18,4229.452407806323
1998-05-19,4451.613235616657
1998-05-20,4410.3264906778395
1998-05-21,4364.982182676761
1998-05-22,4266.622137103112
1998-05-25,4005.6403354669274
1998-05-26,3907.1943577701977
1998-05-27,3530.7573353050534
1998-05-28,3694.0901170606685
1998-05-29,3593.1908944384627
1998-06-01,3126.251574346946
1998-06-02,3625.189638602123
1998-06-03,3931.3882771757126
1998-06-04,3883.5975373295655
1998-06-05,3873.615783227413
1998-06-08,3854.4431117613335
1998-06-09,3666.725943445109
1998-06-10,3456.8300659438996
1998-06-11,3320.803687339533
1998-06-12,3320.803687339533
1998-06-15,2979.3941427554564
1998-06-16,3074.5949371322095
1998-06-17,3396.914293662933
1998-06-18,3312.033990209576
1998-06-19,3192.5414190453203
1998-06-22,3221.361728211538
1998-06-23,3276.119744269354
1998-06-24,3374.427605314965
1998-06-25,3235.122970505916
1998-06-26,3055.780414033209
1998-06-29,2856.84039055473
1998-06-30,2789.6889532946516
1998-07-01,2707.3716676513377
1998-07-02,2645.5069496158503
1998-07-03,2786.1625104711197
1998-07-06,2657.136419066781
1998-07-07,2606.5481751519046
1998-07-08,2535.122860052865
1998-07-09,2581.5701243050826
1998-07-10,2778.5882560868686
1998-07-13,3134.9751588244426
1998-07-14,3618.963684016532
1998-07-15,3743.974002522643
1998-07-16,3440.34916293116
1998-07-17,3712.9256672581446
1998-07-20,3695.41065325959
1998-07-21,3505.550966868322
1998-07-22,3281.744121088545
1998-07-23,3080.329152669627
1998-07-24,2985.9073590387893
1998-07-27,2692.469744382916
1998-07-28,2796.5334060979208
1998-07-29,2792.940962207145
1998-07-30,2896.661760330865
1998-07-31,2822.184563523734
1998-08-03,2725.4874725991604
1998-08-04,2785.782792095302
1998-08-05,2670.7741723281742
1998-08-06,2575.09245453203
1998-08-07,2575.8281750965157
1998-08-10,2340.8064458164476
1998-08-11,2148.595853540544
1998-08-12,2090.323176577991
1998-08-13,1938.8019569400801
1998-08-14,2179.91737921008
1998-08-17,2053.6575408049803
1998-08-18,1930.6993687919341
1998-08-19,1760.4268065284477
1998-08-20,1732.746052255555
1998-08-21,1571.2909006626999
1998-08-24,1656.7947916227938
1998-08-25,1652.6604311448395
1998-08-26,1381.0646282588407
1998-08-27,1098.1312056683087
1998-08-28,1219.8592992445765
1998-08-31,1164.4327597085226
1998-09-01,1158.9209212406345
1998-09-02,1173.3055210195134
1998-09-03,1078.7837224041732
1998-09-04,1122.6515555058704
1998-09-07,1100.7389345619797
1998-09-08,1110.3001694615225
1998-09-09,1041.4176106939292
1998-09-10,1084.8342477218655
1998-09-11,1046.0657667360692
1998-09-14,1074.5663780518144
1998-09-15,851.192010424236
1998-09-16,784.944675358156
1998-09-17,682.3019654023465
1998-09-18,675.9324857907359
1998-09-21,583.103024612972
1998-09-22,635.0704544049505
1998-09-23,668.692293550618
1998-09-24,691.9398987036293
1998-09-25,650.4556851158559
1998-09-28,663.9202084470903
1998-09-29,649.3491416381393
1998-09-30,600.9432511585823
1998-10-01,526.1518117164306
1998-10-02,499.8174206212211
1998-10-05,486.2106713922534
1998-10-06,561.9249003385919
1998-10-07,602.4362231157744
1998-10-08,556.024791778126
1998-10-09,587.7735322590673
1998-10-12,625.9419042089736
1998-10-13,709.3400926979274
1998-10-14,830.0696194335027
1998-10-15,976.312070727534
1998-10-16,915.7974597771924
1998-10-19,893.4869243713208
1998-10-20,904.0656468219103
1998-10-21,1042.9136299278525
1998-10-22,1015.9114683955829
1998-10-23,1004.8437361594215
1998-10-26,981.9450081730224
1998-10-27,927.3421771752425
1998-10-28,851.6754254456266
1998-10-29,891.247390548461
1998-10-30,924.2868135810211
1998-11-02,953.0140753275316
1998-11-03,992.8007343025495
1998-11-04,1035.6855322822105
1998-11-05,1032.8992567807625
1998-11-06,1052.2100604650325
1998-11-09,1053.9021388165336
1998-11-10,1033.7896352248374
1998-11-11,1049.2712776977498
1998-11-12,1048.4526999013622
1998-11-13,1024.8463322778264
1998-11-16,1006.5017976548087
1998-11-17,1018.7520626193913
1998-11-18,1013.7577230727552
1998-11-19,1024.2759338706778
1998-11-20,1130.920769160564
1998-11-23,1341.7584139137778
1998-11-24,1352.482177769925
1998-11-25,1311.47585421028
1998-11-26,1390.1666995183582
1998-11-27,1366.668215520771
1998-11-30,1367.5054697559556
1998-12-01,1270.666130374206
1998-12-02,1271.931564107764
1998-12-03,1220.779338566518
1998-12-04,1179.6982087069564
1998-12-07,1142.738889025507
1998-12-08,1058.4212688514363
1998-12-09,1036.1684156605486
1998-12-10,1083.1125846511766
1998-12-11,1030.5379892661806
1998-12-14,1030.5379892661806
1998-12-15,1029.8592476971694
1998-12-16,1080.771849433633
1998-12-17,1063.0687774241296
1998-12-18,1031.6805040351164
1998-12-21,1066.1747673882974
1998-12-22,1070.999556916704
1998-12-23,1080.8149321643198
1998-12-24,1091.8159920913097
1998-12-25,1090.2486283405738
1998-12-28,1093.4634427261437
1998-12-29,1083.1511072279095
1998-12-30,1074.51744332669
1998-12-31,1035.7178355425024
1999-01-01,1035.7178355425024
1999-01-04,1038.3374387462222
1999-01-05,1069.9299168538373
1999-01-06,1130.4004680974501
1999-01-07,1129.0033463887996
1999-01-08,1131.4483093789381
1999-01-11,1121.7901003857876
1999-01-12,1085.9251845318315
1999-01-13,950.534673422838
1999-01-14,993.8729735258717
1999-01-15,967.2537787221161
1999-01-18,979.6679180072629
1999-01-19,996.643817722846
1999-01-20,1011.3765020839598
1999-01-21,1010.6967955407407
1999-01-22,973.1506169424705
1999-01-25,936.2095079197313
1999-01-26,976.18212842224
1999-01-27,972.8309977779062
1999-01-28,968.7903677381943
1999-01-29,965.7423776087294
1999-02-01,970.2806521972448
1999-02-02,976.4449946829585
1999-02-03,988.151237090381
1999-02-04,1008.7859100424438
1999-02-05,998.3990484277651
1999-02-08,1022.6743950809054
1999-02-09,1057.5562095077958
1999-02-10,1178.6110329060264
1999-02-11,1281.8871060165588
1999-02-12,1222.762571578691
1999-02-15,1207.3971625201425
1999-02-16,1267.0688648060443
1999-02-17,1282.9920126875843
1999-02-18,1301.7717592873146
1999-02-19,1396.1525589490004
1999-02-22,1550.0819005182002
1999-02-23,1484.9960634357499
1999-02-24,1538.5729599176927
1999-02-25,1369.1022942787984
1999-02-26,1377.541619831102
1999-03-01,1476.5425091912891
1999-03-02,1546.3413362363033
1999-03-03,1474.8446835251696
1999-03-04,1401.9293318086472
1999-03-05,1458.798778365393
1999-03-08,1459.182986835272
1999-03-09,1484.2611858426362
1999-03-10,1566.1011574389286
1999-03-11,1665.3940262923124
1999-03-12,1690.8324459082598
1999-03-15,1694.3214387203732
1999-03-16,1775.056090888074
1999-03-17,1842.1362473721388
1999-03-18,1808.2052393402862
1999-03-19,1850.3772551401048
1999-03-22,1744.9630540376104
1999-03-23,1719.650075480259
1999-03-24,1586.7675651197064
1999-03-25,1668.9972900599319
1999-03-26,1637.9183817545547
1999-03-29,1669.922800860251
1999-03-30,1696.2872040900036
1999-03-31,1668.8585704669529
1999-04-01,1627.5498401448833
1999-04-02,1649.5874384634144
1999-04-05,1649.5839817839005
1999-04-06,1544.9500387142893
1999-04-07,1498.773435004253
1999-04-08,1438.2355734365553
1999-04-09,1345.5681309620136
1999-04-12,1412.0268002873424
1999-04-13,1410.9699061717806
1999-04-14,1526.673780815719
1999-04-15,1533.6892475134894
1999-04-16,1622.6357395828966
1999-04-19,1652.5451116632807
1999-04-20,1559.3022988365708
1999-04-21,1552.8228608322067
1999-04-22,1640.3261056221975
1999-04-23,1695.6090964596408
1999-04-26,1724.367824017428
1999-04-27,1712.4733768365438
1999-04-28,1663.6209285117511
1999-04-29,1754.4726328039217
1999-04-30,1876.3362729749206
1999-05-03,1876.3362729749206
1999-05-04,1888.9109640541183
1999-05-05,2136.369440987296
1999-05-06,2198.606284231269
1999-05-07,2073.4855906962016
1999-05-10,2068.7700815415023
1999-05-11,1983.1111378854523
1999-05-12,1599.7389494739336
1999-05-13,1707.6853759278338
1999-05-14,1674.7111425813002
1999-05-17,1930.4355901200463
1999-05-18,2105.6765501249192
1999-05-19,2009.5805203511204
1999-05-20,1981.7538844335381
1999-05-21,2042.7810619020904
1999-05-24,2124.096621666168
1999-05-25,2063.31416519473
1999-05-26,2082.0487515062673
1999-05-27,2090.1396345963876
1999-05-28,2056.5934893331746
1999-05-31,2025.3891338982046
1999-06-01,2017.2410282461142
1999-06-02,1977.8988011686347
1999-06-03,2084.8890983935503
1999-06-04,2104.19900463416
1999-06-07,2166.351672388654
1999-06-08,2243.2947942389274
1999-06-09,2289.0731502449453
1999-06-10,2339.0820548019256
1999-06-11,2465.5857986677174
1999-06-14,2466.5944158775756
1999-06-15,2417.3150962246827
1999-06-16,2536.8473163643325
1999-06-17,2536.705675875659
1999-06-18,2635.063759848614
1999-06-21,2813.3126274784863
1999-06-22,2738.5611087695065
1999-06-23,2687.199826242897
1999-06-24,2713.3143603035696
1999-06-25,2676.369138816943
1999-06-28,2679.1156567744483
1999-06-29,2719.664131770382
1999-06-30,2750.2094763089767
1999-07-01,2887.479204048044
1999-07-02,2944.3291404648908
1999-07-05,3079.0703515642904
1999-07-06,3255.8501410781237
1999-07-07,3206.9546006585138
1999-07-08,3241.9855609832825
1999-07-09,3206.124783937482
1999-07-12,3171.876035476884
1999-07-13,3034.2856388518094
1999-07-14,3185.6518102748473
1999-07-15,3144.383106441756
1999-07-16,3105.771319653196
1999-07-19,3013.79259692903
1999-07-20,2933.1146597031925
1999-07-21,2861.95862526623
1999-07-22,2924.308566319335
1999-07-23,2849.4841932747945
1999-07-26,2867.843312289494
1999-07-27,2790.9808306539194
1999-07-28,2793.2363000913138
1999-07-29,2564.140897760149
1999-07-30,2650.751366370818
1999-08-02,2626.7643317012967
1999-08-03,2607.0192495849233
1999-08-04,2413.7462428916247
1999-08-05,2296.1471235434683
1999-08-06,2306.4647502682833
1999-08-09,2283.818106202321
1999-08-10,2319.218844534292
1999-08-11,2332.858319573981
1999-08-12,2376.2576522577033
1999-08-13,2326.805846446481
1999-08-16,2341.7063334847494
1999-08-17,2337.9169113139483
1999-08-18,2340.8112799904566
1999-08-19,2367.051528847319
1999-08-20,2378.2423626530463
1999-08-23,2610.999665829541
1999-08-24,2594.329005967221
1999-08-25,2562.791134384709
1999-08-26,2475.5963252620113
1999-08-27,2375.8712254230963
1999-08-30,2300.313091603856
1999-08-31,2249.0442336283154
1999-09-01,2272.6170263315535
1999-09-02,2219.2868161863857
1999-09-03,2272.1538978495983
1999-09-06,2308.6095979310103
1999-09-07,2285.422110676925
1999-09-08,2221.9131685548236
1999-09-09,2243.6054063146516
1999-09-10,2294.189086636005
1999-09-13,2105.2548806243117
1999-09-14,2083.218908412911
1999-09-15,1996.5084861710632
1999-09-16,1848.0401432101394
1999-09-17,1798.3632726790859
1999-09-20,1695.295397373022
1999-09-21,1598.9091512726009
1999-09-22,1713.6639267035055
1999-09-23,1820.2037625105058
1999-09-24,1793.878303772767
1999-09-27,1912.6111908704293
1999-09-28,1855.1809165286745
1999-09-29,1816.9743505292229
1999-09-30,1789.2223227382435
1999-10-01,1833.0685228947752
1999-10-04,1897.188029318617
1999-10-05,1947.2844563848791
1999-10-06,1924.7087978287668
1999-10-07,1951.0753854585553
1999-10-08,1992.0972158626687
1999-10-11,2083.9117616530507
1999-10-12,2015.7347743921887
1999-10-13,2024.3645984729965
1999-10-14,2104.049886104759
1999-10-15,1976.400272123691
1999-10-18,1941.6689506472294
1999-10-19,2008.7454599731282
1999-10-20,2042.3673337126752
1999-10-21,1983.3876137196971
1999-10-22,2035.4386669999315
1999-10-25,2031.166094403798
1999-10-26,2013.2913284331428
1999-10-27,1983.8544379285024
1999-10-28,1998.8018994072063
1999-10-29,2001.438110674995
1999-11-01,1994.3280551538587
1999-11-02,1992.5854534695413
1999-11-03,1931.3156905524665
1999-11-04,1965.9685684546205
1999-11-05,2023.161083246406
1999-11-08,2023.161083246406
1999-11-09,2158.7830187444647
1999-11-10,2270.148218078549
1999-11-11,2319.167530315017
1999-11-12,2312.4117056240257
1999-11-15,2325.0356895081595
1999-11-16,2380.042826757769
1999-11-17,2399.0500822952486
1999-11-18,2362.202421481369
1999-11-19,2472.2204352700496
1999-11-22,2547.8615305121148
1999-11-23,2635.6069358725745
1999-11-24,2501.468878293266
1999-11-25,2571.989269677973
1999-11-26,2562.9585314463
1999-11-29,2517.2686492695657
1999-11-30,2406.0838848739713
1999-12-01,2424.873348973395
1999-12-02,2454.8975130294784
1999-12-03,2529.7569502286233
1999-12-06,2521.8247743320157
1999-12-07,2413.5610847596927
1999-12-08,2332.5591442224754
1999-12-09,2324.0819229905287
1999-12-10,2275.05276919168
1999-12-13,2270.0714708378014
1999-12-14,2330.71151165203
1999-12-15,2529.1518633134124
1999-12-16,2488.5519623858986
1999-12-17,2521.9214967806856
1999-12-20,2770.787388464853
1999-12-21,3010.5518409007777
1999-12-22,3052.202805038821
1999-12-23,3038.4023555623007
1999-12-24,3137.4588671123884
1999-12-27,3258.105588417788
1999-12-28,3155.9359025302206
1999-12-29,3057.007753303178
1999-12-30,3133.929046205941
1999-12-31,3743.4140094832724
2000-01-03,3743.4140094832724
2000-01-04,3756.6974717602816
2000-01-05,3795.9886158091495
2000-01-06,4006.6230703842293
2000-01-07,4007.453286776543
2000-01-10,4292.202655351636
2000-01-11,4068.1899097991773
2000-01-12,4086.6964383899813
2000-01-13,4364.501433287899
2000-01-14,4578.978707662978
2000-01-17,4444.044960511347
2000-01-18,4338.975170198583
2000-01-19,4049.202007588238
2000-01-20,4284.842939094898
2000-01-21,4458.367833108358
2000-01-24,4270.972761110251
2000-01-25,4015.066453692051
2000-01-26,4026.429412577893
2000-01-27,4153.122651048758
2000-01-28,3964.6600435710784
2000-01-31,3723.0528301405147
2000-02-01,3730.929949500655
2000-02-02,3587.489375494026
2000-02-03,3676.324034443082
2000-02-04,3770.7385110336454
2000-02-07,3768.4414232094314
2000-02-08,3961.084566121353
2000-02-09,4052.43259622209
2000-02-10,3986.050767814017
2000-02-11,3949.7971674835935
2000-02-14,3932.2935448864932
2000-02-15,3720.7189765239787
2000-02-16,3776.9951300054404
2000-02-17,3882.3379628934945
2000-02-18,3793.4219097678965
2000-02-21,3731.611700358739
2000-02-22,3780.362026523074
2000-02-23,3857.0316808796942
2000-02-24,3941.7858083402202
2000-02-25,3767.292146318387
2000-02-28,3529.283130300665
2000-02-29,3725.4473371814283
2000-03-01,3942.9803534051894
2000-03-02,3953.7600044015567
2000-03-03,4115.642105872663
2000-03-06,4135.44113940745
2000-03-07,4356.928376479274
2000-03-08,4361.07945844084
2000-03-09,4705.370467158531
2000-03-10,5018.919173134391
2000-03-13,4686.641012297296
2000-03-14,4975.865592982528
2000-03-15,4950.220273307358
2000-03-16,4943.934419358516
2000-03-17,4866.895224296666
2000-03-20,4805.167854385608
2000-03-21,4743.370357026396
2000-03-22,4990.329128038939
2000-03-23,5173.973377660585
2000-03-24,5377.831632498281
2000-03-27,5243.369554310271
2000-03-28,4999.231635497724
2000-03-29,5089.014728092012
2000-03-30,4856.103507591644
2000-03-31,5065.204622381862
2000-04-03,4889.816608819965
2000-04-04,4935.008516321617
2000-04-05,4604.422138294521
2000-04-06,4797.949875922452
2000-04-07,4747.989379926848
2000-04-10,4982.4461112582485
2000-04-11,4797.910627071322
2000-04-12,4872.237727012743
2000-04-13,4790.063759679576
2000-04-14,4746.022632203053
2000-04-17,4393.411044649066
2000-04-18,4350.608636181471
2000-04-19,4356.179999015081
2000-04-20,4491.564072492162
2000-04-21,4640.3377518741345
2000-04-24,4471.762991544145
2000-04-25,4635.263311919593
2000-04-26,4876.22677392862
2000-04-27,4788.750690468106
2000-04-28,4993.907807973752
2000-05-01,4993.907807973752
2000-05-02,4998.010774680029
2000-05-03,4991.4254207679905
2000-05-04,4931.220960024704
2000-05-05,4927.963732973049
2000-05-08,5013.699360420929
2000-05-09,5015.340547103439
2000-05-10,4953.267117961156
2000-05-11,4838.039402422982
2000-05-12,4751.809181810535
2000-05-15,4626.3662210094135
2000-05-16,4722.628697269753
2000-05-17,4438.69120647774
2000-05-18,4349.196549550509
2000-05-19,3981.479334261706
2000-05-22,3794.09070747913
2000-05-23,3569.20458433646
2000-05-24,3478.623798697371
2000-05-25,3715.769075831585
2000-05-26,3860.356048807992
2000-05-29,3871.882618606014
2000-05-30,3957.6302295334535
2000-05-31,4003.1722137892866
2000-06-01,4121.497389372189
2000-06-02,4322.710213887585
2000-06-05,4255.092843770308
2000-06-06,4096.671376115116
