Date,WORLD ESG SELECTION P-SERIES
2018-05-31,1000.0
2018-06-01,1009.2904174086659
2018-06-04,1016.6900988442761
2018-06-05,1015.9997716413294
2018-06-06,1024.6757241225887
2018-06-07,1023.4803202015296
2018-06-08,1023.8955615556455
2018-06-11,1026.8372240412746
2018-06-12,1028.3563245410048
2018-06-13,1026.0474207369175
2018-06-14,1026.024736329585
2018-06-15,1023.2278548088037
2018-06-18,1018.961610011962
2018-06-19,1012.0972827098185
2018-06-20,1014.1477389526543
2018-06-21,1008.4458207230532
2018-06-22,1010.031839860223
2018-06-25,995.649148231963
2018-06-26,995.2884869506048
2018-06-27,986.8187878640352
2018-06-28,988.2182346400404
2018-06-29,993.6128091979767
2018-07-02,990.5278589796001
2018-07-03,989.837966312851
2018-07-04,989.7162304368234
2018-07-05,997.3490058202433
2018-07-06,1006.4655085198302
2018-07-09,1015.6024164289266
2018-07-10,1017.436610195657
2018-07-11,1009.5003040874369
2018-07-12,1016.0095519346878
2018-07-13,1018.3472679513578
2018-07-16,1017.6350202581257
2018-07-17,1020.8711247065319
2018-07-18,1023.9087616318787
2018-07-19,1019.1629114109276
2018-07-20,1021.0981118510985
2018-07-23,1022.0057877343229
2018-07-24,1026.6222510659968
2018-07-25,1033.3511552029665
2018-07-26,1035.9548672717458
2018-07-27,1030.7423805002472
2018-07-30,1024.29373142625
2018-07-31,1026.446661672086
2018-08-01,1024.2717009147223
2018-08-02,1023.8986658042544
2018-08-03,1027.3173843237957
2018-08-06,1027.2718833142483
2018-08-07,1032.354030908425
2018-08-08,1031.205163700835
2018-08-09,1030.312403081228
2018-08-10,1017.993343244288
2018-08-13,1012.053985340335
2018-08-14,1017.5906483577069
2018-08-15,1008.2867024040228
2018-08-16,1014.5270620607396
2018-08-17,1017.0112175631047
2018-08-20,1020.6538867215068
2018-08-21,1023.91721891014
2018-08-22,1026.4522014801357
2018-08-23,1023.5265441412068
2018-08-24,1030.2401939238953
2018-08-27,1040.503354332725
2018-08-28,1041.8526353690522
2018-08-29,1045.9238829021058
2018-08-30,1040.6984207028918
2018-08-31,1038.482437961563
2018-09-03,1037.1005530220243
2018-09-04,1031.3794180369791
2018-09-05,1025.4289336047643
2018-09-06,1022.7155905155087
2018-09-07,1019.0786098147006
2018-09-10,1023.3168508842125
2018-09-11,1024.7654692072094
2018-09-12,1026.65056938639
2018-09-13,1031.291765753616
2018-09-14,1034.3481115683671
2018-09-17,1031.159307558276
2018-09-18,1037.0218554020382
2018-09-19,1039.661162631707
2018-09-20,1049.0256851029992
2018-09-21,1051.031198984925
2018-09-24,1046.5671624502363
2018-09-25,1047.197885652094
2018-09-26,1046.8524192268333
2018-09-27,1045.6263234285175
2018-09-28,1043.375952581419
2018-10-01,1045.1021492010698
2018-10-02,1041.6336133028549
2018-10-03,1040.7007306903204
2018-10-04,1030.0455608999716
2018-10-05,1022.7043072199485
2018-10-08,1018.2657736742616
2018-10-09,1014.2122998357162
2018-10-10,989.0440376198568
2018-10-11,969.5023430283866
2018-10-12,979.8545777412382
2018-10-15,974.5496645529139
2018-10-16,992.2928920228876
2018-10-17,991.3090282812201
2018-10-18,978.2360372044628
2018-10-19,975.8477505074685
2018-10-22,972.7182416763895
2018-10-23,962.7271084708723
2018-10-24,940.8377282975125
2018-10-25,950.2572502963448
2018-10-26,939.8041373556997
2018-10-29,936.8768406170173
2018-10-30,948.2878610317732
2018-10-31,959.6613463696041
2018-11-01,968.3659144569091
2018-11-02,969.9086941672808
2018-11-05,971.9259841867057
2018-11-06,976.9935279005874
2018-11-07,993.7059741600701
2018-11-08,994.0699031056497
2018-11-09,984.1090242638486
2018-11-12,968.6197587873893
2018-11-13,969.9320408237843
2018-11-14,965.4267495691153
2018-11-15,972.2819841781295
2018-11-16,974.1544711972293
2018-11-19,962.3979619698373
2018-11-20,947.0417515739273
2018-11-21,951.6451329267971
2018-11-22,951.9923066225464
2018-11-23,950.0148262512552
2018-11-26,962.0090780435746
2018-11-27,963.138066557788
2018-11-28,978.0326617346825
2018-11-29,979.3798380107995
2018-11-30,984.468343736006
2018-12-03,994.7617830822189
2018-12-04,969.3035907533973
2018-12-05,965.2288698394333
2018-12-06,958.6360156547115
2018-12-07,943.3946403648455
2018-12-10,938.9680894524494
2018-12-11,939.5831625965122
2018-12-12,949.9261593374446
2018-12-13,948.3070837004975
2018-12-14,933.6555619040555
2018-12-17,919.9214197566064
2018-12-18,918.4663170624191
2018-12-19,912.5656995217106
2018-12-20,898.9207202245137
2018-12-21,885.008802165991
2018-12-24,870.5668409593674
2018-12-25,866.1066699464183
2018-12-26,893.4610663514517
2018-12-27,901.1593309337673
2018-12-28,903.9781797837876
2018-12-31,910.9379121225697
2019-01-01,910.9602056688611
2019-01-02,908.0824565859378
2019-01-03,895.0584828864519
2019-01-04,919.9418206729551
2019-01-07,929.0628796706064
2019-01-08,936.2988215956266
2019-01-09,943.7600897541271
2019-01-10,947.0766376245535
2019-01-11,947.1672957220828
2019-01-14,942.6935822150881
2019-01-15,951.4552944701593
2019-01-16,952.615722599398
2019-01-17,956.955011792025
2019-01-18,970.0247876325926
2019-01-21,969.8185778013991
2019-01-22,959.7613647836988
2019-01-23,960.6735193751505
2019-01-24,962.6461750538857
2019-01-25,970.6130560816605
2019-01-28,963.5957505900018
2019-01-29,962.4712007165695
2019-01-30,970.7064010974224
2019-01-31,977.3282985200296
2019-02-01,978.9974920875693
2019-02-04,983.1499543782334
2019-02-05,989.2024724268963
2019-02-06,986.5418968560775
2019-02-07,976.8984174513204
2019-02-08,974.6505914879338
2019-02-11,976.2796515593316
2019-02-12,988.6223657883589
2019-02-13,992.395263906971
2019-02-14,990.2432754412192
2019-02-15,998.6095246216307
2019-02-18,1002.1141270970137
2019-02-19,1003.6032593805073
2019-02-20,1006.9494562705335
2019-02-21,1005.362690164492
2019-02-22,1010.6259328018319
2019-02-25,1012.946320579146
2019-02-26,1013.2797667977195
2019-02-27,1013.5032041052881
2019-02-28,1010.2051881624143
2019-03-01,1014.8870214256673
2019-03-04,1011.8595040165766
2019-03-05,1009.8761850534465
2019-03-06,1005.4759541384666
2019-03-07,996.6425855322192
2019-03-08,992.3164272965558
2019-03-11,1004.3061484256369
2019-03-12,1009.7782711207957
2019-03-13,1015.5249312990114
2019-03-14,1015.7308294511362
2019-03-15,1022.7810736284517
2019-03-18,1027.294790072115
2019-03-19,1028.4633844607793
2019-03-20,1024.0559340717175
2019-03-21,1031.1868045100516
2019-03-22,1014.6147473011484
2019-03-25,1011.3428034992888
2019-03-26,1018.8954950664644
2019-03-27,1015.6026110416119
2019-03-28,1016.571894226341
2019-03-29,1024.1014642863329
2019-04-01,1036.686989595522
2019-04-02,1036.416406364825
2019-04-03,1044.259347203761
2019-04-04,1043.6795445720877
2019-04-05,1046.392625918222
2019-04-08,1047.5164077902225
2019-04-09,1042.3442836925217
2019-04-10,1045.3324772864087
2019-04-11,1046.1472512618718
2019-04-12,1052.220768721369
2019-04-15,1053.1439844686586
2019-04-16,1055.0181070704327
2019-04-17,1052.7604263931935
2019-04-18,1053.825372220445
2019-04-19,1054.1679969033094
2019-04-22,1054.3938121327337
2019-04-23,1059.2032278806714
2019-04-24,1058.1391698425482
2019-04-25,1057.1451428441003
2019-04-26,1061.7215881928403
2019-04-29,1062.9042881726486
2019-04-30,1062.796239510886
2019-05-01,1056.3924966365494
2019-05-02,1053.8978054429156
2019-05-03,1062.6051041391436
2019-05-06,1056.6301610765088
2019-05-07,1041.8662159771757
2019-05-08,1039.7855782298816
2019-05-09,1033.4110443002453
2019-05-10,1038.3551552339
2019-05-13,1018.7460249965583
2019-05-14,1024.828182247865
2019-05-15,1031.495733446064
2019-05-16,1041.0288481714858
2019-05-17,1036.2082312273697
2019-05-20,1029.5668685970911
2019-05-21,1035.5082868161924
2019-05-22,1033.3044952738587
2019-05-23,1023.096724917657
2019-05-24,1026.9607264707136
2019-05-27,1027.416246228366
2019-05-28,1021.489438451592
2019-05-29,1012.0104361507425
2019-05-30,1014.5492736857611
2019-05-31,1004.3118477195661
2019-06-03,1003.2321221988658
2019-06-04,1019.6365912719626
2019-06-05,1030.181872646071
2019-06-06,1033.6863770899204
2019-06-07,1045.4543321997012
2019-06-10,1049.5897476838293
2019-06-11,1051.929834236311
2019-06-12,1049.929518305962
2019-06-13,1051.9125611652223
2019-06-14,1049.0763445454159
2019-06-17,1048.2259263093824
2019-06-18,1057.850139637114
2019-06-19,1064.7335971056461
2019-06-20,1075.240637935519
2019-06-21,1072.7120388836727
2019-06-24,1072.715620630848
2019-06-25,1063.627785695241
2019-06-26,1060.5792847085752
2019-06-27,1065.723859774176
2019-06-28,1071.67573607192
2019-07-01,1079.1905958077627
2019-07-02,1083.0221561376643
2019-07-03,1091.4594106360178
2019-07-04,1092.5050292695353
2019-07-05,1087.294410869719
2019-07-08,1080.9123038704304
2019-07-09,1078.890837026828
2019-07-10,1081.994037673021
2019-07-11,1085.484170047721
2019-07-12,1089.5526061131982
2019-07-15,1090.6987228356754
2019-07-16,1088.008740051936
2019-07-17,1082.7972897727955
2019-07-18,1082.738584517876
2019-07-19,1081.224734063417
2019-07-22,1081.7747418539163
2019-07-23,1087.3709587789963
2019-07-24,1092.6451899152066
2019-07-25,1088.2625510021921
2019-07-26,1095.9853929859903
2019-07-29,1094.8674215015046
2019-07-30,1090.2050037278098
2019-07-31,1080.7056022374588
2019-08-01,1074.860290014704
2019-08-02,1063.6680172648812
2019-08-05,1037.416824398978
2019-08-06,1044.038326255
2019-08-07,1047.1840550057073
2019-08-08,1064.1958673039571
2019-08-09,1057.9969460765828
2019-08-12,1049.1017352294982
2019-08-13,1057.1316884558798
2019-08-14,1033.9122888715442
2019-08-15,1031.7145871660425
2019-08-16,1044.8672365532045
2019-08-19,1056.7433773362145
2019-08-20,1050.7280861876338
2019-08-21,1059.2137828147743
