Date,WORLD ex EUROPE REGION ESG SELECTION P-SERIES
2018-05-31,1000.0
2018-06-01,1008.6625028068623
2018-06-04,1016.5810584123976
2018-06-05,1016.8430851945787
2018-06-06,1024.834196785895
2018-06-07,1022.8578945594793
2018-06-08,1025.2786623806737
2018-06-11,1025.4457818293372
2018-06-12,1027.8381364003399
2018-06-13,1024.7175153230728
2018-06-14,1024.4854264769874
2018-06-15,1024.7143555268412
2018-06-18,1021.6053165194954
2018-06-19,1015.9385449762368
2018-06-20,1017.5644544173362
2018-06-21,1012.1903459490616
2018-06-22,1011.0859260702815
2018-06-25,997.1117068771377
2018-06-26,997.0819590571214
2018-06-27,986.4165014393516
2018-06-28,990.8517224676963
2018-06-29,992.4854696766799
2018-07-02,992.1647027030973
2018-07-03,988.0295515697152
2018-07-04,988.1280271913087
2018-07-05,994.7616739488781
2018-07-06,1004.3390553739051
2018-07-09,1014.3345195618892
2018-07-10,1016.2167400463277
2018-07-11,1009.2556275129718
2018-07-12,1016.4123551594416
2018-07-13,1019.6667587269573
2018-07-16,1018.1389823749454
2018-07-17,1021.6283517757608
2018-07-18,1025.1972975320277
2018-07-19,1021.0665851931223
2018-07-20,1022.3209642874581
2018-07-23,1024.204945126665
2018-07-24,1027.6927088127456
2018-07-25,1037.5956010154746
2018-07-26,1038.3611753374744
2018-07-27,1031.2765429631952
2018-07-30,1022.4926413060117
2018-07-31,1025.2238249157613
2018-08-01,1024.393963748558
2018-08-02,1026.9223952145965
2018-08-03,1030.229319770698
2018-08-06,1031.3606194337603
2018-08-07,1036.719192108238
2018-08-08,1036.2415953187815
2018-08-09,1035.2157608972284
2018-08-10,1026.067789840195
2018-08-13,1018.7710676106453
2018-08-14,1027.0309904695575
2018-08-15,1019.9950344073724
2018-08-16,1023.8691911628421
2018-08-17,1027.226958653176
2018-08-20,1029.5582376645036
2018-08-21,1030.6840867199023
2018-08-22,1031.8256620682516
2018-08-23,1028.735237079103
2018-08-24,1036.0985998958217
2018-08-27,1046.2747501206325
2018-08-28,1046.9361180796095
2018-08-29,1051.6763875817235
2018-08-30,1047.1163133899463
2018-08-31,1047.0705165228057
2018-09-03,1045.215689652836
2018-09-04,1041.4472694959832
2018-09-05,1034.5722871434334
2018-09-06,1032.5183663473847
2018-09-07,1028.8170864155693
2018-09-10,1032.1183193885645
2018-09-11,1034.8272822811616
2018-09-12,1035.5891928075412
2018-09-13,1040.7922293158445
2018-09-14,1044.0151777257056
2018-09-17,1039.0504903652013
2018-09-18,1046.1666868779496
2018-09-19,1049.7758496661954
2018-09-20,1057.6165694522474
2018-09-21,1059.1967565312232
2018-09-24,1054.521888332924
2018-09-25,1053.7925863591677
2018-09-26,1053.9273724080622
2018-09-27,1052.4786328962775
2018-09-28,1054.3582692982307
2018-10-01,1056.306062507417
2018-10-02,1054.8807846834882
2018-10-03,1052.8164802446167
2018-10-04,1043.3046064938674
2018-10-05,1036.018436483463
2018-10-08,1034.498906978412
2018-10-09,1028.534408181025
2018-10-10,1000.9816317629167
2018-10-11,979.4087856764463
2018-10-12,992.6565576172128
2018-10-15,984.6079306335815
2018-10-16,1002.6188279401186
2018-10-17,1004.4557265139903
2018-10-18,990.8413888646505
2018-10-19,988.9227445509432
2018-10-22,986.6538482285041
2018-10-23,977.3330997940745
2018-10-24,952.2069648541025
2018-10-25,961.0436924567219
2018-10-26,950.8018137653584
2018-10-29,944.0208723376617
2018-10-30,958.6310424754955
2018-10-31,970.422895122052
2018-11-01,977.4752403554058
2018-11-02,979.0375330967962
2018-11-05,981.9829965288061
2018-11-06,988.9900776696292
2018-11-07,1005.849973206287
2018-11-08,1007.2988080722671
2018-11-09,997.0412661616587
2018-11-12,982.7509058131691
2018-11-13,981.065188978223
2018-11-14,975.8156875083044
2018-11-15,986.715074204328
2018-11-16,987.5667546083553
2018-11-19,974.4459938366948
2018-11-20,959.2691576701976
2018-11-21,962.2325377185185
2018-11-22,964.1609912642878
2018-11-23,961.2590143614473
2018-11-26,972.9842374703239
2018-11-27,975.7995579262574
2018-11-28,994.6546989587035
2018-11-29,993.8115550329545
2018-11-30,1002.2097222052237
2018-12-03,1012.2193606801762
2018-12-04,982.5134060439976
2018-12-05,980.1436782608121
2018-12-06,978.2509586733754
2018-12-07,958.5757284000754
2018-12-10,956.6838731805179
2018-12-11,955.6374471343942
2018-12-12,964.5382739834645
2018-12-13,963.4965555355286
2018-12-14,947.1621435314529
2018-12-17,932.7496427397962
2018-12-18,931.204660020863
2018-12-19,921.7201105821947
2018-12-20,907.9811991985167
2018-12-21,890.8422362724003
2018-12-24,874.4473822328513
2018-12-25,867.362789517191
2018-12-26,901.7528850030069
2018-12-27,915.1002258084644
2018-12-28,913.9677729026445
2018-12-31,921.5561155532818
2019-01-01,921.5858120108145
2019-01-02,920.0722779000138
2019-01-03,906.4443226787765
2019-01-04,929.8980040603035
2019-01-07,940.3872215917588
2019-01-08,948.106117162712
2019-01-09,954.5979299068923
2019-01-10,957.3335926142877
2019-01-11,958.1936198017831
2019-01-14,954.0532371938418
2019-01-15,964.846399179801
2019-01-16,965.292349172692
2019-01-17,970.7217934258849
2019-01-18,982.5520332742732
2019-01-21,982.9540949049971
2019-01-22,971.4237361624691
2019-01-23,972.3033036750654
2019-01-24,974.566723953089
2019-01-25,982.3568998389794
2019-01-28,974.5204969751472
2019-01-29,972.1630160977613
2019-01-30,981.3117542294223
2019-01-31,989.7888685578896
2019-02-01,990.8400696215673
2019-02-04,996.7121540631625
2019-02-05,1001.0309640081845
2019-02-06,998.0942314449583
2019-02-07,990.9541056905217
2019-02-08,989.8583754142732
2019-02-11,990.5100406347918
2019-02-12,1004.8051789360184
2019-02-13,1008.6041330156576
2019-02-14,1007.24447746538
2019-02-15,1013.9059434263677
2019-02-18,1016.871268219397
2019-02-19,1018.7296276147557
2019-02-20,1021.4067576317458
2019-02-21,1019.7821747679043
2019-02-22,1025.5958771597775
2019-02-25,1027.7728576263885
2019-02-26,1027.5008598795682
2019-02-27,1028.4231811012505
2019-02-28,1023.5619746067119
2019-03-01,1028.2850980115015
2019-03-04,1025.894694509339
2019-03-05,1023.5900656204476
2019-03-06,1018.6266515334833
2019-03-07,1011.000465919928
2019-03-08,1007.0128402157468
2019-03-11,1019.9415045166667
2019-03-12,1026.0122140907122
2019-03-13,1030.6012344283022
2019-03-14,1028.8386511339368
2019-03-15,1034.9583702469367
2019-03-18,1040.1048590484659
2019-03-19,1039.995422555774
2019-03-20,1036.62954126744
2019-03-21,1045.478277383481
2019-03-22,1030.8258649829852
2019-03-25,1026.0933467589969
2019-03-26,1034.8991948082778
2019-03-27,1031.594143933611
2019-03-28,1033.2407135250767
2019-03-29,1041.2745456439734
2019-04-01,1054.1495712588394
2019-04-02,1053.6345498505866
2019-04-03,1059.4905251433693
2019-04-04,1059.2444338727469
2019-04-05,1062.261770540895
2019-04-08,1063.581191300013
2019-04-09,1058.4104429235044
2019-04-10,1061.8725809541163
2019-04-11,1061.517030241739
2019-04-12,1067.0313575417886
2019-04-15,1068.1784467068296
2019-04-16,1069.4498077248334
2019-04-17,1066.041775805326
2019-04-18,1067.0126805563295
2019-04-19,1067.468315269026
2019-04-22,1067.7513378827339
2019-04-23,1074.8168308832758
2019-04-24,1073.1030284888163
