Date,EM ASIA
2000-12-29,99.99999999999999
2001-01-01,99.839932418118
2001-01-02,100.59209900530338
2001-01-03,99.8631794094829
2001-01-04,104.38217567913573
2001-01-05,106.60508814659852
2001-01-08,106.93666854429297
2001-01-09,109.68125416308322
2001-01-10,108.31907801441035
2001-01-11,105.88032140403224
2001-01-12,107.73651003055704
2001-01-15,109.57632430282524
2001-01-16,111.65976773705933
2001-01-17,113.34759069966435
2001-01-18,113.18358110416811
2001-01-19,116.76060278593003
2001-01-22,118.23947329860671
2001-01-23,117.70663945798401
2001-01-24,119.96571986758583
2001-01-25,120.49616110687435
2001-01-26,118.49940941422061
2001-01-29,117.9033757972443
2001-01-30,118.28410559316346
2001-01-31,120.67398395142472
2001-02-01,118.44501988377566
2001-02-02,120.63082324097957
2001-02-05,116.69734819744953
2001-02-06,117.7539238218155
2001-02-07,115.76080436975377
2001-02-08,118.49412821834741
2001-02-09,118.48376212199031
2001-02-12,117.74758410451851
2001-02-13,119.85973397169853
2001-02-14,119.32421708247298
2001-02-15,123.04072984753888
2001-02-16,120.8050962715143
2001-02-19,118.76998466986554
2001-02-20,121.52525721704237
2001-02-21,119.27494532211239
2001-02-22,117.34432010196706
2001-02-23,116.57015883584198
2001-02-26,116.07590860862864
2001-02-27,114.26596361975601
2001-02-28,114.68750062516217
2001-03-01,111.05307502973707
2001-03-02,107.59021126213803
2001-03-05,109.21501856552626
2001-03-06,109.87631350400807
2001-03-07,110.7319712833943
2001-03-08,110.02352202215584
2001-03-09,108.09655921214257
2001-03-12,105.2134457725725
2001-03-13,104.90836586696571
2001-03-14,107.02313306314703
2001-03-15,108.31253835571489
2001-03-16,108.97388841673396
2001-03-19,107.4217562286095
2001-03-20,105.7035992769447
2001-03-21,106.95491117041162
2001-03-22,107.42823285555522
2001-03-23,107.20025528589629
2001-03-26,108.37698326127646
2001-03-27,106.99795296539341
2001-03-28,108.23066740507856
2001-03-29,107.66910293796975
2001-03-30,106.46752358054
2001-04-02,104.49264803472542
2001-04-03,101.84446682230376
2001-04-04,96.6124562846532
2001-04-05,97.31817578340201
2001-04-06,98.91619877632746
2001-04-09,96.66875205144899
2001-04-10,97.59186765427961
2001-04-11,100.35358046297569
2001-04-12,100.09080534099176
2001-04-13,100.25580289657113
2001-04-16,100.54389893671262
2001-04-17,100.62285504207945
2001-04-18,105.13739945094794
2001-04-19,106.8426547611036
2001-04-20,104.18731523408775
2001-04-23,104.7243218827414
2001-04-24,104.88733095807562
2001-04-25,104.82061659884181
2001-04-26,103.94954247462663
2001-04-27,103.75925841193695
2001-04-30,106.21602379127481
2001-05-01,105.73124933606358
2001-05-02,108.01954384999628
2001-05-03,108.42101319400463
2001-05-04,106.20270476558639
2001-05-07,107.51452427034077
2001-05-08,107.54056322716734
2001-05-09,107.70791713539518
2001-05-10,106.96793983941129
2001-05-11,108.38689823236417
2001-05-14,107.5565748152943
2001-05-15,106.18641303844927
2001-05-16,104.84278069298635
2001-05-17,107.76463588851615
2001-05-18,108.00876406906751
2001-05-21,108.30788043538058
2001-05-22,110.34022960184322
2001-05-23,113.19886426250268
2001-05-24,113.600817459741
2001-05-25,113.10992554104332
2001-05-28,112.3293717900515
2001-05-29,113.43267010812858
2001-05-30,111.85315080583175
2001-05-31,112.01427683850903
2001-06-01,111.16785776475575
2001-06-04,111.10228071792105
2001-06-05,110.8709019068497
2001-06-06,111.87363241148243
