Date,EM EASTERN EUROPE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.90071357664101
2001-01-03,93.82296543593858
2001-01-04,99.77236920726939
2001-01-05,100.15580719127512
2001-01-08,99.5397451012346
2001-01-09,101.69277857081535
2001-01-10,102.90032048438717
2001-01-11,103.11006518133742
2001-01-12,104.45824687057215
2001-01-15,106.67401038361332
2001-01-16,105.94412063909412
2001-01-17,109.46060045702816
2001-01-18,107.40551399446967
2001-01-19,110.34381243501187
2001-01-22,107.27697832329939
2001-01-23,107.62340706755327
2001-01-24,111.57487158241904
2001-01-25,112.01441991470938
2001-01-26,111.39649504795754
2001-01-29,110.13677546320766
2001-01-30,110.24734201447912
2001-01-31,110.16954455603607
2001-02-01,108.10126497478593
2001-02-02,109.16066710182017
2001-02-05,104.86530715668876
2001-02-06,106.87256990737954
2001-02-07,104.68854827735953
2001-02-08,107.18571478547004
2001-02-09,104.82827129022178
2001-02-12,104.3098924292264
2001-02-13,107.80752027745676
2001-02-14,106.9225857948915
2001-02-15,111.71637145277975
2001-02-16,106.26082691444304
2001-02-19,104.79505070177345
2001-02-20,104.99335668085827
2001-02-21,98.83213583020583
2001-02-22,100.08082667481133
2001-02-23,98.12321277043617
2001-02-26,100.74735407069777
2001-02-27,98.27061371154016
2001-02-28,98.8612118962087
2001-03-01,96.27369278905384
2001-03-02,96.41195902890433
2001-03-05,100.25039803837429
2001-03-06,103.77576404820705
2001-03-07,104.41611517118874
2001-03-08,103.44571875829013
2001-03-09,102.16620318677481
2001-03-12,98.25178155894848
2001-03-13,99.25966611084716
2001-03-14,95.84283022226998
2001-03-15,98.66355972711561
2001-03-16,99.13664093193975
2001-03-19,100.85875785287513
2001-03-20,101.10726447576045
2001-03-21,98.91143943699976
2001-03-22,98.55494415988814
2001-03-23,98.80426791107922
2001-03-26,100.23509703846362
2001-03-27,99.27457180113683
2001-03-28,99.43763259290183
2001-03-29,97.55523472017502
2001-03-30,97.42901042458331
2001-04-02,96.56559760807635
2001-04-03,93.13028107795559
2001-04-04,90.66004878985649
2001-04-05,95.68816680916751
2001-04-06,94.95999993429483
2001-04-09,95.64205315185278
2001-04-10,97.92270696145106
2001-04-11,100.16945691425548
2001-04-12,99.04217823876567
2001-04-13,100.0471653404426
2001-04-16,100.09208165330237
2001-04-17,98.57359914633541
2001-04-18,102.75466755990877
2001-04-19,102.98217486687632
2001-04-20,100.11977192790448
2001-04-23,97.89104006524832
2001-04-24,98.79753499962561
2001-04-25,98.94068379516568
2001-04-26,100.86307246211543
2001-04-27,103.38124766254235
2001-04-30,103.21257014991399
2001-05-01,102.79441083650218
2001-05-02,103.18717466848337
2001-05-03,103.74849898109163
2001-05-04,104.4299747446545
2001-05-07,106.06128458174386
