Date,BRIC
2000-12-29,100.0
2001-01-01,99.86707353600625
2001-01-02,99.5473727128503
2001-01-03,100.90700428784493
2001-01-04,103.6359482228463
2001-01-05,103.1438052054714
2001-01-08,103.36350510073856
2001-01-09,105.99518421222895
2001-01-10,106.03137933159742
2001-01-11,104.19648338801096
2001-01-12,104.91237423249476
2001-01-15,106.94374660008586
2001-01-16,106.86569622546236
2001-01-17,108.97542118597984
2001-01-18,109.11446898745035
2001-01-19,112.14991152316237
2001-01-22,112.17109211224673
2001-01-23,112.65619874270482
2001-01-24,115.01331351500119
2001-01-25,115.07496316119956
2001-01-26,115.07159896319114
2001-01-29,114.68060688771024
2001-01-30,114.277037621868
2001-01-31,113.86219141775814
2001-02-01,110.81074324023251
2001-02-02,111.55293010040006
2001-02-05,109.32129496690496
2001-02-06,111.40993895602892
2001-02-07,110.17150554815484
2001-02-08,113.51571685231033
2001-02-09,112.57503209022079
2001-02-12,111.51188172692271
2001-02-13,113.10082804616712
2001-02-14,113.28327873634616
2001-02-15,115.98449853405833
2001-02-16,110.88323092510443
2001-02-19,109.30067629688284
2001-02-20,110.79771159717338
2001-02-21,107.32895900554666
2001-02-22,107.4346498944588
2001-02-23,106.63350329742333
2001-02-26,106.73695495789943
2001-02-27,105.05706313779798
2001-02-28,105.90024310279993
2001-03-01,104.21889157709334
2001-03-02,101.20978227615136
2001-03-05,102.44652929771739
2001-03-06,102.90473280164117
2001-03-07,102.78730772140247
2001-03-08,102.61961356281446
2001-03-09,100.78168115837296
2001-03-12,97.43112774160089
2001-03-13,97.02656599651137
2001-03-14,97.24163006107477
2001-03-15,98.41183664618622
2001-03-16,99.09036810833912
2001-03-19,97.40923314083955
2001-03-20,97.23864281803604
2001-03-21,98.41267445972632
2001-03-22,95.34636937236672
2001-03-23,93.63166773149338
2001-03-26,95.85007743804404
2001-03-27,95.92241110042693
2001-03-28,97.53865984818043
2001-03-29,96.38700076557251
2001-03-30,95.289067602202
2001-04-02,94.23290989855018
2001-04-03,92.16354229197746
2001-04-04,88.94169500885764
2001-04-05,91.23684792735543
2001-04-06,92.55674858709497
2001-04-09,92.1896130324231
2001-04-10,94.53560011129693
2001-04-11,94.76876774717604
2001-04-12,93.05744578141974
2001-04-13,93.17016098026596
2001-04-16,93.29339646601233
2001-04-17,92.84213872841536
