Date,EM VOTING RIGHTS-ADJUSTED
2021-05-31,1356.25386972386
2021-06-01,1366.0359020129372
2021-06-02,1368.0197329747039
2021-06-03,1372.5030984314365
2021-06-04,1367.3300589654216
2021-06-07,1364.2241156763018
2021-06-08,1361.3284530752394
2021-06-09,1357.215832381417
2021-06-10,1364.8742351610972
2021-06-11,1374.7527033292504
2021-06-14,1373.9384820721918
2021-06-15,1369.8430794141696
2021-06-16,1362.5933820764096
2021-06-17,1374.9547365289616
2021-06-18,1383.5557242753227
2021-06-21,1366.1030458153966
2021-06-22,1365.115893228535
2021-06-23,1372.6801391220915
2021-06-24,1381.3244167308967
2021-06-25,1390.5506493745172
2021-06-28,1394.9959195779986
2021-06-29,1393.0666041730576
2021-06-30,1397.19612972909
2021-07-01,1390.993261743734
2021-07-02,1381.6726510615276
2021-07-05,1380.4585116177386
2021-07-06,1378.051986368368
2021-07-07,1377.6789141701984
2021-07-08,1347.256779819648
2021-07-09,1346.51014646451
2021-07-12,1355.0794115547599
2021-07-13,1372.7224838371465
2021-07-14,1372.5697263134155
2021-07-15,1383.6650916254782
2021-07-16,1376.2515186685396
2021-07-19,1354.0082472507597
2021-07-20,1352.3423897877724
2021-07-21,1349.450080551525
2021-07-22,1364.6162111534875
2021-07-23,1355.6811117196949
2021-07-26,1320.9365356573403
2021-07-27,1293.4927827273543
2021-07-28,1308.8440407328922
2021-07-29,1327.280969542153
2021-07-30,1312.4537021432966
2021-08-02,1325.7221891241431
2021-08-03,1331.0620665250851
2021-08-04,1342.869110408511
2021-08-05,1339.9151665308868
2021-08-06,1341.344217352326
2021-08-09,1343.7701109342643
2021-08-10,1351.8877982259028
2021-08-11,1347.4849566618257
2021-08-12,1342.6859131460458
2021-08-13,1325.6694248043862
2021-08-16,1319.9417916414852
2021-08-17,1312.616123798522
2021-08-18,1318.9773611763042
2021-08-19,1293.2225314697112
2021-08-20,1280.4502887543385
2021-08-23,1290.9733878052134
2021-08-24,1319.054844102642
2021-08-25,1325.4562969651304
2021-08-26,1315.8808930127675
2021-08-27,1319.4413158848718
2021-08-30,1331.7440976416335
2021-08-31,1353.8060221124863
2021-09-01,1350.8271788883408
2021-09-02,1349.2224830269035
2021-09-03,1352.808257077887
2021-09-06,1364.0340386607143
2021-09-07,1365.421255613342
2021-09-08,1358.5338511334583
2021-09-09,1344.2554494827878
2021-09-10,1351.9673865942834
2021-09-13,1347.4763402672015
2021-09-14,1341.3722223305906
2021-09-15,1334.7163230474985
2021-09-16,1328.8973923769836
2021-09-17,1334.5971517795417
2021-09-20,1315.690139874349
2021-09-21,1319.1505991486385
2021-09-22,1318.1757046753912
2021-09-23,1327.1779636691326
2021-09-24,1324.5654983760107
2021-09-27,1327.3710417357113
2021-09-28,1325.1582841456968
2021-09-29,1321.8309814163106
2021-09-30,1326.658282924953
2021-10-01,1318.930662482917
2021-10-04,1306.5221274763178
2021-10-05,1309.0515124393587
2021-10-06,1304.7979381555024
2021-10-07,1328.8018696541624
2021-10-08,1330.7746559903646
2021-10-11,1339.7043053105192
2021-10-12,1329.7258275971028
2021-10-13,1333.0075582650782
2021-10-14,1338.706271109358
2021-10-15,1354.2083811812033
2021-10-18,1353.3054273698067
2021-10-19,1359.7555457068997
2021-10-20,1365.8093094233163
2021-10-21,1358.145885367631
2021-10-22,1359.0310147099422
2021-10-25,1366.4589348317013
2021-10-26,1369.2982491010007
2021-10-27,1355.532875094744
2021-10-28,1338.2362435231469
2021-10-29,1339.5630639343033
2021-11-01,1335.6339886753906
2021-11-02,1336.8033161226979
2021-11-03,1334.0094774417305
2021-11-04,1345.4671682411265
2021-11-05,1340.8304439573874
2021-11-08,1342.2026802146963
2021-11-09,1347.7749003703038
2021-11-10,1356.4883171824695
2021-11-11,1367.1056440557684
2021-11-12,1373.8377786690432
2021-11-15,1379.1241543766043
2021-11-16,1390.894119412395
2021-11-17,1393.9140677431694
2021-11-18,1375.7011068734885
2021-11-19,1374.1663166430194
2021-11-22,1374.9380554771108
2021-11-23,1365.9169447765566
2021-11-24,1370.7117889271356
2021-11-25,1370.5758051201083
2021-11-26,1324.5700705065146
2021-11-29,1326.1140083365947
2021-11-30,1321.11226637892
2021-12-01,1327.8700527990034
2021-12-02,1341.3180825853212
2021-12-03,1335.7719369901406
2021-12-06,1323.8320784971363
2021-12-07,1349.919356083683
2021-12-08,1345.4733372613337
2021-12-09,1359.3691304862275
2021-12-10,1346.5713209199594
2021-12-13,1341.9668167762927
2021-12-14,1333.1306789096518
2021-12-15,1328.0231685574408
2021-12-16,1332.75971262568
2021-12-17,1328.6417420069567
2021-12-20,1299.949063870574
2021-12-21,1317.175519355783
2021-12-22,1317.1164074582637
2021-12-23,1330.5369318718192
2021-12-24,1328.9616213756149
2021-12-27,1331.573020647422
2021-12-28,1340.8669604005706
2021-12-29,1326.6754392312848
2021-12-30,1332.0830565079073
2021-12-31,1337.1616930542714
2022-01-03,1348.4995240440076
2022-01-04,1349.1434952454588
2022-01-05,1334.6234490613472
2022-01-06,1332.279751200921
2022-01-07,1335.7372867512793
2022-01-10,1346.5069603202803
2022-01-11,1354.5821337537827
2022-01-12,1369.6299344118488
2022-01-13,1361.5275761846378
2022-01-14,1358.3043513436664
2022-01-17,1358.7504537769667
2022-01-18,1352.198594736417
2022-01-19,1350.4259310291184
2022-01-20,1365.6432062388965
2022-01-21,1353.6336303670948
2022-01-24,1335.003141867949
2022-01-25,1326.4479468609054
2022-01-26,1326.7609615360116
2022-01-27,1322.4662257018797
2022-01-28,1319.816866488958
2022-01-31,1330.6915168973997
2022-02-01,1331.9494844600579
2022-02-02,1326.235459027825
2022-02-03,1309.5747952274958
2022-02-04,1318.1793590312195
2022-02-07,1315.7449786830834
2022-02-08,1318.9108148263383
2022-02-09,1338.9047960156774
2022-02-10,1346.9975131432602
2022-02-11,1343.2646114799377
2022-02-14,1333.108915098606
2022-02-15,1336.2764647564734
2022-02-16,1352.006447954714
2022-02-17,1350.6566495838892
2022-02-18,1344.0978885924537
2022-02-21,1331.7844147496119
2022-02-22,1318.4607891781318
2022-02-23,1320.1424598738283
2022-02-24,1286.6021715374602
2022-02-25,1290.7168545179597
2022-02-28,1290.73244184806
2022-03-01,1306.885581424661
2022-03-02,1306.398131120587
2022-03-03,1312.2732304785718
2022-03-04,1299.6373456199992
2022-03-07,1262.9405516251338
2022-03-08,1250.0238326162123
2022-03-09,1223.5217233088206
2022-03-10,1242.5988792925355
2022-03-11,1231.3869587536053
2022-03-14,1198.0912247730373
2022-03-15,1166.1153912440348
2022-03-16,1220.0847646812028
2022-03-17,1252.6097590059483
2022-03-18,1260.7439923524003
2022-03-21,1252.403089640201
2022-03-22,1272.296439536747
2022-03-23,1285.419069731519
2022-03-24,1280.9319722436953
2022-03-25,1271.1803224818455
2022-03-28,1272.3484519825881
2022-03-29,1269.0851909241787
2022-03-30,1277.6280660986745
2022-03-31,1274.219208835072
2022-04-01,1288.3368063467133
2022-04-04,1308.8303081677482
2022-04-05,1311.5451895425795
2022-04-06,1298.5353521628927
2022-04-07,1281.3869510536063
2022-04-08,1288.5314910834597
2022-04-11,1267.4273180962514
2022-04-12,1268.4114239409964
2022-04-13,1281.384602310671
2022-04-14,1289.3405567642462
2022-04-15,1283.8265990924428
2022-04-18,1274.66049780362
2022-04-19,1263.2043323815942
2022-04-20,1254.781412709324
2022-04-21,1248.8611464597934
2022-04-22,1243.701051691625
2022-04-25,1216.7553021892215
2022-04-26,1227.722510795231
2022-04-27,1235.436348531006
2022-04-28,1247.498605951639
2022-04-29,1268.416735971832
2022-05-02,1267.0858345001009
2022-05-03,1261.8921147446945
2022-05-04,1254.1962936872649
2022-05-05,1251.825419139304
2022-05-06,1213.7899129788204
2022-05-09,1200.8108124586229
2022-05-10,1191.1203039825912
2022-05-11,1194.6078657222042
2022-05-12,1181.319846036315
2022-05-13,1201.8047547978479
2022-05-16,1204.2802269366491
2022-05-17,1215.2626338100888
2022-05-18,1221.9947903781315
2022-05-19,1190.5802243264354
2022-05-20,1218.5440845720016
2022-05-23,1205.009273273208
2022-05-24,1180.7932027031104
2022-05-25,1188.7964203584138
2022-05-26,1186.9569660639836
2022-05-27,1211.495921053847
2022-05-30,1229.331237227671
2022-05-31,1251.7796216662396
2022-06-01,1246.2665513310294
2022-06-02,1232.3161547196094
2022-06-03,1231.3778781369062
2022-06-06,1242.3237255610456
2022-06-07,1231.75465991347
2022-06-08,1242.7510642018535
2022-06-09,1245.942498522648
2022-06-10,1245.681302079654
2022-06-13,1213.83295718858
2022-06-14,1215.7389897663893
2022-06-15,1217.602600105662
2022-06-16,1194.7343856258142
2022-06-17,1193.6165810764219
2022-06-20,1179.4743878948743
2022-06-21,1195.9891904250055
2022-06-22,1165.2650402969687
2022-06-23,1175.6067068187888
2022-06-24,1191.7450737568297
2022-06-27,1204.3085179886496
2022-06-28,1217.637724069061
2022-06-29,1204.1481806749023
2022-06-30,1192.2754887917258
2022-07-01,1189.5897552273966
2022-07-04,1186.040037672789
