Date,EFM AFRICA
2002-05-31,398.488152754974
2002-06-03,403.37149199207073
2002-06-04,407.44456043694873
2002-06-05,395.45914809068273
2002-06-06,392.6866145978992
2002-06-07,388.7071103737305
2002-06-10,381.887656386642
2002-06-11,376.53264218073923
2002-06-12,378.4055054954479
2002-06-13,367.07828257485335
2002-06-14,359.16035901943116
2002-06-17,356.25997630459494
2002-06-18,364.4928899312893
2002-06-19,361.4948694579715
2002-06-20,357.99590689072875
2002-06-21,355.17062660193807
2002-06-24,349.86782831130097
2002-06-25,347.73110682435254
2002-06-26,333.9052726211199
2002-06-27,335.7712243976705
2002-06-28,339.0006682192655
2002-07-01,345.96493386082426
2002-07-02,342.9323846762635
2002-07-03,334.18060265083164
2002-07-04,335.8745874931168
2002-07-05,346.7407584509223
2002-07-08,342.78897599568995
2002-07-09,343.44594836512584
2002-07-10,340.2082149326801
2002-07-11,332.2499431532693
2002-07-12,335.3423032419565
2002-07-15,328.9437572905572
2002-07-16,325.1216092691648
2002-07-17,325.84675401877666
2002-07-18,334.4883138099714
2002-07-19,329.3930959643265
2002-07-22,318.31204439594535
2002-07-23,310.29149744103387
2002-07-24,296.2507138150564
2002-07-25,303.8234801719961
2002-07-26,298.12530923588236
2002-07-29,299.5254806913267
2002-07-30,302.57024383224075
2002-07-31,288.9954981183753
2002-08-01,288.0241554165821
2002-08-02,285.0425486701754
2002-08-05,274.07706291815157
2002-08-06,280.4894769342957
2002-08-07,287.34388082198336
2002-08-08,293.62122535095904
2002-08-09,291.38102740588414
2002-08-12,292.1576704199844
2002-08-13,289.2838013555934
2002-08-14,287.03401333035254
2002-08-15,290.55225868418484
2002-08-16,287.61919357888587
2002-08-19,289.9991215431808
2002-08-20,287.21412711804845
2002-08-21,287.8850862758461
2002-08-22,294.13438506569673
2002-08-23,297.0672178037487
2002-08-26,293.486237683731
2002-08-27,303.23077495128126
2002-08-28,299.82654401078844
2002-08-29,295.4302099894288
2002-08-30,301.85439023315945
2002-09-02,300.66903017302866
2002-09-03,287.1827180284617
2002-09-04,288.29706981933055
2002-09-05,289.0877178764875
2002-09-06,296.3154145361561
2002-09-09,304.8830612488493
2002-09-10,309.675778544382
2002-09-11,312.92719058076665
2002-09-12,311.6036461387806
2002-09-13,306.0611541913365
2002-09-16,307.552020936943
2002-09-17,310.5689550654266
2002-09-18,302.9315619836611
2002-09-19,298.3851034986814
2002-09-20,299.74031774732737
2002-09-23,297.1031247517797
2002-09-24,297.42241669888733
2002-09-25,299.85315149944466
2002-09-26,304.89820734305334
2002-09-27,308.5754013054264
2002-09-30,299.96765755870223
2002-10-01,305.4816263286872
2002-10-02,305.09918214375045
2002-10-03,304.98065246001266
2002-10-04,308.2925333309757
2002-10-07,299.44249363127165
2002-10-08,297.8553935835486
2002-10-09,291.8745461237123
2002-10-10,290.87250984102747
2002-10-11,298.0030225291366
2002-10-14,299.09431406965655
2002-10-15,307.24042448353913
2002-10-16,302.90677211477663
2002-10-17,309.6384641453212
2002-10-18,308.28170751178493
2002-10-21,309.84909820857405
2002-10-22,315.2645434203574
2002-10-23,314.76949091871757
2002-10-24,318.93065982028975
2002-10-25,314.8273062340171
2002-10-28,313.84750035887186
2002-10-29,304.8984963599364
2002-10-30,305.9156743224611
2002-10-31,308.30384572742315
2002-11-01,315.96793897628066
2002-11-04,313.79888090492216
2002-11-05,314.19939413185665
2002-11-06,318.60199958439824
2002-11-07,322.5793887639997
2002-11-08,319.7202228107707
2002-11-11,319.5561138445018
2002-11-12,319.074381154323
2002-11-13,318.8154685957178
2002-11-14,324.26781278100276
2002-11-15,325.1289712670642
2002-11-18,331.77648998750783
2002-11-19,326.89400388086835
2002-11-20,326.0326602611128
2002-11-21,330.0657199006589
2002-11-22,333.0448674126081
2002-11-25,333.58824341125376
2002-11-26,326.6468943396217
2002-11-27,330.3691579341094
2002-11-28,328.826493457607
2002-11-29,334.37491519761977
2002-12-02,336.901748081486
2002-12-03,334.2910244845675
2002-12-04,336.9056767613386
2002-12-05,335.0186572944062
2002-12-06,325.58088260763105
2002-12-09,329.49331238048893
2002-12-10,326.1483169468657
2002-12-11,325.80184350653155
2002-12-12,321.91292307460554
2002-12-13,328.63529718703137
2002-12-16,329.9097220133663
2002-12-17,332.03855766192333
2002-12-18,334.52632801409
2002-12-19,333.78299816692834
2002-12-20,332.5554779635746
2002-12-23,337.1272308011141
2002-12-24,331.66646893154694
2002-12-25,331.6333872110391
2002-12-26,333.2434819889021
2002-12-27,336.4131139436563
2002-12-30,338.2950194838855
2002-12-31,335.3519743254497
2003-01-01,335.3519743254497
2003-01-02,341.28068487858235
2003-01-03,344.495841061917
2003-01-06,341.87885782992845
2003-01-07,342.9490534518545
2003-01-08,342.6370655933086
2003-01-09,341.3442653250757
2003-01-10,340.5176886423591
2003-01-13,342.8391908623211
2003-01-14,337.8281490996601
2003-01-15,339.42569223767254
2003-01-16,336.42674860775185
2003-01-17,334.8647166090006
2003-01-20,332.6291984704949
2003-01-21,325.8820859539355
2003-01-22,325.88654973058897
2003-01-23,328.275310839682
2003-01-24,322.30053365638275
2003-01-27,316.8414034187918
2003-01-28,315.9406082668137
2003-01-29,318.40747961293647
2003-01-30,319.88261686301183
2003-01-31,319.2648573676206
2003-02-03,321.9100102234489
2003-02-04,323.3277619880595
2003-02-05,324.3122164231236
2003-02-06,327.09920035000164
2003-02-07,323.58868106156547
2003-02-10,320.7218593569447
2003-02-11,325.7655230997889
2003-02-12,323.3585266405639
2003-02-13,315.4705761415979
2003-02-14,318.3472551449173
2003-02-17,323.0925527895662
2003-02-18,322.09479810932896
2003-02-19,320.86957545345155
2003-02-20,321.55423639001776
2003-02-21,325.58649044255964
2003-02-24,324.63159219305413
2003-02-25,319.4098492377477
2003-02-26,319.5071978540547
2003-02-27,320.6440104299058
2003-02-28,320.6656808495794
2003-03-03,322.28313578826214
2003-03-04,316.11740626457373
2003-03-05,315.25171465795995
2003-03-06,308.025951927313
2003-03-07,304.10470934960915
2003-03-10,301.7095771624207
2003-03-11,296.5727035384366
2003-03-12,293.20532304150504
2003-03-13,301.9162883601415
2003-03-14,307.4935957776013
2003-03-17,307.27319920863124
2003-03-18,318.4967487176156
2003-03-19,320.6030583027201
2003-03-20,315.6107722984186
2003-03-21,315.3266908201438
2003-03-24,309.88481601185833
2003-03-25,308.90860866719476
2003-03-26,308.22923277257706
2003-03-27,306.3304212360033
2003-03-28,299.7154606123046
2003-03-31,299.39597558377625
2003-04-01,304.5927058579231
2003-04-02,309.4940381859671
2003-04-03,313.90712473022705
2003-04-04,309.56884968396065
2003-04-07,317.44876732611544
2003-04-08,311.87928720577725
2003-04-09,312.3888994906604
2003-04-10,309.21293232173485
2003-04-11,314.1835427355567
2003-04-14,314.332086608129
2003-04-15,317.01259767382044
2003-04-16,313.3583924708517
2003-04-17,312.89143894264464
2003-04-18,312.9258677372013
2003-04-21,313.1629866826858
2003-04-22,312.44093754658047
2003-04-23,314.88847580570695
2003-04-24,312.8123416902551
2003-04-25,310.105231882699
2003-04-28,313.3496524182117
2003-04-29,311.4875224473216
2003-04-30,309.32486921305764
2003-05-01,306.68271367848826
2003-05-02,305.87768301741204
2003-05-05,313.99187856198023
2003-05-06,310.78092162146004
2003-05-07,310.0305561756372
2003-05-08,303.6047056818597
2003-05-09,306.2247483623583
2003-05-12,307.29176423497023
2003-05-13,311.63276120258564
2003-05-14,310.07427470691954
2003-05-15,307.37927935947727
2003-05-16,307.212126033714
2003-05-19,300.70269380811067
2003-05-20,301.83097798565086
2003-05-21,302.1604790870692
2003-05-22,300.092113232906
2003-05-23,300.88259904418663
2003-05-26,301.58738787662253
2003-05-27,296.3450616918398
2003-05-28,301.4261277834287
2003-05-29,300.7434039363001
2003-05-30,305.81884660916893
2003-06-02,309.8479428321036
2003-06-03,308.1977265382634
2003-06-04,307.90447943515863
2003-06-05,312.5194567744633
2003-06-06,318.04059766402315
2003-06-09,316.635039268368
2003-06-10,318.09901320944556
2003-06-11,314.30477384120366
2003-06-12,317.0150770833096
2003-06-13,314.0503875682866
2003-06-16,315.4150030086591
2003-06-17,320.7780751389522
2003-06-18,320.44171765896266
2003-06-19,323.9971882388558
2003-06-20,325.10967545392293
2003-06-23,321.8370695374853
2003-06-24,320.55915580896055
2003-06-25,319.4530005332357
2003-06-26,323.5920945774332
2003-06-27,326.18804200656626
2003-06-30,326.0593352134754
2003-07-01,325.9617128313872
2003-07-02,331.61758710430814
2003-07-03,333.9828392827362
2003-07-04,330.98205216592123
2003-07-07,337.30477064240256
2003-07-08,341.9642234186952
