Date,BRIC WITH BRAZIL ADR
2003-05-30,1000.0
2003-06-02,1008.0931528985902
2003-06-03,1012.4607969206334
2003-06-04,1017.3797353838287
2003-06-05,1004.3011161552357
2003-06-06,1028.818955671671
2003-06-09,1030.2371526993322
2003-06-10,1024.755285876191
2003-06-11,1020.2680539519891
2003-06-12,1032.580220120104
2003-06-13,1041.6198357838646
2003-06-16,1050.274808528895
2003-06-17,1077.987193024539
2003-06-18,1081.4593783735256
2003-06-19,1077.2531095901002
2003-06-20,1088.8353685231987
2003-06-23,1088.4204298670693
2003-06-24,1086.2669694312003
2003-06-25,1095.869471252501
2003-06-26,1105.3458345371814
2003-06-27,1118.927707158389
2003-06-30,1114.6610151563061
2003-07-01,1103.4736114322018
2003-07-02,1124.6223466732772
2003-07-03,1123.136247687952
2003-07-04,1128.0826761225649
2003-07-07,1162.8353729454884
2003-07-08,1174.488224730238
2003-07-09,1161.838697225367
2003-07-10,1151.0765431317377
2003-07-11,1143.156774212014
2003-07-14,1174.988408329006
2003-07-15,1180.3363900220763
2003-07-16,1167.2417778578347
2003-07-17,1134.530351500421
2003-07-18,1141.0394869880495
2003-07-21,1132.4037835362535
2003-07-22,1127.8851813241752
2003-07-23,1102.9745392564969
2003-07-24,1115.749905551923
2003-07-25,1119.4988869523033
2003-07-28,1137.8568901907586
2003-07-29,1138.564272652237
2003-07-30,1145.6907465095042
2003-07-31,1173.2609358372838
2003-08-01,1178.8779671097602
2003-08-04,1177.6865571253436
2003-08-05,1170.2905270381475
2003-08-06,1153.9638649331184
2003-08-07,1157.8546462845989
2003-08-08,1164.2705269253518
2003-08-11,1186.3666937533317
2003-08-12,1197.269657342938
2003-08-13,1207.3803163010268
2003-08-14,1215.3474387524552
2003-08-15,1226.7309337923796
2003-08-18,1262.2822043314595
2003-08-19,1271.037764467655
2003-08-20,1263.2398223922962
2003-08-21,1298.2870683703427
2003-08-22,1322.7683239399344
2003-08-25,1297.9270060892695
2003-08-26,1298.557335414506
2003-08-27,1301.503036251257
2003-08-28,1316.0283595118447
2003-08-29,1329.722569980185
2003-09-01,1347.6980021959896
2003-09-02,1365.0934111975853
2003-09-03,1369.438443677946
2003-09-04,1370.6278315565235
2003-09-05,1357.0232159665795
2003-09-08,1347.371934077105
2003-09-09,1325.0450388135073
2003-09-10,1310.5151811162589
2003-09-11,1319.3910101766478
2003-09-12,1300.6142766971923
2003-09-15,1303.2244192063004
2003-09-16,1328.6428155169724
2003-09-17,1311.3341055957621
2003-09-18,1288.1652169612407
2003-09-19,1268.8216790909116
2003-09-22,1244.493229934339
2003-09-23,1270.77356160726
2003-09-24,1305.8722317515603
2003-09-25,1286.8661989570844
2003-09-26,1303.3199527801678
2003-09-29,1304.0510299802659
2003-09-30,1307.720741335444
2003-10-01,1309.0385735020077
2003-10-02,1331.641444313307
2003-10-03,1358.0521258874794
2003-10-06,1370.8547240274381
2003-10-07,1379.637571151387
2003-10-08,1401.6085603613487
2003-10-09,1431.1174592864038
2003-10-10,1427.1245675022467
2003-10-13,1456.6951235755414
2003-10-14,1453.4984615668222
2003-10-15,1460.9774145820927
2003-10-16,1477.9090335979627
2003-10-17,1492.9356296042945
2003-10-20,1485.8602649434301
2003-10-21,1454.283718329725
2003-10-22,1420.4648004385774
2003-10-23,1376.501196046735
2003-10-24,1391.2346080465056
2003-10-27,1359.3626449792825
2003-10-28,1406.462962800657
2003-10-29,1404.2772830429403
2003-10-30,1369.028100296695
2003-10-31,1402.004837000315
2003-11-03,1475.8223969669205
2003-11-04,1484.3870295459265
2003-11-05,1473.9032654218258
2003-11-06,1461.3802466027403
2003-11-07,1452.1365181024419
2003-11-10,1446.7844746619874
2003-11-11,1421.749528520835
2003-11-12,1406.8597565915209
2003-11-13,1408.8664015580346
2003-11-14,1390.2386910294624
2003-11-17,1373.9735570985208
2003-11-18,1347.0605370964263
2003-11-19,1318.1812555632146
2003-11-20,1313.7873944453245
2003-11-21,1327.9012987882704
2003-11-24,1353.233322851179
2003-11-25,1371.5131752360446
2003-11-26,1374.4419096923768
2003-11-27,1389.9951475172136
2003-11-28,1398.8086716137398
2003-12-01,1429.0864524585888
2003-12-02,1419.3514654689536
2003-12-03,1434.3749416396804
2003-12-04,1435.9137132892042
2003-12-05,1409.9364172876583
2003-12-08,1405.4614775744888
2003-12-09,1444.2499463894071
2003-12-10,1446.9441609219878
2003-12-11,1466.2683888667575
2003-12-12,1459.6439881323436
2003-12-15,1449.316114402908
2003-12-16,1434.8118580560902
2003-12-17,1419.4456101003898
2003-12-18,1442.4267255846653
2003-12-19,1478.5809933591895
2003-12-22,1489.163799080399
2003-12-23,1478.697331577478
2003-12-24,1485.0705947746785
2003-12-25,1483.7170709300647
2003-12-26,1489.92848238508
2003-12-29,1501.7458071426959
2003-12-30,1506.47328440926
2003-12-31,1506.6921797964847
2004-01-01,1513.368289149042
2004-01-02,1555.3669758454137
2004-01-05,1575.8047341163865
2004-01-06,1547.1360987560006
2004-01-07,1552.6911078277046
2004-01-08,1560.0147589442265
2004-01-09,1562.6612099708777
2004-01-12,1537.153633751442
2004-01-13,1537.1386324009645
2004-01-14,1547.8639256177753
2004-01-15,1540.488002961868
2004-01-16,1550.2113570850026
2004-01-19,1573.3770940199654
2004-01-20,1566.6353062475946
2004-01-21,1558.5098504960674
2004-01-22,1541.2767901490254
2004-01-23,1568.1670511330258
2004-01-26,1567.3646097096555
2004-01-27,1579.5676473337664
2004-01-28,1548.7245787282784
2004-01-29,1567.4101305894226
2004-01-30,1537.952841154429
2004-02-02,1516.906181126572
2004-02-03,1510.938416281718
2004-02-04,1524.0312292975832
2004-02-05,1504.6783028031048
2004-02-06,1510.8790606081852
2004-02-09,1556.4387759289004
2004-02-10,1539.8037679652784
2004-02-11,1544.45047117664
2004-02-12,1537.9961056276638
2004-02-13,1561.1419492343045
2004-02-16,1571.628377866189
2004-02-17,1577.7979408816166
2004-02-18,1578.6541681036852
2004-02-19,1568.7750999931272
2004-02-20,1588.1671559765648
2004-02-23,1576.9150310737905
2004-02-24,1553.6845931671899
2004-02-25,1554.4747572097212
2004-02-26,1585.9228639342837
2004-02-27,1610.357493169109
2004-03-01,1629.00618126905
2004-03-02,1647.8036125581377
2004-03-03,1651.5353079451113
2004-03-04,1643.4512971527054
2004-03-05,1622.388220106826
2004-03-08,1644.1248007842971
2004-03-09,1637.6767144537644
2004-03-10,1630.0711728914887
2004-03-11,1588.8423407499656
2004-03-12,1601.1630659634895
2004-03-15,1592.5880663837581
2004-03-16,1577.7281962436307
2004-03-17,1620.1382090513441
2004-03-18,1576.138197021355
2004-03-19,1586.3148413676406
2004-03-22,1550.0846658449452
2004-03-23,1570.0108207267922
2004-03-24,1586.2803176772134
2004-03-25,1574.597416699296
2004-03-26,1598.9989148452578
2004-03-29,1594.2190497619886
2004-03-30,1613.9696520221485
2004-03-31,1629.2280520763352
2004-04-01,1628.3398589339006
2004-04-02,1672.7731238815263
2004-04-05,1702.042415727445
2004-04-06,1701.2432929089637
2004-04-07,1700.2463693805498
2004-04-08,1720.0017473036587
2004-04-09,1722.4763750693267
2004-04-12,1724.111737151677
2004-04-13,1740.5654452023782
2004-04-14,1687.142095436671
2004-04-15,1673.1165386208404
2004-04-16,1655.9957809369669
2004-04-19,1642.5755629115743
2004-04-20,1632.8860838834976
2004-04-21,1602.5696848287957
2004-04-22,1599.0213559841716
2004-04-23,1627.8466653250566
2004-04-26,1603.5766231098903
2004-04-27,1560.9230885819788
2004-04-28,1572.9436449725495
2004-04-29,1509.9551223992319
2004-04-30,1492.8392990156317
2004-05-03,1492.7058698209337
2004-05-04,1506.1664911341256
2004-05-05,1509.6980744767582
2004-05-06,1532.3908897337099
2004-05-07,1513.993916281961
2004-05-10,1466.2045997030857
2004-05-11,1443.7795197999794
2004-05-12,1451.647679836646
2004-05-13,1452.4130532763008
2004-05-14,1401.7244320162683
2004-05-17,1323.9958143544573
2004-05-18,1377.7086564332003
2004-05-19,1430.233429829974
2004-05-20,1429.3461475094628
2004-05-21,1437.5667342979573
2004-05-24,1472.7999747532035
2004-05-25,1445.0739237817502
2004-05-26,1456.790967498238
2004-05-27,1446.0120662524753
2004-05-28,1413.9191856192685
2004-05-31,1413.0126128718825
2004-06-01,1394.5300392218373
