Date,EM LATIN AMERICA WITH BRAZIL ADR
2003-05-30,1000.0
2003-06-02,1018.1821276256775
2003-06-03,1017.9342767116041
2003-06-04,1028.3855279514391
2003-06-05,1003.3688990011483
2003-06-06,1028.851707728039
2003-06-09,997.3808847137058
2003-06-10,1019.7212122187995
2003-06-11,1025.9128860381427
2003-06-12,1043.2467320182905
2003-06-13,1030.5601832535046
2003-06-16,1033.3135519462007
2003-06-17,1053.4890577164256
2003-06-18,1056.0948112112485
2003-06-19,1055.069598479253
2003-06-20,1064.0113419817362
2003-06-23,1060.0792208182875
2003-06-24,1067.5736228430005
2003-06-25,1063.6879107205618
2003-06-26,1070.51656727117
2003-06-27,1077.883841144359
2003-06-30,1066.265672098622
2003-07-01,1068.341568849431
2003-07-02,1083.2924442595238
2003-07-03,1078.6810231550733
2003-07-04,1087.6136679914625
2003-07-07,1111.7256676683674
2003-07-08,1100.9051019226968
2003-07-09,1092.4077089931056
2003-07-10,1081.4970970101008
2003-07-11,1088.0342704497857
2003-07-14,1102.4236542889269
2003-07-15,1095.4746397289794
2003-07-16,1091.103486501467
2003-07-17,1096.6319157659898
2003-07-18,1100.8962199106857
2003-07-21,1087.6803253567887
2003-07-22,1100.7501886277041
2003-07-23,1103.2327697451128
2003-07-24,1098.425167358845
2003-07-25,1100.4541904864025
2003-07-28,1105.6937041437777
2003-07-29,1094.2443948975326
2003-07-30,1108.3985313338187
2003-07-31,1135.9000498495852
2003-08-01,1121.9708150642186
2003-08-04,1115.4369442255395
2003-08-05,1096.0384283128176
2003-08-06,1094.1030080649316
2003-08-07,1099.3398958511325
2003-08-08,1114.598091050545
2003-08-11,1122.9855041672527
2003-08-12,1122.2032023644724
2003-08-13,1125.743941447906
2003-08-14,1144.7334244770561
2003-08-15,1142.0812419034057
2003-08-18,1162.0102497855528
2003-08-19,1158.7217861983445
2003-08-20,1148.960876208819
2003-08-21,1170.3226553256277
2003-08-22,1175.017252620407
2003-08-25,1161.8797364312554
2003-08-26,1157.2445659802675
2003-08-27,1166.8193643412603
2003-08-28,1169.707961017533
2003-08-29,1163.155048953055
2003-09-01,1167.7484181284813
2003-09-02,1184.3732266782858
2003-09-03,1202.572122236715
2003-09-04,1201.6893853708507
2003-09-05,1196.012150650297
2003-09-08,1192.843975813617
2003-09-09,1161.9724161966415
2003-09-10,1167.891397686712
2003-09-11,1175.2935622481716
2003-09-12,1161.8613815985138
2003-09-15,1163.8380496511552
2003-09-16,1179.8663892405946
2003-09-17,1179.8616535926074
2003-09-18,1190.0258238767265
2003-09-19,1183.1664955719705
2003-09-22,1167.9125838103625
2003-09-23,1178.330562312703
2003-09-24,1172.5048641489389
2003-09-25,1162.3560669610913
2003-09-26,1166.6973375983457
2003-09-29,1154.3497202929398
2003-09-30,1145.1467800801283
2003-10-01,1162.4105541535807
2003-10-02,1136.1971784847337
2003-10-03,1146.4341654414177
2003-10-06,1139.7114835611342
2003-10-07,1124.1871528355503
2003-10-08,1132.1468545898006
2003-10-09,1157.180530235623
2003-10-10,1156.3647650789321
2003-10-13,1176.7671762979298
2003-10-14,1168.8751355758275
2003-10-15,1170.7937485694301
2003-10-16,1160.0528155395061
2003-10-17,1165.334266774061
2003-10-20,1178.8102003586325
2003-10-21,1186.9539597901849
2003-10-22,1173.34246258594
2003-10-23,1166.9002583342897
2003-10-24,1159.9959016642767
2003-10-27,1175.0177779282087
2003-10-28,1188.8554092454904
2003-10-29,1187.0897156814858
2003-10-30,1196.8745646969219
2003-10-31,1206.839371538571
2003-11-03,1247.532251443962
2003-11-04,1243.545774160799
2003-11-05,1239.6465613705395
2003-11-06,1254.2642542549722
2003-11-07,1266.1882179444976
2003-11-10,1243.2842182066734
2003-11-11,1242.0747644888186
2003-11-12,1247.6346886414854
2003-11-13,1245.9697078739273
2003-11-14,1240.738811617797
2003-11-17,1217.4855915732403
2003-11-18,1211.0445286697006
2003-11-19,1182.674933020957
2003-11-20,1186.1330642262064
2003-11-21,1185.9090521779383
2003-11-24,1187.790367542207
2003-11-25,1195.9641009797122
2003-11-26,1191.4376558929878
2003-11-27,1201.4291631077174
2003-11-28,1191.2433300985742
2003-12-01,1212.9730784588091
2003-12-02,1207.1533069309426
2003-12-03,1204.4520341627256
2003-12-04,1209.1145650107405
2003-12-05,1201.7162424807964
2003-12-08,1190.5909473956613
2003-12-09,1186.456878341394
2003-12-10,1165.1389667972096
2003-12-11,1184.8890071858737
2003-12-12,1175.485403050199
2003-12-15,1165.374394239897
2003-12-16,1150.8849722955422
2003-12-17,1152.4747035429648
2003-12-18,1173.3639192134563
2003-12-19,1176.8019848558445
2003-12-22,1172.9098663624904
2003-12-23,1183.9378537596908
2003-12-24,1184.4158054056832
2003-12-25,1184.4158054056832
2003-12-26,1189.7299301417656
2003-12-29,1197.598399076082
2003-12-30,1200.8952981726936
2003-12-31,1192.4548012445778
2004-01-01,1192.4548012445778
2004-01-02,1210.0433726822073
2004-01-05,1243.8192043597742
2004-01-06,1238.058973138631
2004-01-07,1250.7204022986625
2004-01-08,1255.7807298105015
2004-01-09,1252.7747151362905
2004-01-12,1256.9295069862173
2004-01-13,1258.4007598398164
2004-01-14,1265.6335449907638
2004-01-15,1266.871032459732
2004-01-16,1292.7818789244109
2004-01-19,1300.0363847695546
2004-01-20,1294.6354325048292
2004-01-21,1290.121462875384
2004-01-22,1284.5908257878116
2004-01-23,1279.0320715118153
2004-01-26,1301.1204946503226
2004-01-27,1302.985609918182
2004-01-28,1284.7302075774587
2004-01-29,1268.7444259815393
2004-01-30,1274.0868386326024
2004-02-02,1297.4512516566954
2004-02-03,1284.8622889945075
2004-02-04,1283.4913844147634
2004-02-05,1253.1708839772064
2004-02-06,1270.0267885563505
2004-02-09,1290.508285174396
2004-02-10,1275.5813268377835
2004-02-11,1291.3881894714486
2004-02-12,1299.5472584107065
2004-02-13,1306.4553293710128
2004-02-16,1315.475002248535
2004-02-17,1328.9801420013086
2004-02-18,1334.5694127186223
2004-02-19,1337.1253803165612
2004-02-20,1329.5923540978358
2004-02-23,1327.1517060096826
2004-02-24,1318.8949528917403
2004-02-25,1327.390189701315
2004-02-26,1345.6304579465452
2004-02-27,1345.5386202500185
2004-03-01,1376.3095877245894
2004-03-02,1387.2627482189778
2004-03-03,1394.1243880132113
2004-03-04,1403.5343271023144
2004-03-05,1381.4098975896168
2004-03-08,1369.1250234720765
2004-03-09,1362.7030469817234
2004-03-10,1375.3071144573726
2004-03-11,1346.1509048000278
2004-03-12,1360.0152249170037
2004-03-15,1345.895617572187
2004-03-16,1338.6954468679924
2004-03-17,1364.6727742200092
2004-03-18,1342.951750344905
2004-03-19,1358.3886245677427
2004-03-22,1335.4052824328749
2004-03-23,1354.478972850984
2004-03-24,1369.523641942256
2004-03-25,1389.4225884909902
2004-03-26,1401.0636335742458
2004-03-29,1396.7340583028208
2004-03-30,1392.372881066346
2004-03-31,1396.7442984143122
2004-04-01,1404.6195140770833
2004-04-02,1434.0463741906206
2004-04-05,1462.337869359454
2004-04-06,1451.3091530854647
2004-04-07,1441.2116866649114
2004-04-08,1452.5785321252984
2004-04-09,1452.5785321252984
2004-04-12,1456.6752680557702
2004-04-13,1458.0060820752678
2004-04-14,1441.411784539707
2004-04-15,1433.0720184544534
2004-04-16,1428.0881759530835
2004-04-19,1419.502626531825
2004-04-20,1430.0389139481904
2004-04-21,1411.2233496670046
2004-04-22,1423.8073550154447
2004-04-23,1443.8690006793202
2004-04-26,1436.3634160716224
2004-04-27,1422.8841952373486
2004-04-28,1387.3808753124752
2004-04-29,1346.8979583434912
2004-04-30,1332.765927874737
2004-05-03,1348.8182970168637
2004-05-04,1353.1418060149847
2004-05-05,1339.5312966653132
2004-05-06,1309.7817163579202
2004-05-07,1305.5840415178432
2004-05-10,1254.548410589516
2004-05-11,1289.3327564870344
2004-05-12,1282.4762921092777
2004-05-13,1292.100060415773
2004-05-14,1297.8492702189558
2004-05-17,1258.2673002183399
2004-05-18,1279.7299303779512
2004-05-19,1288.2943307086587
2004-05-20,1295.832820093669
2004-05-21,1289.1136933510072
2004-05-24,1299.0731414830066
2004-05-25,1304.1992101378305
2004-05-26,1317.720495255508
2004-05-27,1311.3876676183406
2004-05-28,1310.0904537454562
2004-05-31,1309.7569063091205
2004-06-01,1299.9291957870867
2004-06-02,1298.8668513671823
2004-06-03,1288.893606204777
2004-06-04,1301.0394273916472
2004-06-07,1327.3275196160907
2004-06-08,1333.2032719021581
2004-06-09,1332.2107854935102
2004-06-10,1334.0950321756372
2004-06-11,1344.55841735011
2004-06-14,1314.5487909660287
2004-06-15,1329.2291869623398
2004-06-16,1338.1541943234497
2004-06-17,1342.1577243907414
2004-06-18,1344.5633741640354
2004-06-21,1346.6807731694253
2004-06-22,1344.2491790076544
2004-06-23,1343.7298402873914
2004-06-24,1348.1183368476807
2004-06-25,1350.0899873363219
2004-06-28,1338.370884813944
2004-06-29,1332.141782491623
2004-06-30,1342.2112998824089
2004-07-01,1348.2651139615546
2004-07-02,1331.338587752901
2004-07-05,1336.4726722388518
2004-07-06,1321.836981067441
2004-07-07,1311.5073242211606
2004-07-08,1297.6079233993546
2004-07-09,1305.414957875089
2004-07-12,1311.6759456271925
2004-07-13,1314.8227605371994
2004-07-14,1299.4303395461818
2004-07-15,1297.4627651336043
2004-07-16,1304.335565401673
2004-07-19,1309.1971173661234
2004-07-20,1320.444189906622
2004-07-21,1320.4619189666157
2004-07-22,1318.2052966979911
2004-07-23,1327.3554676782508
2004-07-26,1318.3883201921124
2004-07-27,1342.2603789198529
2004-07-28,1342.4442000300432
2004-07-29,1344.2823762157648
2004-07-30,1352.6496381888162
2004-08-02,1358.72745357678
2004-08-03,1359.7584318569216
2004-08-04,1342.9285378026996
2004-08-05,1344.2893564323651
2004-08-06,1308.0748022197981
2004-08-09,1309.336892223889
2004-08-10,1313.3544336821599
2004-08-11,1312.2899197637962
2004-08-12,1307.232358016338
2004-08-13,1294.228311401494
2004-08-16,1309.396087224897
2004-08-17,1325.697135128289
2004-08-18,1340.0971715933292
2004-08-19,1335.0977471934093
2004-08-20,1343.337221152915
2004-08-23,1354.8159116838776
2004-08-24,1368.721838805401
2004-08-25,1372.5082210412188
2004-08-26,1372.5946496342092
2004-08-27,1387.38309578655
2004-08-30,1379.8042459061664
2004-08-31,1378.4860533567753
2004-09-01,1385.8538386253183
2004-09-02,1390.8777198568687
2004-09-03,1391.705664981852
2004-09-06,1396.490555025375
2004-09-07,1398.8707970978453
2004-09-08,1395.7396007643972
2004-09-09,1396.4779049645426
2004-09-10,1389.6955864397169
2004-09-13,1398.4663295176617
2004-09-14,1408.230692902475
2004-09-15,1425.4115054310332
2004-09-16,1433.3794806080052
2004-09-17,1445.5019696664556
2004-09-20,1452.1067079482516
2004-09-21,1447.0718868257825
2004-09-22,1443.1870523620753
2004-09-23,1436.425979689278
2004-09-24,1442.6136660451616
2004-09-27,1421.792823200236
2004-09-28,1438.707947352853
2004-09-29,1450.1003717775698
2004-09-30,1436.4172310065871
2004-10-01,1461.140608475055
2004-10-04,1492.4059177771276
2004-10-05,1486.0919626787197
2004-10-06,1491.2894142875275
2004-10-07,1488.9085935437838
2004-10-08,1464.0034497584159
2004-10-11,1470.1930550615032
2004-10-12,1473.3820427987898
2004-10-13,1464.0726416758696
2004-10-14,1438.862014291838
2004-10-15,1435.1494954861182
2004-10-18,1431.5162073534957
2004-10-19,1435.4133773731378
2004-10-20,1424.3907424289255
2004-10-21,1440.4865427729908
2004-10-22,1441.7000058457859
2004-10-25,1408.8073498526871
2004-10-26,1424.1180056466028
2004-10-27,1448.593486161126
2004-10-28,1446.57127276535
2004-10-29,1464.9640941151035
2004-11-01,1470.8861250353073
2004-11-02,1477.5224924463903
2004-11-03,1489.0264930633202
2004-11-04,1492.7422081124575
2004-11-05,1482.9255439522892
2004-11-08,1474.374492457059
2004-11-09,1475.3068993957916
2004-11-10,1476.717348798113
2004-11-11,1496.8558371679073
2004-11-12,1495.7629763443895
2004-11-15,1495.9563052733486
2004-11-16,1494.2643735403542
2004-11-17,1497.15034293477
2004-11-18,1501.24916195619
2004-11-19,1476.7004522556904
2004-11-22,1471.9835660206752
2004-11-23,1476.214695497424
2004-11-24,1479.0128382133546
2004-11-25,1480.617947572081
2004-11-26,1488.2339016458036
2004-11-29,1495.8137896987705
2004-11-30,1497.254986237077
2004-12-01,1513.5283350640666
2004-12-02,1504.7085277370034
2004-12-03,1498.5275183461913
2004-12-06,1496.9684554088997
2004-12-07,1486.5128515357746
2004-12-08,1493.3103821013312
2004-12-09,1480.918227499041
2004-12-10,1495.9493350977398
2004-12-13,1499.4818739817592
2004-12-14,1519.905763513319
2004-12-15,1518.0374548511859
2004-12-16,1532.6658328254746
2004-12-17,1537.9187018991888
2004-12-20,1536.5939326802081
2004-12-21,1553.961838348305
2004-12-22,1558.7749898656543
2004-12-23,1554.9756674453245
2004-12-24,1554.6613784666408
2004-12-27,1548.0819205149412
2004-12-28,1550.6791528045035
2004-12-29,1555.2981223557927
2004-12-30,1553.4686226593865
2004-12-31,1560.6426595484188
2005-01-03,1574.4212899219863
2005-01-04,1551.952950312198
2005-01-05,1534.5039031258882
2005-01-06,1536.992358721927
2005-01-07,1541.5460609307331
2005-01-10,1547.4656812386495
2005-01-11,1521.8197805159152
2005-01-12,1520.9220654181852
2005-01-13,1542.7482411436704
2005-01-14,1571.5898163138572
2005-01-17,1579.8331998750105
2005-01-18,1587.4391674790727
2005-01-19,1588.2863156124438
2005-01-20,1577.1829717287385
2005-01-21,1562.9916254935697
2005-01-24,1558.6057217041403
2005-01-25,1574.2855134945485
2005-01-26,1584.008309511026
2005-01-27,1587.971657689772
2005-01-28,1599.120206985208
2005-01-31,1608.8369890524789
2005-02-01,1640.0580906494215
2005-02-02,1642.6522106643447
2005-02-03,1661.2644719906912
2005-02-04,1672.4159504735162
2005-02-07,1688.6956729038018
2005-02-08,1697.9641938203686
2005-02-09,1713.369636893106
2005-02-10,1711.6336632401187
2005-02-11,1714.7209361996115
2005-02-14,1698.9599788736366
2005-02-15,1711.1585012864805
2005-02-16,1703.3685859963232
2005-02-17,1694.1867197002164
2005-02-18,1697.8744389099834
2005-02-21,1702.3061441207285
2005-02-22,1682.105795024949
2005-02-23,1686.2936267821194
2005-02-24,1700.989032267645
2005-02-25,1726.6828692206534
2005-02-28,1718.5672598744954
2005-03-01,1729.5068808136675
2005-03-02,1729.5897882460604
2005-03-03,1733.1620439735873
2005-03-04,1734.3580618712465
2005-03-07,1748.6332495452843
2005-03-08,1719.2307694090298
2005-03-09,1699.2504084729758
2005-03-10,1664.6118518581643
2005-03-11,1665.9420613487598
2005-03-14,1629.9141653069512
2005-03-15,1629.0077723435572
2005-03-16,1604.0489294073898
2005-03-17,1621.6042295737243
2005-03-18,1631.788967753526
2005-03-21,1638.3377297286509
2005-03-22,1632.5150548449467
2005-03-23,1620.094212585111
2005-03-24,1625.3834947254857
2005-03-25,1625.3834947254857
2005-03-28,1636.3565002169832
2005-03-29,1612.8342032215426
2005-03-30,1625.232629320246
2005-03-31,1627.6083789648885
2005-04-01,1643.7573040477675
2005-04-04,1641.2914862430775
2005-04-05,1628.868413121965
2005-04-06,1618.1318354369519
2005-04-07,1646.3217005948416
2005-04-08,1655.6908010611562
2005-04-11,1640.3055951118229
2005-04-12,1655.5054185302308
2005-04-13,1648.7918884596472
2005-04-14,1630.302845338953
2005-04-15,1585.6869079828032
2005-04-18,1558.1067237894551
2005-04-19,1594.298743044374
2005-04-20,1572.6021518440537
2005-04-21,1589.800603686264
2005-04-22,1586.2636254437728
2005-04-25,1629.1318862035318
2005-04-26,1648.401677324239
2005-04-27,1619.6468444873192
2005-04-28,1597.7508872234405
2005-04-29,1608.3887387178718
2005-05-02,1638.9018602555705
2005-05-03,1632.7115788880278
2005-05-04,1670.179121642963
2005-05-05,1673.1178635548483
2005-05-06,1690.2598373763828
2005-05-09,1682.5882290310365
2005-05-10,1663.2652512680377
2005-05-11,1661.6778487168299
2005-05-12,1667.5716894899772
2005-05-13,1667.447840512035
2005-05-16,1670.10764570448
2005-05-17,1680.2294702444685
2005-05-18,1718.664459781549
2005-05-19,1738.1325155439743
2005-05-20,1749.2113305726605
2005-05-23,1756.8520040754015
2005-05-24,1754.893135104371
2005-05-25,1757.7512663241123
2005-05-26,1777.7945499468708
2005-05-27,1784.4050231124595
2005-05-30,1803.8565773575845
2005-05-31,1795.8059645543015
2005-06-01,1834.8406278003904
2005-06-02,1858.0394151279027
2005-06-03,1850.427362431845
2005-06-06,1835.5287937554283
2005-06-07,1832.3471040288557
2005-06-08,1823.8568164547414
2005-06-09,1848.042305911789
2005-06-10,1866.7210810949719
2005-06-13,1888.5381056846056
2005-06-14,1904.828673593344
2005-06-15,1914.2395238874756
2005-06-16,1934.2146910316985
2005-06-17,1929.7739155008453
2005-06-20,1941.1657546465212
2005-06-21,1939.634396435657
2005-06-22,1937.3012087844807
2005-06-23,1929.678514829683
2005-06-24,1919.0635542241973
2005-06-27,1920.0401936906712
2005-06-28,1938.8581658990258
2005-06-29,1950.37198774657
2005-06-30,1934.9066915683002
2005-07-01,1964.944017701621
2005-07-04,1971.2831952652562
2005-07-05,1988.622063998789
2005-07-06,1996.390307030538
2005-07-07,1992.9959468411698
2005-07-08,2014.9702077468523
2005-07-11,1995.652763827575
2005-07-12,1996.4192684977481
2005-07-13,2015.443007599088
2005-07-14,2031.6438704769039
2005-07-15,2025.7456599686545
2005-07-18,2034.1522158680175
2005-07-19,2075.5131968317605
2005-07-20,2082.393782381973
2005-07-21,2071.469041004915
2005-07-22,2080.3718849919514
2005-07-25,2065.9316789936634
2005-07-26,2064.2073892674716
2005-07-27,2087.9440193688815
2005-07-28,2100.6875224033543
2005-07-29,2108.9111094256837
2005-08-01,2124.6418675587333
2005-08-02,2142.0418018057935
