Date,EM 50
2008-05-30,1000.0
2008-06-02,1002.2855165955538
2008-06-03,988.2673053367747
2008-06-04,971.747233119977
2008-06-05,978.9287345047187
2008-06-06,961.1178230398781
2008-06-09,951.3850355324635
2008-06-10,941.6171089112275
2008-06-11,931.058702444017
2008-06-12,936.1651729462283
2008-06-13,940.8530378381602
2008-06-16,942.539577874371
2008-06-17,948.0038259238006
2008-06-18,944.9180131215326
2008-06-19,936.3906903816553
2008-06-20,909.2968994128444
2008-06-23,912.6965011037594
2008-06-24,897.8707636942962
2008-06-25,915.4118777678194
2008-06-26,895.3386730940954
2008-06-27,890.3249996094767
2008-06-30,889.348171001748
2008-07-01,878.203274264963
2008-07-02,856.1455900863657
2008-07-03,851.8250836118807
2008-07-04,849.0228560551678
2008-07-07,856.8253014288763
2008-07-08,838.554045567863
2008-07-09,840.3924701989482
2008-07-10,839.6571300681261
2008-07-11,839.2772080522991
2008-07-14,842.0592803547117
2008-07-15,814.883800819264
2008-07-16,827.7275630897211
2008-07-17,839.1060834489083
2008-07-18,832.1236645586503
2008-07-21,844.2123608567449
2008-07-22,839.2559744399357
2008-07-23,853.0791648198475
2008-07-24,843.013915400912
2008-07-25,823.0811232371605
2008-07-28,818.5941691280398
2008-07-29,819.1990842760399
2008-07-30,846.5294702600572
2008-07-31,846.424922834144
2008-08-01,837.4073203218267
2008-08-04,814.1096522375414
2008-08-05,814.5049038306281
2008-08-06,831.2042408526605
2008-08-07,828.5447058732506
2008-08-08,834.0510600323961
2008-08-11,836.0297195969199
2008-08-12,834.6075978154986
2008-08-13,829.480246822746
2008-08-14,839.6520639846257
2008-08-15,839.1626391607023
2008-08-18,825.286764675542
2008-08-19,807.9578703415824
2008-08-20,828.0360070769216
2008-08-21,817.9588298329008
2008-08-22,816.5052607942634
2008-08-25,817.0754722569113
2008-08-26,813.4678296960998
2008-08-27,827.9676428927568
2008-08-28,827.5719480257505
2008-08-29,823.7024169038964
2008-09-01,817.029426861084
2008-09-02,810.6907345010967
2008-09-03,796.5890753122121
2008-09-04,777.753363623895
2008-09-05,772.6783354776251
2008-09-08,803.9684432441326
2008-09-09,766.9158002624343
2008-09-10,771.127171498825
2008-09-11,756.6975550421458
2008-09-12,767.6301830344345
2008-09-15,734.1776420845603
2008-09-16,701.9908671392659
2008-09-17,676.2304599802015
2008-09-18,678.3599165852072
2008-09-19,759.6172274438565
2008-09-22,750.8274273989417
2008-09-23,719.8901700916888
2008-09-24,724.6416234845515
2008-09-25,737.1922867508445
2008-09-26,722.6304393634736
2008-09-29,674.54835151087
2008-09-30,721.2224022569824
2008-10-01,717.6485181154201
2008-10-02,692.0458223379723
2008-10-03,666.2142149446468
2008-10-06,608.2220572512483
2008-10-07,592.2233318694085
2008-10-08,555.5964460865599
2008-10-09,557.4876412625622
2008-10-10,535.472993701693
2008-10-13,598.1061114874387
2008-10-14,624.6511509993413
2008-10-15,567.0072215052137
2008-10-16,532.8634670593216
2008-10-17,525.1307036704783
2008-10-20,559.4545469731901
2008-10-21,548.089697955859
2008-10-22,508.91370027617836
2008-10-23,491.9294559301259
2008-10-24,447.337499510381
2008-10-27,443.19157637916743
2008-10-28,491.7929352970185
2008-10-29,502.96386055244943
2008-10-30,575.891376474319
2008-10-31,581.13032786428
2008-11-03,592.1517954110756
2008-11-04,610.456747113474
2008-11-05,580.9692951358799
2008-11-06,542.955061744853
2008-11-07,563.6000476287624
2008-11-10,577.0727189602273
2008-11-11,553.4391939024563
2008-11-12,526.1269317924887
2008-11-13,530.2967538684027
2008-11-14,521.0695355984093
2008-11-17,511.30943129614514
2008-11-18,495.6576290771446
2008-11-19,475.83778598645915
2008-11-20,446.0783117130797
2008-11-21,469.6775262101648
2008-11-24,482.056886844574
2008-11-25,487.2040738670118
2008-11-26,510.94296236408377
2008-11-27,525.1357790148019
2008-11-28,531.4224856282326
2008-12-01,515.0637982938109
2008-12-02,500.4535456952789
2008-12-03,500.0101348233207
2008-12-04,494.4508182048993
2008-12-05,501.8861062147204
2008-12-08,535.7542692122773
2008-12-09,533.0065723224089
2008-12-10,560.8662514939734
2008-12-11,554.8320711741642
2008-12-12,527.3363450759939
2008-12-15,526.0923986806422
2008-12-16,536.1389993763707
2008-12-17,522.1431780410754
2008-12-18,511.7366143584238
2008-12-19,523.7373369440736
2008-12-22,510.65109035828726
2008-12-23,500.4756512580425
2008-12-24,496.5246765870722
2008-12-25,495.93314238900996
2008-12-26,494.8846986970079
2008-12-29,490.015352372249
2008-12-30,500.90505526908754
2008-12-31,512.8694580039148
2009-01-01,512.8694580039148
2009-01-02,531.2426917774842
