Date,EM (EMERGING MARKETS) ex CHINA
1999-08-04,1471.8986559035761
1999-08-05,1445.9094185644192
1999-08-06,1435.085183410584
1999-08-09,1453.9882349455609
1999-08-10,1454.0258847517919
1999-08-11,1457.0878522623968
1999-08-12,1470.3385540176662
1999-08-13,1486.041245597468
1999-08-16,1501.781453525734
1999-08-17,1501.4389629035743
1999-08-18,1491.0150529969599
1999-08-19,1473.5909903686636
1999-08-20,1484.0940549298343
1999-08-23,1523.1984153013552
1999-08-24,1531.0210962592384
1999-08-25,1570.9092858986048
1999-08-26,1566.0416703237531
1999-08-27,1557.5265387763848
1999-08-30,1550.3601099205948
1999-08-31,1528.6038035966556
1999-09-01,1525.3284521622707
1999-09-02,1502.3263809102812
1999-09-03,1517.5868962522354
1999-09-06,1542.0178469447308
1999-09-07,1526.7908096898186
1999-09-08,1517.5593346293235
1999-09-09,1530.9785372096173
1999-09-10,1560.832428611389
1999-09-13,1586.478134002797
1999-09-14,1577.6980559888225
1999-09-15,1567.032405166616
1999-09-16,1543.236612646424
1999-09-17,1545.09322075551
1999-09-20,1555.5884788817998
1999-09-21,1534.7961848004588
1999-09-22,1527.188777753475
1999-09-23,1526.6677641852978
1999-09-24,1513.1749723203834
1999-09-27,1503.0079248881646
1999-09-28,1500.3293606161103
1999-09-29,1480.2915807716865
1999-09-30,1464.2541019326181
1999-10-01,1457.9486600754833
1999-10-04,1462.2517605071664
1999-10-05,1465.093328962563
1999-10-06,1479.7250851914278
1999-10-07,1498.4819450097114
1999-10-08,1513.2357798096593
1999-10-11,1516.8761292418053
1999-10-12,1513.3572371211803
1999-10-13,1490.4562529853733
1999-10-14,1486.0972993165828
1999-10-15,1443.063503096762
1999-10-18,1423.654086297984
1999-10-19,1435.2084178525977
1999-10-20,1458.4207958556533
1999-10-21,1445.6465846536976
1999-10-22,1469.5743362339424
1999-10-25,1466.0880351623198
1999-10-26,1479.4820177892907
1999-10-27,1480.5722767920106
1999-10-28,1498.5083761169833
1999-10-29,1516.005675304094
1999-11-01,1537.3818151864918
1999-11-02,1550.5008806699489
1999-11-03,1566.505588922298
1999-11-04,1589.6051121132828
1999-11-05,1610.1061136413175
1999-11-08,1620.476137428895
1999-11-09,1630.4670197663606
1999-11-10,1628.3775502457277
1999-11-11,1640.420102053184
1999-11-12,1658.1656482603612
1999-11-15,1664.3073153680825
1999-11-16,1672.6381841644327
1999-11-17,1641.9576060813672
1999-11-18,1662.3008113771607
1999-11-19,1686.7372661142663
1999-11-22,1682.8422465270332
1999-11-23,1686.8037223380986
1999-11-24,1695.2297350978872
1999-11-25,1701.880906886453
1999-11-26,1710.938500928038
1999-11-29,1728.6679292181602
1999-11-30,1725.5183247435941
1999-12-01,1737.4459792562332
1999-12-02,1759.2825203257091
1999-12-03,1777.7961549757206
1999-12-06,1755.2834867714803
1999-12-07,1749.5364073409985
1999-12-08,1753.5017323623927
1999-12-09,1768.8820574705203
1999-12-10,1799.3591817912866
1999-12-13,1822.5172577169797
1999-12-14,1813.476741313651
1999-12-15,1807.2290544765854
1999-12-16,1782.3233119066845
1999-12-17,1811.6315681281892
1999-12-20,1833.817632395616
1999-12-21,1841.510515036065
1999-12-22,1857.150768939005
1999-12-23,1845.773995791019
1999-12-24,1855.359073587319
1999-12-27,1874.960707151422
1999-12-28,1897.4277255451411
1999-12-29,1921.7893217110482
1999-12-30,1947.4357529114093
1999-12-31,1956.4532172680724
2000-01-03,1961.030486700983
2000-01-04,1950.2275077950692
2000-01-05,1907.7559453577085
2000-01-06,1885.9969519954411
2000-01-07,1920.3299581904337
2000-01-10,1982.1340812268506
2000-01-11,1942.4476412019976
2000-01-12,1957.1222762511845
2000-01-13,1986.8454282517675
2000-01-14,2046.1307178712425
2000-01-17,2089.109998216151
2000-01-18,2076.944420932963
2000-01-19,2034.8742832772361
2000-01-20,2032.3147048284218
2000-01-21,2024.7422302550453
2000-01-24,2034.7285381052413
2000-01-25,1994.5593874453243
2000-01-26,2010.267042604656
2000-01-27,2042.0241834003311
2000-01-28,2046.0055958784849
2000-01-31,2017.7231142993683
2000-02-01,2045.808491320751
2000-02-02,2064.3995673509285
2000-02-03,2080.7034455757753
2000-02-04,2113.911455896018
2000-02-07,2143.827628838113
2000-02-08,2141.389590488495
2000-02-09,2145.162665663357
2000-02-10,2166.2448594866983
2000-02-11,2160.109655239185
2000-02-14,2135.7109819742873
2000-02-15,2121.2160771655317
2000-02-16,2121.191797602152
2000-02-17,2133.4826532761317
2000-02-18,2116.0980568526884
2000-02-21,2095.6608903845745
2000-02-22,2023.1807435244132
2000-02-23,2041.6767952240236
2000-02-24,2059.98321447967
2000-02-25,2076.8237714949655
2000-02-28,2068.3135425785817
2000-02-29,2079.30568566575
2000-03-01,2117.3611720386766
2000-03-02,2152.6826635865914
2000-03-03,2159.566884083459
2000-03-06,2164.637047356405
2000-03-07,2170.910944133446
2000-03-08,2181.704024974336
2000-03-09,2159.575997961233
2000-03-10,2163.215036460727
2000-03-13,2083.7966016063583
2000-03-14,2081.9562156687157
2000-03-15,2053.133636296027
2000-03-16,2052.481809177415
2000-03-17,2077.459595936122
2000-03-20,2057.507373176748
2000-03-21,2076.3423194152324
2000-03-22,2101.6039319160345
2000-03-23,2107.979926620861
2000-03-24,2130.711690839116
2000-03-27,2154.730134464905
2000-03-28,2144.515531680147
2000-03-29,2167.5652206546624
2000-03-30,2118.619566957099
2000-03-31,2102.4984353882373
2000-04-03,2085.2557219047562
2000-04-04,2057.960955596344
2000-04-05,2023.9865959485494
2000-04-06,2058.1000780578997
2000-04-07,2103.6549979657657
2000-04-10,2120.5443801609226
2000-04-11,2080.8151057356567
2000-04-12,2063.836883153327
2000-04-13,2022.8261112817163
2000-04-14,1957.1671476229953
2000-04-17,1849.0989562655925
2000-04-18,1909.043445441562
2000-04-19,1912.62391613555
2000-04-20,1926.9704952424659
2000-04-21,1932.979788030914
2000-04-24,1897.6759418318804
2000-04-25,1948.6918197839493
2000-04-26,1952.8360558396907
2000-04-27,1968.2031111853378
2000-04-28,1997.3984414762467
2000-05-01,2003.3937098144133
2000-05-02,2006.14239393197
2000-05-03,2007.1310901841368
2000-05-04,2004.9988711495946
2000-05-05,2016.3930570180653
2000-05-08,1992.6308188350179
2000-05-09,1970.7488615509183
2000-05-10,1927.5775202993375
2000-05-11,1927.0555433431102
2000-05-12,1922.2550557390305
2000-05-15,1915.2981615352207
2000-05-16,1971.2066630587988
2000-05-17,1980.2565939186927
2000-05-18,1950.552305252474
2000-05-19,1922.1963171924356
2000-05-22,1846.9826601985292
2000-05-23,1810.2107070934878
2000-05-24,1813.5624808450186
2000-05-25,1829.7088871301917
2000-05-26,1788.13829062205
2000-05-29,1797.688646721679
2000-05-30,1840.1654757407127
2000-05-31,1879.6002415059545
2000-06-01,1888.331008666674
2000-06-02,1916.7875152511947
2000-06-05,1925.8177764395773
2000-06-06,1883.4336139807256
2000-06-07,1889.784003734799
2000-06-08,1891.462804105731
2000-06-09,1916.9936597834173
2000-06-12,1905.920445383234
2000-06-13,1882.0261114886284
2000-06-14,1895.2497741317995
2000-06-15,1881.6898368057184
2000-06-16,1856.5551017794546
2000-06-19,1855.950369980331
2000-06-20,1874.1363171600194
2000-06-21,1890.8253302544867
2000-06-22,1897.7626003235944
2000-06-23,1885.5723936758295
2000-06-26,1880.4525300113255
2000-06-27,1880.7241404205688
2000-06-28,1885.9224535344058
2000-06-29,1857.8712631461738
2000-06-30,1868.034394501961
2000-07-03,1902.9947593723386
2000-07-04,1904.1238030451022
2000-07-05,1904.0001258580867
2000-07-06,1895.9717253286833
2000-07-07,1911.013663597626
2000-07-10,1914.623315735449
2000-07-11,1898.060486725525
2000-07-12,1925.8403099294621
2000-07-13,1943.1928690636382
2000-07-14,1946.3801623753966
2000-07-17,1953.3249726880747
2000-07-18,1937.3904326797658
2000-07-19,1923.7488650073326
2000-07-20,1913.5606117858454
2000-07-21,1896.3295093297104
2000-07-24,1858.4762379136378
2000-07-25,1839.050607651947
2000-07-26,1834.5530054479952
2000-07-27,1828.2419137027232
2000-07-28,1820.408787273802
2000-07-31,1828.0479530173668
2000-08-01,1835.591576802393
2000-08-02,1859.3270154293539
2000-08-03,1869.1356561147998
2000-08-04,1865.426457106671
2000-08-07,1847.1186917206023
2000-08-08,1868.7897417900779
2000-08-09,1891.5708523164483
2000-08-10,1877.9466001244468
2000-08-11,1889.955585609
2000-08-14,1905.2862930823183
2000-08-15,1885.3531200022405
2000-08-16,1903.6984542641558
2000-08-17,1902.5382312512543
2000-08-18,1897.8244706596186
2000-08-21,1901.1359886215716
2000-08-22,1920.8614326338054
2000-08-23,1923.4799602939618
2000-08-24,1902.8923143287655
2000-08-25,1899.9476288085
2000-08-28,1904.8046329764545
2000-08-29,1914.4708331840845
2000-08-30,1910.5221816347605
2000-08-31,1920.8567277341162
2000-09-01,1898.3539028689734
2000-09-04,1913.4814718853172
2000-09-05,1938.3963026828012
2000-09-06,1944.943588012155
2000-09-07,1943.4342246953781
2000-09-08,1947.9643485460815
2000-09-11,1938.4535746272081
2000-09-12,1926.6932130026066
2000-09-13,1921.404873379715
2000-09-14,1922.7195545260029
2000-09-15,1898.9934935911635
2000-09-18,1846.7340369695592
2000-09-19,1835.966495692963
2000-09-20,1872.5776719319688
2000-09-21,1842.819218669454
2000-09-22,1740.186705295192
2000-09-25,1793.4662588464491
2000-09-26,1775.9235683266284
2000-09-27,1773.553480978538
2000-09-28,1769.676773403333
2000-09-29,1769.27144178688
2000-10-02,1746.0368902465991
2000-10-03,1759.0860221239193
2000-10-04,1759.4254152291708
2000-10-05,1770.735564855336
2000-10-06,1773.5443452986538
2000-10-09,1747.4639263014171
2000-10-10,1739.777559194063
2000-10-11,1686.3679654133994
2000-10-12,1674.8324307440528
2000-10-13,1669.5960735360143
2000-10-16,1706.3275703711836
2000-10-17,1676.89012138159
2000-10-18,1652.0026034664681
2000-10-19,1691.3694950268555
2000-10-20,1726.8177548035599
2000-10-23,1718.2307686935842
2000-10-24,1737.5259000157039
2000-10-25,1738.4358051540528
2000-10-26,1729.567563154217
2000-10-27,1710.0580322488493
2000-10-30,1692.3868513592217
2000-10-31,1705.1911170281865
2000-11-01,1710.6536780864533
2000-11-02,1728.5745984648797
2000-11-03,1728.6328829166066
2000-11-06,1734.1528468185527
2000-11-07,1745.1951611145657
2000-11-08,1748.0541574878894
2000-11-09,1727.5413365674165
2000-11-10,1709.0209819273907
2000-11-13,1663.9078082798858
2000-11-14,1694.9054634436925
2000-11-15,1693.9745100300117
2000-11-16,1678.9214023728427
2000-11-17,1674.7434185422221
2000-11-20,1642.8487415333973
2000-11-21,1651.6820913019183
2000-11-22,1621.7751730214804
2000-11-23,1606.6057298739206
2000-11-24,1638.4909204887426
2000-11-27,1642.3420243308142
2000-11-28,1600.120844814586
2000-11-29,1574.630476729231
2000-11-30,1520.7349436025775
2000-12-01,1525.1958174589518
2000-12-04,1489.2759491231338
2000-12-05,1546.8576154132518
2000-12-06,1572.1800511774948
2000-12-07,1559.758213039945
2000-12-08,1589.5255017437244
2000-12-11,1624.2244377794711
2000-12-12,1613.4095687481065
2000-12-13,1616.3350777483165
2000-12-14,1583.282151086014
2000-12-15,1540.0990655874793
2000-12-18,1548.897175916697
2000-12-19,1547.469407745302
2000-12-20,1488.6541696377599
2000-12-21,1462.432245057259
2000-12-22,1457.7902446845376
2000-12-25,1459.3591636667659
2000-12-26,1442.07766040303
2000-12-27,1442.8441935571834
2000-12-28,1466.0004183511878
2000-12-29,1445.578622469919
2001-01-01,1444.0610175821382
2001-01-02,1433.7055752304314
2001-01-03,1449.0582124473847
2001-01-04,1500.2074728834257
2001-01-05,1494.1690141776007
2001-01-08,1492.3747528437818
2001-01-09,1523.788398172186
2001-01-10,1510.8606376173866
2001-01-11,1503.5108615202423
2001-01-12,1516.4463114158264
2001-01-15,1531.5709914157567
2001-01-16,1540.5711161770878
2001-01-17,1577.7753279541048
2001-01-18,1573.9560902715555
2001-01-19,1611.6781035422964
2001-01-22,1609.439188244167
2001-01-23,1611.968135429413
2001-01-24,1638.385418094678
2001-01-25,1644.9990921884562
2001-01-26,1635.1412853749614
2001-01-29,1636.6317811827198
2001-01-30,1643.851629662008
2001-01-31,1659.4144942283676
2001-02-01,1634.2492236037688
2001-02-02,1642.4099081986794
2001-02-05,1604.2218470332805
2001-02-06,1624.0415637467652
2001-02-07,1592.9735355798623
2001-02-08,1628.9305520846801
2001-02-09,1620.3982634192644
2001-02-12,1614.5076601157234
2001-02-13,1637.6600548530987
2001-02-14,1637.025994834236
2001-02-15,1682.1405979872386
2001-02-16,1644.4522057234863
2001-02-19,1621.5640049976273
2001-02-20,1643.6027263353967
2001-02-21,1596.6249294085928
2001-02-22,1575.7900287944085
2001-02-23,1561.540985939979
2001-02-26,1575.696313981602
2001-02-27,1554.3498508295938
2001-02-28,1548.0699958467087
2001-03-01,1528.6594753669262
2001-03-02,1510.8457133841148
2001-03-05,1526.8573683494092
2001-03-06,1536.060006771718
2001-03-07,1548.1884084505655
2001-03-08,1545.6579146091537
2001-03-09,1527.0373782696238
2001-03-12,1482.8042214590796
2001-03-13,1489.0631671393712
2001-03-14,1482.122207210554
2001-03-15,1489.9439440124042
2001-03-16,1492.9508690830737
2001-03-19,1476.4761684944215
2001-03-20,1467.8677812638455
2001-03-21,1475.8646655609637
2001-03-22,1468.8540613818807
2001-03-23,1465.1845105472503
2001-03-26,1483.1548118536487
2001-03-27,1479.4425260652943
2001-03-28,1480.1094150528688
2001-03-29,1464.9830154625347
2001-03-30,1458.6134168044553
2001-04-02,1436.3900892263016
2001-04-03,1396.8672585000331
2001-04-04,1359.85715350728
2001-04-05,1393.963465668925
2001-04-06,1397.2963446187357
2001-04-09,1390.121320982807
2001-04-10,1421.6785297753627
2001-04-11,1446.479743530156
2001-04-12,1439.3608591510324
2001-04-13,1441.216104216165
2001-04-16,1443.6784415164896
2001-04-17,1449.8747392048986
2001-04-18,1507.3708014041426
2001-04-19,1499.5442370588078
2001-04-20,1456.668227211444
2001-04-23,1455.6098227157743
2001-04-24,1463.8577168925408
2001-04-25,1462.5808760005384
2001-04-26,1470.5113526713033
2001-04-27,1491.3107375364198
2001-04-30,1521.1657617097223
2001-05-01,1513.0703849783545
2001-05-02,1522.7190895415645
2001-05-03,1520.5723717150593
2001-05-04,1513.0536653477322
2001-05-07,1522.0319237177205
2001-05-08,1525.7103668998584
2001-05-09,1525.166141001501
2001-05-10,1527.3956259553872
2001-05-11,1534.7646670555243
2001-05-14,1523.384252705811
2001-05-15,1506.7845700069759
2001-05-16,1503.6952277941652
2001-05-17,1550.7669966087508
2001-05-18,1566.9182091337511
2001-05-21,1576.7143146498343
2001-05-22,1598.2779384484534
2001-05-23,1616.120465829108
2001-05-24,1616.573986342438
2001-05-25,1609.35725619848
2001-05-28,1601.5223298171263
2001-05-29,1610.4998968955663
2001-05-30,1590.2447698333058
2001-05-31,1607.7688907826305
2001-06-01,1603.753724146295
2001-06-04,1604.9273809004394
2001-06-05,1594.8786541879133
2001-06-06,1604.5119375746397
2001-06-07,1600.0069765431504
2001-06-08,1618.481983807395
2001-06-11,1622.0599079172598
2001-06-12,1603.6427562139959
2001-06-13,1595.4269586011947
2001-06-14,1576.9121568976948
2001-06-15,1561.005154854644
2001-06-18,1533.5729445533025
2001-06-19,1538.12173187722
2001-06-20,1543.6832134218757
2001-06-21,1549.2447991925565
2001-06-22,1550.8705203109025
2001-06-25,1536.6074096963548
2001-06-26,1531.5616635661988
2001-06-27,1535.6656235222767
2001-06-28,1549.078280711112
2001-06-29,1569.892006256405
2001-07-02,1575.030962718065
2001-07-03,1557.8622375132225
2001-07-04,1547.1390202403811
2001-07-05,1556.7394157969213
2001-07-06,1516.5509807279077
2001-07-09,1501.7834007587965
2001-07-10,1479.9418196520523
2001-07-11,1440.5302327179145
2001-07-12,1466.8336183601198
2001-07-13,1460.638980013974
2001-07-16,1441.7375424943214
2001-07-17,1451.2339235054862
2001-07-18,1410.7696606116049
2001-07-19,1419.4142648455486
2001-07-20,1412.2256791954383
2001-07-23,1421.0299335718496
2001-07-24,1399.6120318469414
2001-07-25,1393.0756297171038
2001-07-26,1412.7460581278162
2001-07-27,1423.586043859572
2001-07-30,1426.3455441168678
2001-07-31,1430.6774827685706
2001-08-01,1431.7908664309311
2001-08-02,1445.0221812278846
2001-08-03,1441.8664566634393
2001-08-06,1442.3142304219757
2001-08-07,1440.4937300908257
2001-08-08,1442.704269105364
2001-08-09,1410.232050499027
2001-08-10,1406.2364544020322
2001-08-13,1406.5160481409764
2001-08-14,1419.7041982259063
2001-08-15,1395.73530680774
2001-08-16,1395.9444056372408
2001-08-17,1371.591015325758
2001-08-20,1367.0073867920369
2001-08-21,1367.8531335066127
2001-08-22,1364.4794562989448
2001-08-23,1374.078138991491
2001-08-24,1380.5593744578837
2001-08-27,1402.9711557322833
2001-08-28,1396.9729656446725
2001-08-29,1399.5690512140777
2001-08-30,1392.1335492999701
2001-08-31,1384.6819070373522
2001-09-03,1377.28979655838
2001-09-04,1407.1993339279213
2001-09-05,1402.1758265368258
2001-09-06,1382.0141964522772
2001-09-07,1359.5722323230336
2001-09-10,1354.20584871815
2001-09-11,1294.739491926956
2001-09-12,1267.881690192341
2001-09-13,1245.6478596896934
2001-09-14,1196.1444203132125
2001-09-17,1178.1467255741804
2001-09-18,1181.2830548920035
2001-09-19,1177.0630780325096
2001-09-20,1144.9917259071872
2001-09-21,1126.9129232808423
2001-09-24,1137.4919384447705
2001-09-25,1125.305851364303
2001-09-26,1128.998808524653
2001-09-27,1129.2188340354319
2001-09-28,1157.830828060962
2001-10-01,1146.1773739708847
2001-10-02,1136.2265456709208
2001-10-03,1123.9707953370785
2001-10-04,1153.8929715220386
2001-10-05,1151.9555233533897
2001-10-08,1141.0895539062626
2001-10-09,1158.878538123775
2001-10-10,1180.7586867508446
2001-10-11,1227.2128371980177
2001-10-12,1219.4063129509668
2001-10-15,1214.3088729892086
2001-10-16,1224.7771225719343
2001-10-17,1238.1092691431297
2001-10-18,1232.2316113272082
2001-10-19,1242.3606952833156
2001-10-22,1255.3295024151294
2001-10-23,1264.6655060813964
2001-10-24,1276.2449363707724
2001-10-25,1269.3710992211063
2001-10-26,1280.323091194656
2001-10-29,1260.9932501328421
2001-10-30,1229.3125648828147
2001-10-31,1246.0428868158617
2001-11-01,1243.6035549941075
2001-11-02,1256.1520261307785
2001-11-05,1289.1543557565446
2001-11-06,1294.3461997149373
2001-11-07,1290.0078040290045
2001-11-08,1315.9962074641737
2001-11-09,1319.8320853688595
2001-11-12,1317.1852058171658
2001-11-13,1353.7006736321969
2001-11-14,1371.0342719074642
2001-11-15,1390.529137137742
2001-11-16,1384.2479190008903
2001-11-19,1418.4176863771122
2001-11-20,1395.7190846076976
2001-11-21,1408.0154290564128
2001-11-22,1409.0395229631713
2001-11-23,1429.8191002481676
2001-11-26,1453.202772434932
2001-11-27,1443.0359967129802
2001-11-28,1404.5480146395391
2001-11-29,1393.0905523712318
2001-11-30,1384.7913486496905
2001-12-03,1413.2512045945195
2001-12-04,1425.3444808294705
2001-12-05,1475.1075374495852
2001-12-06,1492.9185956767735
2001-12-07,1503.7274780439243
2001-12-10,1491.117768183708
2001-12-11,1481.8294027628192
2001-12-12,1489.4540708182988
2001-12-13,1462.478912564185
2001-12-14,1446.5451112782796
2001-12-17,1442.2484083805466
2001-12-18,1446.5683043296149
2001-12-19,1449.3299272606432
2001-12-20,1450.765472932833
2001-12-21,1456.6018564159842
2001-12-24,1480.1101726464801
2001-12-25,1488.294236410062
2001-12-26,1490.9476551552873
2001-12-27,1487.96521592647
2001-12-28,1513.8035423669091
2001-12-31,1510.450124000141
2002-01-01,1510.7147478157617
2002-01-02,1510.932392310796
2002-01-03,1537.3997464664624
2002-01-04,1577.9621794074246
2002-01-07,1595.5662216148853
2002-01-08,1588.1971248319287
2002-01-09,1597.0522836961195
2002-01-10,1565.9528326888887
2002-01-11,1558.8620313887702
2002-01-14,1550.3220599830743
2002-01-15,1541.9597495696994
2002-01-16,1538.1679099691619
2002-01-17,1553.1752489945468
2002-01-18,1545.900215528373
2002-01-21,1559.478052513027
2002-01-22,1559.8437402818047
2002-01-23,1571.643118522385
2002-01-24,1589.1297160645038
2002-01-25,1625.6611866482554
2002-01-28,1637.461720275234
2002-01-29,1623.831839748532
2002-01-30,1600.641633791919
2002-01-31,1628.01961952322
2002-02-01,1624.7138644456436
2002-02-04,1606.7975917385866
2002-02-05,1605.1169071657548
2002-02-06,1612.8489934158274
2002-02-07,1596.5978347278922
2002-02-08,1593.4200272172727
2002-02-11,1578.1235768991328
2002-02-12,1587.1335492571013
2002-02-13,1605.3708712907817
2002-02-14,1645.8426232740255
2002-02-15,1636.343325677869
2002-02-18,1641.0857458435387
2002-02-19,1616.33140247771
2002-02-20,1603.799109845937
2002-02-21,1604.6049676764922
2002-02-22,1592.3007799483967
2002-02-25,1608.7926131143238
2002-02-26,1621.4915505368804
2002-02-27,1659.2350872561954
2002-02-28,1647.321718573424
2002-03-01,1667.4104107908277
2002-03-04,1699.0291210012992
2002-03-05,1707.3767039701022
2002-03-06,1703.8259039829895
2002-03-07,1685.3106103199466
2002-03-08,1693.3156569179841
2002-03-11,1701.3227386389597
2002-03-12,1707.8041740140384
2002-03-13,1697.9102286849784
2002-03-14,1684.5306055499243
2002-03-15,1680.248080333276
2002-03-18,1695.6899069410792
2002-03-19,1700.6131772306114
2002-03-20,1701.505548786322
2002-03-21,1705.3158306858372
2002-03-22,1717.0412078852278
2002-03-25,1707.1590909069664
2002-03-26,1711.4701844103975
2002-03-27,1728.0000595511788
2002-03-28,1731.562600572626
2002-03-29,1731.4075709382944
2002-04-01,1711.366604403766
2002-04-02,1726.0676773473683
2002-04-03,1725.70456089661
2002-04-04,1718.8175082183163
2002-04-05,1735.9930867353235
2002-04-08,1731.2683862062554
2002-04-09,1722.0159869423549
2002-04-10,1717.1620005547934
2002-04-11,1710.8941191981246
2002-04-12,1725.8097065688673
2002-04-15,1734.6591479492158
2002-04-16,1743.6255947976122
2002-04-17,1767.0171143505331
2002-04-18,1761.0183298260492
2002-04-19,1761.5512159366021
2002-04-22,1763.8553975371829
2002-04-23,1761.9112394031772
2002-04-24,1755.1403284279652
2002-04-25,1715.3724972714315
2002-04-26,1715.2760453424792
2002-04-29,1684.4042914806612
2002-04-30,1683.2983642410225
2002-05-01,1673.394815266977
2002-05-02,1678.119971225705
2002-05-03,1664.6033817112152
2002-05-06,1635.8865803736714
2002-05-07,1643.4478028443361
2002-05-08,1674.6882706737028
2002-05-09,1664.319388269624
2002-05-10,1643.3310656965577
2002-05-13,1647.665926517489
2002-05-14,1681.4391314289082
2002-05-15,1690.169101108987
2002-05-16,1689.3723593814645
2002-05-17,1682.5046049437208
2002-05-20,1668.473383313668
2002-05-21,1652.0853625513716
2002-05-22,1649.3828526396303
2002-05-23,1647.6479859148976
