Date,ASEAN
2006-11-30,1000.0
2006-12-01,997.240975395332
2006-12-04,999.5403725237477
2006-12-05,1022.0338823025206
2006-12-06,1022.9448618079826
2006-12-07,1025.7768212668325
2006-12-08,1014.8690034308186
2006-12-11,1025.1452430726176
2006-12-12,1023.8228475629086
2006-12-13,1020.4465070625304
2006-12-14,1028.8726080175265
2006-12-15,1045.1810316669178
2006-12-18,1045.439852047908
2006-12-19,991.0942119333644
2006-12-20,1014.963425415958
2006-12-21,1014.7126254433269
2006-12-22,1020.7320602829508
2006-12-25,1021.2668259273822
2006-12-26,1022.4166194765941
2006-12-27,1033.7500818532815
2006-12-28,1034.325654691543
2006-12-29,1039.270033446116
2007-01-01,1039.271003173717
2007-01-02,1037.8186655516279
2007-01-03,1054.2179151991634
2007-01-04,1054.3930974544146
2007-01-05,1058.8514057955547
2007-01-08,1046.808541203609
2007-01-09,1044.7977440246987
2007-01-10,1032.5738796288695
2007-01-11,1038.6939981146804
2007-01-12,1045.0999461766123
2007-01-15,1061.17883143907
2007-01-16,1070.0288936368913
2007-01-17,1068.4814533560298
2007-01-18,1077.7292471250728
2007-01-19,1084.9592295559758
2007-01-22,1100.4302404892107
2007-01-23,1094.827969771928
2007-01-24,1109.6613489445838
2007-01-25,1094.3644987473845
2007-01-26,1096.7811544057756
2007-01-29,1097.9451510453048
2007-01-30,1098.4136977599726
2007-01-31,1095.5468884981594
2007-02-01,1101.7553400994268
2007-02-02,1127.4441705850954
2007-02-05,1139.6185825156024
2007-02-06,1139.3305709535803
2007-02-07,1137.7113243245058
2007-02-08,1131.0202854989338
2007-02-09,1136.0243927808772
2007-02-12,1125.8108276889975
2007-02-13,1112.5387828198873
2007-02-14,1119.3044301066982
2007-02-15,1136.5191276127932
2007-02-16,1136.585089372749
2007-02-19,1131.0528658960757
2007-02-20,1132.064282435806
2007-02-21,1146.265367939218
2007-02-22,1145.494070376673
2007-02-23,1144.5280265639174
2007-02-26,1140.060235001251
2007-02-27,1110.7887089998967
2007-02-28,1074.27889467301
2007-03-01,1075.8087358193538
2007-03-02,1070.6808138636277
2007-03-05,1042.1615646240402
2007-03-06,1058.7047745640791
2007-03-07,1066.4836268592771
2007-03-08,1085.6024750392214
2007-03-09,1090.7367520747364
2007-03-12,1099.5082455616293
2007-03-13,1091.42104308477
2007-03-14,1057.3443548558894
2007-03-15,1068.3029675067717
2007-03-16,1062.798565431647
2007-03-19,1072.8825582172535
2007-03-20,1079.321158616647
2007-03-21,1093.2238117880756
2007-03-22,1111.3603388068645
2007-03-23,1105.6590724196742
2007-03-26,1105.4689508165495
2007-03-27,1112.3898767092046
2007-03-28,1095.6367753607615
2007-03-29,1105.5559742935027
2007-03-30,1112.4471485100578
2007-04-02,1109.706271847712
2007-04-03,1126.4566436893085
2007-04-04,1145.0113684419732
2007-04-05,1141.530325145197
2007-04-06,1141.171686296087
2007-04-09,1161.9778586950652
2007-04-10,1161.6767037156937
2007-04-11,1162.8924418811566
2007-04-12,1145.8282536611614
2007-04-13,1147.6566511147973
2007-04-16,1159.0754985761757
2007-04-17,1160.8077610505702
2007-04-18,1157.7774135113907
2007-04-19,1124.3777174930165
2007-04-20,1142.8742251145993
2007-04-23,1152.379544192211
2007-04-24,1141.654976586933
2007-04-25,1140.0011835456742
2007-04-26,1154.1432994919194
2007-04-27,1150.3470444265365
2007-04-30,1138.1667538788138
2007-05-01,1142.033057694325
2007-05-02,1151.153092766186
2007-05-03,1170.4416510168032
2007-05-04,1188.2623242612717
2007-05-07,1191.8479742193456
2007-05-08,1187.438980021895
2007-05-09,1188.6703660428361
2007-05-10,1197.736158500751
2007-05-11,1186.523789906445
2007-05-14,1204.1537148036907
2007-05-15,1190.9049951709942
2007-05-16,1202.1674402205695
2007-05-17,1215.077302390635
2007-05-18,1214.2114668155223
2007-05-21,1218.4513103270085
2007-05-22,1232.4599912832737
2007-05-23,1232.9289247827562
2007-05-24,1224.437054621264
2007-05-25,1210.3039745631709
2007-05-28,1219.6870787792207
2007-05-29,1215.4033822530605
2007-05-30,1215.4780478194116
2007-05-31,1219.8557145549569
2007-06-01,1236.860505942955
2007-06-04,1245.872232389629
2007-06-05,1236.2958379962022
2007-06-06,1232.956905982544
2007-06-07,1227.9176100086856
2007-06-08,1209.8658829317367
2007-06-11,1223.8382270454601
2007-06-12,1235.1836315118455
2007-06-13,1220.3195908715406
2007-06-14,1230.4717976272655
2007-06-15,1233.0634285401031
2007-06-18,1255.3978412476204
2007-06-19,1254.0493444213898
2007-06-20,1261.3344425621597
2007-06-21,1257.8275299345885
2007-06-22,1251.0639072278013
2007-06-25,1236.280800142257
2007-06-26,1223.5542267535652
2007-06-27,1216.8897935568507
2007-06-28,1222.9357116113574
2007-06-29,1227.2876576429858
2007-07-02,1232.462654254253
2007-07-03,1248.2311168368865
2007-07-04,1248.8660919372514
2007-07-05,1252.4320485859503
2007-07-06,1253.3317452895326
2007-07-09,1275.32003310599
2007-07-10,1270.5370170301796
2007-07-11,1251.998102597303
2007-07-12,1260.151924023236
2007-07-13,1277.1178713615868
2007-07-16,1275.0290170328233
2007-07-17,1271.8740270949604
2007-07-18,1252.5435605760201
2007-07-19,1261.4671754252715
2007-07-20,1277.8352716802362
2007-07-23,1281.329092371355
2007-07-24,1293.652991128509
2007-07-25,1288.208956130056
