Date,EFM LATIN AMERICA & CARIBBEAN INDEX
2009-05-29,1000.0
2009-06-01,1037.9261228132734
2009-06-02,1017.3049310131487
2009-06-03,993.3235262408666
2009-06-04,1010.8706102045771
2009-06-05,1020.1217573591712
2009-06-08,1023.7771517699065
2009-06-09,1020.9315956131937
2009-06-10,1025.120000736546
2009-06-11,1023.6451865143008
2009-06-12,1041.326302316649
2009-06-15,1022.429936574993
2009-06-16,1003.7931638857102
2009-06-17,977.4703464803846
2009-06-18,984.5291926163098
2009-06-19,996.4621248175846
2009-06-22,948.837833456369
2009-06-23,939.2078515883902
2009-06-24,953.578398667773
2009-06-25,987.9873526353527
2009-06-26,989.9455290805237
2009-06-29,998.7856688847543
2009-06-30,988.0090709807054
2009-07-01,993.6614110054899
2009-07-02,982.3210655908189
2009-07-03,979.3958113316669
2009-07-06,966.9847589544739
2009-07-07,949.1354568801671
2009-07-08,939.4509411657702
2009-07-09,930.64356563093
2009-07-10,930.3619784442262
2009-07-13,936.7107493991156
2009-07-14,944.6700616073526
2009-07-15,984.245575991441
2009-07-16,996.0174598249599
2009-07-17,1005.0776512813759
2009-07-20,1027.7408924829563
2009-07-21,1029.9704835413868
2009-07-22,1030.2137983030304
2009-07-23,1053.539043725861
2009-07-24,1051.5975685149433
2009-07-27,1056.4390491119864
2009-07-28,1055.697219004163
2009-07-29,1045.6415454056082
2009-07-30,1066.5012047497214
2009-07-31,1065.236873666412
2009-08-03,1090.3611453341973
2009-08-04,1091.6836420278569
2009-08-05,1100.1435760306208
2009-08-06,1095.0230816005485
2009-08-07,1118.785160667571
2009-08-10,1122.295013575236
2009-08-11,1092.5963282198759
2009-08-12,1107.539948009305
2009-08-13,1113.0551154680386
2009-08-14,1107.0644436731
2009-08-17,1076.9255585133608
2009-08-18,1087.645085315208
2009-08-19,1092.7492111032639
2009-08-20,1108.2720720951925
2009-08-21,1122.9329895529647
2009-08-24,1123.9118478029127
2009-08-25,1117.6826543403502
2009-08-26,1111.0502316442794
2009-08-27,1100.4224349018293
2009-08-28,1095.338168516611
2009-08-31,1075.3978836418896
2009-09-01,1060.6151093515844
2009-09-02,1053.522259020277
2009-09-03,1066.134936418937
2009-09-04,1094.1813415517718
2009-09-07,1092.9484376050327
2009-09-08,1111.1401166761443
2009-09-09,1107.2325373376061
2009-09-10,1117.2473388482654
2009-09-11,1120.7608047081458
2009-09-14,1119.1063531454931
2009-09-15,1133.4149619339269
2009-09-16,1152.7978553792152
2009-09-17,1149.1412093128797
2009-09-18,1155.0319891763374
2009-09-21,1152.2328112340006
2009-09-22,1153.5148636000156
2009-09-23,1146.598592826132
2009-09-24,1138.0072645623156
2009-09-25,1141.386801798145
2009-09-28,1170.1856755363158
2009-09-29,1178.6954295781838
2009-09-30,1182.035246201682
2009-10-01,1172.1640173145045
2009-10-02,1171.1583959051081
2009-10-05,1197.785737447188
2009-10-06,1212.3456283170547
2009-10-07,1211.640683924694
2009-10-08,1230.2017351589755
2009-10-09,1242.4681515501798
2009-10-12,1239.5908799225137
2009-10-13,1248.6812517758979
2009-10-14,1277.4853449569457
2009-10-15,1284.9858958220666
2009-10-16,1275.111971694299
2009-10-19,1290.760177931436
2009-10-20,1249.701416208706
2009-10-21,1250.2556284819975
2009-10-22,1261.6130646985787
2009-10-23,1252.0303570945464
2009-10-26,1252.641037215934
2009-10-27,1220.0535695562749
2009-10-28,1166.7267251462251
2009-10-29,1225.39055703532
2009-10-30,1190.4986556180893
2009-11-02,1178.7509997626898
2009-11-03,1215.254351317808
2009-11-04,1236.7782148905906
2009-11-05,1248.8572198768945
2009-11-06,1244.991646221954
2009-11-09,1275.6792701346758
2009-11-10,1278.560259791395
2009-11-11,1277.9996052238816
2009-11-12,1252.4387345903901
2009-11-13,1263.0498344804214
2009-11-16,1284.3945663636016
2009-11-17,1303.9142780728084
2009-11-18,1286.8672892719676
2009-11-19,1270.10670039235
2009-11-20,1273.8285870747156
2009-11-23,1278.8760011654103
2009-11-24,1284.6332794965967
2009-11-25,1286.8708410245235
2009-11-26,1254.3762661895908
2009-11-27,1272.5134403396955
2009-11-30,1267.5893776350842
2009-12-01,1299.3531353322805
2009-12-02,1311.4919885282209
2009-12-03,1307.78821018846
2009-12-04,1312.920646376998
2009-12-07,1321.0141026755803
2009-12-08,1298.8706692482222
2009-12-09,1293.1795232241159
2009-12-10,1305.0041577727598
2009-12-11,1327.8976000432294
2009-12-14,1333.3640616777247
2009-12-15,1340.6859236643672
2009-12-16,1331.9706576216533
2009-12-17,1310.2068999266162
2009-12-18,1307.9254843265596
2009-12-21,1300.5616237747538
2009-12-22,1321.2595439925542
2009-12-23,1324.5605329666694
2009-12-24,1330.6319642565331
2009-12-25,1330.6319642565331
2009-12-28,1344.7665407684742
2009-12-29,1347.355677142359
2009-12-30,1356.5982068391613
2009-12-31,1353.3385627878356
2010-01-01,1353.3385627878356
2010-01-04,1386.6864430110904
2010-01-05,1394.5128965420854
2010-01-06,1402.6427785666274
2010-01-07,1405.82468381013
2010-01-08,1403.137376299323
2010-01-11,1387.5697338860487
2010-01-12,1376.2211320198865
2010-01-13,1376.9550345821551
2010-01-14,1357.0888357294045
2010-01-15,1354.739024590145
2010-01-18,1364.5953103716722
2010-01-19,1378.9771664636141
2010-01-20,1354.327170908123
2010-01-21,1322.701181822192
2010-01-22,1298.3091068956535
2010-01-25,1291.052207625076
2010-01-26,1281.5715784442095
2010-01-27,1263.4690287791395
2010-01-28,1279.2059785446718
2010-01-29,1273.603566014185
2010-02-01,1290.1831277172992
2010-02-02,1311.9566003876894
2010-02-03,1312.0856296309641
2010-02-04,1251.7400705466398
2010-02-05,1246.6463087743261
2010-02-08,1251.3682488268105
2010-02-09,1277.0830837703359
2010-02-10,1286.4109865060295
2010-02-11,1310.003676294442
2010-02-12,1310.5556990377554
2010-02-15,1317.3099300123179
2010-02-16,1320.640841437367
2010-02-17,1349.1086091715845
2010-02-18,1369.084070420938
2010-02-19,1378.7925984415438
2010-02-22,1366.676106673937
2010-02-23,1343.6712633917675
2010-02-24,1337.67257368865
2010-02-25,1339.7214537194106
2010-02-26,1350.726233953281
2010-03-01,1384.2267459110024
2010-03-02,1396.9630221428679
2010-03-03,1388.0438021143718
2010-03-04,1390.0148111096767
2010-03-05,1417.7024565785605
2010-03-08,1407.589839863456
2010-03-09,1423.9838239754843
2010-03-10,1436.391218783744
2010-03-11,1433.2396527244452
2010-03-12,1420.8098489570032
2010-03-15,1426.6675053004585
2010-03-16,1434.023672431214
2010-03-17,1433.983127394368
2010-03-18,1434.348567693447
