Date,EM GCC COUNTRIES DOMESTIC
2014-05-30,1000.0
2014-06-02,990.1369907579282
2014-06-03,965.9708899803761
2014-06-04,955.3956016048303
2014-06-05,965.655134554432
2014-06-06,963.9422496051619
2014-06-09,927.572147061491
2014-06-10,924.2357039463584
2014-06-11,919.1583177741979
2014-06-12,935.9714560371671
2014-06-13,937.5559707396341
2014-06-16,886.3753468969443
2014-06-17,883.5942913826104
2014-06-18,892.8696665109668
2014-06-19,890.4940083496838
2014-06-20,894.2001636641664
2014-06-23,867.7370270924768
2014-06-24,841.259222448259
2014-06-25,848.7431734274946
2014-06-26,837.7804300340949
2014-06-27,834.6431635367783
2014-06-30,794.19725360259
2014-07-01,831.2288341710615
2014-07-02,869.0106315442521
2014-07-03,869.6561636339345
2014-07-04,871.0065137589428
2014-07-07,881.0754002865017
2014-07-08,883.6012221177648
2014-07-09,887.1441099865395
2014-07-10,905.9735727913823
2014-07-11,906.106813996293
2014-07-14,909.0629061208203
2014-07-15,926.8555586318098
2014-07-16,940.3295581477552
2014-07-17,947.4311670265583
2014-07-18,948.0272782756589
2014-07-21,924.7412994913059
2014-07-22,931.8419759905235
2014-07-23,925.4003135198831
2014-07-24,912.9442470837652
2014-07-25,915.3909077623192
2014-07-28,919.6920900968767
2014-07-29,921.666716303821
2014-07-30,923.9056943865562
2014-07-31,935.0761652900715
2014-08-01,931.6642409398435
2014-08-04,937.4056640544809
2014-08-05,941.9498769983544
2014-08-06,928.5410550741273
2014-08-07,929.9244057175661
2014-08-08,925.5570988809186
2014-08-11,938.6296333945883
2014-08-12,947.4107269275346
2014-08-13,959.739595985573
2014-08-14,962.6628931314575
2014-08-15,962.4632422904061
2014-08-18,967.9561877017795
2014-08-19,977.2089841618173
2014-08-20,979.9825140681542
2014-08-21,986.1006483519478
2014-08-22,990.0514885931525
2014-08-25,998.5661299454199
2014-08-26,1002.7834566870529
2014-08-27,1003.684747962302
2014-08-28,981.6149443878829
2014-08-29,981.8971972965355
2014-09-01,1020.4219647901378
2014-09-02,1022.0622828494975
2014-09-03,1033.2487064779186
2014-09-04,1048.968740723136
2014-09-05,1049.6163272436272
2014-09-08,1050.0631400399973
2014-09-09,1052.377237037908
2014-09-10,1035.2608755849185
2014-09-11,1042.2132717168192
2014-09-12,1042.4549350198915
2014-09-15,1049.5240573501962
2014-09-16,1045.064825772333
2014-09-17,1045.8134534761214
2014-09-18,1072.9400969824662
2014-09-19,1079.7501602902869
2014-09-22,1066.972239669368
2014-09-23,1063.647982253458
2014-09-24,1060.6893747189563
