Date,EM (EMERGING MARKETS)+CHINA A ONSHORE
2006-03-14,1646.454125597826
2006-03-15,1666.3301375075584
2006-03-16,1659.714510404635
2006-03-17,1665.044651559574
2006-03-20,1670.4037076907798
2006-03-21,1665.0788382005435
2006-03-22,1654.1577033908386
2006-03-23,1672.8646502813644
2006-03-24,1671.5292746767896
2006-03-27,1677.8221005863413
2006-03-28,1657.3169001475078
2006-03-29,1671.6522629437131
2006-03-30,1675.1525639042566
2006-03-31,1689.4434095735066
2006-04-03,1717.9293762794673
2006-04-04,1712.5351417311292
2006-04-05,1719.681472331334
2006-04-06,1736.3245470514335
2006-04-07,1746.8419572298328
2006-04-10,1742.8817979103665
2006-04-11,1733.734348903066
2006-04-12,1727.8704387764024
2006-04-13,1729.2668732869888
2006-04-14,1742.1945481703642
2006-04-17,1730.3290575423218
2006-04-18,1753.6614293378823
2006-04-19,1768.3212760212655
2006-04-20,1775.1751676910767
2006-04-21,1779.4943583776512
2006-04-24,1769.69382284218
2006-04-25,1755.7185710113395
2006-04-26,1768.4701360955803
2006-04-27,1744.0355881311475
2006-04-28,1741.5090852399524
2006-05-01,1745.2679226169857
2006-05-02,1765.4092494788838
2006-05-03,1776.92084297242
2006-05-04,1775.006335098899
2006-05-05,1779.5274490175404
2006-05-08,1807.6331488138087
2006-05-09,1803.0984062919445
2006-05-10,1795.8741783095002
2006-05-11,1780.23339588691
2006-05-12,1743.1395936072975
2006-05-15,1682.6843916454982
2006-05-16,1673.9139202335023
2006-05-17,1680.388682104017
2006-05-18,1629.6042370735522
2006-05-19,1635.262048020989
2006-05-22,1550.735402124743
2006-05-23,1568.5989778283597
2006-05-24,1550.4585444400777
2006-05-25,1553.1030599957217
2006-05-26,1598.7985636761532
2006-05-29,1604.906120238414
2006-05-30,1557.5923937699013
2006-05-31,1549.9530562748141
2006-06-01,1557.3683685289766
2006-06-02,1572.503794520714
2006-06-05,1557.7265756299125
2006-06-06,1542.4883097778986
2006-06-07,1507.7661357816635
2006-06-08,1467.4410133254573
2006-06-09,1481.9453847495943
2006-06-12,1467.4853443488637
2006-06-13,1411.1355820150359
2006-06-14,1420.1068950028186
2006-06-15,1450.5136937031355
2006-06-16,1486.2817462862092
2006-06-19,1488.0376141075471
2006-06-20,1469.1516461476535
2006-06-21,1471.9977872644295
2006-06-22,1488.578378739691
2006-06-23,1490.0239891643862
2006-06-26,1487.706920117776
2006-06-27,1495.9977745490119
2006-06-28,1507.8205471805302
2006-06-29,1539.0414493735427
2006-06-30,1556.4448406796112
2006-07-03,1579.1964206393895
2006-07-04,1586.6151017996035
2006-07-05,1562.495076220118
2006-07-06,1567.460967559397
2006-07-07,1562.2931040485246
2006-07-10,1581.6574829515594
2006-07-11,1574.6220950171842
2006-07-12,1582.451359802236
2006-07-13,1541.0890584401598
2006-07-14,1525.4595166396866
2006-07-17,1515.8373815540479
2006-07-18,1521.932118934842
2006-07-19,1531.5679341333478
2006-07-20,1548.2343616582345
2006-07-21,1534.1683904053775
2006-07-24,1545.2345500898336
2006-07-25,1562.5556354237044
2006-07-26,1566.6209579983763
2006-07-27,1581.694317610875
2006-07-28,1576.0213855016827
2006-07-31,1574.3737817707113
2006-08-01,1562.2476691545653
2006-08-02,1568.5623289245523
2006-08-03,1571.9123109548843
2006-08-04,1570.5150881313134
2006-08-07,1568.8404168129011
2006-08-08,1581.2820893338373
2006-08-09,1589.7729009422198
2006-08-10,1597.0798487178388
2006-08-11,1599.46191238655
2006-08-14,1596.5527367845887
2006-08-15,1597.8580976712065
2006-08-16,1613.0504624488533
2006-08-17,1617.683878450376
2006-08-18,1610.3799027917976
2006-08-21,1588.5362021135445
2006-08-22,1611.5632693688601
2006-08-23,1600.7587904932366
2006-08-24,1591.4183615912702
2006-08-25,1599.89402382471
2006-08-28,1595.7742803339993
2006-08-29,1611.2924512705235
2006-08-30,1613.5284559091906
2006-08-31,1610.439089146219
2006-09-01,1619.4615841135926
2006-09-04,1635.945539784004
2006-09-05,1642.3024159149757
2006-09-06,1628.518192105497
2006-09-07,1615.0288813700126
2006-09-08,1622.0467028794424
2006-09-11,1589.2235443635057
2006-09-12,1600.2947752378036
2006-09-13,1616.4167390855953
2006-09-14,1611.120887556605
2006-09-15,1630.0505401783323
2006-09-18,1647.9687186513086
2006-09-19,1644.886324324141
2006-09-20,1637.555405439425
2006-09-21,1629.4466447169523
2006-09-22,1599.3176240435055
2006-09-25,1603.0209373489379
2006-09-26,1620.9558260205845
2006-09-27,1633.483775986449
2006-09-28,1646.19708281826
2006-09-29,1645.1338659385574
2006-10-02,1641.0435299408512
2006-10-03,1631.2237445220799
2006-10-04,1635.1497547298045
2006-10-05,1655.921899893416
2006-10-06,1667.4096642521954
2006-10-09,1665.117201708499
2006-10-10,1681.2833472736288
2006-10-11,1678.9756126612117
2006-10-12,1689.4773909237101
2006-10-13,1722.1989149933504
2006-10-16,1728.321118986836
2006-10-17,1713.8724666964947
2006-10-18,1724.9797751971114
2006-10-19,1716.7253459155959
2006-10-20,1715.2509339944365
2006-10-23,1714.497228870521
2006-10-24,1723.3726236432758
2006-10-25,1727.1009844693956
2006-10-26,1726.50570229376
2006-10-27,1714.7149627964263
2006-10-30,1699.2406751973247
2006-10-31,1710.6076806959488
2006-11-01,1726.5166826621276
2006-11-02,1725.5546488246787
2006-11-03,1746.2454846295616
2006-11-06,1755.522946842461
2006-11-07,1756.7653742689588
2006-11-08,1757.6682933494715
2006-11-09,1766.497290937578
2006-11-10,1757.189509831108
2006-11-13,1757.9221247947908
2006-11-14,1773.547172946477
2006-11-15,1777.5874203460808
2006-11-16,1783.4071108576886
2006-11-17,1767.8067017513483
2006-11-20,1772.0997252357358
2006-11-21,1785.2532650796095
2006-11-22,1789.0703135284843
2006-11-23,1790.826227549468
2006-11-24,1774.4522529317344
2006-11-27,1771.700212250376
2006-11-28,1748.3248337118325
2006-11-29,1775.7094844176506
2006-11-30,1779.337121632501
2006-12-01,1772.6972684808802
2006-12-04,1784.6000300239075
2006-12-05,1804.8864395597082
2006-12-06,1808.0578469516922
2006-12-07,1810.7740013627122
2006-12-08,1792.428907281534
2006-12-11,1804.2700420815315
2006-12-12,1789.893199683364
2006-12-13,1793.8632139635176
2006-12-14,1823.6064235417343
2006-12-15,1846.2797323043521
2006-12-18,1860.3301296962254
2006-12-19,1819.6021592641378
2006-12-20,1839.9831323000737
2006-12-21,1841.484795434041
2006-12-22,1842.355046484054
2006-12-25,1843.0836370634145
2006-12-26,1849.1616562543556
2006-12-27,1876.5511022769226
2006-12-28,1883.497412460522
2006-12-29,1886.4722097904696
2007-01-01,1886.6860186502522
2007-01-02,1899.7718553893344
2007-01-03,1901.3745177515414
2007-01-04,1891.3734558868289
2007-01-05,1880.9462641733126
2007-01-08,1873.0647884917455
2007-01-09,1856.9211704519346
2007-01-10,1847.9592816275094
2007-01-11,1867.6051322132507
2007-01-12,1878.448522361907
2007-01-15,1910.4018773050645
2007-01-16,1912.3029810313658
2007-01-17,1904.695256340862
2007-01-18,1911.3160540429462
2007-01-19,1917.2631506308817
2007-01-22,1935.8222357921275
2007-01-23,1929.7915594826084
2007-01-24,1961.4388834777164
2007-01-25,1947.3380224405346
2007-01-26,1941.6785712983683
2007-01-29,1927.4323574073944
2007-01-30,1931.9119493257224
2007-01-31,1918.564963309077
2007-02-01,1937.1969344235595
2007-02-02,1951.2534121356275
2007-02-05,1961.406104558875
2007-02-06,1973.6211365555152
2007-02-07,1967.5853094631605
2007-02-08,1959.8600741149723
2007-02-09,1963.7809390897569
2007-02-12,1950.9698127815798
2007-02-13,1952.5941798758188
2007-02-14,1965.994784831598
2007-02-15,1982.0439208909277
2007-02-16,1989.8446022664227
2007-02-19,1991.399218059087
2007-02-20,1984.092039143145
2007-02-21,1989.8296980528612
2007-02-22,2005.536465550967
2007-02-23,1989.5563302184917
2007-02-26,1991.7246551510937
2007-02-27,1908.5951775891476
2007-02-28,1889.5295301665908
2007-03-01,1865.7899301122102
2007-03-02,1858.425981009617
2007-03-05,1802.155150553907
2007-03-06,1843.5973015598104
2007-03-07,1845.8128109666677
2007-03-08,1883.8616008433585
2007-03-09,1897.2935109731636
2007-03-12,1899.217321391115
2007-03-13,1886.6648926302096
2007-03-14,1848.4792854885893
2007-03-15,1870.741004390373
2007-03-16,1858.3655507262679
2007-03-19,1883.9267947600233
2007-03-20,1895.1273662832673
2007-03-21,1916.113668572168
2007-03-22,1932.6406275383274
2007-03-23,1944.991922188763
2007-03-26,1947.617594809312
2007-03-27,1940.7060266822577
2007-03-28,1923.1406866106968
2007-03-29,1947.516018262514
2007-03-30,1959.5753896473648
2007-04-02,1953.3365938205009
2007-04-03,1973.7749728108715
2007-04-04,1994.8379848267143
2007-04-05,1993.6908691415288
2007-04-06,1995.8754962301257
2007-04-09,2022.8179128222882
2007-04-10,2021.1275591483563
2007-04-11,2031.438273803345
2007-04-12,2026.2652111817881
2007-04-13,2034.0782813546582
2007-04-16,2056.4065437712743
2007-04-17,2051.4475038487303
2007-04-18,2046.9575846368432
2007-04-19,2011.8703258112462
2007-04-20,2051.977042732128
2007-04-23,2067.9799907899196
2007-04-24,2059.277997380523
2007-04-25,2059.218507157216
2007-04-26,2071.8263978543646
2007-04-27,2048.7385773841615
2007-04-30,2047.4203100576444
2007-05-01,2053.638476683235
2007-05-02,2063.201497120135
2007-05-03,2089.282302988501
2007-05-04,2102.392986280302
2007-05-07,2105.191543251997
2007-05-08,2118.037051809606
2007-05-09,2126.624527411907
2007-05-10,2126.488016379249
2007-05-11,2118.455421034725
2007-05-14,2132.2714947312606
2007-05-15,2103.7560743833133
2007-05-16,2135.7945952771715
2007-05-17,2153.2976100291103
2007-05-18,2157.7705566420595
2007-05-21,2183.661227879538
2007-05-22,2193.0480932155447
2007-05-23,2191.2383684305405
2007-05-24,2174.852886460488
2007-05-25,2178.5673986082784
2007-05-28,2191.122423709629
2007-05-29,2190.5196460356724
2007-05-30,2166.360614837119
2007-05-31,2194.4322331318353
2007-06-01,2223.2324909037916
2007-06-04,2196.471299677289
2007-06-05,2200.9859284502922
2007-06-06,2188.275613076039
2007-06-07,2195.379964260346
2007-06-08,2191.2588645548285
2007-06-11,2214.944287150133
2007-06-12,2228.2290104197073
2007-06-13,2239.1984166063057
2007-06-14,2274.7695853936502
2007-06-15,2292.439775267201
2007-06-18,2319.3581587503236
2007-06-19,2320.039885296048
2007-06-20,2316.5042367798837
2007-06-21,2328.240210550461
2007-06-22,2306.6990474812083
2007-06-25,2276.9550449284884
2007-06-26,2268.081454506304
2007-06-27,2270.027442137022
2007-06-28,2272.2879640057968
2007-06-29,2264.5644065400584
2007-07-02,2269.410921251905
2007-07-03,2308.318197232873
2007-07-04,2312.23071915374
2007-07-05,2304.5483871842525
2007-07-06,2327.729981173455
2007-07-09,2361.7710091707586
2007-07-10,2337.6568437689098
2007-07-11,2325.966017786718
2007-07-12,2358.6479624309427
2007-07-13,2387.159426247422
2007-07-16,2367.7877076844834
2007-07-17,2372.275156362447
2007-07-18,2355.371987407876
2007-07-19,2375.0685359944873
2007-07-20,2396.9974738380442
2007-07-23,2436.388184032655
2007-07-24,2423.9837956701126
2007-07-25,2434.9516898002857
2007-07-26,2388.244301892788
2007-07-27,2333.963265463998
2007-07-30,2353.8215967368187
2007-07-31,2390.523338644892
2007-08-01,2309.553336369095
2007-08-02,2332.2389885137136
2007-08-03,2326.8884125605796
2007-08-06,2290.3086543101595
2007-08-07,2305.290295199446
2007-08-08,2347.3445126021034
2007-08-09,2348.2908325054536
2007-08-10,2281.430415147536
2007-08-13,2311.0377368227987
2007-08-14,2295.870243944276
2007-08-15,2266.0816306845395
2007-08-16,2163.07455107465
2007-08-17,2140.054282935928
2007-08-20,2233.090864774894
2007-08-21,2233.697999753282
2007-08-22,2282.2819976506125
2007-08-23,2312.26394764583
2007-08-24,2315.9261616470767
2007-08-27,2353.759227141027
2007-08-28,2336.8762618612486
2007-08-29,2325.560447111034
2007-08-30,2359.714763976036
2007-08-31,2411.8674999470763
2007-09-03,2434.557076893687
2007-09-04,2433.4222733344122
2007-09-05,2412.565420758485
2007-09-06,2426.412288596309
2007-09-07,2394.9784929791313
2007-09-10,2373.4032920133627
2007-09-11,2369.595563771375
2007-09-12,2369.5353866340506
2007-09-13,2402.077747643566
2007-09-14,2419.485166732619
2007-09-17,2410.4261335804918
2007-09-18,2425.680221205768
2007-09-19,2475.752685630808
2007-09-20,2472.199381155122
2007-09-21,2483.407430472941
2007-09-24,2510.569927214491
2007-09-25,2492.3776591842675
2007-09-26,2506.2526328233057
2007-09-27,2544.225589713028
2007-09-28,2546.374059137179
2007-10-01,2566.063661158031
2007-10-02,2629.1350699300233
2007-10-03,2617.337852964893
2007-10-04,2600.0025116310276
2007-10-05,2634.5214849428435
2007-10-08,2661.8805100656505
2007-10-09,2677.15908815581
2007-10-10,2683.4674279172777
2007-10-11,2706.3898483830794
2007-10-12,2693.18502852738
2007-10-15,2713.077809380983
2007-10-16,2702.466042647156
2007-10-17,2699.9891396815033
2007-10-18,2668.6781450000153
2007-10-19,2646.2829404450094
2007-10-22,2604.0738160643346
2007-10-23,2652.4960785931116
2007-10-24,2651.18985132605
2007-10-25,2651.384963979287
2007-10-26,2688.0767829835277
2007-10-29,2742.0306535496075
2007-10-30,2733.749207574684
2007-10-31,2744.562692202858
2007-11-01,2727.035353359593
2007-11-02,2675.653187828843
2007-11-05,2629.5792614409597
2007-11-06,2645.405589212694
2007-11-07,2625.55027011375
2007-11-08,2568.4617393430344
2007-11-09,2558.667344098132
2007-11-12,2499.827800248755
2007-11-13,2498.798865345077
2007-11-14,2567.0090851279942
2007-11-15,2547.2183773378983
2007-11-16,2508.7172619670164
2007-11-19,2472.9037393169324
2007-11-20,2460.20662574368
2007-11-21,2380.9328349943135
2007-11-22,2355.173228304348
2007-11-23,2370.2994803998577
2007-11-26,2385.888811391552
2007-11-27,2355.374730574922
2007-11-28,2393.779540476807
2007-11-29,2444.4035292047542
2007-11-30,2477.595855868113
2007-12-03,2485.723705608047
2007-12-04,2479.812473366776
2007-12-05,2545.472564027985
2007-12-06,2569.9679628110953
2007-12-07,2573.660105448622
2007-12-10,2560.7026755806714
2007-12-11,2569.2640084916766
2007-12-12,2555.8760961343323
2007-12-13,2504.2594869395753
2007-12-14,2509.8185945585246
2007-12-17,2439.44988601511
2007-12-18,2443.7704898290244
2007-12-19,2468.1815387576557
2007-12-20,2480.4101269280623
2007-12-21,2516.206027575448
2007-12-24,2557.2635616528137
2007-12-25,2558.628833961337
2007-12-26,2555.3225467237216
2007-12-27,2560.6231362040435
2007-12-28,2533.3565352608675
2007-12-31,2545.549499140982
2008-01-01,2546.1689005378944
2008-01-02,2514.661447283905
2008-01-03,2506.1912695235137
2008-01-04,2497.0056650608417
2008-01-07,2482.5075041930722
2008-01-08,2502.3550822216557
2008-01-09,2529.011624379442
2008-01-10,2511.4588501064686
2008-01-11,2491.6530010762335
2008-01-14,2488.012349872351
2008-01-15,2454.116829069027
2008-01-16,2386.1913244010602
2008-01-17,2363.4171899550543
2008-01-18,2370.372394413693
2008-01-21,2258.786342615312
2008-01-22,2159.2197219708482
2008-01-23,2210.3170456857483
2008-01-24,2240.5473857611546
2008-01-25,2295.3981746270406
2008-01-28,2216.8005626099894
2008-01-29,2249.5690172645277
2008-01-30,2223.9347550695156
2008-01-31,2208.8288309774757
2008-02-01,2254.515302661286
2008-02-04,2322.615435053402
2008-02-05,2323.0247635644887
2008-02-06,2281.115060383897
2008-02-07,2289.0222821955836
2008-02-08,2289.9764159678753
2008-02-11,2270.4566614694786
2008-02-12,2285.40460519678
2008-02-13,2299.064461395819
2008-02-14,2337.6955670922307
2008-02-15,2319.7464322772253
2008-02-18,2348.130862225354
2008-02-19,2362.587092001075
2008-02-20,2346.7425403902225
2008-02-21,2348.565459939254
2008-02-22,2325.303175541277
2008-02-25,2328.1737530402997
2008-02-26,2337.2339556156744
2008-02-27,2344.559925434314
2008-02-28,2334.643606781603
2008-02-29,2297.6580485033883
2008-03-03,2266.1847516095095
2008-03-04,2238.8675272884843
2008-03-05,2241.2699252079424
2008-03-06,2235.759882983789
2008-03-07,2187.038115607768
2008-03-10,2132.6920418074033
2008-03-11,2179.4824657111894
2008-03-12,2166.5998408340106
2008-03-13,2095.925093362777
2008-03-14,2078.0802351852117
2008-03-17,1965.66470441355
2008-03-18,1981.5143213972274
2008-03-19,2010.9373469103853
2008-03-20,2016.904704216807
2008-03-21,2029.480761416868
2008-03-24,2053.501413623178
2008-03-25,2082.5740052736596
2008-03-26,2066.855629284387
2008-03-27,2048.910676075598
2008-03-28,2075.7199107705246
2008-03-31,2041.4941660778197
2008-04-01,2072.9852741197697
2008-04-02,2105.9099495954606
2008-04-03,2118.7657526033345
2008-04-04,2108.214321664135
2008-04-07,2153.054974857949
2008-04-08,2145.905056888065
2008-04-09,2116.6909318136763
2008-04-10,2133.9721060890233
2008-04-11,2134.473445602668
2008-04-14,2090.2065696687746
2008-04-15,2108.379382412112
2008-04-16,2105.1098467721863
2008-04-17,2118.5500233988955
2008-04-18,2135.291138385234
2008-04-21,2127.2080897347523
2008-04-22,2125.9671658957127
2008-04-23,2155.02822776342
2008-04-24,2194.562638129996
2008-04-25,2204.5556422609457
