Date,EM (EMERGING MARKETS)+CHINA A ONSHORE
2004-12-01,1000.0
2004-12-02,1007.9207904216616
2004-12-03,999.1237012514265
2004-12-06,996.7065161913623
2004-12-07,990.1718192585114
2004-12-08,989.0005626471748
2004-12-09,983.3337769255184
2004-12-10,979.216142864635
2004-12-13,979.8559183759312
2004-12-14,990.0802554002827
2004-12-15,991.8998162495234
2004-12-16,1005.8688135560391
2004-12-17,1006.7332531108577
2004-12-20,1001.4738528926925
2004-12-21,1009.2205454859791
2004-12-22,1009.99726554992
2004-12-23,1004.1275039959739
2004-12-24,1004.1955413600652
2004-12-27,999.9807145499243
2004-12-28,1004.2289083103115
2004-12-29,1008.6564495223978
2004-12-30,1009.6874146146761
2004-12-31,1018.1464193015689
2005-01-03,1028.504109114354
2005-01-04,1023.6713854089655
2005-01-05,1011.5814513843687
2005-01-06,1006.3578081211425
2005-01-07,1017.2867378044564
2005-01-10,1015.9685515226026
2005-01-11,1015.3968480696451
2005-01-12,1005.9421151791108
2005-01-13,1017.2607646257741
2005-01-14,1030.878442429834
2005-01-17,1037.0587013581796
2005-01-18,1035.9354942373614
2005-01-19,1036.3245367138843
2005-01-20,1034.266159974919
2005-01-21,1034.441653710417
2005-01-24,1035.2341872846998
2005-01-25,1043.1738505460664
2005-01-26,1042.56923536689
2005-01-27,1046.3414286563814
2005-01-28,1051.743688208729
2005-01-31,1061.2116603395036
2005-02-01,1062.9347635947815
2005-02-02,1066.9834542415376
2005-02-03,1077.810920280201
2005-02-04,1086.5758557976162
2005-02-07,1099.3509022504936
2005-02-08,1101.2030838069866
2005-02-09,1104.2065970887786
2005-02-10,1094.5500488248947
2005-02-11,1100.7016796005455
2005-02-14,1106.7237005694265
2005-02-15,1109.6007843570876
2005-02-16,1108.1401815007553
2005-02-17,1103.980242953761
2005-02-18,1107.8390218311088
2005-02-21,1110.8238516737322
2005-02-22,1106.8197836679396
2005-02-23,1108.1150336943354
2005-02-24,1118.638043153989
2005-02-25,1127.7439292233946
2005-02-28,1133.1244544919502
2005-03-01,1137.1991351029824
2005-03-02,1130.4774353051648
2005-03-03,1132.968517932954
2005-03-04,1128.5892728444705
2005-03-07,1138.2686879437974
2005-03-08,1125.611899920268
2005-03-09,1124.3454988209812
2005-03-10,1108.7292591625048
2005-03-11,1110.7429582432703
2005-03-14,1104.6315454852006
2005-03-15,1090.6580146770089
2005-03-16,1077.9610120145949
2005-03-17,1078.176038701898
2005-03-18,1084.6627990985307
2005-03-21,1085.7959525575488
2005-03-22,1078.351877827399
2005-03-23,1075.5943635591254
2005-03-24,1077.4426642563433
2005-03-25,1081.6097493996638
2005-03-28,1083.5096885609214
2005-03-29,1067.5664624558976
2005-03-30,1065.3653921523105
2005-03-31,1078.9363680717904
2005-04-01,1098.1735085008381
2005-04-04,1098.7245405411193
2005-04-05,1098.3653697518282
2005-04-06,1103.3726533413358
2005-04-07,1103.5474494015677
2005-04-08,1109.400122202084
2005-04-11,1096.9865382802832
2005-04-12,1099.9860503527404
2005-04-13,1103.6300519194413
2005-04-14,1089.7499317738789
2005-04-15,1065.1309029719455
2005-04-18,1040.3889187610698
2005-04-19,1051.0760897743592
2005-04-20,1049.5110572342817
2005-04-21,1048.7228558976449
2005-04-22,1054.8214677316557
2005-04-25,1067.6327808577012
2005-04-26,1073.285350570877
2005-04-27,1063.6573002110117
2005-04-28,1056.8462240936485
2005-04-29,1058.158578693667
2005-05-02,1067.7376109498061
2005-05-03,1064.3644470117395
2005-05-04,1075.7523307484262
2005-05-05,1086.747129955425
2005-05-06,1100.2830726220814
2005-05-09,1099.5238870990925
2005-05-10,1089.855364417049
2005-05-11,1087.3247377567618
2005-05-12,1088.9447666306512
2005-05-13,1090.0137772651706
2005-05-16,1090.049223091091
2005-05-17,1088.0843686402989
2005-05-18,1096.862576447101
2005-05-19,1109.1365025191965
2005-05-20,1112.862981128177
2005-05-23,1105.7027875455697
2005-05-24,1109.9137340836228
2005-05-25,1105.8866295291612
2005-05-26,1113.3511168641132
2005-05-27,1123.404835084293
2005-05-30,1134.6069001484436
2005-05-31,1137.31592000119
2005-06-01,1140.8474541439662
2005-06-02,1147.355304320982
2005-06-03,1157.0942192273267
2005-06-06,1156.6523809418652
2005-06-07,1154.9617388760466
2005-06-08,1157.624932967428
2005-06-09,1164.8048938982356
2005-06-10,1177.765324328128
2005-06-13,1187.9345774354765
2005-06-14,1189.4299678737802
2005-06-15,1190.9754238244284
2005-06-16,1199.3487563161511
2005-06-17,1194.9449597660064
2005-06-20,1204.4360369030612
2005-06-21,1200.2604250603151
2005-06-22,1210.9160810102628
2005-06-23,1214.8189914242328
2005-06-24,1205.2975068142134
2005-06-27,1197.0542574773688
2005-06-28,1206.3633045104048
2005-06-29,1204.3462379955347
2005-06-30,1198.7383189991597
2005-07-01,1218.0583751577178
2005-07-04,1219.6464101305257
2005-07-05,1213.7351179857342
2005-07-06,1216.4867609516114
2005-07-07,1208.2842159218487
2005-07-08,1212.205047889251
2005-07-11,1218.872912553867
2005-07-12,1223.7864266546212
2005-07-13,1236.9769695050556
2005-07-14,1244.7205734371103
2005-07-15,1241.0303063450222
2005-07-18,1241.3283230781
2005-07-19,1253.6264926549375
2005-07-20,1257.4016903884403
2005-07-21,1256.053643989134
2005-07-22,1263.5566551248203
2005-07-25,1267.844776931116
2005-07-26,1265.2345686471951
2005-07-27,1270.5020271834271
2005-07-28,1278.6775858451947
2005-07-29,1276.3190210320467
2005-08-01,1279.1494859844724
2005-08-02,1295.3142499106086
2005-08-03,1291.7398363255616
2005-08-04,1286.9671996366967
2005-08-05,1285.7861495428992
2005-08-08,1283.3764705556557
2005-08-09,1288.222493119685
2005-08-10,1296.413986366744
2005-08-11,1293.4023622330315
2005-08-12,1289.0414210691893
2005-08-15,1296.6666747527863
2005-08-16,1294.0832272416633
2005-08-17,1293.025372284407
2005-08-18,1289.5478384427486
2005-08-19,1284.9651246924298
2005-08-22,1292.962569848388
2005-08-23,1289.9153814510282
2005-08-24,1274.3973832005595
2005-08-25,1273.249671236738
2005-08-26,1267.3773001180562
2005-08-29,1262.524157037725
2005-08-30,1272.697109601272
2005-08-31,1274.0542225066838
2005-09-01,1279.099496163376
2005-09-02,1285.2954677405003
2005-09-05,1290.539447596082
2005-09-06,1296.5787640457484
2005-09-07,1304.791735217744
2005-09-08,1311.5077186698895
2005-09-09,1317.331964155669
2005-09-12,1337.6415268336461
2005-09-13,1334.8687182210374
2005-09-14,1336.5439416106374
2005-09-15,1350.6835783445692
2005-09-16,1355.4414755452062
2005-09-19,1368.7020108594832
2005-09-20,1374.4280397696368
2005-09-21,1374.4184276223957
2005-09-22,1372.045133782492
2005-09-23,1370.2100543631439
2005-09-26,1384.0697435090244
2005-09-27,1391.4271525635017
2005-09-28,1396.1000800733464
2005-09-29,1407.8276445177544
2005-09-30,1414.0948282223032
2005-10-03,1432.0270366988702
2005-10-04,1433.3032681118611
2005-10-05,1408.711684389529
2005-10-06,1356.348288728566
2005-10-07,1359.7175775726548
2005-10-10,1377.3772724539142
2005-10-11,1391.220773074731
2005-10-12,1367.9849586611483
2005-10-13,1348.669935690807
2005-10-14,1324.2671651310989
2005-10-17,1335.51535222722
2005-10-18,1336.6698435028316
2005-10-19,1304.1271069550573
2005-10-20,1308.7138773312038
2005-10-21,1309.6799597041033
2005-10-24,1324.0296551282534
2005-10-25,1310.0688820176051
2005-10-26,1316.610636288809
2005-10-27,1293.9748916472295
2005-10-28,1293.4155781195789
2005-10-31,1331.470649600174
2005-11-01,1348.7143619004974
2005-11-02,1357.4970427541857
2005-11-03,1373.407720410858
2005-11-04,1391.8260638598101
2005-11-07,1393.1922077523757
2005-11-08,1395.4876694058626
2005-11-09,1408.295585406103
2005-11-10,1407.8856434368008
2005-11-11,1423.690630487888
2005-11-14,1426.6985698406106
2005-11-15,1424.7660144817019
2005-11-16,1433.5083183997208
2005-11-17,1438.3078394307074
2005-11-18,1448.4932665055253
2005-11-21,1446.792980927383
2005-11-22,1436.5715393668481
2005-11-23,1450.8228450441497
2005-11-24,1457.1582387406086
2005-11-25,1465.3745925519254
2005-11-28,1459.7684314326168
2005-11-29,1457.4567612846856
2005-11-30,1459.3153072893138
2005-12-01,1478.0494733614335
2005-12-02,1494.680098458411
2005-12-05,1492.7848627075743
2005-12-06,1501.4571628727458
2005-12-07,1512.2614734184356
2005-12-08,1490.16966518682
2005-12-09,1488.014291483209
2005-12-12,1483.2305886206545
2005-12-13,1491.8470239534297
2005-12-14,1481.9038378198848
2005-12-15,1487.876610259722
2005-12-16,1480.2452159273662
2005-12-19,1490.4829942144302
2005-12-20,1503.2020512266508
2005-12-21,1524.6293796974307
2005-12-22,1520.5199877936643
2005-12-23,1527.7124107915693
2005-12-26,1527.8336097694664
2005-12-27,1534.098407268383
2005-12-28,1519.3922543242695
2005-12-29,1541.7377912709487
2005-12-30,1545.1437593125181
2006-01-02,1546.9431695990497
2006-01-03,1552.662679756482
2006-01-04,1567.9408207462698
2006-01-05,1574.6700301542405
2006-01-06,1582.169015810408
2006-01-09,1607.1640688963034
2006-01-10,1602.135333044866
2006-01-11,1606.4540110076168
2006-01-12,1623.6680675777286
2006-01-13,1617.0637286737945
2006-01-16,1620.404580886783
2006-01-17,1607.3838137262558
2006-01-18,1578.3287174962402
2006-01-19,1607.1968355488018
2006-01-20,1611.6234653554757
2006-01-23,1582.7585252205345
2006-01-24,1604.1706630628394
2006-01-25,1622.5524080785813
2006-01-26,1629.615349950241
2006-01-27,1659.0586960187343
2006-01-30,1664.2269137561764
2006-01-31,1667.35599823218
2006-02-01,1678.1706605042727
2006-02-02,1664.9553302879744
2006-02-03,1653.9661862628666
2006-02-06,1683.583734704855
2006-02-07,1674.213126346147
2006-02-08,1649.387286558602
2006-02-09,1664.4235912683068
2006-02-10,1675.8095457175261
2006-02-13,1654.7807198611808
2006-02-14,1662.462043466075
2006-02-15,1659.9173333168956
2006-02-16,1673.607094888735
2006-02-17,1689.4208101746708
2006-02-20,1700.0668419925437
2006-02-21,1702.324756710204
2006-02-22,1698.2501389920817
2006-02-23,1704.359916980911
2006-02-24,1715.0969891135305
2006-02-27,1725.6470952589443
2006-02-28,1699.5525672546955
2006-03-01,1709.2965181554214
2006-03-02,1710.2581886262412
2006-03-03,1692.0670944899825
2006-03-06,1686.516718415272
2006-03-07,1653.2651284200729
2006-03-08,1629.6665996445383
2006-03-09,1630.1361553842344
2006-03-10,1641.1795132445143
2006-03-13,1656.2605522263452
