Date,EFM CEEC ex RU
2002-05-31,278.65994940563235
2002-06-03,283.18158894432196
2002-06-04,280.4920984789622
2002-06-05,281.3804038929521
2002-06-06,279.48226932473574
2002-06-07,276.19545133591396
2002-06-10,275.5097691334042
2002-06-11,277.22437824121647
2002-06-12,276.60171361261155
2002-06-13,276.2662423662531
2002-06-14,268.66315361653363
2002-06-17,270.4603334411696
2002-06-18,269.3521982644983
2002-06-19,263.94013479620145
2002-06-20,259.4492436124952
2002-06-21,260.84338125457447
2002-06-24,254.772328034922
2002-06-25,253.8711604103362
2002-06-26,242.21134719779707
2002-06-27,245.9512687347438
2002-06-28,241.47819163128662
2002-07-01,246.02777591729694
2002-07-02,239.26641489810578
2002-07-03,242.2056454277382
2002-07-04,242.83154684018317
2002-07-05,245.52734493766044
2002-07-08,242.91765874306233
2002-07-09,242.41633215739697
2002-07-10,243.39060483402054
2002-07-11,236.29815102990742
2002-07-12,237.90338849743472
2002-07-15,233.27447949446633
2002-07-16,233.46359272284224
2002-07-17,240.9575193116906
2002-07-18,239.10747481035528
2002-07-19,236.40830833087944
2002-07-22,228.40678242526005
2002-07-23,230.38341707071322
2002-07-24,217.29654050235047
2002-07-25,220.0168942201314
2002-07-26,223.15441625266584
2002-07-29,226.9471231821957
2002-07-30,228.26651073552483
2002-07-31,231.43120360631136
2002-08-01,233.13736036171335
2002-08-02,232.29173915672777
2002-08-05,227.3873209462553
2002-08-06,232.39175864802783
2002-08-07,228.73796299831184
2002-08-08,229.91613427117184
2002-08-09,229.1638663383219
2002-08-12,227.9874636382578
2002-08-13,231.22725067899194
2002-08-14,230.52974784947892
2002-08-15,233.99569833097647
2002-08-16,234.2998914499059
2002-08-19,235.90140196001116
2002-08-20,235.52282993270632
2002-08-21,241.08055013786907
2002-08-22,244.86491369844802
2002-08-23,247.90631669472018
2002-08-26,250.35072997912062
2002-08-27,252.76241181687607
2002-08-28,248.99403084495214
2002-08-29,244.95021716675623
2002-08-30,249.1158995068943
2002-09-02,247.43843629199228
2002-09-03,237.58270527802208
2002-09-04,237.59452075277983
2002-09-05,236.2008187881313
2002-09-06,241.47754688537745
2002-09-09,242.56507567395585
2002-09-10,248.58715227363658
2002-09-11,251.61864772496784
2002-09-12,244.33073088153665
2002-09-13,242.2171648183533
2002-09-16,243.8539309737931
2002-09-17,246.3550607639319
2002-09-18,243.41108176311877
2002-09-19,241.60579528740365
2002-09-20,243.25720227067734
2002-09-23,241.08062868077317
2002-09-24,238.1198197269932
2002-09-25,240.6869828851523
2002-09-26,241.26850482674294
2002-09-27,238.77831185878105
2002-09-30,234.6313770238551
2002-10-01,233.4156117395763
2002-10-02,231.65894648454318
2002-10-03,230.55503378537801
2002-10-04,229.0952134622768
2002-10-07,226.26915172191144
2002-10-08,225.59407572537052
2002-10-09,223.16195588679383
2002-10-10,227.1510753291686
2002-10-11,230.06380988524018
2002-10-14,229.61214242540723
2002-10-15,236.83007098968253
2002-10-16,233.67175223672285
2002-10-17,237.35682647687
2002-10-18,239.4823807252279
2002-10-21,244.59688832218592
2002-10-22,246.14177932098718
2002-10-23,245.96145485760982
2002-10-24,245.21186145884224
2002-10-25,243.02997702854785
2002-10-28,248.8741347085449
2002-10-29,248.3135744889347
2002-10-30,251.19413345617863
2002-10-31,252.32735387359418
2002-11-01,252.72655577985952
2002-11-04,255.00860663564944
2002-11-05,252.92533025924388
2002-11-06,252.370098941799
2002-11-07,252.38705581019127
2002-11-08,253.5655914211017
2002-11-11,254.56114350320615
2002-11-12,255.71199503317524
2002-11-13,256.0477982974949
2002-11-14,261.42713593606317
2002-11-15,260.07645942043445
2002-11-18,263.7788885619512
2002-11-19,261.21347674061116
2002-11-20,260.47792259719364
2002-11-21,267.5165750725957
2002-11-22,269.36475727127697
2002-11-25,273.51965952379817
2002-11-26,271.7348144054465
2002-11-27,274.86494395277646
2002-11-28,272.452659054219
2002-11-29,270.251182301803
2002-12-02,275.5439905486237
2002-12-03,271.71005491124475
2002-12-04,268.0117363972782
2002-12-05,269.7210730700844
2002-12-06,264.9794389384556
2002-12-09,265.8030131750105
2002-12-10,263.58678146622594
2002-12-11,260.85594464852943
2002-12-12,262.9055287632173
2002-12-13,262.86707052110665
2002-12-16,265.0078343635008
2002-12-17,262.26877688947405
2002-12-18,257.0095108819949
2002-12-19,256.13829271518085
2002-12-20,255.04510135663506
2002-12-23,258.4545113420663
2002-12-24,258.5511889730263
2002-12-25,258.5511889730263
2002-12-26,258.52592551407497
2002-12-27,258.5391551783614
2002-12-30,257.2745773458021
2002-12-31,257.49807680520223
2003-01-01,257.49807680520223
2003-01-02,261.2451390093864
2003-01-03,265.47241798957447
2003-01-06,264.60721863632875
2003-01-07,264.0815374028278
2003-01-08,261.07070459487034
2003-01-09,260.4197806316773
2003-01-10,262.1321747899321
2003-01-13,265.79691855042637
2003-01-14,266.0674069850377
2003-01-15,266.8188007843968
2003-01-16,264.2217920579771
2003-01-17,259.6396560582595
2003-01-20,257.35635769346794
2003-01-21,254.4817842987252
2003-01-22,249.45874804306715
2003-01-23,250.59114653625863
2003-01-24,248.6566598483587
2003-01-27,245.9232456271223
2003-01-28,247.35738230493712
2003-01-29,247.6197741201947
2003-01-30,247.61307517248406
2003-01-31,246.09609980385167
2003-02-03,248.68341853522816
2003-02-04,244.66762357717303
2003-02-05,243.55018699892125
2003-02-06,239.39063511729927
2003-02-07,241.9850696251159
2003-02-10,243.35483537338266
2003-02-11,245.36102064756943
2003-02-12,244.34674776998196
2003-02-13,245.32777330775104
2003-02-14,242.71621986378685
2003-02-17,244.4978162224797
2003-02-18,244.5934370164848
2003-02-19,243.2143970820501
2003-02-20,244.0445179444865
2003-02-21,243.33288127606517
2003-02-24,243.70774172608503
2003-02-25,240.61712770800133
2003-02-26,239.88717745906717
2003-02-27,239.7028754215757
2003-02-28,238.55484483588867
2003-03-03,235.0783091540945
2003-03-04,231.23286054079935
2003-03-05,231.92882165185685
2003-03-06,231.3229404452334
2003-03-07,231.0165258855171
2003-03-10,234.71912228920016
2003-03-11,233.05438355987593
2003-03-12,232.2268891396856
2003-03-13,235.6670994684401
2003-03-14,236.88738178074314
2003-03-17,232.0221880009776
2003-03-18,236.79675649383643
2003-03-19,237.4482975961626
2003-03-20,237.9161804145995
2003-03-21,242.38122508991685
2003-03-24,239.83722133518978
2003-03-25,239.39748002163557
2003-03-26,240.74055994737722
2003-03-27,239.38592450220202
2003-03-28,239.10626672325392
2003-03-31,234.01461836587626
2003-04-01,235.4899101912157
2003-04-02,238.35818612475265
2003-04-03,242.18116160642887
2003-04-04,244.54733862237083
2003-04-07,250.42678227705304
2003-04-08,249.66724277562582
2003-04-09,250.37915459098213
2003-04-10,246.89243874714253
2003-04-11,248.87905666007237
2003-04-14,246.56871159102278
2003-04-15,248.63397971367306
2003-04-16,245.2220652391429
2003-04-17,247.00885760002785
2003-04-18,247.46732942097768
2003-04-21,248.30718983955038
2003-04-22,246.8158648707574
2003-04-23,250.04976061718003
2003-04-24,248.25023833814888
2003-04-25,250.16416951419615
2003-04-28,251.62637989713272
2003-04-29,253.68054188980886
2003-04-30,254.95854506702594
2003-05-01,255.27243157281765
2003-05-02,256.89799511544754
2003-05-05,260.4282525794663
2003-05-06,261.16456193536675
2003-05-07,256.96213459986507
2003-05-08,256.1671379507515
2003-05-09,255.89072121789107
2003-05-12,256.20088834452804
2003-05-13,257.9375868028694
2003-05-14,259.7710540306923
2003-05-15,259.74648672043804
2003-05-16,259.7309225855411
2003-05-19,259.09405036882936
2003-05-20,259.81801636455646
2003-05-21,260.41766326971964
2003-05-22,259.8427341227016
2003-05-23,260.108893844548
2003-05-26,260.63272262119136
2003-05-27,257.30596632584127
2003-05-28,261.12626994891997
2003-05-29,260.0288285972895
2003-05-30,261.871704316804
2003-06-02,259.216759305203
2003-06-03,259.36619855845987
2003-06-04,255.65962582466548
2003-06-05,255.78423116344558
2003-06-06,258.22446329103536
2003-06-09,255.34213431787177
2003-06-10,251.38015636322234
2003-06-11,252.1711827057215
2003-06-12,253.93279128284556
2003-06-13,252.95754394409911
2003-06-16,250.44195893464925
2003-06-17,250.7407206173677
2003-06-18,246.26784377931577
2003-06-19,246.93401717754676
2003-06-20,248.42803374440834
2003-06-23,249.92033528194864
2003-06-24,247.32643454077186
2003-06-25,248.31534557871254
2003-06-26,247.88917718796563
2003-06-27,248.1207953720154
2003-06-30,247.6609583568168
2003-07-01,247.6296836880164
2003-07-02,250.2175254731788
2003-07-03,251.15799677630625
2003-07-04,254.28552688305473
2003-07-07,260.73041554063815
2003-07-08,259.6069736357909
2003-07-09,260.9382269231652
2003-07-10,261.3723368193885
2003-07-11,262.76742539178446
2003-07-14,265.5955195200816
2003-07-15,264.8013056468591
2003-07-16,262.3782126704943
2003-07-17,260.576594719842
2003-07-18,260.88960649529133
2003-07-21,259.5872369485479
2003-07-22,259.387337260214
2003-07-23,256.55700826611155
2003-07-24,258.1729060555029
2003-07-25,258.24070549355287
2003-07-28,264.2901722288864
2003-07-29,266.0272576396421
2003-07-30,267.34248938815216
2003-07-31,269.84320736607486
2003-08-01,268.0456293459312
2003-08-04,266.4994771337661
2003-08-05,268.0712266118198
2003-08-06,266.06316895786284
2003-08-07,266.97089585727605
2003-08-08,269.45598655160825
2003-08-11,269.4730366052544
2003-08-12,271.20214081779085
2003-08-13,273.89252679806657
2003-08-14,276.38742460971935
2003-08-15,275.90474228563795
2003-08-18,277.62950733765393
2003-08-19,279.1660583061356
2003-08-20,278.4697704476499
2003-08-21,287.5403972916981
2003-08-22,294.46141060029873
2003-08-25,292.9239616011854
2003-08-26,293.0129675538543
2003-08-27,296.12393206945336
2003-08-28,298.2638542859453
2003-08-29,301.3194179443166
2003-09-01,305.1017586508018
2003-09-02,305.2741869993959
2003-09-03,308.0748274567644
2003-09-04,303.98780836053913
2003-09-05,297.91473114959257
2003-09-08,298.82598532605846
2003-09-09,294.8399762049386
2003-09-10,290.6616571349497
2003-09-11,293.0395005630787
2003-09-12,289.4604724916145
2003-09-15,288.4217539186183
2003-09-16,295.601027037989
2003-09-17,295.9873572854183
2003-09-18,293.61402045338065
2003-09-19,293.5907051420665
2003-09-22,286.22592663714835
2003-09-23,288.80360072869604
2003-09-24,290.4079509043371
2003-09-25,288.5706486846622
2003-09-26,290.0872366793418
2003-09-29,287.378225639242
2003-09-30,283.1047082942879
2003-10-01,286.5044864870571
2003-10-02,291.8712646061898
2003-10-03,292.46751869946627
2003-10-06,296.2895331409548
2003-10-07,297.98853233489376
2003-10-08,303.20174971141404
2003-10-09,305.34493591389827
2003-10-10,305.0542861743314
2003-10-13,304.88176255798714
2003-10-14,309.5641786993039
2003-10-15,310.47456388102233
2003-10-16,306.02323822098947
2003-10-17,307.7049527580981
2003-10-20,307.36501013797647
2003-10-21,305.3892797622355
2003-10-22,299.44012162240057
2003-10-23,298.2647453995592
2003-10-24,297.49218076281414
2003-10-27,291.8534167385219
2003-10-28,296.1078952787375
2003-10-29,295.1426643025204
2003-10-30,297.3477757961154
2003-10-31,295.5041741971698
2003-11-03,298.2849524598083
