Date,EFM (EMERGING + FRONTIER MARKETS)
2002-05-31,394.0070876379812
2002-06-03,395.0973172175294
2002-06-04,393.160728224693
2002-06-05,393.37093278334396
2002-06-06,388.74604859228106
2002-06-07,383.2298509847393
2002-06-10,386.0644234436744
2002-06-11,384.72471803136983
2002-06-12,381.31200017174524
2002-06-13,381.5703610577348
2002-06-14,376.64349477057897
2002-06-17,377.15558729012986
2002-06-18,376.6218448639851
2002-06-19,366.10533794780537
2002-06-20,360.16653058421343
2002-06-21,356.3801814896964
2002-06-24,350.83542807346635
2002-06-25,352.43860643045787
2002-06-26,333.7148711735383
2002-06-27,340.2083290929994
2002-06-28,345.1215703617933
2002-07-01,343.9839567517677
2002-07-02,342.4254161874005
2002-07-03,343.8489299416681
2002-07-04,349.17120407382026
2002-07-05,357.38152049797895
2002-07-08,355.0696490189667
2002-07-09,356.30345472354816
2002-07-10,354.1872095025553
2002-07-11,346.5546990122436
2002-07-12,353.95783449226013
2002-07-15,345.5809458702238
2002-07-16,341.4243406324349
2002-07-17,343.52773601501474
2002-07-18,344.7919530441671
2002-07-19,337.4523434779704
2002-07-22,328.98417022006566
2002-07-23,332.88479546800505
2002-07-24,323.390334754762
2002-07-25,321.2393869987092
2002-07-26,314.2918610628991
2002-07-29,318.9698096926236
2002-07-30,321.4634153801351
2002-07-31,319.51399119105
2002-08-01,317.7998725626036
2002-08-02,316.76186193667036
2002-08-05,304.6556194929149
2002-08-06,309.96089515655467
2002-08-07,315.46813959503083
2002-08-08,320.614067771094
2002-08-09,320.87456181508577
2002-08-12,318.6353241763502
2002-08-13,318.8837495761567
2002-08-14,318.85824811575856
2002-08-15,323.1854771597054
2002-08-16,323.52134312536566
2002-08-19,326.2325449980022
2002-08-20,328.5965070954767
2002-08-21,328.76479278677044
2002-08-22,332.3518523251595
2002-08-23,330.68875833133893
2002-08-26,330.06318148658755
2002-08-27,328.30694481316846
2002-08-28,324.21313965872133
2002-08-29,321.75035123830713
2002-08-30,325.61633589493664
2002-09-02,324.27814905180946
2002-09-03,315.21447772674287
2002-09-04,313.71797627618406
2002-09-05,312.65294275006517
2002-09-06,314.40569965038765
2002-09-09,317.2577048923429
2002-09-10,324.97978493930907
2002-09-11,328.16238143763513
2002-09-12,327.03129569471406
2002-09-13,320.51729079961177
2002-09-16,316.4396342145577
2002-09-17,322.4870859882766
2002-09-18,312.2033197041029
2002-09-19,308.02477013483184
2002-09-20,306.8943523846398
2002-09-23,299.69223695215214
2002-09-24,298.0051401266738
2002-09-25,295.49855687859935
2002-09-26,299.0685990218902
2002-09-27,297.754735079985
2002-09-30,289.3386578250978
2002-10-01,293.34683119741294
2002-10-02,293.71049935080123
2002-10-03,291.99400639875074
2002-10-04,294.55481261602625
2002-10-07,286.74681153883
2002-10-08,288.27475647944897
2002-10-09,281.75805790637173
2002-10-10,276.98526246467367
2002-10-11,277.95956424489736
2002-10-14,280.8787485767486
2002-10-15,289.71599858776017
2002-10-16,292.4696039409467
2002-10-17,299.9843368442604
2002-10-18,305.38971540587204
2002-10-21,303.571641975976
2002-10-22,300.54017684501997
2002-10-23,307.72425222135547
2002-10-24,308.35789027827315
2002-10-25,307.4269609362759
2002-10-28,309.28798036949496
2002-10-29,305.0278536179949
2002-10-30,304.49378552561564
2002-10-31,306.6553829940865
2002-11-01,303.8671615755433
2002-11-04,310.3522603527201
2002-11-05,307.3297087316814
2002-11-06,312.26928093362653
2002-11-07,311.27292283383883
2002-11-08,310.1536416784925
2002-11-11,306.4507449096578
2002-11-12,305.12555906915867
2002-11-13,304.73821104708526
2002-11-14,306.7470776491924
2002-11-15,311.70233158666707
2002-11-18,312.4028900978903
2002-11-19,309.2100303853567
2002-11-20,311.43887546285214
2002-11-21,316.8255206403887
2002-11-22,319.21861678547396
2002-11-25,323.4967343695884
2002-11-26,320.92197786304433
2002-11-27,323.2153241869094
2002-11-28,323.16990172718255
2002-11-29,325.7288707864426
2002-12-02,328.11220620239413
2002-12-03,327.51115101392634
2002-12-04,321.7571465594339
2002-12-05,321.38932289180985
2002-12-06,317.97649048525636
2002-12-09,318.68735717606125
2002-12-10,315.4555433061003
2002-12-11,315.23258602151844
2002-12-12,314.8371100222674
2002-12-13,312.6714910266871
2002-12-16,312.6703064539156
2002-12-17,312.5945799666488
2002-12-18,312.92435868072965
2002-12-19,314.213676578041
2002-12-20,315.6317910765475
2002-12-23,312.8701883231619
2002-12-24,309.4487859490311
2002-12-25,309.0809355672549
2002-12-26,309.01167926876883
2002-12-27,305.4059277012919
2002-12-30,299.84171523898664
2002-12-31,298.7480450013153
2003-01-01,298.86228212958474
2003-01-02,304.55732934208163
