Date,EFM EUROPE + CIS (E+C)
2002-05-31,280.0561205202993
2002-06-03,281.3471721452758
2002-06-04,276.7391799060304
2002-06-05,279.5705324604052
2002-06-06,280.79328467719677
2002-06-07,276.71309135337924
2002-06-10,278.3797445497165
2002-06-11,277.36311206912904
2002-06-12,275.85169319419197
2002-06-13,274.03955490094205
2002-06-14,263.43512531896175
2002-06-17,263.8514575256978
2002-06-18,260.4687263092034
2002-06-19,253.32615948601975
2002-06-20,244.78624645081987
2002-06-21,245.57549717312028
2002-06-24,236.59578109065396
2002-06-25,239.56005437134883
2002-06-26,226.58639040283654
2002-06-27,237.02534449401782
2002-06-28,236.41107137224597
2002-07-01,240.63411925953793
2002-07-02,235.012846688805
2002-07-03,236.87986067048632
2002-07-04,239.08813083201517
2002-07-05,248.3022625265043
2002-07-08,243.42988483946164
2002-07-09,243.96775797835923
2002-07-10,247.102424365675
2002-07-11,239.93016276248352
2002-07-12,240.18524791178186
2002-07-15,232.85711585979226
2002-07-16,230.8656304769681
2002-07-17,238.92863886722995
2002-07-18,237.50063510666453
2002-07-19,231.43272267847587
2002-07-22,225.06086490800803
2002-07-23,224.94387260614047
2002-07-24,212.0949203313338
2002-07-25,209.79548562342657
2002-07-26,213.15343381398597
2002-07-29,222.34030664767204
2002-07-30,219.57675906788822
2002-07-31,218.55811674363707
2002-08-01,222.29072632330207
2002-08-02,220.2526179329464
2002-08-05,213.33046183150176
2002-08-06,218.84791949744758
2002-08-07,221.3709626325075
2002-08-08,224.93726098219682
2002-08-09,222.00655870515124
2002-08-12,220.00020714975224
2002-08-13,224.23514097913633
2002-08-14,224.7956192020407
2002-08-15,227.901894797999
2002-08-16,227.6361584627725
2002-08-19,232.96547068791708
2002-08-20,232.6794217775493
2002-08-21,235.5189239514289
2002-08-22,238.6758340915771
2002-08-23,236.61377394945762
2002-08-26,236.5178185367502
2002-08-27,238.77637240148047
2002-08-28,235.48645762243308
2002-08-29,228.74495990168884
2002-08-30,229.51758273376225
2002-09-02,227.38178262519034
2002-09-03,222.5158168609111
2002-09-04,225.4354153628926
2002-09-05,224.19618837406742
2002-09-06,229.38316654042688
2002-09-09,229.65226498617739
2002-09-10,235.47147157434108
2002-09-11,239.08328306814605
2002-09-12,234.04659159133388
2002-09-13,229.68747727594592
2002-09-16,230.0038912966852
2002-09-17,233.1943480141277
2002-09-18,226.6868511569411
2002-09-19,222.31502008689534
2002-09-20,226.77695522483285
2002-09-23,225.5659369332451
2002-09-24,226.31770282937316
2002-09-25,232.09133272575372
2002-09-26,233.25227412103456
2002-09-27,229.81723508918716
2002-09-30,221.84719658941097
2002-10-01,223.86787344478475
2002-10-02,225.3683430855064
2002-10-03,225.95155901361508
2002-10-04,228.45806851120182
2002-10-07,227.17850573180493
2002-10-08,227.33531068274405
2002-10-09,223.24079154730867
2002-10-10,223.15858561625075
2002-10-11,224.87560237299286
2002-10-14,222.8024673974785
2002-10-15,232.05058101479236
2002-10-16,231.57368142651558
2002-10-17,238.38355417393996
2002-10-18,238.03706476298694
2002-10-21,240.26806392871865
2002-10-22,239.39009171612065
2002-10-23,239.05387690782254
2002-10-24,235.7751400062212
2002-10-25,235.3750056919283
2002-10-28,237.80022548177632
2002-10-29,235.42862602624544
2002-10-30,238.8802004786661
2002-10-31,240.30925241253783
2002-11-01,239.97429983534818
2002-11-04,242.8423005864051
2002-11-05,241.51328706264914
2002-11-06,240.6731741955633
2002-11-07,242.35530957407545
2002-11-08,241.76855638386292
2002-11-11,241.8316364678808
2002-11-12,244.10292493504994
2002-11-13,244.93468904991823
2002-11-14,247.88878007523078
2002-11-15,248.77975807483756
2002-11-18,251.87766249232467
2002-11-19,247.51043678272364
2002-11-20,247.29651006300233
2002-11-21,254.7672088282538
2002-11-22,253.73361028151385
2002-11-25,256.71598051191467
2002-11-26,254.05174768494527
2002-11-27,255.99564388516572
2002-11-28,255.24225351580137
2002-11-29,256.25700611889295
2002-12-02,258.0075508130132
2002-12-03,251.6860222081828
2002-12-04,247.86992762347833
2002-12-05,248.98091542790604
2002-12-06,246.31514432464266
2002-12-09,244.63543603156148
2002-12-10,243.84590235834497
2002-12-11,240.0591914231477
2002-12-12,240.23070064285594
2002-12-13,239.65138078009443
2002-12-16,238.79318506379593
2002-12-17,237.43200552406583
2002-12-18,234.64385452390482
2002-12-19,235.16790643269954
2002-12-20,235.3968285681306
2002-12-23,235.70671114735518
2002-12-24,233.9309463021976
2002-12-25,234.71760615874263
2002-12-26,234.55842443707323
2002-12-27,234.80617182202016
2002-12-30,233.19224705829194
2002-12-31,233.13505012924986
2003-01-01,233.13505012924986
2003-01-02,237.0532339083003
2003-01-03,238.36207001921338
2003-01-06,236.5484970112136
2003-01-07,235.73744901256995
2003-01-08,234.2291028293164
2003-01-09,234.6016868851027
2003-01-10,234.1151944419874
2003-01-13,235.54929672814305
2003-01-14,234.06800027408678
2003-01-15,234.58511726110947
2003-01-16,235.32461683194487
2003-01-17,229.91857838596647
2003-01-20,229.5877518824268
2003-01-21,223.26017822955774
2003-01-22,220.79782227657378
2003-01-23,220.88497421554547
2003-01-24,219.9548383072778
2003-01-27,217.04497931960273
2003-01-28,219.5314650986128
2003-01-29,220.25605683009803
2003-01-30,222.81464352471414
2003-01-31,221.1075621324904
2003-02-03,222.34305351867744
2003-02-04,218.05018277270509
2003-02-05,218.64842904630763
2003-02-06,217.27619073534927
2003-02-07,220.70550161123472
2003-02-10,223.7887578449546
2003-02-11,229.14282018877694
2003-02-12,228.74705030993582
2003-02-13,228.20203804480084
2003-02-14,228.72275254167027
2003-02-17,231.41509036410764
2003-02-18,233.3570303103068
2003-02-19,230.09225237003295
2003-02-20,229.35449644068368
2003-02-21,230.3841571069991
2003-02-24,230.39504883218046
2003-02-25,230.49981094788947
2003-02-26,230.35878865672848
2003-02-27,232.05396384511545
2003-02-28,233.94601455811184
2003-03-03,232.7750866554188
2003-03-04,230.21190943359997
2003-03-05,232.5910120960905
2003-03-06,232.6277219178081
2003-03-07,230.19334181960556
2003-03-10,230.43445609904902
2003-03-11,227.79829422834823
2003-03-12,224.71470068613175
2003-03-13,228.5624510503258
2003-03-14,228.63772564169528
2003-03-17,222.94600931442028
2003-03-18,224.43597710586732
2003-03-19,224.16521413608643
2003-03-20,223.81186289535603
2003-03-21,226.52875201060235
2003-03-24,220.62272519721438
2003-03-25,221.1904019790296
2003-03-26,222.3274150515372
2003-03-27,221.8351251824607
2003-03-28,221.21067701669878
2003-03-31,216.05455015353928
2003-04-01,217.6945081705223
2003-04-02,221.35729377349463
2003-04-03,223.72097588689664
2003-04-04,225.86618857936332
2003-04-07,231.57669476369543
2003-04-08,231.6434538970421
2003-04-09,233.69008804077757
2003-04-10,229.1145790658639
2003-04-11,232.40154951366762
2003-04-14,234.4232953237168
2003-04-15,237.3751261973717
2003-04-16,236.64575237452217
2003-04-17,237.53690403316227
2003-04-18,241.67167035120866
2003-04-21,251.61365923895883
2003-04-22,247.26196662467424
2003-04-23,252.5684229864136
2003-04-24,247.2021307230128
2003-04-25,252.67773108993347
2003-04-28,259.41387866032943
2003-04-29,255.43849025331426
2003-04-30,249.55526115606287
2003-05-01,248.30767932111593
2003-05-02,249.48487381401108
2003-05-05,253.40227081285445
2003-05-06,249.49447853741353
2003-05-07,245.5083365758346
2003-05-08,243.185088581706
2003-05-09,242.8255048918877
2003-05-12,245.29798137925715
2003-05-13,250.27461325160252
2003-05-14,252.84486246686083
2003-05-15,253.5048096185461
2003-05-16,254.86026896007803
2003-05-19,256.15872051083295
2003-05-20,251.99623154168515
2003-05-21,249.98811940956102
2003-05-22,255.33284748630868
2003-05-23,256.48853081968554
2003-05-26,257.3614588229354
2003-05-27,257.8638339118668
2003-05-28,264.73940305507483
2003-05-29,262.25280659890035
2003-05-30,264.0444356626406
2003-06-02,260.30766620265973
2003-06-03,261.3747216281379
2003-06-04,259.6259515791099
2003-06-05,257.48196878015125
2003-06-06,263.2826070543843
2003-06-09,261.9430911824324
2003-06-10,259.46709681531536
2003-06-11,258.9133946007345
2003-06-12,259.9646863520115
2003-06-13,258.97391119449236
2003-06-16,265.3474446276303
2003-06-17,269.87414808429264
2003-06-18,269.44109119780023
2003-06-19,264.59778109706474
2003-06-20,267.35159198965357
2003-06-23,269.4140073776762
2003-06-24,269.896216856179
2003-06-25,273.0357992767259
2003-06-26,273.9382331811515
2003-06-27,275.68291501399443
2003-06-30,276.13495691988845
2003-07-01,273.88714760777646
2003-07-02,281.7221788242028
2003-07-03,278.1643297618827
2003-07-04,281.15590232040773
2003-07-07,287.68119119813315
2003-07-08,287.4789923265006
2003-07-09,278.2247228912685
2003-07-10,273.015236000173
2003-07-11,270.7621659594603
2003-07-14,276.5329951621543
2003-07-15,278.426544452009
2003-07-16,267.60223531099325
2003-07-17,259.1518944068345
2003-07-18,262.4726132660091
2003-07-21,264.17034473624216
2003-07-22,266.31634922294256
2003-07-23,261.2614186161011
2003-07-24,264.1214929491161
2003-07-25,265.27814802328174
2003-07-28,267.3353942931496
2003-07-29,264.00395180974056
2003-07-30,266.2634412796265
2003-07-31,272.4094627870956
2003-08-01,270.2634892963295
2003-08-04,270.92549177197884
2003-08-05,274.29621801594635
2003-08-06,273.68120921598876
2003-08-07,276.9492046860671
2003-08-08,278.55099281302876
2003-08-11,282.3195584146006
2003-08-12,283.85776044692676
2003-08-13,288.4794207268668
2003-08-14,291.72767512666326
2003-08-15,296.62009302403203
2003-08-18,303.12945658769877
2003-08-19,305.9034677406442
2003-08-20,300.3713893024472
2003-08-21,311.27554679289426
2003-08-22,316.7848531099201
2003-08-25,315.08884402049074
2003-08-26,312.0990167228187
2003-08-27,312.23801873043226
2003-08-28,315.1870116465846
2003-08-29,316.86838657761155
2003-09-01,320.94398704063167
2003-09-02,325.7807673987095
2003-09-03,326.73111439156554
2003-09-04,324.4245825586362
2003-09-05,317.0716067442382
2003-09-08,313.6911740224428
2003-09-09,313.0734853448039
2003-09-10,311.50144344953816
2003-09-11,314.23580161051154
2003-09-12,312.3620268222496
2003-09-15,315.33518524871613
2003-09-16,322.09412893203535
2003-09-17,318.7931732179924
2003-09-18,320.1378471148439
2003-09-19,316.370104701888
2003-09-22,310.7865652902623
2003-09-23,316.11360227180245
2003-09-24,319.3122490009299
2003-09-25,315.3252751441143
2003-09-26,318.05763688911225
2003-09-29,318.8474372836123
2003-09-30,315.8011556123885
2003-10-01,319.89700906754206
2003-10-02,328.26477708835966
2003-10-03,333.38158956066184
2003-10-06,340.6931390845647
2003-10-07,344.107916279063
2003-10-08,350.81204953516857
2003-10-09,350.32315882628967
2003-10-10,346.5212610854151
2003-10-13,349.36432718787654
2003-10-14,357.5917241627301
2003-10-15,355.47981902595535
2003-10-16,355.8862636686714
2003-10-17,359.0956176208468
2003-10-20,356.6755734381072
2003-10-21,347.7306168375441
2003-10-22,334.3712790456138
2003-10-23,331.0173420647442
2003-10-24,332.47925413518533
2003-10-27,312.60345841451993
2003-10-28,322.8896534699041
2003-10-29,318.30258226166336
2003-10-30,304.453478637038
2003-10-31,312.11104945183627
2003-11-03,330.596546296931
2003-11-04,330.9871875015072
2003-11-05,329.49371148167086
2003-11-06,328.35605915014065
2003-11-07,327.8695456724164
2003-11-10,329.48784073352607
2003-11-11,321.7129809043995
2003-11-12,318.6544088882424
2003-11-13,320.4735526904988
2003-11-14,317.97799684936206
2003-11-17,311.09630179300996
2003-11-18,303.10552955275915
2003-11-19,296.0887479992092
2003-11-20,294.81907872376854
2003-11-21,300.7570827143059
2003-11-24,308.6602110350883
2003-11-25,310.02591869123296
2003-11-26,312.0536384229339
2003-11-27,311.8697806150811
2003-11-28,309.1789803262501
2003-12-01,314.8080782148435
2003-12-02,311.5153704185181
2003-12-03,316.0773593185965
2003-12-04,315.6554478101642
2003-12-05,311.7383283719023
2003-12-08,314.0007104907713
2003-12-09,319.1550631256936
2003-12-10,315.6683616235721
2003-12-11,316.57096792208927
2003-12-12,316.7351710754051
2003-12-15,319.93600607457194
2003-12-16,315.22716863322273
2003-12-17,312.8740302371443
2003-12-18,317.71105695089625
2003-12-19,323.24115677273693
2003-12-22,324.39068600825703
2003-12-23,323.31029941890694
2003-12-24,323.5549078964289
2003-12-25,321.75988577810506
2003-12-26,323.5351204664434
2003-12-29,323.63527057903764
2003-12-30,323.4294139313333
2003-12-31,323.26032873302364
2004-01-01,323.26032873302364
2004-01-02,326.90643598896764
2004-01-05,338.44723067264226
2004-01-06,337.15778322835956
2004-01-07,339.45054548213847
2004-01-08,336.64786058315934
2004-01-09,338.52415177462433
2004-01-12,338.19484624643536
2004-01-13,336.6651795291948
2004-01-14,335.5203133545499
2004-01-15,334.6306236905381
2004-01-16,338.7598112677367
2004-01-19,340.1583819199601
2004-01-20,342.39251984615447
2004-01-21,342.5078430949934
2004-01-22,342.9580691695894
2004-01-23,347.72373444753026
2004-01-26,348.5063277603202
2004-01-27,345.18755334193185
2004-01-28,343.65786071132715
2004-01-29,347.27137235015226
2004-01-30,343.3494562182132
2004-02-02,342.83825304219494
2004-02-03,341.7586106979611
2004-02-04,344.1516994951373
2004-02-05,340.51453551910157
2004-02-06,335.5527401640738
2004-02-09,342.7710708125804
2004-02-10,341.34624661586935
2004-02-11,345.2544939202047
2004-02-12,350.14015492639936
2004-02-13,352.48819186525367
2004-02-16,352.29048105568427
2004-02-17,354.5451807928978
2004-02-18,355.3781119280054
2004-02-19,354.5772990193634
2004-02-20,358.3837460679744
2004-02-23,357.09435157117565
2004-02-24,352.67887114635516
2004-02-25,359.45542429086873
2004-02-26,367.0551094694901
2004-02-27,371.33839337199163
2004-03-01,377.94068094403684
2004-03-02,383.17157175067064
2004-03-03,380.7649462832549
2004-03-04,382.98927690675134
2004-03-05,382.4654973766712
2004-03-08,387.1007250222949
2004-03-09,389.79408494720997
2004-03-10,389.41406427549555
2004-03-11,382.70615430752406
2004-03-12,384.1890125832058
2004-03-15,383.94125248713175
2004-03-16,382.6609531866677
2004-03-17,393.3456743547161
2004-03-18,392.4658696735576
2004-03-19,398.5833593246639
2004-03-22,393.8934190976195
2004-03-23,397.2268788137902
2004-03-24,396.2747410604643
2004-03-25,401.9900089123371
2004-03-26,407.50275950953085
2004-03-29,411.498944758665
2004-03-30,412.8786628387789
2004-03-31,414.7344524020079
2004-04-01,412.59313152095933
2004-04-02,424.6755058825574
2004-04-05,431.7972979452338
2004-04-06,425.0117865353076
2004-04-07,426.16785563956785
2004-04-08,432.3090335961354
2004-04-09,433.7777731751018
2004-04-12,434.66363961745435
2004-04-13,432.95235606596356
2004-04-14,418.74283902878085
2004-04-15,421.09553352809223
2004-04-16,414.2310935859005
2004-04-19,414.98112997553824
2004-04-20,417.13116456392606
2004-04-21,408.4087904403124
2004-04-22,400.6383065175586
2004-04-23,401.99990704238195
2004-04-26,401.5761128274669
2004-04-27,392.3823878302845
2004-04-28,392.7891482547788
2004-04-29,376.84316552725886
2004-04-30,374.26131570806876
2004-05-03,373.8050083551929
2004-05-04,376.5229666311973
2004-05-05,379.72802694989963
2004-05-06,376.85312392972213
2004-05-07,362.345758230686
2004-05-10,357.10323275938896
2004-05-11,355.4530757795389
2004-05-12,359.2133200786278
2004-05-13,358.3579211037774
2004-05-14,359.5284253618671
2004-05-17,360.8835657422209
2004-05-18,365.39604908983694
2004-05-19,372.2765475508805
2004-05-20,373.70658122252604
2004-05-21,372.88810769795265
2004-05-24,378.82090140547854
2004-05-25,368.0826378099801
2004-05-26,375.99142568298686
2004-05-27,367.3699584825683
2004-05-28,359.17487644837126
2004-05-31,359.2888282734065
2004-06-01,350.2038050986896
2004-06-02,354.539743348888
2004-06-03,354.3157888301382
2004-06-04,353.4633664222981
2004-06-07,360.19072517045606
2004-06-08,360.89537106655536
2004-06-09,363.4971132699107
2004-06-10,359.76580827030745
2004-06-11,357.89389378899904
2004-06-14,353.66338975043266
2004-06-15,347.36026138048385
2004-06-16,346.0755834856655
2004-06-17,364.81363138641603
2004-06-18,366.84550863386113
2004-06-21,372.7845091832278
2004-06-22,369.33546827475925
2004-06-23,369.74363050714607
2004-06-24,366.7198819517311
2004-06-25,368.8923426708578
2004-06-28,364.6397578242651
2004-06-29,363.0631587765039
2004-06-30,366.92144482561616
2004-07-01,368.3110879670083
2004-07-02,359.62537415561496
2004-07-05,359.1294417559381
2004-07-06,359.55294095417673
2004-07-07,362.32054603283643
2004-07-08,358.85835356433296
2004-07-09,358.0935100575794
2004-07-12,360.53047394812
2004-07-13,369.6773828809666
2004-07-14,368.39492549819937
2004-07-15,369.87956432822125
2004-07-16,370.60644608583544
2004-07-19,374.37330892186503
2004-07-20,366.7607721868219
2004-07-21,365.4272504727958
2004-07-22,354.5722160999141
2004-07-23,363.6148329656477
2004-07-26,356.7349106489524
2004-07-27,358.86200549806193
2004-07-28,348.46518560138503
2004-07-29,352.56011681484273
2004-07-30,360.0692217954017
2004-08-02,362.3935498675632
2004-08-03,361.4153150696888
2004-08-04,361.0609446026225
2004-08-05,361.6005330607613
2004-08-06,354.3591487599769
2004-08-09,359.25576082500737
2004-08-10,355.4203783715766
2004-08-11,350.92536534393435
2004-08-12,352.73522836914987
2004-08-13,356.3970820897303
2004-08-16,359.89368343490565
2004-08-17,364.8784675940373
2004-08-18,359.13228103323354
2004-08-19,358.8450678479182
2004-08-20,360.5886774898858
2004-08-23,361.9715933145652
2004-08-24,367.5639566880384
2004-08-25,367.0124543710006
2004-08-26,367.854640195201
2004-08-27,374.90320554919833
2004-08-30,374.44809764662205
2004-08-31,379.3445948493896
2004-09-01,381.62596253941354
2004-09-02,381.92586572121945
2004-09-03,385.7171917743764
2004-09-06,390.3097787749646
2004-09-07,392.4630508627789
2004-09-08,389.7958256186092
2004-09-09,389.4220632412826
2004-09-10,387.074367763584
2004-09-13,390.8650980378658
2004-09-14,395.514387083772
2004-09-15,397.480513450902
2004-09-16,397.6048250379777
2004-09-17,395.6915607489636
2004-09-20,394.44087136946877
2004-09-21,398.20475868860615
2004-09-22,399.62816438882703
2004-09-23,400.16192364368317
2004-09-24,400.03654661411264
2004-09-27,399.40733912955227
2004-09-28,400.5229229884392
2004-09-29,402.03991889878324
2004-09-30,400.24873690118625
2004-10-01,406.4898845326507
2004-10-04,416.01099331840084
2004-10-05,416.40583789922766
2004-10-06,420.1750752655576
2004-10-07,425.45725760952683
2004-10-08,424.18356405340216
2004-10-11,426.92902579600894
2004-10-12,418.3179814941856
