Date,EFM EMEA
2002-05-31,374.6546846246493
2002-06-03,378.251602191782
2002-06-04,378.62834348432807
2002-06-05,373.27829052641476
2002-06-06,371.5215742308085
2002-06-07,367.6307274393973
2002-06-10,364.1971014812981
2002-06-11,360.4569740344845
2002-06-12,360.1432576244039
2002-06-13,353.8159231262726
2002-06-14,345.4630307391758
2002-06-17,344.66730720565937
2002-06-18,347.69304635016545
2002-06-19,342.5650380361865
2002-06-20,336.31093587142607
2002-06-21,334.77942349332716
2002-06-24,327.75581615414706
2002-06-25,328.26484018692264
2002-06-26,314.7063833199254
2002-06-27,321.02105491294964
2002-06-28,322.60872036912184
2002-07-01,327.56760927984624
2002-07-02,323.8235503722889
2002-07-03,320.7686981983584
2002-07-04,322.57023171418905
2002-07-05,332.1037483647046
2002-07-08,327.7951586654865
2002-07-09,328.186972677036
2002-07-10,327.603427587197
2002-07-11,319.1970602079135
2002-07-12,321.072600229215
2002-07-15,315.3541165202552
2002-07-16,312.1538952581292
2002-07-17,316.4960911129374
2002-07-18,320.4136876130466
2002-07-19,315.0138391000992
2002-07-22,306.84294343876644
2002-07-23,302.2252740533187
2002-07-24,289.5299589748988
2002-07-25,292.0483146515856
2002-07-26,291.14316400392505
2002-07-29,297.5823326582095
2002-07-30,298.2010439014127
2002-07-31,290.7956415882029
2002-08-01,291.3053239582145
2002-08-02,288.8078286445973
2002-08-05,279.50865046055293
2002-08-06,286.5933637281092
2002-08-07,291.03374267161394
2002-08-08,296.41106425760773
2002-08-09,293.88358065249355
2002-08-12,293.05854326572785
2002-08-13,293.0562138244921
2002-08-14,292.168245385637
2002-08-15,296.0726170841424
2002-08-16,294.2326253292972
2002-08-19,298.6022586461068
2002-08-20,296.52093139496884
2002-08-21,298.0705420027482
2002-08-22,302.80506644138467
2002-08-23,303.51614658006207
2002-08-26,302.02019038310334
2002-08-27,307.63633075701046
2002-08-28,303.86570562631255
2002-08-29,298.6948862479198
2002-08-30,302.30760078219106
2002-09-02,300.70071402406114
2002-09-03,290.39024359880744
2002-09-04,292.5885621099922
2002-09-05,292.52006239244764
2002-09-06,298.77176968301694
2002-09-09,303.903111266965
2002-09-10,309.07683081957396
2002-09-11,312.61461174014966
2002-09-12,309.34141663231384
2002-09-13,304.71830291171744
2002-09-16,305.58315837042494
2002-09-17,309.27768073577715
2002-09-18,301.77070565206503
2002-09-19,296.78895478110894
2002-09-20,298.8476130304016
2002-09-23,296.38938471854516
2002-09-24,296.8775262663616
2002-09-25,300.6809173389935
2002-09-26,303.9520116428049
2002-09-27,304.38011558120814
2002-09-30,295.26083692140816
2002-10-01,298.79858911063513
2002-10-02,299.2136067788462
2002-10-03,299.211728405021
2002-10-04,302.22207471353727
2002-10-07,296.70740572225134
2002-10-08,296.08630999235373
2002-10-09,290.99928556851967
2002-10-10,291.19301180445
2002-10-11,295.87164184230517
2002-10-14,295.49249947684945
2002-10-15,304.08290062033205
2002-10-16,301.2644974620651
2002-10-17,308.7379537574657
2002-10-18,306.6396072665093
2002-10-21,308.7523317562259
2002-10-22,310.8034066334897
2002-10-23,310.8398485638394
2002-10-24,312.07513521884516
2002-10-25,309.92932934856924
2002-10-28,309.2730975041925
2002-10-29,303.65931142386574
2002-10-30,307.13229349742244
2002-10-31,308.2641851848044
2002-11-01,311.99972918120034
2002-11-04,313.26441706691435
2002-11-05,312.69696408883897
2002-11-06,315.22051340023904
2002-11-07,316.8102376988209
2002-11-08,314.7955183525153
2002-11-11,314.52125312661883
2002-11-12,314.89530897846663
2002-11-13,315.1082727912935
2002-11-14,320.0437452590565
2002-11-15,321.09358911869845
2002-11-18,326.3373761422828
2002-11-19,321.5519808967119
2002-11-20,322.24470095429143
2002-11-21,328.4248044865128
2002-11-22,329.42861403851157
2002-11-25,331.26974323051064
2002-11-26,326.9396264360963
2002-11-27,330.46418584475316
2002-11-28,329.3437160248673
2002-11-29,332.54660342963797
2002-12-02,335.09889867440785
2002-12-03,330.07550903097354
2002-12-04,329.52649094154145
2002-12-05,328.93266573499346
2002-12-06,322.41410475646256
2002-12-09,323.30487601736587
2002-12-10,321.3151756421102
2002-12-11,319.8364562402101
2002-12-12,317.7726206194265
2002-12-13,320.2590086862196
2002-12-16,321.57504371016165
2002-12-17,321.1310561777193
2002-12-18,321.4085197640855
2002-12-19,321.2946212954282
2002-12-20,320.85515702745124
2002-12-23,321.6187982774037
2002-12-24,317.78515443396594
2002-12-25,317.7708792785907
2002-12-26,318.4565138482217
2002-12-27,319.46305518620596
2002-12-30,319.38811187923613
2002-12-31,317.9734864524015
2003-01-01,318.30277446080106
2003-01-02,323.84761387261057
2003-01-03,325.86079227739924
2003-01-06,324.3661983168673
2003-01-07,324.5563101298332
2003-01-08,324.0278983048079
2003-01-09,323.18505424061715
2003-01-10,322.34884337929947
2003-01-13,323.3552222372019
2003-01-14,320.2877014856732
2003-01-15,321.1957126378793
2003-01-16,320.12441599244744
2003-01-17,316.2448927822981
2003-01-20,314.95297428148996
2003-01-21,309.05774961627935
2003-01-22,307.9518640272121
2003-01-23,309.3357055433383
2003-01-24,305.37254493156786
2003-01-27,301.3191397960821
2003-01-28,301.6319594886873
2003-01-29,303.1620508851961
2003-01-30,305.4648107462656
