Date,EM LATIN AMERICA
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.76356953943717
2001-01-03,103.35362515304635
2001-01-04,105.93034990843213
2001-01-05,103.26075757601458
2001-01-08,103.73442120610946
2001-01-09,106.27599509313234
2001-01-10,105.0619956182628
2001-01-11,105.03672632683121
2001-01-12,105.15652645555095
2001-01-15,106.38497725793056
2001-01-16,106.05060357865429
2001-01-17,109.03868741252887
2001-01-18,109.64371152341258
2001-01-19,111.87195000242055
2001-01-22,111.52909626771243
2001-01-23,113.10684317987722
2001-01-24,114.5697242540558
2001-01-25,114.33705533709275
2001-01-26,115.13860392063398
2001-01-29,116.11303659537077
2001-01-30,115.94834739680866
2001-01-31,115.61568223766486
2001-02-01,112.91318042219204
2001-02-02,112.57451757692016
2001-02-05,110.9606477685264
2001-02-06,112.51781863048458
2001-02-07,110.9153632037695
2001-02-08,114.13002790111493
2001-02-09,112.98315696286593
2001-02-12,112.48616812898754
2001-02-13,113.46880701450344
2001-02-14,113.41305869102214
2001-02-15,115.49607045021855
2001-02-16,111.45268481428643
2001-02-19,110.4882223761665
2001-02-20,110.78980185908358
2001-02-21,107.29247474695345
2001-02-22,108.07356555703497
2001-02-23,107.84597994332827
2001-02-26,108.8932844624298
2001-02-27,107.55103889557088
2001-02-28,106.50308476000825
2001-03-01,106.55236873617898
2001-03-02,107.12880431697997
2001-03-05,108.30830415047672
2001-03-06,108.64962294718201
2001-03-07,109.25514729406534
2001-03-08,109.51970969731985
2001-03-09,108.52495876675448
2001-03-12,104.89643089877019
2001-03-13,106.675863351487
2001-03-14,105.14667430715707
2001-03-15,104.62988804182004
2001-03-16,105.48920057329532
2001-03-19,104.32833898089712
2001-03-20,104.2231833031407
2001-03-21,104.83641204339736
2001-03-22,101.77438380593951
2001-03-23,100.58912086838163
2001-03-26,102.77413111402649
2001-03-27,104.27609203699124
2001-03-28,104.06179473413694
2001-03-29,103.31625981228306
2001-03-30,103.86097064099548
2001-04-02,103.61665857881586
2001-04-03,100.78688700503824
2001-04-04,99.34681318259305
2001-04-05,102.65456473691
2001-04-06,103.04386095319171
2001-04-09,104.14025200477163
2001-04-10,108.16688055133595
2001-04-11,108.29634087080768
2001-04-12,106.91941441864407
2001-04-13,106.91718482477383
2001-04-16,106.0225259380587
2001-04-17,107.34329957984372
2001-04-18,111.64169645635478
2001-04-19,106.85209893546605
2001-04-20,101.99749646066294
2001-04-23,101.76282268476217
2001-04-24,103.46653732588287
2001-04-25,103.05492858789361
2001-04-26,105.71821401890324
2001-04-27,108.28125889496873
2001-04-30,110.18788600606423
2001-05-01,109.18608191051736
2001-05-02,109.51426752139612
2001-05-03,109.12185313471157
2001-05-04,109.83864947368932
2001-05-07,109.72167018561258
