Date,EM ex ASIA
2000-12-29,100.0
2001-01-01,99.9525330821387
2001-01-02,97.8957763730814
2001-01-03,99.98855351018518
2001-01-04,102.87602752363735
2001-01-05,100.37134904434312
2001-01-08,100.22948432631193
2001-01-09,101.8711450759806
2001-01-10,101.6443711864509
2001-01-11,102.24418469222888
2001-01-12,102.55539186691618
2001-01-15,103.23490281457069
2001-01-16,102.65295163568801
2001-01-17,105.56409986061728
2001-01-18,105.35603783847964
2001-01-19,107.43521807171916
2001-01-22,106.10161295346941
2001-01-23,106.7570349361275
2001-01-24,108.25488838746205
2001-01-25,108.63877085251717
2001-01-26,109.089685723196
2001-01-29,109.82680975076798
2001-01-30,110.0777578740062
2001-01-31,110.07302030783943
2001-02-01,108.85838927237052
2001-02-02,108.08960260225197
2001-02-05,106.36135971047447
2001-02-06,107.9961807000234
2001-02-07,106.0830274336172
2001-02-08,108.14276277757367
2001-02-09,107.13724674140266
2001-02-12,106.81443745242152
2001-02-13,107.93876168720024
2001-02-14,108.28289931548676
2001-02-15,110.70327706996149
2001-02-16,107.76916133734986
2001-02-19,106.48586965018183
2001-02-20,107.15927154893741
2001-02-21,103.01622490881964
2001-02-22,101.90647719161969
2001-02-23,101.11701478070822
2001-02-26,103.01232439424882
2001-02-27,101.91832818759673
2001-02-28,100.7698402284805
2001-03-01,100.70492057017799
2001-03-02,100.53204357378182
2001-03-05,101.5731185448094
2001-03-06,102.30442341376789
2001-03-07,102.78818518076147
2001-03-08,103.01707727230546
2001-03-09,102.33867231475246
2001-03-12,99.23000082042343
2001-03-13,100.24459668007776
2001-03-14,97.71678659057216
2001-03-15,97.90329788847453
2001-03-16,97.98419657155566
2001-03-19,97.24062415898001
2001-03-20,97.2404513857434
2001-03-21,97.25617165376286
2001-03-22,95.58028785121324
2001-03-23,95.09774824001613
2001-03-26,96.75079902634425
2001-03-27,97.02885178899504
2001-03-28,96.41153996532698
2001-03-29,95.04149017023288
2001-03-30,95.35189591459607
2001-04-02,94.47413322578721
2001-04-03,91.499266474917
2001-04-04,90.49879262650775
2001-04-05,94.00992962998814
2001-04-06,93.62246473193329
2001-04-09,94.4683846754941
2001-04-10,97.80085585008808
2001-04-11,99.15283945637144
2001-04-12,98.64004412738676
2001-04-13,98.7226779025935
2001-04-16,98.89684044988078
2001-04-17,99.12367039023783
2001-04-18,102.98797145382856
2001-04-19,100.89828548143457
2001-04-20,97.58623687096802
2001-04-23,97.06678967640319
2001-04-24,97.87247592792617
2001-04-25,97.83416639656772
2001-04-26,99.56266732393746
2001-04-27,102.46881390709409
2001-04-30,104.04558747031471
2001-05-01,103.42582128629546
2001-05-02,103.47500447045816
2001-05-03,102.92755878164073
2001-05-04,103.37945680978954
2001-05-07,103.48166583214535
2001-05-08,103.94249936350181
2001-05-09,103.92386139721545
2001-05-10,104.70652814025678
2001-05-11,104.38428009954998
2001-05-14,103.33555501066982
2001-05-15,102.53927469188244
2001-05-16,103.35572663141784
2001-05-17,106.88160272029279
2001-05-18,108.5274882801835
2001-05-21,109.83872879009661
2001-05-22,111.14952608788647
2001-05-23,110.90665359313273
2001-05-24,110.62423232629655
2001-05-25,110.25861788721257
2001-05-28,110.05614384029322
2001-05-29,110.06580281789098
2001-05-30,108.58806483503906
2001-05-31,110.38763350380897
2001-06-01,110.73170812268566
2001-06-04,111.18290764733155
2001-06-05,110.50159409322256
2001-06-06,110.88553332538518
2001-06-07,110.63863099971897
2001-06-08,110.8805280068458
2001-06-11,110.72377989714025
2001-06-12,109.24783623758995
2001-06-13,108.59167353604958
2001-06-14,107.80514129866374
2001-06-15,106.39421806316798
2001-06-18,104.1927984121033
2001-06-19,104.49298671762455
2001-06-20,105.18044434631501
2001-06-21,106.37012005231638
2001-06-22,107.02845272598253
2001-06-25,106.3718545042219
2001-06-26,106.12471890102559
2001-06-27,106.27899122064713
2001-06-28,107.56927638756495
2001-06-29,108.1049753942039
2001-07-02,108.80839878805651
2001-07-03,107.17427905211771
2001-07-04,106.08236541545226
2001-07-05,106.17303361932696
2001-07-06,102.64348443893884
2001-07-09,102.4377219771148
2001-07-10,100.67160734711396
2001-07-11,97.35336729243012
2001-07-12,98.77385703800987
2001-07-13,98.96436531803207
2001-07-16,97.56116820060345
2001-07-17,98.39737704482312
2001-07-18,96.13195665683607
2001-07-19,96.6842727174489
2001-07-20,96.37525049749873
2001-07-23,97.98325588120399
2001-07-24,96.46313723854769
2001-07-25,95.38676473262389
2001-07-26,96.62843887527052
2001-07-27,97.00283479609288
2001-07-30,97.48527036498135
2001-07-31,97.13566550442992
2001-08-01,96.66964927083133
2001-08-02,97.43742849299527
2001-08-03,96.85738019633068
2001-08-06,96.9391213426324
2001-08-07,96.87075627422972
2001-08-08,96.3787084099166
2001-08-09,94.96684814794885
2001-08-10,94.4583760506114
2001-08-13,94.1498190699979
2001-08-14,94.28390223352655
2001-08-15,92.50454076840737
2001-08-16,92.09110238596976
2001-08-17,89.94557720301812
2001-08-20,90.13890750888685
2001-08-21,90.0886916240329
2001-08-22,90.43937389001997
2001-08-23,90.92363072964969
2001-08-24,91.99834747011838
2001-08-27,92.900638114311
2001-08-28,92.64864254566524
2001-08-29,92.66823544558045
2001-08-30,91.90664605118468
2001-08-31,91.75068567269724
2001-09-03,91.07993087130069
2001-09-04,92.32523497754366
2001-09-05,92.22728511717412
2001-09-06,90.45660132693459
2001-09-07,88.846400567566
2001-09-10,88.26153401215063
2001-09-11,82.82799986970312
2001-09-12,82.28821881040999
2001-09-13,80.87500060972037
2001-09-14,78.70453250500415
2001-09-17,78.45650701845459
2001-09-18,78.34030335816979
2001-09-19,77.80204227310807
2001-09-20,74.81024908583555
2001-09-21,73.92758433189753
2001-09-24,75.34216821420897
2001-09-25,75.19697347520581
2001-09-26,74.85551566020771
2001-09-27,75.00121185790195
2001-09-28,76.92768763115522
2001-10-01,76.11406993051945
2001-10-02,75.79679070877741
2001-10-03,74.95933462571224
2001-10-04,76.756236796717
2001-10-05,76.23315191086833
