Date,EFM AFRICA ex ZA
2002-05-31,190.4039191717423
2002-06-03,188.49956337562566
2002-06-04,188.44150857215087
2002-06-05,190.09269292671064
2002-06-06,189.7608984709635
2002-06-07,191.39986838984663
2002-06-10,195.95144792998357
2002-06-11,196.43874035753265
2002-06-12,194.57001076032418
2002-06-13,197.45630398204787
2002-06-14,200.62370683084828
2002-06-17,198.0955972009824
2002-06-18,193.9512969818989
2002-06-19,189.5609033991811
2002-06-20,185.181056635828
2002-06-21,184.88568499570798
2002-06-24,181.91863163231483
2002-06-25,185.1322951342174
2002-06-26,183.11926941528824
2002-06-27,184.12369203610305
2002-06-28,184.47501275776764
2002-07-01,185.48470987650217
2002-07-02,186.0765315659011
2002-07-03,188.15632595521183
2002-07-04,188.44759094483302
2002-07-05,189.87377136054224
2002-07-08,188.1569219272319
2002-07-09,188.2535410124278
2002-07-10,188.07163599143652
2002-07-11,188.55852612958967
2002-07-12,185.69983028197183
2002-07-15,184.94265405891068
2002-07-16,181.49482432008753
2002-07-17,181.69504405360613
2002-07-18,181.9350313323087
2002-07-19,180.5898481526227
2002-07-22,177.57715925416565
2002-07-23,180.18784327672145
2002-07-24,180.55134107447688
2002-07-25,180.50573679102868
2002-07-26,185.26630240347984
2002-07-29,184.16601732939887
2002-07-30,178.82284780027481
2002-07-31,180.97034729004758
2002-08-01,186.19115491142557
2002-08-02,189.65129830288723
2002-08-05,189.670237666428
2002-08-06,192.6844607601631
2002-08-07,191.1831829772516
2002-08-08,190.0200865972732
2002-08-09,189.47412659279277
2002-08-12,190.30872376948625
2002-08-13,190.165792161886
2002-08-14,186.93351588385642
2002-08-15,187.6308355646616
2002-08-16,185.78125989375977
2002-08-19,188.348268283029
2002-08-20,186.55393727330537
2002-08-21,186.16348137926133
2002-08-22,189.53498300649514
2002-08-23,189.80999476472968
2002-08-26,191.66142788964578
2002-08-27,190.24933753507088
2002-08-28,189.21193514553707
2002-08-29,187.48185243318744
2002-08-30,187.44286198440915
2002-09-02,186.78090413794996
2002-09-03,184.78557129922825
2002-09-04,187.62219518629206
2002-09-05,186.83496315370815
2002-09-06,186.813956201763
2002-09-09,188.66993198997477
2002-09-10,187.55372768948493
2002-09-11,187.91669303234562
2002-09-12,185.516101734447
2002-09-13,185.94568392018277
2002-09-16,187.54429472407247
2002-09-17,185.73014971013785
2002-09-18,184.3433034140667
2002-09-19,182.13281487484102
2002-09-20,180.15092859422336
2002-09-23,179.8455346697193
2002-09-24,180.06994515400186
2002-09-25,179.75001636466268
2002-09-26,180.78709459238863
2002-09-27,180.82020217182077
2002-09-30,178.66837332532546
2002-10-01,178.50812232790125
2002-10-02,178.56521254599892
2002-10-03,179.5627917648056
2002-10-04,181.26856857324117
2002-10-07,179.74282951866144
2002-10-08,180.94555430641606
2002-10-09,178.56620915265734
2002-10-10,178.4545734842359
2002-10-11,179.58411168848582
2002-10-14,179.2143237542951
2002-10-15,178.9047694589331
2002-10-16,178.1646414567666
2002-10-17,179.95898697209336
2002-10-18,180.9143290195853
2002-10-21,179.79460008187223
2002-10-22,179.9099429165361
2002-10-23,179.42133785914388
2002-10-24,177.93151017902503
2002-10-25,178.68745609267893
2002-10-28,176.11788768221584
2002-10-29,176.24597718130556
2002-10-30,175.7467926349883
2002-10-31,174.93320001827118
2002-11-01,174.45935123339004
2002-11-04,175.6119315466959
2002-11-05,174.46636862984474
2002-11-06,173.71764534735854
2002-11-07,173.95179583982159
2002-11-08,174.6504015695255
2002-11-11,174.55700911606908
2002-11-12,174.37304595871692
2002-11-13,176.03751714696918
2002-11-14,177.04339835387088
2002-11-15,176.0687361016416
2002-11-18,174.42097015116354
2002-11-19,173.47817645736632
2002-11-20,174.66978070260691
2002-11-21,176.48919114413954
2002-11-22,178.4871188573878
2002-11-25,179.96773061200415
2002-11-26,180.16006281541084
2002-11-27,180.22591729623494
2002-11-28,180.66616982457643
2002-11-29,182.26265143060243
2002-12-02,184.37702415055563
2002-12-03,182.84611591793782
2002-12-04,182.96135819882974
2002-12-05,183.48438888817114
2002-12-06,181.16742899753604
2002-12-09,181.13512216053223
2002-12-10,181.2409352258909
2002-12-11,182.57367274110635
2002-12-12,181.14797162852733
2002-12-13,181.00154139288983
2002-12-16,180.8098283130938
2002-12-17,178.16426525801998
2002-12-18,178.5139863415582
2002-12-19,179.26487772423016
2002-12-20,180.24508340662692
2002-12-23,180.96474971148083
2002-12-24,181.6550298384249
2002-12-25,181.1578187344377
2002-12-26,178.9603277941418
2002-12-27,180.76284999029292
2002-12-30,182.21034720096364
2002-12-31,180.3850636676377
2003-01-01,180.3850636676377
2003-01-02,181.80183236389627
2003-01-03,180.86854825226663
2003-01-06,184.7344784617003
2003-01-07,187.02119547093326
2003-01-08,186.57916223371797
2003-01-09,185.5577680515681
2003-01-10,186.85563242072465
2003-01-13,190.2338480804797
2003-01-14,194.88467903623473
2003-01-15,195.5474906222627
2003-01-16,194.1308575596933
2003-01-17,190.49110481000653
2003-01-20,190.27322928830014
2003-01-21,191.2407798505281
2003-01-22,190.3477778178235
2003-01-23,187.83375285349473
2003-01-24,188.16474103466575
2003-01-27,189.05619579651045
2003-01-28,190.15353249717305
2003-01-29,189.15834190637509
2003-01-30,195.10146734189442
2003-01-31,196.2201254964558
2003-02-03,198.68548264554892
2003-02-04,197.1649099865242
2003-02-05,195.49397946353997
2003-02-06,193.70230331054518
2003-02-07,193.62366054737777
2003-02-10,193.5243149947878
