Date,EFM ASIA
2002-05-31,464.92509731377555
2002-06-03,466.3756444184468
2002-06-04,463.00117559678563
2002-06-05,468.25456487278086
2002-06-06,465.0639845491246
2002-06-07,456.0159869820355
2002-06-10,462.10807914974214
2002-06-11,462.2769585898217
2002-06-12,459.6737983670114
2002-06-13,464.65145037805854
2002-06-14,462.04007612774234
2002-06-17,460.13382797240087
2002-06-18,457.461574039576
2002-06-19,441.9537408574722
2002-06-20,439.5293998594573
2002-06-21,438.1307872412142
2002-06-24,432.847965927176
2002-06-25,431.52475085839785
2002-06-26,405.142713284511
2002-06-27,410.4811681665017
2002-06-28,419.79598609456184
2002-07-01,415.5917111776064
2002-07-02,416.99607672866136
2002-07-03,421.2193817442259
2002-07-04,430.2016337378656
2002-07-05,440.94480410561806
2002-07-08,439.8036992204945
2002-07-09,443.3830494801425
2002-07-10,440.0280394838698
2002-07-11,428.1774470091754
2002-07-12,441.46196102645365
2002-07-15,431.11667353203813
2002-07-16,425.26402953371706
2002-07-17,425.04532003298584
2002-07-18,424.93469007554705
2002-07-19,414.6938476471421
2002-07-22,405.4154402592826
2002-07-23,419.3655598839927
2002-07-24,405.84068739930115
2002-07-25,403.48706031272934
2002-07-26,390.83683895999104
2002-07-29,393.9468821158555
2002-07-30,402.80012645907334
2002-07-31,404.6190348708406
2002-08-01,401.15875435864467
2002-08-02,395.9133695391281
2002-08-05,378.7706032320839
2002-08-06,382.47502902924725
2002-08-07,388.0958725375147
2002-08-08,388.37405583413556
2002-08-09,394.59981135120876
2002-08-12,393.78759155763896
2002-08-13,398.5650690712227
2002-08-14,398.5241474127309
2002-08-15,404.0634002611376
2002-08-16,404.4394050420066
2002-08-19,405.4865569543395
2002-08-20,412.53819407328206
2002-08-21,411.59465215400144
2002-08-22,415.7904261503447
2002-08-23,412.47866348285316
2002-08-26,408.67724509222495
2002-08-27,401.6502823015781
2002-08-28,397.60653837988446
2002-08-29,395.8221364788163
2002-08-30,399.5424636858826
2002-09-02,398.58311911980627
2002-09-03,389.0428559807104
2002-09-04,384.73382129867787
2002-09-05,383.5687448269739
2002-09-06,382.16365743190374
