Date,EFM ASEAN
2006-11-30,1000.0
2006-12-01,1000.1635646244462
2006-12-04,998.6084933755791
2006-12-05,1020.2342426279407
2006-12-06,1026.6456294033585
2006-12-07,1028.0350193957436
2006-12-08,1020.9489788513054
2006-12-11,1026.6896773525868
2006-12-12,1021.9513348086973
2006-12-13,1018.7962612924327
2006-12-14,1021.2109317423619
2006-12-15,1039.2432026964916
2006-12-18,1029.2197933528707
2006-12-19,956.0441028855903
2006-12-20,994.0011871995631
2006-12-21,993.0173255145885
2006-12-22,994.677310246431
2006-12-25,995.6430421015245
2006-12-26,997.6126027590763
2006-12-27,1010.380709590276
2006-12-28,1009.5330875430819
2006-12-29,1013.7520980983444
2007-01-01,1013.753844333929
2007-01-02,1014.7346570169176
2007-01-03,1025.692723626207
2007-01-04,1024.5400922455035
2007-01-05,1025.7911778363843
2007-01-08,1017.638778966332
2007-01-09,1012.2608743989422
2007-01-10,1002.1675457422457
2007-01-11,1008.523580692153
2007-01-12,1011.5759767624425
2007-01-15,1030.9919008354618
2007-01-16,1043.7104322686191
2007-01-17,1041.2114975589313
2007-01-18,1051.409325987835
2007-01-19,1058.8104097005278
2007-01-22,1066.4895454639513
2007-01-23,1064.267697565928
2007-01-24,1081.2586832614445
2007-01-25,1070.1955640535562
2007-01-26,1077.4320273222181
2007-01-29,1070.176760549171
2007-01-30,1071.5867164996964
2007-01-31,1069.2892287606933
2007-02-01,1066.1523475717197
2007-02-02,1088.8642413280625
2007-02-05,1104.9868800267834
2007-02-06,1108.1007547817085
2007-02-07,1105.6608738440927
2007-02-08,1103.5976240668754
2007-02-09,1108.2691902859854
2007-02-12,1107.2975820473023
2007-02-13,1096.582214546727
2007-02-14,1102.8058297769967
2007-02-15,1112.6639354061967
2007-02-16,1112.3936881839686
2007-02-19,1104.1982584090824
2007-02-20,1108.2770301638436
2007-02-21,1115.4353792306983
2007-02-22,1115.1887627898598
2007-02-23,1112.4398653121973
2007-02-26,1103.1757986375726
2007-02-27,1074.709125255243
2007-02-28,1046.0847859780076
2007-03-01,1052.334401485181
2007-03-02,1045.031135897258
2007-03-05,1018.2279697291482
2007-03-06,1030.4825910722354
2007-03-07,1041.4572432968046
2007-03-08,1057.9411943371265
2007-03-09,1060.7996775169943
2007-03-12,1066.0633755323727
2007-03-13,1063.6089908465196
2007-03-14,1035.4271642970314
2007-03-15,1040.783113115292
2007-03-16,1039.507198075766
2007-03-19,1043.2878230025265
2007-03-20,1054.51828265404
2007-03-21,1065.879738858439
2007-03-22,1078.7123408346433
2007-03-23,1068.8208491178025
2007-03-26,1072.807122412134
2007-03-27,1075.882144156867
2007-03-28,1060.0703663905613
2007-03-29,1066.8730414178087
2007-03-30,1078.7050438137787
2007-04-02,1077.698138078217
2007-04-03,1094.946304331569
2007-04-04,1110.6209492592034
2007-04-05,1105.176039610379
2007-04-06,1104.5322142169064
2007-04-09,1118.903558605649
2007-04-10,1118.4093712551341
2007-04-11,1123.2476044049233
2007-04-12,1114.0393944971936
2007-04-13,1115.6860592995022
2007-04-16,1124.4359848987042
2007-04-17,1129.3499260702822
2007-04-18,1127.6288129448315
2007-04-19,1104.6311167396916
2007-04-20,1115.3456371743023
2007-04-23,1121.0463102470887
2007-04-24,1111.243641471977
2007-04-25,1113.045938101024
2007-04-26,1123.1756753720167
2007-04-27,1122.9048324563432
2007-04-30,1113.9097753159922
2007-05-01,1118.191174759798
2007-05-02,1120.1617640340655
2007-05-03,1140.264941459213
2007-05-04,1155.6318256251545
2007-05-07,1160.127005240694
2007-05-08,1159.2399888646162
2007-05-09,1158.459687613444
2007-05-10,1170.7785162565526
2007-05-11,1157.2598461826624
2007-05-14,1171.2599721903682
2007-05-15,1159.498832579224
2007-05-16,1172.8948009477456
2007-05-17,1187.3742020081402
2007-05-18,1187.3009634783418
2007-05-21,1192.2155595905413
2007-05-22,1212.5205687208654
2007-05-23,1203.4896539331812
2007-05-24,1191.8960636929353
2007-05-25,1182.6941986133866
2007-05-28,1193.372107848971
2007-05-29,1182.7366462705727
2007-05-30,1186.0590435160145
2007-05-31,1194.2422185782298
2007-06-01,1213.6319154390835
2007-06-04,1224.5252323655368
2007-06-05,1214.1513993711285
2007-06-06,1209.2491666320634
2007-06-07,1205.356495612744
2007-06-08,1184.9471253877673
2007-06-11,1194.6265255950636
2007-06-12,1208.119945540237
2007-06-13,1185.7912247219986
2007-06-14,1198.077782769007
2007-06-15,1203.8176955459749
2007-06-18,1229.2517913274621
2007-06-19,1226.7279281395001
2007-06-20,1239.6876588268542
2007-06-21,1228.6857814130922
2007-06-22,1225.8396879983695
2007-06-25,1208.6527090710524
2007-06-26,1202.0402480068656
2007-06-27,1195.5729568368793
2007-06-28,1198.6587780075452
2007-06-29,1204.4505053420894
2007-07-02,1218.6127455844655
2007-07-03,1238.7492245429828
2007-07-04,1244.7493740285154
2007-07-05,1250.7404081073055
2007-07-06,1251.1120010904103
2007-07-09,1270.8843037847942
2007-07-10,1268.9796618860978
2007-07-11,1247.5583053189819
2007-07-12,1253.5673612789724
2007-07-13,1275.8443501428417
2007-07-16,1270.6299569500331
2007-07-17,1266.3639226809325
2007-07-18,1252.258993825783
2007-07-19,1259.7733570724038
2007-07-20,1274.4121551573066
2007-07-23,1282.8828327760507
2007-07-24,1295.3653963555748
2007-07-25,1290.266372961019
2007-07-26,1278.8446379108989
2007-07-27,1248.6780545335412
2007-07-30,1242.5697415502636
2007-07-31,1258.4779638049026
2007-08-01,1215.242014785636
2007-08-02,1213.8634518102463
2007-08-03,1211.2895475095158
2007-08-06,1166.6730451501928
2007-08-07,1169.4784467184618
2007-08-08,1196.5666681597452
2007-08-09,1194.7972675919614
2007-08-10,1173.5493711698243
2007-08-13,1181.7680403869613
2007-08-14,1172.7832221912222
2007-08-15,1132.5555487014212
2007-08-16,1088.3124587834225
2007-08-17,1075.1543224913805
2007-08-20,1138.3973837454068
2007-08-21,1118.1386049690093
2007-08-22,1146.2022686747512
2007-08-23,1167.421017404771
2007-08-24,1156.4478452610567
2007-08-27,1163.627539271012
2007-08-28,1162.0482452053905
2007-08-29,1149.784994729563
2007-08-30,1159.2604200402666
2007-08-31,1179.7917444822733
2007-09-03,1193.9525300042571
2007-09-04,1190.1360577702744
2007-09-05,1193.1523464189181
2007-09-06,1188.2616353823835
2007-09-07,1184.0375439719573
2007-09-10,1166.5543331323154
2007-09-11,1162.1703064287074
2007-09-12,1164.6122338381656
2007-09-13,1170.0224521778687
2007-09-14,1175.83933109782
2007-09-17,1168.778823578843
2007-09-18,1169.8108761751087
2007-09-19,1200.873710221025
2007-09-20,1202.567412150346
2007-09-21,1212.2657912372626
2007-09-24,1225.9371528472498
2007-09-25,1214.376778353024
2007-09-26,1226.2762322056503
2007-09-27,1237.396167964489
2007-09-28,1230.9339729618619
2007-10-01,1247.014785786126
2007-10-02,1275.65439210481
2007-10-03,1274.4781499547341
2007-10-04,1280.4742189305846
2007-10-05,1289.5038244593693
2007-10-08,1309.454148130926
2007-10-09,1311.9026304577553
2007-10-10,1325.0871159424792
2007-10-11,1336.8116401867842
2007-10-12,1338.964316172092
2007-10-15,1340.195358772004
2007-10-16,1340.9111458191553
2007-10-17,1332.499285939014
2007-10-18,1318.9967708866848
2007-10-19,1314.5759930293552
2007-10-22,1284.5084874103818
2007-10-23,1295.4477561408044
2007-10-24,1296.2114496783072
2007-10-25,1324.2789535005047
2007-10-26,1334.8004693496
2007-10-29,1359.0782502984832
2007-10-30,1351.5013843477946
2007-10-31,1344.1366136019483
2007-11-01,1352.5304381509786
2007-11-02,1336.734848617681
2007-11-05,1314.7250700296502
2007-11-06,1324.1571930309794
2007-11-07,1333.5615297440438
2007-11-08,1317.8133334487288
2007-11-09,1320.180671723741
2007-11-12,1305.2343183252308
2007-11-13,1291.1584186031614
2007-11-14,1291.2379665280178
2007-11-15,1291.0887363509341
2007-11-16,1274.4092764497682
2007-11-19,1262.6874524929221
2007-11-20,1242.0185975349934
2007-11-21,1214.111931500736
2007-11-22,1208.7910656627498
2007-11-23,1231.6478139170686
2007-11-26,1249.2099406464904
2007-11-27,1236.7530871198817
2007-11-28,1256.5822180925768
2007-11-29,1276.2909805548913
2007-11-30,1291.730579169238
2007-12-03,1308.9175748996636
2007-12-04,1311.0855120676263
2007-12-05,1324.6882518255338
2007-12-06,1345.2989320078257
2007-12-07,1340.8447925417247
2007-12-10,1333.495467885091
2007-12-11,1341.1540436199903
2007-12-12,1329.3988131335277
2007-12-13,1327.9916392924629
2007-12-14,1333.2657434030507
2007-12-17,1305.873311505941
2007-12-18,1290.5360537859
2007-12-19,1289.7207909711997
2007-12-20,1288.4129281309438
2007-12-21,1305.880880659287
2007-12-24,1312.1205838660244
2007-12-25,1324.7241258545278
2007-12-26,1328.158548408497
2007-12-27,1337.3493418349876
2007-12-28,1333.7478438938574
2007-12-31,1343.649185361256
2008-01-01,1343.649185361256
2008-01-02,1321.6126248278288
2008-01-03,1314.7264415129694
2008-01-04,1325.0138091431575
2008-01-07,1325.282403104463
2008-01-08,1341.3206673048517
2008-01-09,1358.130101652403
2008-01-10,1342.0810898737225
2008-01-11,1351.4234706422042
2008-01-14,1336.0840005939797
2008-01-15,1319.0921861391248
2008-01-16,1286.9682766580022
2008-01-17,1297.491016861072
2008-01-18,1288.9395843044426
2008-01-21,1253.49539354916
2008-01-22,1179.0995719114896
2008-01-23,1218.6255445864958
2008-01-24,1224.841579000904
2008-01-25,1276.566632544402
2008-01-28,1248.919968018052
2008-01-29,1267.1383299357763
2008-01-30,1268.340895089039
2008-01-31,1285.6361625913357
2008-02-01,1301.2390450949968
2008-02-04,1327.4249769401263
2008-02-05,1349.281626817115
2008-02-06,1320.3232229101413
2008-02-07,1332.576283138089
2008-02-08,1338.9900285372842
2008-02-11,1319.68400530313
2008-02-12,1322.9886919125004
2008-02-13,1339.1854526174177
2008-02-14,1354.4795749572982
2008-02-15,1348.8086892578297
2008-02-18,1344.2652889874016
2008-02-19,1352.2708038914066
2008-02-20,1351.7462187659055
2008-02-21,1339.0047935162245
2008-02-22,1328.0120038339526
2008-02-25,1335.5558781227705
2008-02-26,1331.435615076101
2008-02-27,1318.504310993736
2008-02-28,1316.3729881097504
2008-02-29,1311.7656960584525
2008-03-03,1279.723681113495
2008-03-04,1261.002825111103
2008-03-05,1241.3780927209814
2008-03-06,1254.0971206356185
2008-03-07,1247.3683427162218
2008-03-10,1160.3527156778039
2008-03-11,1181.5020431046376
2008-03-12,1192.0843280149377
2008-03-13,1154.374624872061
2008-03-14,1144.017261610272
2008-03-17,1103.9080587693284
2008-03-18,1120.826936763099
2008-03-19,1131.3809498900018
2008-03-20,1141.313407245022
2008-03-21,1143.2987074653954
2008-03-24,1149.2191007624651
2008-03-25,1165.3264783521038
2008-03-26,1161.2605246796538
2008-03-27,1161.5530441948208
2008-03-28,1174.3884365754782
2008-03-31,1157.2204552400594
2008-04-01,1170.2416464831547
2008-04-02,1160.6776938387422
2008-04-03,1136.6352658890619
2008-04-04,1131.3482258710424
2008-04-07,1135.4433523914843
2008-04-08,1133.9410788376965
2008-04-09,1120.7775007253863
2008-04-10,1140.405462508391
2008-04-11,1147.6791646225984
2008-04-14,1133.467177440427
2008-04-15,1140.6335034997926
2008-04-16,1149.8786975616595
2008-04-17,1163.675109330935
2008-04-18,1183.4797225925618
2008-04-21,1168.552434101631
2008-04-22,1157.1108177495407
2008-04-23,1162.5880228545332
2008-04-24,1169.7603543450505
