Date,ANDEAN
2002-05-31,1000.0
2002-06-03,992.4812671746969
2002-06-04,972.8881259298258
2002-06-05,979.0595452907644
2002-06-06,967.1717641057646
2002-06-07,961.6920519369273
2002-06-10,961.8048608604774
2002-06-11,948.4477408518584
2002-06-12,934.6000810220982
2002-06-13,933.417430780728
2002-06-14,935.7774332831616
2002-06-17,950.7060862581836
2002-06-18,945.5553016360803
2002-06-19,923.4922795755886
2002-06-20,907.5282490613961
2002-06-21,887.4824467334789
2002-06-24,872.0211001112078
2002-06-25,882.1685144236593
2002-06-26,841.0700095981888
2002-06-27,853.2883531040296
2002-06-28,853.1909850020841
2002-07-01,848.4693869797296
2002-07-02,833.1999109167297
2002-07-03,823.0600235350058
2002-07-04,834.7675553131128
2002-07-05,846.0169864508144
2002-07-08,830.5559703651797
2002-07-09,823.1200839716655
2002-07-10,820.0139549181574
2002-07-11,814.2702581828732
2002-07-12,818.8682740586605
2002-07-15,792.6834886739325
2002-07-16,784.1352113516953
2002-07-17,790.658483339889
2002-07-18,797.8020382763542
2002-07-19,800.4977503245386
2002-07-22,793.7467503890875
2002-07-23,788.1008405948678
2002-07-24,790.5883563858696
2002-07-25,780.4867937251861
2002-07-26,790.9672692974667
2002-07-29,819.8832972762733
2002-07-30,823.2063513892047
2002-07-31,831.346188370534
2002-08-01,825.054455490168
2002-08-02,832.8792334584774
2002-08-05,811.7233618748336
2002-08-06,839.9922839481396
2002-08-07,856.4095495139668
2002-08-08,875.2506941482004
2002-08-09,863.8396420436741
2002-08-12,848.2542238400282
2002-08-13,845.4503317333069
2002-08-14,845.1664078437528
2002-08-15,856.0203161539847
2002-08-16,858.5227648030414
2002-08-19,866.3531410069838
2002-08-20,858.9035244458607
2002-08-21,846.8739477241866
2002-08-22,861.042057140778
2002-08-23,855.7631238245111
2002-08-26,854.7952399917597
2002-08-27,844.2440067724301
2002-08-28,827.0635150980927
2002-08-29,827.0004087742134
2002-08-30,835.4205347140194
2002-09-02,828.7033709308479
2002-09-03,809.0508898054818
2002-09-04,808.3991542670246
2002-09-05,802.9408053106516
2002-09-06,802.5945188932762
2002-09-09,815.1561771175647
2002-09-10,824.2671094408622
2002-09-11,823.4030107947118
2002-09-12,811.0903601417148
2002-09-13,803.9754531073489
2002-09-16,800.329185918664
2002-09-17,796.9995935074795
2002-09-18,790.652530222196
2002-09-19,786.2716699586865
2002-09-20,763.5433843256886
2002-09-23,740.9530981870548
2002-09-24,732.929934640475
2002-09-25,745.1943781208577
2002-09-26,751.423574621153
2002-09-27,742.1484825402943
2002-09-30,728.4506104845487
2002-10-01,740.6970733222939
2002-10-02,737.3129316175293
2002-10-03,735.1756735845078
2002-10-04,745.4946916529866
2002-10-07,731.3815115182765
2002-10-08,731.3764279720904
2002-10-09,705.3006990404328
2002-10-10,703.8402060297362
2002-10-11,718.4922067832852
2002-10-14,715.2090890411184
2002-10-15,715.5454533308322
2002-10-16,707.4718219124378
2002-10-17,719.1795761872335
2002-10-18,733.6614152498643
2002-10-21,731.9466192063918
2002-10-22,734.7283506297125
2002-10-23,738.5338371662849
2002-10-24,746.0255412458534
2002-10-25,743.6875993202016
2002-10-28,745.3870166406805
2002-10-29,743.3062095729748
2002-10-30,752.030468029907
2002-10-31,761.5945913610949
2002-11-01,759.2008085652211
2002-11-04,768.6372908835615
2002-11-05,770.560681748986
2002-11-06,778.5349818767629
2002-11-07,771.0728997330469
2002-11-08,767.0236794974184
2002-11-11,765.9142278121154
2002-11-12,769.9987982646842
2002-11-13,773.8854861363093
2002-11-14,788.7602952965126
2002-11-15,797.639894568081
2002-11-18,801.7521814998537
2002-11-19,796.4774500744069
2002-11-20,802.423954349293
2002-11-21,807.7236949268479
2002-11-22,798.0732834860762
2002-11-25,796.0373023623818
2002-11-26,791.2144236089337
2002-11-27,793.6891514126938
2002-11-28,796.8665555569188
2002-11-29,802.1202526242985
2002-12-02,801.7193526288838
2002-12-03,795.0460833830505
2002-12-04,789.9331207622594
2002-12-05,805.6365285595429
2002-12-06,810.2943285812655
2002-12-09,802.40345363297
2002-12-10,802.383344536822
2002-12-11,811.7916198368755
2002-12-12,819.5677910176065
2002-12-13,815.5325077303474
2002-12-16,817.452308901676
2002-12-17,812.2376706475392
2002-12-18,824.3523746937375
2002-12-19,836.5783721494431
2002-12-20,832.829186978637
2002-12-23,830.3942993449402
2002-12-24,818.235314927497
2002-12-25,818.2519013508527
2002-12-26,812.5710117438928
2002-12-27,805.5997362020237
2002-12-30,794.2055157200666
2002-12-31,791.1921846111685
2003-01-01,791.1921846111685
2003-01-02,802.0584589060112
2003-01-03,808.3339200309298
2003-01-06,814.0291400809562
2003-01-07,808.582287557888
2003-01-08,806.0055620953209
2003-01-09,809.2837897077219
2003-01-10,810.3650847644299
2003-01-13,810.7070486817864
2003-01-14,805.4903452181918
2003-01-15,795.0960142318345
2003-01-16,791.571162056249
2003-01-17,781.939060680433
2003-01-20,782.1404192278088
2003-01-21,770.9728212904581
2003-01-22,766.2442342989324
2003-01-23,767.8774751401494
2003-01-24,757.8855736613082
2003-01-27,746.9265683229146
