Date,EM ASIA ESG SCREENED
2012-05-31,1000.0
2012-06-01,986.849041628067
2012-06-04,951.0021902513802
2012-06-05,961.0648006325797
2012-06-06,972.286962072993
2012-06-07,982.4478647035058
2012-06-08,980.0733505156697
2012-06-11,996.4705226611461
2012-06-12,995.7519767449442
2012-06-13,991.8587839322664
2012-06-14,984.9501576012311
2012-06-15,993.1574226423938
2012-06-18,1009.0470753130334
2012-06-19,1002.8721746126128
2012-06-20,1007.7108927223285
2012-06-21,1001.6591150681331
2012-06-22,990.0409324551619
2012-06-25,983.2505133686731
2012-06-26,984.5045170024588
2012-06-27,993.9662257004446
2012-06-28,993.7009292734175
2012-06-29,997.4967938434801
2012-07-02,1008.3613449549048
2012-07-03,1022.429979537729
2012-07-04,1033.980462111004
2012-07-05,1043.6466085831955
2012-07-06,1044.1431776904603
2012-07-09,1027.5184491865693
2012-07-10,1031.249698548867
2012-07-11,1030.8161824251129
2012-07-12,1012.6869563869142
2012-07-13,1016.211781181087
2012-07-16,1018.0268462403152
2012-07-17,1029.5388649383938
2012-07-18,1014.6725805469264
2012-07-19,1030.736306156481
2012-07-20,1039.612221504037
2012-07-23,1018.3402557519433
2012-07-24,1019.1434397732061
2012-07-25,1008.4524378854305
2012-07-26,996.000984726249
2012-07-27,1016.4308692477935
2012-07-30,1038.110488990589
2012-07-31,1050.7748889508357
2012-08-01,1054.0224120347461
2012-08-02,1057.125165850707
2012-08-03,1035.1840261375028
2012-08-06,1048.4209308816603
2012-08-07,1050.8542903466132
2012-08-08,1059.2085569848596
2012-08-09,1077.2515653356734
2012-08-10,1075.0763615027677
2012-08-13,1065.7683721344672
2012-08-14,1077.347257360608
2012-08-15,1076.115443806994
2012-08-16,1066.2397012844892
2012-08-17,1069.662852629751
2012-08-20,1063.8741610114146
2012-08-21,1058.3874819886976
2012-08-22,1052.8968984297567
2012-08-23,1052.0584793260496
2012-08-24,1045.1358225321057
2012-08-27,1038.3504269664954
2012-08-28,1030.1619676724833
2012-08-29,1034.3107646304725
2012-08-30,1028.4347473821433
2012-08-31,1019.9350321105966
2012-09-03,1028.371015842143
2012-09-04,1027.0120787175447
