Date,BRIC WITH BRAZIL + INDIA + RUSSIA DR
2010-07-14,1068.9756642575874
2010-07-15,1044.035935100276
2010-07-16,1025.9674701615193
2010-07-19,1028.2753025726265
2010-07-20,1053.1435113632158
2010-07-21,1067.8030108370824
2010-07-22,1077.554746375146
2010-07-23,1093.7476084662712
2010-07-26,1083.3154553276336
2010-07-27,1083.068544034929
2010-07-28,1082.9277760533118
2010-07-29,1078.2645379485023
2010-07-30,1083.6453120986823
2010-08-02,1098.3092566083785
2010-08-03,1091.6072125275816
2010-08-04,1100.864497762623
2010-08-05,1099.292152664787
2010-08-06,1085.7041124014236
2010-08-09,1094.6123291967185
2010-08-10,1090.5073463999402
2010-08-11,1081.0574281199367
2010-08-12,1081.3841535895215
2010-08-13,1091.1859028754718
2010-08-16,1094.2016693450537
2010-08-17,1098.3239847031862
2010-08-18,1099.2672596395203
2010-08-19,1093.1794441881266
2010-08-20,1102.8050578687282
2010-08-23,1094.8427815569357
2010-08-24,1077.6498667203095
2010-08-25,1075.6193386539974
2010-08-26,1063.8116472666306
2010-08-27,1076.208237416346
2010-08-30,1074.5977740985122
2010-08-31,1075.721833042273
2010-09-01,1088.6443580943812
2010-09-02,1099.3330817047959
2010-09-03,1103.7491126129748
2010-09-06,1111.8431301377886
2010-09-07,1116.9502289643333
2010-09-08,1112.272957631589
2010-09-09,1118.2214819820128
2010-09-10,1120.2185288731528
2010-09-13,1132.491086805265
2010-09-14,1120.8283954727049
2010-09-15,1113.2603134540304
2010-09-16,1104.6487246561408
2010-09-17,1113.682302157417
2010-09-20,1116.5821357876612
2010-09-21,1113.2111098462135
2010-09-22,1091.216895811465
2010-09-23,1098.9646137623101
2010-09-24,1091.4748323675535
2010-09-27,1099.2749264157055
2010-09-28,1092.3301468853942
2010-09-29,1098.1591898199274
2010-09-30,1101.8385740797353
2010-10-01,1102.5878113492338
2010-10-04,1115.762004406015
2010-10-05,1113.3579087965584
2010-10-06,1109.936924357626
2010-10-07,1099.2481457211393
2010-10-08,1106.0592869970012
2010-10-11,1118.2661343246348
2010-10-12,1118.5896809797493
2010-10-13,1129.5102491459902
2010-10-14,1127.0639589204327
2010-10-15,1128.2409003598696
2010-10-18,1128.4923335387593
2010-10-19,1131.9447803951127
2010-10-20,1114.7745196845153
2010-10-21,1112.6497532668936
2010-10-22,1113.7279082536802
2010-10-25,1119.0452341613359
2010-10-26,1132.1760141737636
2010-10-27,1115.0881207450695
2010-10-28,1109.9404738958349
2010-10-29,1111.83090064998
2010-11-01,1131.605829987747
2010-11-02,1128.893371949623
2010-11-03,1139.230538891015
2010-11-04,1146.172689550239
2010-11-05,1167.4210488694687
2010-11-08,1178.5582639414465
2010-11-09,1166.9101258285787
2010-11-10,1177.1089814933111
2010-11-11,1180.720540603629
2010-11-12,1150.5265372040037
2010-11-15,1152.6259966677655
2010-11-16,1129.1800243496052
2010-11-17,1118.6938274664346
2010-11-18,1140.066982871547
2010-11-19,1135.5079794730152
2010-11-22,1137.0626136164378
2010-11-23,1122.752499636044
2010-11-24,1141.1121386322425
2010-11-25,1146.9462572777695
2010-11-26,1145.8985890622357
2010-11-29,1160.588892350304
2010-11-30,1159.8482496748322
2010-12-01,1176.964730848596
2010-12-02,1187.0802697629224
2010-12-03,1171.8527163725028
2010-12-06,1178.076815483622
2010-12-07,1172.8868337970448
2010-12-08,1167.877069003736
2010-12-09,1167.2120251175943
2010-12-10,1166.174536929929
2010-12-13,1161.0627352611943
2010-12-14,1167.1886937680774
2010-12-15,1154.8430056651787
2010-12-16,1158.9739896736348
2010-12-17,1166.349869097602
2010-12-20,1164.574871988714
2010-12-21,1178.1241328378792
2010-12-22,1187.2621699996992
2010-12-23,1187.2116276697366
2010-12-24,1178.932085382895
2010-12-27,1174.2007046571835
2010-12-28,1168.9533695090913
2010-12-29,1184.9292599549028
2010-12-30,1180.872055790332
2010-12-31,1174.7197464636406
2011-01-03,1192.9447549958309
2011-01-04,1208.7232745127376
2011-01-05,1224.152702760021
2011-01-06,1226.8167038038043
2011-01-07,1221.0944678759308
2011-01-10,1214.3884484394923
2011-01-11,1229.1811462720848
2011-01-12,1244.0551858601052
2011-01-13,1211.9773196072106
2011-01-14,1206.9143546027633
2011-01-17,1209.4789414997617
2011-01-18,1203.8961190683021
2011-01-19,1196.2307647075047
2011-01-20,1181.0788317837632
2011-01-21,1160.4056164871752
2011-01-24,1151.5442764348516
2011-01-25,1147.0259869203835
2011-01-26,1153.0301052261675
2011-01-27,1146.3782332268377
2011-01-28,1137.4193338080722
2011-01-31,1131.0986548603098
2011-02-01,1139.7583847112355
2011-02-02,1144.5212428106925
2011-02-03,1158.291857461885
2011-02-04,1162.0806788647303
2011-02-07,1150.2315408357879
2011-02-08,1138.675851617041
2011-02-09,1115.5929741825569
2011-02-10,1107.6043361561478
2011-02-11,1125.0733061492667
2011-02-14,1148.8370447498874
2011-02-15,1141.958289736727
2011-02-16,1151.286946985427
2011-02-17,1150.4713470117813
2011-02-18,1152.525087091992
2011-02-21,1149.7638237283559
2011-02-22,1121.5801278308134
2011-02-23,1117.0821966727785
2011-02-24,1110.5515122114307
2011-02-25,1127.5778402745227
2011-02-28,1135.602395413744
2011-03-01,1137.3711353803508
2011-03-02,1138.609401080357
2011-03-03,1147.4487105807555
2011-03-04,1150.631194015215
2011-03-07,1144.6851722598399
2011-03-08,1156.421000480351
2011-03-09,1156.418898537853
2011-03-10,1144.0766715594489
2011-03-11,1132.975568279522
2011-03-14,1133.1028529290845
2011-03-15,1111.5559173510546
2011-03-16,1111.3865767232505
2011-03-17,1097.2656236903526
2011-03-18,1094.9037511608592
2011-03-21,1106.987798592624
2011-03-22,1114.6872108248424
2011-03-23,1126.877954488179
2011-03-24,1128.5386190255008
2011-03-25,1139.333577245007
2011-03-28,1136.37027087774
2011-03-29,1143.5076016965
2011-03-30,1158.317859478563
2011-03-31,1160.56875956539
2011-04-01,1181.5197983026283
2011-04-04,1186.2699209892976
2011-04-05,1188.4833276498073
2011-04-06,1177.5724255657638
2011-04-07,1183.2245210646022
2011-04-08,1176.2960770893187
2011-04-11,1168.4908278309201
2011-04-12,1142.231646965054
2011-04-13,1144.6297741821734
2011-04-14,1143.4455486919871
2011-04-15,1146.9625235432359
2011-04-18,1145.5025737740107
2011-04-19,1142.1349973618017
2011-04-20,1149.4129897381492
2011-04-21,1155.7861621715745
2011-04-22,1155.7554079107053
2011-04-25,1155.0642542427959
2011-04-26,1148.2441192738306
2011-04-27,1137.468283170008
2011-04-28,1114.0648690464645
2011-04-29,1114.9630254589324
2011-05-02,1107.113120657682
2011-05-03,1093.7267243832098
2011-05-04,1067.0377819950952
2011-05-05,1077.5788271170018
2011-05-06,1093.9704459507886
2011-05-09,1117.7057380105741
2011-05-10,1115.76764466272
2011-05-11,1110.8666976984853
2011-05-12,1106.0074248828373
2011-05-13,1101.4899187820345
2011-05-16,1088.969189521012
2011-05-17,1098.7163423284305
2011-05-18,1100.60034185731
2011-05-19,1102.7720201962586
2011-05-20,1106.5237436844666
2011-05-23,1093.055836320767
2011-05-24,1098.0703829988151
2011-05-25,1099.597219088337
2011-05-26,1107.1971803376748
2011-05-27,1111.1353847690818
2011-05-30,1111.8649152183364
2011-05-31,1121.1273950718332
2011-06-01,1107.6824704881362
2011-06-02,1101.0199873316924
2011-06-03,1084.415642641414
2011-06-06,1074.0906741285785
2011-06-07,1073.029742521188
2011-06-08,1072.3186981630897
2011-06-09,1079.086072255942
2011-06-10,1078.6661987127302
2011-06-13,1076.905545028668
2011-06-14,1074.0038557055934
2011-06-15,1079.0960856448467
2011-06-16,1073.712344719965
2011-06-17,1055.3777141741962
2011-06-20,1052.4885413400184
2011-06-21,1059.9611508823496
2011-06-22,1059.0204946539802
2011-06-23,1068.7065006800524
2011-06-24,1083.4317149178999
2011-06-27,1075.7432524432568
2011-06-28,1081.9142289637746
2011-06-29,1085.8179942044067
2011-06-30,1091.5122804466437
2011-07-01,1101.0217395897412
2011-07-04,1111.1796477982766
2011-07-05,1112.4415150539605
2011-07-06,1114.1479543898786
2011-07-07,1117.4960141374731
2011-07-08,1122.551549855728
2011-07-11,1117.6291955287077
2011-07-12,1093.772273782003
2011-07-13,1097.379694064853
2011-07-14,1094.0190951544168
2011-07-15,1094.777639506198
2011-07-18,1091.8488641269846
2011-07-19,1087.3337399495558
2011-07-20,1090.9538008620418
2011-07-21,1085.7148064053056
2011-07-22,1099.1591301317758
2011-07-25,1096.214526130199
2011-07-26,1093.4343320674868
2011-07-27,1091.8192557252653
2011-07-28,1095.1676903946639
2011-07-29,1084.4619690516172
2011-08-01,1105.8780176807136
2011-08-02,1081.2412873983035
2011-08-03,1053.7446773631195
2011-08-04,1032.3368406625502
2011-08-05,1000.7969039485131
2011-08-08,942.5060920646531
2011-08-09,928.1021478274624
2011-08-10,924.1128208781124
2011-08-11,934.4037891586943
2011-08-12,945.698704489723
2011-08-15,962.6178313485138
2011-08-16,959.9081633033635
2011-08-17,964.505176222242
2011-08-18,938.7290451846101
2011-08-19,910.2069162252466
2011-08-22,908.3625416879727
2011-08-23,927.8341734281839
2011-08-24,918.154523926414
2011-08-25,922.7869071391559
2011-08-26,923.423675357375
2011-08-29,931.2383041052815
2011-08-30,956.1491686774971
2011-08-31,978.5152354536278
2011-09-01,991.7075621839522
2011-09-02,969.2229867159316
2011-09-05,955.7205690092976
2011-09-06,956.0873209282431
2011-09-07,980.7047721688452
2011-09-08,976.610024668007
2011-09-09,974.4385476081637
2011-09-12,951.8713819181207
2011-09-13,947.2511953023696
2011-09-14,950.4096088211332
2011-09-15,947.5917043858509
2011-09-16,956.6066220230654
2011-09-19,940.6758665298516
2011-09-20,934.4827310875055
2011-09-21,916.3344913845622
2011-09-22,870.2393781842426
2011-09-23,859.2787871355414
2011-09-26,855.2457686846359
2011-09-27,880.2672044588365
2011-09-28,877.0071762089505
2011-09-29,877.8753928793489
2011-09-30,864.1615710873668
2011-10-03,834.2766790093124
2011-10-04,813.6419671595955
2011-10-05,820.6505791413871
2011-10-06,859.908084124024
2011-10-07,866.6218488515785
2011-10-10,872.0627683955282
2011-10-11,887.6353989150097
2011-10-12,901.0024881025333
2011-10-13,917.0954921126688
2011-10-14,907.0144134510214
2011-10-17,910.0974303225796
2011-10-18,898.0998076998702
2011-10-19,890.4050583006807
2011-10-20,880.1332798452503
2011-10-21,880.518829449527
2011-10-24,920.953174658983
2011-10-25,918.3026703193706
2011-10-26,941.3193149837289
2011-10-27,966.1215981920157
2011-10-28,973.9985622335464
2011-10-31,966.0293150493818
2011-11-01,956.389627133933
2011-11-02,971.4024186008362
2011-11-03,971.8089985787886
2011-11-04,985.0573162456735
2011-11-07,985.9813997786856
2011-11-08,985.3094943831713
2011-11-09,983.1355140968229
2011-11-10,961.555639921405
2011-11-11,967.4950916336898
2011-11-14,980.7783092255331
2011-11-15,986.4375653349335
2011-11-16,969.8832924689884
2011-11-17,957.372745563036
2011-11-18,940.383941053097
2011-11-21,919.9770626946968
2011-11-22,917.1025811100061
2011-11-23,901.2198888982335
2011-11-24,905.9286232027473
2011-11-25,899.0480135297499
2011-11-28,922.2424231484517
2011-11-29,926.4625194079609
2011-11-30,935.9026671697997
2011-12-01,968.1413868965656
2011-12-02,974.269359298188
2011-12-05,982.9624402216925
2011-12-06,969.0983721065777
2011-12-07,972.9947498847372
2011-12-08,963.1373120320867
2011-12-09,948.5572796586802
2011-12-12,940.0077781063691
2011-12-13,945.8030707870394
2011-12-14,943.03896548344
2011-12-15,934.6580560676556
2011-12-16,939.5809594660029
2011-12-19,925.5920920481582
2011-12-20,935.1142290402518
2011-12-21,948.5362387884977
2011-12-22,951.8922665640445
2011-12-23,966.126340132362
2011-12-26,966.0899295618838
2011-12-27,962.9501713730386
2011-12-28,952.9922884683951
2011-12-29,955.5608313900701
2011-12-30,955.0313535445355
2012-01-02,955.0313535445355
2012-01-03,981.9075652549027
2012-01-04,988.0167660928392
2012-01-05,993.3770750062216
2012-01-06,989.9500423176892
2012-01-09,1006.4037979785139
2012-01-10,1020.6513327360982
2012-01-11,1034.6121252407763
2012-01-12,1025.7793346603075
2012-01-13,1034.6385220858353
2012-01-16,1028.4047389659017
2012-01-17,1054.7133957860792
2012-01-18,1060.4026575512921
2012-01-19,1063.785515578001
2012-01-20,1061.1122309626173
2012-01-23,1057.5753533807324
2012-01-24,1064.5103167571212
2012-01-25,1073.0153541772913
2012-01-26,1067.4416151072753
2012-01-27,1071.5110777633229
2012-01-30,1053.8853373621957
2012-01-31,1065.3856001919792
2012-02-01,1069.5418838898763
2012-02-02,1085.276075405355
2012-02-03,1097.8618018150596
2012-02-06,1098.614475968499
2012-02-07,1086.6977422749571
2012-02-08,1097.424013345535
2012-02-09,1093.3414329301695
2012-02-10,1081.8074202833923
2012-02-13,1091.4003950062147
2012-02-14,1091.4793132159386
2012-02-15,1108.119711715331
2012-02-16,1113.1212918513093
2012-02-17,1110.4900073779706
2012-02-20,1101.856697935731
2012-02-21,1099.3606061118423
2012-02-22,1104.9650970101561
2012-02-23,1095.0094802912975
2012-02-24,1095.4787650511798
2012-02-27,1092.9919793575386
2012-02-28,1105.8870066972768
2012-02-29,1107.2751933430868
2012-03-01,1106.678295187475
2012-03-02,1126.897374912532
2012-03-05,1106.1611111580776
2012-03-06,1078.6310082176603
2012-03-07,1076.185850289096
2012-03-08,1083.9402662550208
2012-03-09,1102.9827898094607
2012-03-12,1094.1933139061587
2012-03-13,1116.1765523932706
2012-03-14,1120.1355950531067
2012-03-15,1114.460725277644
2012-03-16,1105.0172311733622
2012-03-19,1086.1292097292687
2012-03-20,1070.9587673422059
2012-03-21,1071.1773819237185
2012-03-22,1061.2645410376995
2012-03-23,1056.7263238866753
2012-03-26,1058.2144488797414
2012-03-27,1065.4606423908979
2012-03-28,1049.3867573927566
2012-03-29,1038.3590447871659
2012-03-30,1042.949162624354
2012-04-02,1050.0021231002668
2012-04-03,1055.499172189343
2012-04-04,1058.4097080814643
2012-04-05,1061.2923552960235
2012-04-06,1061.270673953456
2012-04-09,1057.3466054422245
2012-04-10,1038.2522091445398
2012-04-11,1034.6403776434545
2012-04-12,1047.858368944619
2012-04-13,1058.463736192715
2012-04-16,1049.905601069855
2012-04-17,1042.939265638484
2012-04-18,1047.291341628572
2012-04-19,1051.8352667658096
2012-04-20,1050.198964429586
2012-04-23,1035.8476587725497
2012-04-24,1030.791914597232
2012-04-25,1030.2636951984778
2012-04-26,1032.0707299369508
2012-04-27,1031.5101378516804
2012-04-30,1040.2134572734158
2012-05-01,1042.912714394288
2012-05-02,1046.0480562317077
2012-05-03,1038.2578611281933
2012-05-04,1020.2794970235117
2012-05-07,1013.511923734976
2012-05-08,1003.6921858416416
2012-05-09,991.8014107508296
2012-05-10,994.981946710578
2012-05-11,983.3054086778362
2012-05-14,968.0045344021003
2012-05-15,971.2390333214285
2012-05-16,951.3048087077456
2012-05-17,940.264522511551
2012-05-18,932.0397298973197
2012-05-21,941.1629876567166
2012-05-22,942.3039183838573
2012-05-23,941.1617188344734
2012-05-24,941.0411034308888
2012-05-25,948.4084217540228
2012-05-28,951.0547194603021
2012-05-29,970.2131003262003
2012-05-30,963.5635738549516
2012-05-31,964.2602297265897
2012-06-01,952.257827522284
2012-06-04,929.1944632449482
2012-06-05,933.9093535198625
2012-06-06,957.5766929673915
2012-06-07,961.9690215803458
2012-06-08,958.9128643470727
2012-06-11,962.2687129460212
2012-06-12,969.4707534303714
2012-06-13,965.7637569323555
2012-06-14,957.7518253337532
2012-06-15,975.0789830220166
2012-06-18,985.8560312131258
2012-06-19,989.3683548199609
2012-06-20,986.0659241520199
2012-06-21,967.707363207522
2012-06-22,961.0927013629321
2012-06-25,947.8068114661756
2012-06-26,955.4909361840979
2012-06-27,964.588528549301
2012-06-28,956.3538917129548
2012-06-29,971.9420899114973
2012-07-02,985.0541760453286
2012-07-03,1003.5626446175627
2012-07-04,1012.4600858623536
2012-07-05,1019.722404014052
2012-07-06,1016.218945179615
2012-07-09,1001.70229637066
2012-07-10,1001.9284894372979
2012-07-11,999.7377826064902
2012-07-12,987.4489825184538
2012-07-13,996.8520667585107
2012-07-16,995.153860736971
2012-07-17,1006.7982722917608
2012-07-18,999.8886893187334
2012-07-19,1016.6868034097794
2012-07-20,1018.6141176492753
2012-07-23,991.0466443841493
2012-07-24,987.5147118569326
2012-07-25,981.649846071527
2012-07-26,980.3770776341366
2012-07-27,1002.1022494787754
2012-07-30,1020.7224587004887
2012-07-31,1012.3883152033349
2012-08-01,1018.6704260210958
2012-08-02,1017.6290599524632
2012-08-03,1016.4207000301371
2012-08-06,1028.189866039947
2012-08-07,1033.0448165953003
2012-08-08,1042.721580711319
2012-08-09,1051.1216039312042
2012-08-10,1048.5672333531681
2012-08-13,1038.9096337532803
2012-08-14,1043.174744616651
2012-08-15,1038.5977191709314
2012-08-16,1034.8842563422031
2012-08-17,1041.969966203581
2012-08-20,1035.8570145333422
2012-08-21,1027.0507133463195
2012-08-22,1021.7917778504473
2012-08-23,1016.2791345764289
2012-08-24,1012.5451994409148
2012-08-27,1005.1258777917506
2012-08-28,998.7911166825667
2012-08-29,993.7404641199644
2012-08-30,985.0264919759353
2012-08-31,978.4992239678804
2012-09-03,984.5294777321822
2012-09-04,977.6124656084539
2012-09-05,967.4529946941872
2012-09-06,982.6686738033694
2012-09-07,999.7873959447793
2012-09-10,995.3380075750422
2012-09-11,995.3422064638197
2012-09-12,998.7874824173058
2012-09-13,1007.9229995123837
2012-09-14,1022.2304312803533
2012-09-17,1018.5822434550279
2012-09-18,1016.3061337051411
2012-09-19,1015.9941511310614
2012-09-20,1016.0895641341488
2012-09-21,1019.0828600330112
2012-09-24,1023.1367871575895
2012-09-25,1010.759391009141
2012-09-26,1008.3085151603805
2012-09-27,1017.3176727752469
2012-09-28,1016.7524204553265
2012-10-01,1021.8046606208007
2012-10-02,1018.1576078909599
2012-10-03,1016.7433743884301
2012-10-04,1012.2142700293447
2012-10-05,1013.7173039435605
2012-10-08,1013.6495228792508
2012-10-09,1018.4743770821497
2012-10-10,1015.4720306589905
2012-10-11,1022.8857985945624
2012-10-12,1020.6987778426728
2012-10-15,1025.4807996635802
2012-10-16,1024.0063046774223
2012-10-17,1026.0944492815113
2012-10-18,1033.8697587425468
2012-10-19,1034.9134240846597
2012-10-22,1038.6688737166583
2012-10-23,1032.4873886562564
2012-10-24,1030.4859904478526
2012-10-25,1035.3648033853399
2012-10-26,1026.2377682883318
2012-10-29,1031.2655619183897
2012-10-30,1021.6953135587672
2012-10-31,1026.5991751585175
2012-11-01,1042.4918255267307
2012-11-02,1055.359772759077
2012-11-05,1057.9791707529134
2012-11-06,1059.7464696197385
2012-11-07,1060.2042181856789
2012-11-08,1040.019700535585
2012-11-09,1036.3937017350095
2012-11-12,1034.9930015382276
2012-11-13,1021.3988831961908
2012-11-14,1021.4443897275136
2012-11-15,1005.8096499717695
2012-11-16,1012.3544588386899
2012-11-19,1014.9234276806054
2012-11-20,1014.282119826289
2012-11-21,1020.9184585217091
2012-11-22,1021.4549167690354
2012-11-23,1026.8216344574987
2012-11-26,1023.6784973230185
2012-11-27,1018.4264091147859
2012-11-28,1015.1781734994951
2012-11-29,1022.3946834221122
2012-11-30,1025.7261531634585
2012-12-03,1014.0537921318572
2012-12-04,1013.7202334666737
2012-12-05,1036.7305390730621
2012-12-06,1044.8551133798503
2012-12-07,1052.631177772556
2012-12-10,1061.3941157817146
2012-12-11,1057.3772440616297
2012-12-12,1062.1867316250136
2012-12-13,1053.3594775434626
2012-12-14,1059.8649958427882
2012-12-17,1054.6714593356176
2012-12-18,1056.720039269902
2012-12-19,1061.1912181977154
2012-12-20,1067.1706712833802
2012-12-21,1061.8204544598866
2012-12-24,1059.243140259462
2012-12-25,1059.3036838385658
2012-12-26,1058.1693726454107
2012-12-27,1062.3925553572576
2012-12-28,1064.5206742241164
2012-12-31,1073.5130473359632
2013-01-01,1073.5130473359632
2013-01-02,1100.6833969570985
2013-01-03,1121.4046635137186
2013-01-04,1124.0560608991757
2013-01-07,1114.500856244138
2013-01-08,1102.4117246451572
2013-01-09,1112.1275140572277
2013-01-10,1103.7136007917559
2013-01-11,1089.3736037563367
2013-01-14,1097.4592216619674
2013-01-15,1095.948994882271
2013-01-16,1095.7684818275566
2013-01-17,1091.3366334405493
2013-01-18,1107.8442148378394
2013-01-21,1107.1459766186256
2013-01-22,1110.8329685645956
2013-01-23,1109.228322136464
2013-01-24,1098.7169951620274
2013-01-25,1088.8611325349937
2013-01-28,1090.4616326608889
2013-01-29,1092.3224952497433
2013-01-30,1083.8628881683057
2013-01-31,1082.4600085580216
2013-02-01,1077.6480178920015
2013-02-04,1080.5960429405045
2013-02-05,1070.4939516496536
2013-02-06,1067.8206734064868
2013-02-07,1070.1756261186001
2013-02-08,1072.6678483914252
2013-02-11,1069.8746859820915
2013-02-12,1065.707355868583
2013-02-13,1071.1419143375156
2013-02-14,1082.161896908095
2013-02-15,1081.7188568546946
2013-02-18,1078.5385105825758
2013-02-19,1073.2389794123646
2013-02-20,1069.5329056166245
2013-02-21,1060.3832590039838
2013-02-22,1063.746825620018
2013-02-25,1057.3126707832917
2013-02-26,1057.6760920353304
2013-02-27,1059.642224458053
2013-02-28,1075.6517604885241
2013-03-01,1077.516467306203
2013-03-04,1059.4226645108922
2013-03-05,1067.1132897058553
2013-03-06,1087.9036749412808
2013-03-07,1084.342008938962
2013-03-08,1105.6081916835342
2013-03-11,1095.3256456003394
2013-03-12,1085.5299148837385
2013-03-13,1074.0134464265536
2013-03-14,1074.5540948287926
2013-03-15,1063.2703022600745
2013-03-18,1054.1744193694597
2013-03-19,1051.6304069388827
2013-03-20,1058.4394802329343
2013-03-21,1053.567278282125
2013-03-22,1043.3072313371642
2013-03-25,1051.7988115662176
2013-03-26,1054.96825712375
2013-03-27,1068.596011025786
2013-03-28,1060.4530297288936
2013-03-29,1060.4014439466127
2013-04-01,1055.9301567104576
2013-04-02,1050.024380648193
2013-04-03,1043.0784118173399
2013-04-04,1039.9452121204004
2013-04-05,1012.4150398494949
2013-04-08,1014.3503471677009
2013-04-09,1029.1638974889418
2013-04-10,1036.5970351691371
2013-04-11,1029.4768751068334
2013-04-12,1023.2737544647258
2013-04-15,997.3685368497354
2013-04-16,999.2847057041995
2013-04-17,992.0116752656354
2013-04-18,987.9073260265877
2013-04-19,1008.4496878522465
2013-04-22,1013.0725754301632
2013-04-23,1011.6803085653808
2013-04-24,1030.7951646276251
2013-04-25,1037.428227206997
2013-04-26,1031.8184135809736
2013-04-29,1030.9511212603504
2013-04-30,1040.215512298222
2013-05-01,1033.7623753500916
2013-05-02,1041.8599600356063
2013-05-03,1045.3082847093171
2013-05-06,1055.8705759143083
2013-05-07,1066.706434127271
2013-05-08,1067.622110785378
2013-05-09,1068.662184790028
2013-05-10,1076.7475815307432
2013-05-13,1063.9987257796847
2013-05-14,1059.521426133589
2013-05-15,1071.5719687255394
2013-05-16,1064.3537547151097
2013-05-17,1076.0704175202422
2013-05-20,1086.6423182145313
2013-05-21,1084.096203911328
2013-05-22,1080.6129103899186
2013-05-23,1054.3098484647317
2013-05-24,1049.1347935100864
2013-05-27,1049.5887474000056
2013-05-28,1067.1982595391294
2013-05-29,1038.0200018671524
2013-05-30,1030.7411732008368
2013-05-31,1025.4242290568243
2013-06-03,1018.6328973590885
2013-06-04,1013.5939868985314
2013-06-05,999.7324972720761
2013-06-06,988.2833068546186
2013-06-07,981.2555316313377
2013-06-10,978.2387310183735
2013-06-11,953.1274568715617
2013-06-12,945.2544202815432
2013-06-13,939.4186933574379
2013-06-14,939.0558199879855
2013-06-17,947.3165459514561
2013-06-18,941.549454612665
2013-06-19,923.0328258360611
2013-06-20,908.5648019590557
2013-06-21,909.1351317505878
2013-06-24,889.8774541840426
2013-06-25,893.5007279463603
2013-06-26,920.9197843681666
2013-06-27,928.0763781997102
2013-06-28,941.641552058267
2013-07-01,939.7405655759152
2013-07-02,923.8231227416537
2013-07-03,909.6333852459454
2013-07-04,923.9926200859867
2013-07-05,932.5265936073225
2013-07-08,924.2559205035053
2013-07-09,933.5391140970661
2013-07-10,931.9548821734044
2013-07-11,950.0533726079328
2013-07-12,947.8144829906757
2013-07-15,957.134673349505
2013-07-16,951.2552029313273
2013-07-17,963.554868528344
2013-07-18,962.7086454016599
2013-07-19,955.3673205779564
2013-07-22,955.6781576379011
2013-07-23,973.7531774192682
2013-07-24,965.8613795752409
2013-07-25,966.6289259799242
2013-07-26,963.5557037777787
2013-07-29,955.2860030184372
2013-07-30,952.7576882763481
2013-07-31,946.8598920491935
2013-08-01,960.271637970426
