Date,JORDAN + EGYPT + MOROCCO
2005-05-31,745.0234211092529
2005-06-01,748.3217588735015
2005-06-02,740.0371119961454
2005-06-03,738.5451298372346
2005-06-06,754.17588667737
2005-06-07,755.4759275871356
2005-06-08,752.3161793496411
2005-06-09,767.6750463482754
2005-06-10,771.7325275863229
2005-06-13,783.1988648254372
2005-06-14,791.6766541112946
2005-06-15,795.6154675278789
2005-06-16,809.9565314652282
2005-06-17,801.4686331602018
2005-06-20,844.026720934094
2005-06-21,843.4051452868968
2005-06-22,838.6585857348238
2005-06-23,854.5943838722316
2005-06-24,852.5919870904656
2005-06-27,842.0673458630638
2005-06-28,845.7344810428993
2005-06-29,837.5735927058414
2005-06-30,834.9636551327055
2005-07-01,843.5800854327175
2005-07-04,860.6992292968714
2005-07-05,872.0091334514759
2005-07-06,873.3047525940136
2005-07-07,859.2034355735681
2005-07-08,861.1855886465829
2005-07-11,851.4022523367565
2005-07-12,846.6075393395386
2005-07-13,854.8615314150506
2005-07-14,853.9575886491799
2005-07-15,858.9133242813493
2005-07-18,844.5096411894307
2005-07-19,858.0443720217753
2005-07-20,863.3407738123818
2005-07-21,858.3796365130327
2005-07-22,859.4384985877211
2005-07-25,861.18245363205
2005-07-26,854.2425603687253
2005-07-27,849.6192282995596
2005-07-28,855.8079731082552
2005-07-29,851.4566950059482
2005-08-01,848.1341143079453
2005-08-02,849.007956663894
2005-08-03,831.7668874734297
2005-08-04,818.1011741595739
2005-08-05,820.204308366399
2005-08-08,834.0567438724516
2005-08-09,835.848254297222
2005-08-10,830.2979430720139
2005-08-11,820.6456219143039
2005-08-12,822.5611377981497
2005-08-15,828.0329031726468
2005-08-16,835.8936073075973
2005-08-17,834.1768903447561
2005-08-18,834.9831899672718
2005-08-19,837.5508736286861
2005-08-22,820.6475776791209
2005-08-23,836.0893204387594
2005-08-24,846.3422914798382
2005-08-25,846.6629689792447
2005-08-26,841.9700645041437
2005-08-29,865.280438538942
2005-08-30,864.9678875542754
2005-08-31,858.7151880220027
2005-09-01,858.610979097746
2005-09-02,857.0919097706715
2005-09-05,872.5006543418327
2005-09-06,869.2357864357328
2005-09-07,874.4773429405624
2005-09-08,879.0073997047613
2005-09-09,879.5477205469725
2005-09-12,888.4630343811509
2005-09-13,890.600335622814
2005-09-14,889.7953608351173
2005-09-15,903.9787077662327
2005-09-16,904.2998987504767
2005-09-19,905.013114368228
2005-09-20,901.6378332092872
2005-09-21,902.4327719383061
2005-09-22,921.5658515070272
2005-09-23,925.2715458766797
2005-09-26,940.5030840231808
2005-09-27,955.6899427663
2005-09-28,949.8403997863221
2005-09-29,948.1205543975688
2005-09-30,944.8661523065566
2005-10-03,961.2972708056635
2005-10-04,950.2851984124438
2005-10-05,945.3732551772637
2005-10-06,929.3689922077223
2005-10-07,931.1503844737774
2005-10-10,940.1200519020465
2005-10-11,950.3104407946438
2005-10-12,956.4409688319281
2005-10-13,963.2484572551368
2005-10-14,954.198679768938
2005-10-17,951.146458780585
2005-10-18,951.9832467771221
2005-10-19,932.6267718850681
2005-10-20,940.1254320996829
2005-10-21,937.1076717127459
2005-10-24,936.4012201359237
2005-10-25,925.5829221528079
2005-10-26,933.8789098023221
2005-10-27,930.8883852122553
2005-10-28,934.271776257419
2005-10-31,960.0822055601042
2005-11-01,978.4336509873689
2005-11-02,974.63628825374
2005-11-03,979.8798608068179
2005-11-04,993.7229897292375
2005-11-07,1029.8660344335494
2005-11-08,1051.5275128687756
2005-11-09,1048.546521861465
2005-11-10,1037.857030738475
2005-11-11,1041.2824841389515
2005-11-14,1017.6198060258084
2005-11-15,1028.2843963877585
2005-11-16,1027.4326854287244
2005-11-17,1017.6591408955358
2005-11-18,1019.4274432209453
2005-11-21,1014.1527265521528
2005-11-22,1006.3715219329637
2005-11-23,994.3020310391001
2005-11-24,1003.6392818552703
2005-11-25,1009.7327215020242
2005-11-28,1006.5515372050281
2005-11-29,1009.4113049803186
2005-11-30,1000.0
2005-12-01,1013.5825203162409
2005-12-02,1013.2212007563419
2005-12-05,1023.0371008811479
2005-12-06,1017.5837624988196
2005-12-07,1046.111653280763
2005-12-08,1028.4360413101565
2005-12-09,1031.2148253691278
2005-12-12,1000.0488017829422
2005-12-13,1010.9787823969435
2005-12-14,1001.8004142246002
2005-12-15,998.7807493796308
2005-12-16,995.9940760381684
2005-12-19,1008.6819510500944
2005-12-20,1016.6233792575003
2005-12-21,1018.1855701387713
2005-12-22,1020.6251754340824
2005-12-23,1019.5347231858544
2005-12-26,1024.5968254106654
2005-12-27,1018.4718768453898
2005-12-28,1028.757914248554
2005-12-29,1040.886539111607
2005-12-30,1044.3847356212125
2006-01-02,1068.8584883062188
2006-01-03,1071.0987729658573
2006-01-04,1063.8322305700185
2006-01-05,1082.2089286389973
2006-01-06,1079.5018593043123
2006-01-09,1117.3440201457993
2006-01-10,1120.5566113378457
2006-01-11,1118.3453019891235
2006-01-12,1166.5988190791932
2006-01-13,1164.2536622399757
2006-01-16,1144.5472752768953
2006-01-17,1147.4307530478368
2006-01-18,1139.4948743927898
2006-01-19,1163.0228887605206
2006-01-20,1168.781144408492
2006-01-23,1181.9684466619963
2006-01-24,1167.181202245162
2006-01-25,1172.4092575307197
2006-01-26,1198.2101419727314
2006-01-27,1210.9349002294323
2006-01-30,1230.4279498079613
2006-01-31,1224.9687696328472
2006-02-01,1257.232024352544
2006-02-02,1248.9985776612837
2006-02-03,1254.4608911794508
2006-02-06,1260.2819931565953
2006-02-07,1276.6340075242542
2006-02-08,1239.0807138994178
2006-02-09,1221.9022684417591
2006-02-10,1226.4973386128818
2006-02-13,1187.7952837447078
2006-02-14,1197.6293528349204
2006-02-15,1171.7251878855664
2006-02-16,1139.9936442982857
2006-02-17,1137.9473661813213
2006-02-20,1159.3034983465143
2006-02-21,1136.0652376990058
2006-02-22,1148.622584057378
2006-02-23,1156.9847029668242
2006-02-24,1156.2531561049436
2006-02-27,1158.6801710102545
2006-02-28,1157.5427250383718
2006-03-01,1150.5525743061685
2006-03-02,1130.496121484211
2006-03-03,1130.6144889720028
2006-03-06,1097.7095587108909
2006-03-07,1107.6501780307756
2006-03-08,1098.8266632285406
2006-03-09,1107.3121005345763
2006-03-10,1110.283579164106
2006-03-13,1075.1437327176527
2006-03-14,1022.4604166567993
2006-03-15,1060.3347503478083
2006-03-16,1064.6900739281702
