Date,HONG KONG-LISTED SOUTHBOUND + CHINA A
2004-11-30,1000.0
2004-12-01,1001.4137649144734
2004-12-02,1008.7143870029906
2004-12-03,997.040991187989
2004-12-06,997.4751590619062
2004-12-07,993.6663697034028
2004-12-08,994.3448526905148
2004-12-09,994.9916309486555
2004-12-10,988.1551610960971
2004-12-13,977.9074891420879
2004-12-14,987.7659772349914
2004-12-15,981.0872548742749
2004-12-16,988.6450558969327
2004-12-17,986.0079638665783
2004-12-20,983.4772697397099
2004-12-21,985.0360335858066
2004-12-22,985.3344206291414
2004-12-23,978.9126406703884
2004-12-24,975.0303197347635
2004-12-27,968.4159293482389
2004-12-28,971.485266197851
2004-12-29,974.604632695072
2004-12-30,965.6612546286482
2004-12-31,973.3155076492927
2005-01-03,981.8714920992531
2005-01-04,982.0498038113031
2005-01-05,969.3242052392317
2005-01-06,972.8015886684848
2005-01-07,975.2207962155927
2005-01-10,969.2422568857412
2005-01-11,964.9318645454558
2005-01-12,957.4250833276836
2005-01-13,963.5079571798736
2005-01-14,964.8644963757171
2005-01-17,970.3447336958997
2005-01-18,975.4370647041333
2005-01-19,977.7889152200786
2005-01-20,973.5438502331375
2005-01-21,970.4096062089876
2005-01-24,964.7426590350497
2005-01-25,982.3947867581722
2005-01-26,975.8914720935744
2005-01-27,977.2272960982665
2005-01-28,979.9992611955017
2005-01-31,978.6987926537685
2005-02-01,974.6614428530079
2005-02-02,980.7897372078595
2005-02-03,982.7840363797617
2005-02-04,990.9298383767822
2005-02-07,1012.6469895122125
2005-02-08,1020.5152831955457
2005-02-09,1018.9194189581704
2005-02-10,1010.7791280795437
2005-02-11,1012.0075555659416
2005-02-14,1013.9251039594492
2005-02-15,1013.3300578887346
2005-02-16,1014.9236636044353
2005-02-17,1006.0725800727793
2005-02-18,1009.5458383485278
2005-02-21,1012.1289209629099
2005-02-22,1002.5291819713558
2005-02-23,997.8874371063582
2005-02-24,1003.9256303939261
2005-02-25,1010.4283088580305
2005-02-28,1008.129977522525
2005-03-01,1004.262467548872
2005-03-02,993.743331297184
2005-03-03,996.1206662181709
2005-03-04,978.4213311257704
2005-03-07,986.1567196608577
2005-03-08,983.4039944573344
2005-03-09,983.6755962370786
2005-03-10,973.8072010691441
2005-03-11,969.7189004198393
2005-03-14,978.0472394573158
2005-03-15,973.9349788305383
2005-03-16,962.4066395225819
2005-03-17,964.3189429865231
2005-03-18,969.4975140601912
2005-03-21,977.5935036364053
2005-03-22,969.833975089778
2005-03-23,972.2820267589237
2005-03-24,975.9946183733379
2005-03-25,975.7184189688608
2005-03-28,982.3982309686131
2005-03-29,969.341947871819
2005-03-30,964.4503222734586
2005-03-31,968.1470064669553
2005-04-01,976.4981015430045
2005-04-04,984.557172886365
2005-04-05,982.5867506669078
2005-04-06,985.1511152308883
2005-04-07,985.8657096817248
2005-04-08,996.2538576196571
2005-04-11,986.4257155530314
2005-04-12,989.3160548964663
2005-04-13,998.5960080008931
2005-04-14,1000.911794558622
2005-04-15,982.3485739849558
2005-04-18,959.2236826289019
2005-04-19,963.6355984905989
2005-04-20,961.8297095649307
2005-04-21,962.2640709214077
2005-04-22,968.9443601400399
2005-04-25,978.0819399967772
2005-04-26,987.0098261232788
2005-04-27,983.7472640365928
2005-04-28,991.0549793477775
2005-04-29,989.613776896571
2005-05-02,994.9752786362739
2005-05-03,990.014474764983
2005-05-04,991.0938183217481
2005-05-05,998.6106196485218
2005-05-06,1005.2589620703903
2005-05-09,1005.7295805319717
2005-05-10,999.1642886666097
2005-05-11,998.8617771617486
2005-05-12,1005.833707305411
2005-05-13,1004.6824056160214
2005-05-16,1004.660811628489
2005-05-17,995.6350242871442
2005-05-18,995.5917418146066
2005-05-19,1001.5412037058021
2005-05-20,1007.9662540248271
2005-05-23,1000.4926162183914
2005-05-24,1003.5645839630306
2005-05-25,994.2416824004084
2005-05-26,999.419005542265
2005-05-27,1003.6608373928358
2005-05-30,1017.2262371139542
2005-05-31,1026.2750336561567
2005-06-01,1029.085150140771
2005-06-02,1022.2356780634786
2005-06-03,1023.9201663027121
2005-06-06,1030.3067693219687
2005-06-07,1030.8807163784659
2005-06-08,1040.2973832578423
2005-06-09,1053.3239436970985
2005-06-10,1060.069639741378
2005-06-13,1067.5871511133255
2005-06-14,1060.1896123548108
2005-06-15,1053.6134206359166
2005-06-16,1055.687089325974
2005-06-17,1047.5026282514298
2005-06-20,1062.9055480266732
2005-06-21,1062.7660877199662
2005-06-22,1074.413544457015
2005-06-23,1084.0303588927645
2005-06-24,1082.8814287389619
2005-06-27,1075.2048840603984
2005-06-28,1087.7013699441488
2005-06-29,1086.3745431581153
2005-06-30,1073.564006704379
2005-07-01,1083.138571384077
2005-07-04,1086.4897782204964
2005-07-05,1082.6076749689662
2005-07-06,1082.3953465491506
2005-07-07,1072.708052385411
2005-07-08,1067.5579361002897
2005-07-11,1064.7362484381192
2005-07-12,1058.3331211233776
2005-07-13,1075.8534242582468
2005-07-14,1084.002192079431
2005-07-15,1089.2388826621673
2005-07-18,1090.1319601898442
2005-07-19,1093.4560196192456
2005-07-20,1097.7795000051076
2005-07-21,1094.9217872438378
2005-07-22,1106.8367406209932
2005-07-25,1112.7261902908376
2005-07-26,1118.333529401061
2005-07-27,1121.6249286365933
2005-07-28,1115.868708203514
2005-07-29,1113.86721856622
2005-08-01,1115.1515333234895
2005-08-02,1127.3260183708103
2005-08-03,1116.5533473549756
2005-08-04,1110.0807570138095
2005-08-05,1113.0223217162218
2005-08-08,1114.6523171611404
2005-08-09,1112.8599724821506
2005-08-10,1123.222790620001
2005-08-11,1125.2669868623686
2005-08-12,1124.6368548435441
2005-08-15,1135.5014381083042
2005-08-16,1135.3290224314615
2005-08-17,1140.0723074299017
2005-08-18,1130.6423543341405
2005-08-19,1126.5315893163176
2005-08-22,1128.3892555491987
2005-08-23,1118.0233604778
2005-08-24,1107.4981422017622
2005-08-25,1103.7769139433221
2005-08-26,1105.4408106394776
2005-08-29,1101.6072798451228
2005-08-30,1112.1622485927471
2005-08-31,1102.967231537451
2005-09-01,1102.9665032396522
2005-09-02,1100.852964877595
2005-09-05,1105.4232974691167
2005-09-06,1104.0829862509975
2005-09-07,1113.1147463281068
2005-09-08,1115.1878432822145
2005-09-09,1112.4909859376753
2005-09-12,1127.5995101679396
2005-09-13,1125.2985792794334
2005-09-14,1124.4818514412202
2005-09-15,1129.7014889897732
2005-09-16,1126.9223219789528
2005-09-19,1133.7497083086191
2005-09-20,1139.9316712495465
2005-09-21,1130.271028332554
2005-09-22,1130.3798569307576
2005-09-23,1133.176148957379
2005-09-26,1142.3137542066872
2005-09-27,1139.4784179540006
2005-09-28,1141.5382502066407
2005-09-29,1156.838950096294
2005-09-30,1154.5396806147355
2005-10-03,1168.65448319989
2005-10-04,1165.8718347715599
2005-10-05,1153.0023170200197
2005-10-06,1119.2661506984368
2005-10-07,1120.6897688784636
2005-10-10,1129.3007231629801
2005-10-11,1134.838247594608
2005-10-12,1114.330125765305
2005-10-13,1124.3675292246146
2005-10-14,1100.9959405805218
2005-10-17,1106.232703779758
2005-10-18,1119.0551911768741
2005-10-19,1097.8930092144572
2005-10-20,1099.4743995456886
2005-10-21,1099.8034962500153
2005-10-24,1097.4434882125568
2005-10-25,1085.9332996288767
2005-10-26,1086.1481842122687
2005-10-27,1075.7491853461568
2005-10-28,1069.2414193491516
2005-10-31,1091.4538458075174
2005-11-01,1102.4729374604738
2005-11-02,1098.6742298636277
2005-11-03,1105.1009726283962
2005-11-04,1123.7397965063078
2005-11-07,1114.1457385860276
2005-11-08,1119.0385264588726
2005-11-09,1130.141640485357
2005-11-10,1129.721036030003
2005-11-11,1140.078904497835
2005-11-14,1135.2810008471665
2005-11-15,1137.5732529600157
2005-11-16,1140.1617877027948
2005-11-17,1140.6920149444225
2005-11-18,1151.8524275688578
2005-11-21,1150.1765085688526
2005-11-22,1149.3698728174893
2005-11-23,1156.0449958864504
2005-11-24,1159.7602987196735
2005-11-25,1163.3651027324472
2005-11-28,1158.9596133382076
2005-11-29,1155.5802967874215
2005-11-30,1148.0070756328353
2005-12-01,1161.8950713439071
2005-12-02,1170.0906942063862
2005-12-05,1159.67723925331
2005-12-06,1151.2710996163325
2005-12-07,1167.5216127170306
2005-12-08,1146.9405447756249
2005-12-09,1150.200833539903
2005-12-12,1143.3484814293367
2005-12-13,1144.236796824342
2005-12-14,1140.0332515626098
2005-12-15,1152.3634423801996
2005-12-16,1144.5620394241466
2005-12-19,1155.39668535093
2005-12-20,1164.6313391713297
2005-12-21,1174.3630542733576
2005-12-22,1167.308512662533
2005-12-23,1169.1911551454423
2005-12-26,1170.2861919550064
2005-12-27,1170.5617612843791
2005-12-28,1162.8126273413873
2005-12-29,1171.294356706561
2005-12-30,1168.6792923203204
2006-01-02,1168.7775068573706
2006-01-03,1156.589900605986
2006-01-04,1165.7913023973074
2006-01-05,1171.883314414691
2006-01-06,1175.6928177848733
2006-01-09,1199.6529609052832
2006-01-10,1202.7210477530652
2006-01-11,1200.5217467886241
2006-01-12,1212.87735641297
2006-01-13,1213.049800154477
2006-01-16,1207.9407651545805
2006-01-17,1201.9990001204958
2006-01-18,1198.9478924954171
2006-01-19,1211.5160106465942
2006-01-20,1212.7366836744895
2006-01-23,1184.0301910899097
2006-01-24,1190.429816333055
2006-01-25,1193.1309524792891
2006-01-26,1194.9404602356951
2006-01-27,1220.8321487908188
2006-01-30,1226.1047112341196
2006-01-31,1220.0832394959823
2006-02-01,1226.7315286256282
2006-02-02,1224.493929903278
2006-02-03,1217.8213625261424
2006-02-06,1234.6951480009304
2006-02-07,1238.2206910776174
2006-02-08,1229.0130321244612
2006-02-09,1228.8695593109207
2006-02-10,1237.0353661835807
2006-02-13,1233.2359431772643
2006-02-14,1246.85001156947
2006-02-15,1245.6012582354952
2006-02-16,1240.7662183764942
2006-02-17,1239.9235897533758
2006-02-20,1246.8839490804892
2006-02-21,1257.0415830277332
2006-02-22,1262.7314609920531
2006-02-23,1266.7348169973136
2006-02-24,1275.3996699756735
2006-02-27,1281.9086343506272
2006-02-28,1272.6878998505726
2006-03-01,1268.5825552356255
2006-03-02,1264.3611071492578
2006-03-03,1259.9781317425147
2006-03-06,1259.9223611230907
2006-03-07,1255.970612551766
2006-03-08,1241.8023646597296
2006-03-09,1241.797079456872
2006-03-10,1244.6295547853163
2006-03-13,1249.7355172009159
2006-03-14,1239.5152942128461
2006-03-15,1252.0417018547485
2006-03-16,1240.0014242041627
2006-03-17,1241.7750768473218
2006-03-20,1251.0701561309443
2006-03-21,1261.003464382004
2006-03-22,1252.3833472272077
2006-03-23,1272.1049740839378
2006-03-24,1266.4439441220386
2006-03-27,1274.2734647767586
2006-03-28,1267.6175659618361
