Date,EM EUROPE
2000-12-29,100.0
2001-01-01,100.00000256715194
2001-01-02,99.60186222746653
2001-01-03,96.75381567701803
2001-01-04,101.0714539634727
2001-01-05,99.4463042523265
2001-01-08,99.65320300556822
2001-01-09,100.83598083635336
2001-01-10,102.86665186210408
2001-01-11,104.60759574638546
2001-01-12,104.56615899755342
2001-01-15,102.65782583530743
2001-01-16,102.08483101592587
2001-01-17,105.3821135814202
2001-01-18,104.0931106174621
2001-01-19,105.87892646983715
2001-01-22,103.24129327289637
2001-01-23,102.54154781692435
2001-01-24,103.92261717946907
2001-01-25,104.8249217268548
2001-01-26,104.0106904138337
2001-01-29,102.99562996558204
2001-01-30,103.67846428356965
2001-01-31,105.98603647814694
2001-02-01,104.75135473507218
2001-02-02,103.97458375125603
2001-02-05,100.27961927862138
2001-02-06,102.33901257392037
2001-02-07,100.14881506073252
2001-02-08,101.56413271652681
2001-02-09,100.5664204389489
2001-02-12,99.3323505248646
2001-02-13,101.56788230202201
2001-02-14,102.81410089607671
2001-02-15,104.49499847211774
2001-02-16,103.24449440627824
2001-02-19,99.44148008838316
2001-02-20,100.43099789813994
2001-02-21,93.30814349132328
2001-02-22,89.57134752846878
2001-02-23,87.09301910924246
2001-02-26,90.87217475657732
2001-02-27,89.77612185817216
2001-02-28,90.14929405663527
2001-03-01,90.60250242065653
2001-03-02,91.2876473613403
2001-03-05,93.03348851573237
2001-03-06,94.46818772201348
2001-03-07,94.63785207402738
2001-03-08,95.35658328206965
2001-03-09,95.20373287524353
2001-03-12,91.34122762148189
2001-03-13,90.80472821264317
2001-03-14,86.80513192309911
2001-03-15,88.90230295119454
2001-03-16,89.78192099259046
2001-03-19,89.47010070120396
2001-03-20,90.81393909503817
2001-03-21,89.22313537092545
2001-03-22,88.47994459029829
2001-03-23,88.61275674188498
2001-03-26,89.50107830173971
2001-03-27,88.20073011052602
2001-03-28,87.58158557776326
2001-03-29,85.00588536428225
2001-03-30,86.84327131605939
2001-04-02,85.36062179026143
2001-04-03,82.36453180676
2001-04-04,81.4389976894374
